[00:00:08	]Lynx has gone afk.
[16:17:11	]Nicholas Newman ran 'Consume' on item 'Breen'in Suyu' (#24400)
[16:17:11	]Nicholas Newman has gained a 'Boş Breen'in Suyu' #24403.
[16:17:11	]Goblin has unloaded their "Salih Babacan" character.
[16:17:12	]Chang Huo exited observer at their location.
[16:17:13	]Chang Huo entered observer.
[16:17:14	]Chang Huo exited observer at their location.
[16:17:23	]Chang Huo entered observer.
[16:17:25	]Nicholas Newman ran 'Equip' on item 'Açık Gri Kol Bandı' (#21120)
[16:17:35	]Daisy Hope opened the 'Buzdolabı' #3106 container.
[16:17:48	]Chang Huo ran SAM command 'asay' with arguments: 'event karakter fikri olan var mı'
[16:17:52	]Daisy Hope closed the 'Buzdolabı' #3106 container.
[16:18:00	]Chang Huo exited observer at their location.
[16:18:07	]Chang Huo entered observer.
[16:18:21	]Chang Huo used command '/PM Nicholas karakterinden grup oluştursana'.
[16:18:34	]Nicholas Newman used command '/PM chang nasıl grup oluşturuluyor?'.
[16:18:49	]Chang Huo is fully healed.
[16:18:55	]Nicholas Newman used command '/PM chang söyle oluşturam'.
[16:18:57	]Chang Huo used command '/PM Nicholas rebel lideri kim'.
[16:19:03	]John Brookly ran 'Write' on item 'Kağıt' (#14228)
[16:19:05	]Daisy Hope ran SAM command 'asay' with arguments: 'illegal şekilde birşeyler alabilirsin ve karşılığında para verirsin'
[16:19:10	]Nicholas Newman used command '/PM chang tam rebel değiliz biz lynx ve ben varım'.
[16:19:16	]Nicholas Newman used command '/PM chang ortağız yani lider yok'.
[16:19:23	]Chang Huo ran SAM command 'asay' with arguments: 'rebel lideri kim'
[16:19:29	]Daisy Hope ran SAM command 'asay' with arguments: 'idk'
[16:19:31	]John Brookly ran SAM command 'asay' with arguments: 'burası niye açık'
[16:19:32	]Chang Huo ran 'Write' on item 'Kağıt' (#14228)
[16:19:36	]Daisy Hope entered observer.
[16:19:38	]Daisy Hope exited observer at their location.
[16:19:40	]Daisy Hope ran SAM command 'asay' with arguments: 'neresi'
[16:19:41	]Daisy Hope entered observer.
[16:19:43	]John Brookly ran SAM command 'asay' with arguments: 'goto at'
[16:19:49	]Nicholas Newman used command '/PM chang ama düzenli rebeli soruyorsan igor'.
[16:19:49	]Daisy Hope ran SAM command 'goto' with arguments: 'brookly'
[16:19:53	]John Brookly exited observer at their location.
[16:19:54	]Daisy Hope exited observer at their location.
[16:19:56	]Nicholas Newman used command '/PM chang lucifer yani'.
[16:20:00	]John Brookly used command '/ToggleRaise'.
[16:20:02	][IC] Daisy Hope: Kapalımı olması gerekiyo.
[16:20:02	]Chang Huo ran SAM command 'asay' with arguments: 'luci rebel lideri sen misin'
[16:20:04	][IC] Daisy Hope: Bilmiyom.
[16:20:04	]John Brookly used command '/ToggleRaise'.
[16:20:07	]John Brookly ran SAM command 'asay' with arguments: 'evet'
[16:20:08	]John Brookly entered observer.
[16:20:10	]Daisy Hope entered observer.
[16:20:11	]Nicholas Newman used command '/PM chang karakterim kısmen onu arıyor zaten hep adı geçiyor'.
[16:20:13	]Daisy Hope ran SAM command 'return' with arguments: ''
[16:20:22	]Daisy Hope exited observer at their location.
[16:20:37	]John Brookly opened the 'Doktor Brooks'un Dosyaları' #2179 container.
[16:20:41	]John Brookly ran 'Write' on item '*Başlıksız bir kağıt*' (#14325)
[16:20:52	]John Brookly ran 'Write' on item '04.08.2014' (#14320)
[16:20:54	]John Brookly ran 'Write' on item '----2017' (#14321)
[16:20:57	]John Brookly ran 'Write' on item '----2017' (#14321)
[16:20:59	]John Brookly closed the 'Doktor Brooks'un Dosyaları' #2179 container.
[16:21:13	]Daisy Hope used command '/ActSit 4'.
[16:21:28	]Daisy Hope used command '/ExitAct'.
[16:21:34	]C24:I5.UNION-65 ran SAM command 'asay' with arguments: 'ben yeterince rol pasladım'
[16:21:37	]Daisy Hope opened the 'Trash Bin' #2829 container.
[16:21:42	]Daisy Hope has transferred a 'Boş Kavanoz' #24023 to a container with the name 'Trash Bin' #2829.
[16:21:43	]C24:I5.UNION-65 ran SAM command 'asay' with arguments: 'rebel olarak 5 kişi direnişci ekibim var'
[16:21:44	]Daisy Hope has transferred a 'Boş Breen'in Suyu' #24022 to a container with the name 'Trash Bin' #2829.
[16:21:45	]Daisy Hope closed the 'Trash Bin' #2829 container.
[16:21:48	]John Brookly ran SAM command 'asay' with arguments: 'scientist hariç kimse yok'
[16:21:50	]John Brookly ran SAM command 'asay' with arguments: 'lol'
[16:21:52	]C24:I5.UNION-65 ran SAM command 'asay' with arguments: 'lol'
[16:21:56	]Daisy Hope ran SAM command 'asay' with arguments: 'lol'
[16:22:09	]Daisy Hope has spawned a footlocker.
[16:22:14	]Daisy Hope has used a context menu option with the name: rb655_dissolve
[16:22:15	]Goblin has gone afk.
[16:22:16	]env_entity_dissolver destroyed a 'Footlocker' #24404.
[16:22:50	]John Brookly exited observer at their location.
[16:22:53	]Hoo Lee Fuk banditcamp.com (STEAM_0:0:479033164) has disconnected.
[16:22:54	][IC] Daisy Hope: Hoşgeldiniz.
[16:22:58	][IC] Daisy Hope: Ne istersini.
[16:23:05	][IC] Nicholas Newman: Bir şey istemiyorum.
[16:23:10	][IC] Nicholas Newman: Ama menü alabilirim.
[16:23:12	][ME] Daisy Hope: menüyü uzatır
[16:23:14	]Nicholas Newman used command '/ActSit 4'.
[16:23:17	]Daisy Hope ran 'drop' on item 'MENÜ:' (#19754)
[16:23:17	]Daisy Hope has lost a 'MENÜ:' #19754.
[16:23:20	]Nicholas Newman ran 'take' on item 'MENÜ:' (#19754)
[16:23:20	]Nicholas Newman has gained a 'MENÜ:' #19754.
[16:23:25	]Nicholas Newman ran 'Write' on item 'MENÜ:' (#19754)
[16:23:49	][LOOC] Nicholas Newman: bizim menüyü nasıl buldun la
[16:23:51	]Nicholas Newman ran 'Write' on item 'MENÜ:' (#19754)
[16:23:57	][IC] Nicholas Newman: Gerek yok.
[16:23:59	][LOOC] Daisy Hope: dolapta duruyordu
[16:24:00	][IC] Nicholas Newman: Çok pahalı.
[16:24:05	]Nicholas Newman ran 'drop' on item 'MENÜ:' (#19754)
[16:24:05	]Nicholas Newman has lost a 'MENÜ:' #19754.
[16:24:06	]Nicholas Newman used command '/ExitAct'.
[16:24:12	]Nicholas Newman used command '/ActSit 4'.
[16:24:14	]Daisy Hope ran 'take' on item 'MENÜ:' (#19754)
[16:24:14	]Daisy Hope has gained a 'MENÜ:' #19754.
[16:24:16	]Nicholas Newman used command '/ActSit 4'.
[16:24:17	]Nicholas Newman used command '/ActSit 4'.
[16:24:27	][IC] Daisy Hope: Uh oh!
[16:24:29	]Nicholas Newman used command '/ActSit 4'.
[16:24:31	]Daisy Hope ran SAM command 'bring' with arguments: 'nicholas'
[16:24:44	]Daisy Hope entered observer.
[16:24:45	]Daisy Hope exited observer at their location.
[16:24:56	]Daisy Hope ran SAM command 'asay' with arguments: 'destek masası'
[16:25:22	]Daisy Hope ran SAM command 'asay' with arguments: 'destek masası'
[16:25:23	]Daisy Hope entered observer.
[16:25:25	]Daisy Hope exited observer at their location.
[16:25:26	]Daisy Hope entered observer.
[16:25:26	]Daisy Hope exited observer at their location.
[16:25:34	]Chang Huo has gone afk.
[16:25:49	]Chang Huo is no longer afk. Total time spent AFK: 310
[16:25:58	]Chang Huo ran SAM command 'asay' with arguments: 'luci orda mısın'
[16:26:06	]Daisy Hope entered observer.
[16:26:18	]Chang Huo exited observer at their location.
[16:26:18	]Chang Huo has taken 3 damage from worldspawn.
[16:26:19	]Chang Huo entered observer.
[16:26:22	]Daisy Hope exited observer at their location.
[16:26:26	]Daisy Hope ran 'Write' on item 'MENÜ:' (#19754)
[16:26:32	]C24:I5.UNION-65 has gone afk.
[16:26:45	]Goblin loaded the character 'Salih Babacan'
[16:26:45	]Salih Babacan is no longer afk. Total time spent AFK: 570
[16:26:49	]Chang Huo exited observer at their location.
[16:26:52	]Chang Huo entered observer.
[16:27:02	]Daisy Hope entered observer.
[16:27:06	]Daisy Hope exited observer at their location.
[16:27:07	]Daisy Hope entered observer.
[16:27:08	]Daisy Hope exited observer at their location.
[16:27:15	][LOOC] Nicholas Newman: yeni açıldı normal
[16:27:18	]Chang Huo exited observer at their location.
[16:27:26	][LOOC] Nicholas Newman: ben bazen 1 saat sonra girebiliyor timeouttan
[16:27:33	][LOOC] Salih Babacan: kanka 100 üye var hiçbiri gelmiyor
[16:27:36	]Daisy Hope ran 'Write' on item 'MENÜ:' (#19754)
[16:27:38	]Chang Huo entered observer.
[16:27:39	][LOOC] Salih Babacan: sorun bu
[16:27:42	][LOOC] Nicholas Newman: evet orası doğru
[16:27:47	]C24:I5.UNION-65 is no longer afk. Total time spent AFK: 370
[16:28:24	]Daisy Hope entered observer.
[16:28:25	]Daisy Hope exited observer at their location.
[16:28:41	]Daisy Hope entered observer.
[16:28:49	]Daisy Hope exited observer at their location.
[16:28:58	]Daisy Hope ran 'Use' on item 'Fırın' (#12712)
[16:29:05	]Daisy Hope ran 'ShowLog' on item 'POS Cihazı' (#24093)
[16:29:11	]Salih Babacan used command '/PM C24 Kanka benim bu sk başvurusuna ne zaman bakılır'.
[16:29:11	]Daisy Hope ran 'RequestCredits' on item 'POS Cihazı' (#24093)
[16:29:16	]Daisy Hope opened the 'Buzdolabı' #3106 container.
[16:29:18	]Daisy Hope has gained a 'Mutfak Bıçağı' #24091 from a container with the name 'Buzdolabı' #3106.
[16:29:20	]Daisy Hope closed the 'Buzdolabı' #3106 container.
[16:29:26	]Daisy Hope opened the 'Buzdolabı' #3106 container.
[16:29:29	]Daisy Hope has transferred a 'Mutfak Bıçağı' #24091 to a container with the name 'Buzdolabı' #3106.
[16:29:30	]Daisy Hope closed the 'Buzdolabı' #3106 container.
[16:29:50	]Daisy Hope has spawned a küçük_Çöp_kutusu.
[16:29:53	]Daisy Hope ran 'take' on item 'Küçük Çöp Kutusu' (#24405)
[16:29:53	]Daisy Hope has gained a 'Küçük Çöp Kutusu' #24405.
[16:29:59	]Nicholas Newman used command '/CharFallOver'.
[16:30:01	]Nicholas Newman used command '/CharGetUp'.
[16:30:02	]Nicholas Newman used command '/CharGetUp'.
[16:30:02	]Daisy Hope ran 'drop' on item 'Küçük Çöp Kutusu' (#24405)
[16:30:02	]Daisy Hope has lost a 'Küçük Çöp Kutusu' #24405.
[16:30:02	]Nicholas Newman used command '/CharGetUp'.
[16:30:03	]Nicholas Newman used command '/CharGetUp'.
[16:30:04	]Nicholas Newman used command '/CharGetUp'.
[16:30:05	]Daisy Hope has used a context menu option with the name: rb655_dissolve
[16:30:05	]Daisy Hope entered observer.
[16:30:07	]env_entity_dissolver destroyed a 'Küçük Çöp Kutusu' #24405.
[16:30:30	]Daisy Hope exited observer at their location.
[16:30:41	]Revain loaded the character 'Frank Dogan'
[16:30:59	]Frank Dogan has given himself a plaid_lightgrey.
[16:30:59	]Frank Dogan has gained a 'Açık Gri Ekose' #24406.
[16:31:05	]Chang Huo exited observer at their location.
[16:31:05	]Chang Huo entered observer.
[16:31:06	]Chang Huo exited observer at their location.
[16:31:06	]Chang Huo entered observer.
[16:31:06	]Chang Huo exited observer at their location.
[16:31:07	]Chang Huo entered observer.
[16:31:09	]Frank Dogan has given himself a legs_green_pants.
[16:31:09	]Frank Dogan has gained a 'Koyu Yeşil Pantolon' #24407.
[16:31:09	]Scientist has unloaded their "Nicholas Newman" character.
[16:31:10	]Chang Huo exited observer at their location.
[16:31:12	]Frank Dogan entered observer.
[16:31:14	]Scientist loaded the character 'Nicholas Newman'
[16:31:17	]Chang Huo entered observer.
[16:31:21	]Frank Dogan exited observer at their location.
[16:31:27	][IC] Frank Dogan: Oh.
[16:31:29	][IC] Frank Dogan: Merhaba.
[16:31:32	][IC] Nicholas Newman: Merhaba.
[16:31:38	][IC] Frank Dogan: Orada.
[16:31:40	][IC] Frank Dogan: Ne var.
[16:31:47	][IC] Nicholas Newman: Toprak ve su.
[16:31:48	][IC] Nicholas Newman: Gel.
[16:31:54	]Frank Dogan ran 'Equip' on item 'Fire Axe' (#22020)
[16:32:07	][IC] Frank Dogan: Vay be.
[16:32:14	][IC] Nicholas Newman: Buralarda saklanıyorum.
[16:32:17	][IC] Nicholas Newman: Cp gelirse.
[16:32:24	][IC] Frank Dogan: Düşündümde, arkadaş olalımmı?
[16:32:30	][IC] Nicholas Newman: Belki.
[16:32:41	][IC] Frank Dogan: Ortak yönümüz var, ha?
[16:32:50	][IC] Nicholas Newman: Bilmiyorum.
[16:33:00	][IC] Frank Dogan: Hey.
[16:33:06	][IC] Nicholas Newman: Gel.
[16:33:07	][IC] Nicholas Newman: Onları taşıma.
[16:33:08	][IC] Frank Dogan: Şunların.
[16:33:09	][IC] Frank Dogan: Yüzünü.
[16:33:11	][IC] Frank Dogan: Merak ediyorum.
[16:33:26	][IC] Frank Dogan: Şu adamı tut ben şu kaafasındakini çekicem.
[16:33:30	][IC] Nicholas Newman: Bunlar bulaşıcı.
[16:33:34	][IC] Nicholas Newman: Hayır.
[16:33:41	][IC] Frank Dogan: Eminmisin.
[16:33:43	][IC] Frank Dogan: Öldü gibi duruyor.
[16:33:46	][IC] Nicholas Newman: Bunlara dokunma.
[16:34:01	][ME] Frank Dogan: çöpü karıştırır
[16:34:11	]Frank Dogan has gained a 'Kırık Bilgisayar' #24408.
[16:34:14	][IC] Frank Dogan: Oha.
[16:34:15	][IC] Frank Dogan: Içinden.
[16:34:19	][IC] Frank Dogan: Kırık bilgisayar var.
[16:34:21	][IC] Frank Dogan: Bundan.
[16:34:22	][IC] Nicholas Newman: Olabilir.
[16:34:24	][IC] Frank Dogan: Ana kart olur.
[16:34:30	][IC] Frank Dogan: Ne dersin.
[16:34:32	][IC] Nicholas Newman: Evet.
[16:34:40	][IC] Nicholas Newman: Şuan ilgilenmiyorum.
[16:34:43	][IC] Frank Dogan: Bende zaten elektronik devre var.
[16:34:45	]Salih Babacan is fully healed.
[16:34:47	][ME] Nicholas Newman: kapıyı anahtar ile kitler
[16:34:53	]Nicholas Newman ran 'take' on item 'Vida Kutusu' (#24295)
[16:34:53	]Nicholas Newman has gained a 'Vida Kutusu' #24295.
[16:35:20	]Salih Babacan used command '/ActSit'.
[16:35:20	]Frank Dogan has gained level 7 in the Hız skill.
[16:35:21	]Salih Babacan used command '/ExitAct'.
[16:35:28	][IC] Frank Dogan: Burası.
[16:35:28	][IC] Nicholas Newman: Geleceğine emin misin.
[16:35:30	][IC] Frank Dogan: Çok kötü.
[16:35:32	][IC] Frank Dogan: Kokyuor.
[16:35:32	][IC] Nicholas Newman: Gideceğim yer tehlikeli.
[16:35:34	][IC] Frank Dogan: Evet eminim.
[16:36:11	]Nicholas Newman used command '/ActLean'.
[16:36:17	]Frank Dogan ran 'take' on item 'Bilgisayar Parçaları' (#24409)
[16:36:17	]Frank Dogan has gained a 'Bilgisayar Parçaları' #24409.
[16:36:19	]Frank Dogan ran 'take' on item 'Yapıştırıcı' (#24411)
[16:36:19	]Frank Dogan has gained a 'Yapıştırıcı' #24411.
[16:36:21	]Frank Dogan ran 'take' on item 'Ahşap Tahta' (#24410)
[16:36:21	]Frank Dogan has gained a 'Ahşap Tahta' #24410.
[16:36:27	]Goblin has unloaded their "Salih Babacan" character.
[16:36:38	][IC] Frank Dogan: Yapıştırıcı.
[16:36:41	][ME] Nicholas Newman: etrafı izlemeye başlar
[16:36:47	]Frank Dogan used command '/ActLean'.
[16:36:48	]Frank Dogan used command '/ActLean'.
[16:36:49	]Chang Huo has gone afk.
[16:36:55	][IC] Frank Dogan: Naber.
[16:37:02	][IC] Nicholas Newman: Çok kafa açıyorsun.
[16:37:06	][IC] Nicholas Newman: Ben fazla konuşanları sevmem.
[16:37:12	][IC] Frank Dogan: Herkes uyuyor.
[16:37:16	][IC] Frank Dogan: Napabiliriz başka?
[16:37:32	][IC] Nicholas Newman: Konuşmayabiliriz.
[16:37:37	][IC] Nicholas Newman: Gereksiz konuşmaları sevmiyorum.
[16:37:37	]Nicholas Newman used command '/ExitAct'.
[16:37:39	]Frank Dogan used command '/ExitAct'.
[16:38:03	][ME] Nicholas Newman: demirden sekerek merdivene tutunur
[16:38:09	]Nicholas Newman rolled 5 out of 20 (+0 from Çeviklik).
[16:38:09	]Nicholas Newman used command '/Roll agility'.
[16:38:16	][IC] Nicholas Newman: Ah.
[16:38:19	][IC] Nicholas Newman: Yetişmedi.
[16:38:40	][IC] Frank Dogan: Buralar tehlikeli.
[16:38:43	][IC] Nicholas Newman: Evet.
[16:38:45	][IC] Frank Dogan: Eğer seni görürse.
[16:38:50	][IC] Frank Dogan: Cidden kötü şeyler olacak.
[16:38:52	][IC] Nicholas Newman: Kim?
[16:38:59	][IC] Frank Dogan: Sivil korumalar, siviller.
[16:39:03	][IC] Nicholas Newman: Haha.
[16:39:06	][IC] Frank Dogan: Bilirsin sivilelr herşeyi şikayet ederler.
[16:39:14	][IC] Frank Dogan: Yani sadık ollanlar.
[16:39:18	][IC] Nicholas Newman: Burası yasa dışı değil diye biliyorum.
[16:39:26	][IC] Frank Dogan: Yasa dışı.
[16:39:29	][IC] Nicholas Newman: Ve gözlemlerimce sivil korumalar buraya yanaşmıyor.
[16:39:40	][IC] Nicholas Newman: Ama bir baltayla görünseydim korkardım.
[16:39:45	][LOOC] Nicholas Newman: missclick
[16:39:54	][IC] Frank Dogan: Benimi.
[16:39:56	][IC] Frank Dogan: Kastettin.
[16:39:58	][IC] Nicholas Newman: Evet.
[16:40:04	][IC] Frank Dogan: Doğru ya.
[16:40:06	][IC] Frank Dogan: Görünüyor.
[16:40:23	][IC] Nicholas Newman: Geri çık.
[16:40:25	][IC] Nicholas Newman: Dikkatli ol.
[16:40:44	]Chang Huo is fully healed.
[16:40:48	]Goblin (STEAM_0:0:601054844) deleted character 'Salih Babacan'
[16:40:50	][IC] Nicholas Newman: Neden arkamda duruyorsun hep?
[16:40:55	][IC] Nicholas Newman: Kuyruk gibi takip ediyorsun.
[16:40:59	][IC] Frank Dogan: Seninle konuşmak için.
[16:41:12	][IC] Nicholas Newman: Gereksiz konuşmayı sevmiyorum.
[16:41:18	][IC] Frank Dogan: Hadi ya.
[16:41:24	][IC] Nicholas Newman: Geri çekil.
[16:41:34	][IC] Nicholas Newman: Oradan çıkar mısın?
[16:41:45	]Goblin has gone afk.
[16:41:47	]C24:I5.UNION-65 has gone afk.
[16:41:47	][ME] Nicholas Newman: hızlıca ileriye atılır.
[16:41:50	]Nicholas Newman rolled 14 out of 20 (+0 from Çeviklik).
[16:41:50	]Nicholas Newman used command '/Roll agility'.
[16:41:51	][IC] Frank Dogan: Aaaaaaagh!
[16:41:52	]C24:I5.UNION-65 is no longer afk. Total time spent AFK: 300
[16:42:08	][ME] Nicholas Newman: eliyle açar
[16:42:25	][IC] Frank Dogan: Bak izle napıcam.
[16:42:27	][IC] Frank Dogan: Bak izle napıcam.
[16:42:31	]Frank Dogan entered observer.
[16:42:38	][LOOC] Nicholas Newman: troll yapma
