[00:00:26	]C17:RL.KING-2 has gone afk.
[01:34:53	]C17:i1.HELIX-12 exited observer at their location.
[01:34:54	]C17:i1.HELIX-12 entered observer.
[01:35:23	]C17:i1.HELIX-12 exited observer at their location.
[01:36:12	]C17:i1.HELIX-12 entered observer.
[01:36:13	]C17:i1.HELIX-12 exited observer at their location.
[01:36:14	]C17:i1.HELIX-12 entered observer.
[01:36:38	]C17:i1.HELIX-12 exited observer at their location.
[01:36:38	]C17:i1.HELIX-12 entered observer.
[01:36:44	]C17:i1.HELIX-12 exited observer at their location.
[01:36:49	]C17:i5.UNION-79 entered observer.
[01:36:50	]C17:i5.UNION-79 exited observer at their location.
[01:36:51	]C17:i1.HELIX-12 entered observer.
[01:37:10	]C17:i1.HELIX-12 exited observer at their location.
[01:38:03	]C17:i1.HELIX-12 entered observer.
[01:38:03	]C17:i1.HELIX-12 exited observer at their location.
[01:38:04	]C17:i1.HELIX-12 entered observer.
[01:38:11	]C17:i1.HELIX-12 used command '/VisorStatus blue'.
[01:38:12	]C17:i1.HELIX-12 exited observer at their location.
[01:38:13	]C17:i1.HELIX-12 entered observer.
[01:38:14	]C17:i1.HELIX-12 exited observer at their location.
[01:38:15	]C17:i1.HELIX-12 entered observer.
[01:38:17	]C17:i1.HELIX-12 exited observer at their location.
[01:38:21	]C17:i1.HELIX-12 entered observer.
[01:38:28	]C17:i1.HELIX-12 exited observer at their location.
[01:38:30	]C17:i1.HELIX-12 entered observer.
[01:38:44	]C17:i1.HELIX-12 exited observer at their location.
[01:38:44	]C17:i1.HELIX-12 has taken 16 damage from worldspawn.
[01:38:46	]C17:i1.HELIX-12 entered observer.
[01:42:49	]C17:i5.UNION-79 entered observer.
[01:42:50	]C17:i5.UNION-79 exited observer at their location.
[01:45:02	]C17:i1.HELIX-12 exited observer at their location.
[01:45:02	]C17:i1.HELIX-12 entered observer.
[01:45:04	]C17:i1.HELIX-12 exited observer at their location.
[01:45:05	]C17:i1.HELIX-12 entered observer.
[01:45:14	]C17:i1.HELIX-12 exited observer at their location.
[01:45:26	]C17:i1.HELIX-12 has lost a '30rnd MP-şarjörü' #21040.
[01:45:26	]C17:i1.HELIX-12 has gained a '30rnd MP-şarjörü' #29889.
[01:45:47	]C17:i1.HELIX-12 has gained a '30rnd MP-şarjörü' #21040.
[01:45:47	]C17:i1.HELIX-12 has lost a '30rnd MP-şarjörü' #29889.
[01:45:54	]C17:i1.HELIX-12 entered observer.
[01:45:55	]C17:i1.HELIX-12 exited observer at their location.
[01:46:04	]C17:i1.HELIX-12 ran 'combine' on item '30rnd MP-şarjörü' (#21040)
[01:46:05	]C17:i1.HELIX-12 has gained a '30rnd MP-şarjörü' #29889.
[01:46:05	]C17:i1.HELIX-12 has lost a '30rnd MP-şarjörü' #21040.
[01:46:10	]C17:i1.HELIX-12 entered observer.
[01:46:11	]C17:i1.HELIX-12 exited observer at their location.
[01:46:30	]C17:i1.HELIX-12 entered observer.
[01:46:39	]C17:i1.HELIX-12 exited observer at their location.
[01:46:39	]C17:i1.HELIX-12 entered observer.
[01:46:42	]C17:i1.HELIX-12 exited observer at their location.
[01:46:42	]C17:i1.HELIX-12 entered observer.
[01:46:46	]C17:i1.HELIX-12 exited observer at their location.
[01:47:37	]C17:i1.HELIX-12 entered observer.
[01:47:38	]C17:i1.HELIX-12 exited observer at their location.
[01:47:39	]C17:i1.HELIX-12 entered observer.
[01:47:44	]C17:i1.HELIX-12 exited observer at their location.
[01:47:44	]C17:i1.HELIX-12 entered observer.
[01:47:52	]C17:i1.HELIX-12 exited observer at their location.
[01:48:01	]C17:i5.UNION-79 has gone afk.
[01:48:02	]C17:i1.HELIX-12 has spawned 'models/willardnetworks/m1nt/burlap_bag_female.mdl'.
[01:48:06	]C17:i1.HELIX-12 has spawned 'models/willardnetworks/m1nt/burlap_bag_male.mdl'.
[01:48:10	]C17:i1.HELIX-12 has spawned 'models/willardnetworks/skills/surgicalkit.mdl'.
[01:48:35	]C17:i1.HELIX-12 entered observer.
[01:48:36	]C17:i1.HELIX-12 exited observer at their location.
[01:48:37	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:37	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0015 with ix_hands
[01:48:39	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:39	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0018 with ix_hands
[01:48:40	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:40	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0021 with ix_hands
[01:48:42	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:42	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0024 with ix_hands
[01:48:42	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:42	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0027 with ix_hands
[01:48:43	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:43	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.003 with ix_hands
[01:48:44	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:44	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0033 with ix_hands
[01:48:47	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:47	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0036 with ix_hands
[01:48:48	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:48	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0039 with ix_hands
[01:48:49	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:49	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0042 with ix_hands
[01:48:50	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:50	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0045 with ix_hands
[01:48:51	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:51	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0048 with ix_hands
[01:48:52	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:52	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0051 with ix_hands
[01:48:54	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:54	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0054 with ix_hands
[01:48:55	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:55	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0057 with ix_hands
[01:48:56	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:48:56	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.006 with ix_hands
[01:48:59	]C17:i5.UNION-79 was knocked unconscious and is bleeding out.
[01:48:59	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0063 with ix_hands
[01:48:59	]C17:i5.UNION-79 has gained a '17rnd Usp-Şarjörü' #29772.
[01:49:01	]C17:i5.UNION-79 is no longer afk. Total time spent AFK: 355
[01:49:11	]C17:i1.HELIX-12 ran 'give' on item 'Sağlık Kiti' (#29935)
[01:49:11	]C17:i1.HELIX-12 has performed the 'Use Sağlık Kiti' action, gaining 190 experience in medicine.
[01:49:11	]C17:i5.UNION-79 was disinfected by C17:i1.HELIX-12 for 323 seconds.
[01:49:11	]C17:i5.UNION-79's bleeding was stopped by C17:i1.HELIX-12.
[01:49:11	]C17:i5.UNION-79 was bandaged by C17:i1.HELIX-12 for 79 HP.
[01:49:56	]C17:i5.UNION-79 is no longer unconscious from critical wounds.
[01:50:13	]C17:i1.HELIX-12 used command '/CharSkillAdd HELIX Medical 20'.
[01:50:21	]C17:i1.HELIX-12 has gained level 2 in the Tıp skill.
[01:50:26	]C17:i1.HELIX-12 has gained level 6 in the Hız skill.
[01:50:28	]C17:i1.HELIX-12 has gained level 4 in the Yakın Dövüş skill.
[01:50:36	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:50:36	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0066 with ix_hands
[01:50:38	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:50:38	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0069 with ix_hands
[01:50:41	]C17:i1.HELIX-12 has gained level 7 in the Hız skill.
[01:50:42	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:50:42	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0072 with ix_hands
[01:50:45	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:50:45	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0075 with ix_hands
[01:50:48	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:50:48	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0078 with ix_hands
[01:50:49	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:50:49	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0081 with ix_hands
[01:50:50	]C17:i5.UNION-79 has taken 5 damage from C17:i1.HELIX-12.
[01:50:50	]C17:i1.HELIX-12 has damaged C17:i5.UNION-79, dealing 5.0084 with ix_hands
[01:51:07	]C17:i1.HELIX-12 ran 'give' on item 'Sağlık Kiti' (#29935)
[01:51:07	]C17:i1.HELIX-12 has performed the 'Use Sağlık Kiti' action, gaining 175 experience in medicine.
[01:51:07	]C17:i5.UNION-79 was disinfected by C17:i1.HELIX-12 for 361 seconds.
[01:51:07	]C17:i5.UNION-79 was bandaged by C17:i1.HELIX-12 for 81 HP.
[01:51:27	]C17:i1.HELIX-12 ran 'give' on item 'Bandaj Rulosu' (#26862)
[01:51:27	]C17:i1.HELIX-12 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[01:51:27	]C17:i5.UNION-79 was bandaged by C17:i1.HELIX-12 for 16 HP.
[01:51:36	]C17:i1.HELIX-12 ran 'give' on item 'Dezenfektan' (#29936)
[01:51:36	]C17:i1.HELIX-12 tried to disinfect C17:i5.UNION-79 but the wound was already clean.
[01:51:53	]C17:i1.HELIX-12 ran 'give' on item 'Ağrı Kesici' (#15024)
[01:52:14	]C17:i1.HELIX-12 entered observer.
[01:53:50	]C17:i1.HELIX-12 exited observer at their location.
[01:53:51	]C17:i1.HELIX-12 entered observer.
[01:53:57	]DavşanAbi (STEAM_0:0:100418262) has disconnected.
[01:56:01	]C17:i5.UNION-79 has gone afk.
[02:04:01	]C17:i5.UNION-79 is fully healed.
[02:17:00	]Enistein (STEAM_0:1:98500861) has disconnected.
[16:05:04	]bquits has connected.
[16:05:50	]bquits (STEAM_0:0:142449284) deleted character 'İbrahim Demir'
[16:06:53	]Sinyor Gordon has connected.
[16:07:57	]bquits created the character 'Micheal O'Connel'
[16:07:57	]Micheal O'Connel has gained a 'Açık Gri Kol Bandı' #32908.
[16:07:57	]Micheal O'Connel has gained a '#96246 Kimlik Kartı' #32909.
[16:07:57	]Micheal O'Connel has gained a 'Sivil Tulum' #32910.
[16:07:57	]Micheal O'Connel has gained a 'Tulum pantolonu.' #32911.
[16:07:57	]Micheal O'Connel has gained a 'Koyu Deri Çizme' #32912.
[16:07:57	]bquits loaded the character 'Micheal O'Connel'
[16:08:00	]Micheal O'Connel entered observer.
[16:08:00	]Micheal O'Connel exited observer at their location.
[16:08:29	]Micheal O'Connel ran 'Equip' on item 'Açık Gri Kol Bandı' (#32908)
[16:08:38	]Micheal O'Connel entered observer.
[16:08:45	]Micheal O'Connel exited observer at their location.
[16:09:30	]Enistein has connected.
[16:10:05	]Enistein loaded the character 'Elazar Gül'
[16:10:11	]Elazar Gül entered observer.
[16:10:25	]Elazar Gül exited observer at their location.
[16:12:19	]Elazar Gül has used a context menu option with the name: remove
[16:13:43	]Micheal O'Connel opened the 'Metal Çöp Kutusu' #3654 container.
[16:13:43	]Micheal O'Connel closed the 'Metal Çöp Kutusu' #3654 container.
[16:14:38	]Micheal O'Connel entered observer.
[16:14:39	]Micheal O'Connel exited observer at their location.
[16:17:44	]bquits has connected.
[16:17:50	]Enistein has connected.
[16:18:17	]bquits loaded the character 'Micheal O'Connel'
[16:18:19	]Micheal O'Connel entered observer.
[16:18:20	]Micheal O'Connel exited observer at their location.
[16:18:37	]Rasputin/Shylock has connected.
[16:19:04	]Rasputin/Shylock loaded the character 'Ferhan Şensoy'
[16:19:09	]Ferhan Şensoy is fully healed.
[16:19:13	]Ferhan Şensoy entered observer.
[16:19:20	]Enistein loaded the character 'Elazar Gül'
[16:19:25	]Elazar Gül is fully healed.
[16:19:31	]Elazar Gül has spawned a 'Entity [4286][cup_shield3]'.
[16:19:44	]Elazar Gül has spawned a 'NPC [4286][npc_vj_hl2_alex]'.
[16:19:51	]Elazar Gül has spawned a 'NPC [4286][npc_vj_hl2_citizen]'.
[16:19:55	]Elazar Gül has used a context menu option with the name: vj_pr_npc_control
[16:20:10	]Elazar Gül entered observer.
[16:20:10	]Elazar Gül exited observer at their location.
[16:20:21	]Elazar Gül used command '/ActSit'.
[16:20:21	]Micheal O'Connel ran 'Write' on item 'NE DİRENİŞ NE EVRENSEL BİRLİK ' (#31560)
[16:20:23	]Micheal O'Connel ran 'Write' on item 'NE DİRENİŞ NE EVRENSEL BİRLİK ' (#31560)
[16:20:23	]Elazar Gül used command '/ActSit'.
[16:20:26	]Ferhan Şensoy exited observer at their location.
[16:20:48	]Elazar Gül has used a context menu option with the name: remove
[16:20:52	]Elazar Gül entered observer.
[16:20:52	]Elazar Gül exited observer at their location.
[16:21:04	]Elazar Gül ran 'Write' on item 'NE DİRENİŞ NE EVRENSEL BİRLİK ' (#31560)
[16:21:04	]Ferhan Şensoy entered observer.
[16:21:13	]Micheal O'Connel entered observer.
[16:21:14	]Micheal O'Connel exited observer at their location.
[16:21:17	]Elazar Gül has given himself a pin.
[16:21:17	]Elazar Gül has gained a 'İğne' #32913.
[16:21:29	]Elazar Gül ran 'Pin' on item 'İğne' (#32913)
[16:21:37	]Elazar Gül ran 'Write' on item 'NE DİRENİŞ NE EVRENSEL BİRLİK ' (#31560)
[16:22:29	]Elazar Gül has spawned a magazine_otar_60rnd.
[16:22:37	]Elazar Gül has used a context menu option with the name: remove
[16:23:09	]Elazar Gül has spawned a 'NPC [4286][npc_vj_hl2_combine_sniper]'.
[16:23:10	]Elazar Gül has spawned a 'NPC [4286][npc_vj_hl2_metrocop3]'.
[16:23:10	]Micheal O'Connel entered observer.
[16:23:10	]Micheal O'Connel exited observer at their location.
[16:23:12	]Elazar Gül has spawned a 'NPC [4293][npc_vj_hl2_metrocop5]'.
[16:23:12	]Elazar Gül has taken 7 damage from Combine Guard.
[16:24:35	]Innovators has connected.
[16:26:38	]Ferhan Şensoy exited observer at their location.
[16:26:46	]Innovators loaded the character 'C17:i5.UNION-25'
[16:26:51	]C17:i5.UNION-25 is fully healed.
[16:27:04	]Micheal O'Connel ran 'take' on item 'Boş Süt Kartonu' (#32915)
[16:27:04	]Micheal O'Connel has gained a 'Boş Süt Kartonu' #32915.
[16:27:06	]Micheal O'Connel ran 'take' on item 'Elektronik devreler' (#32916)
[16:27:06	]Micheal O'Connel has gained a 'Elektronik devreler' #32916.
[16:27:07	]Elazar Gül has spawned a 'Entity [4245][sent_vj_fireplace]'.
[16:27:17	]Elazar Gül has spawned a 'NPC [4249][npc_vj_hl2_dog]'.
[16:27:19	]Micheal O'Connel has taken 10 damage from barrel_fire_hurt_2.
[16:27:26	]Elazar Gül has spawned a 'NPC [4233][npc_vj_hl2_rebel]'.
[16:27:28	]Elazar Gül entered observer.
[16:27:29	]Elazar Gül exited observer at their location.
[16:27:30	]Elazar Gül has spawned a 'NPC [4233][npc_vj_hl2_rebel]'.
[16:27:36	]Elazar Gül has spawned a 'NPC [4233][npc_vj_hl2_gman]'.
[16:28:02	]Ferhan Şensoy entered observer.
[16:28:13	]Ferhan Şensoy has spawned a trueloyal_ration.
[16:28:18	]Ferhan Şensoy exited observer at their location.
[16:28:18	]Elazar Gül ran 'Open' on item 'Gerçek Loyalist Rasyonu' (#32918)
[16:28:19	]Elazar Gül has gained a 'Evrensel Birlik Çikolatası' #32919.
[16:28:19	]Elazar Gül has gained a 'Somon Biftek' #32920.
[16:28:19	]Elazar Gül has gained a 'Köpüklü Breen Suyu' #32921.
[16:28:19	]Elazar Gül has gained a '20 Kredi Kuponu' #32922.
[16:28:20	]Ferhan Şensoy entered observer.
[16:28:22	]Elazar Gül ran 'Consume' on item 'Somon Biftek' (#32920)
[16:28:22	]Elazar Gül has gained a level 5 long boost in Zeka.
[16:28:22	]Elazar Gül has gained a level 5 long boost in Algı.
[16:28:23	]Elazar Gül ran 'Consume' on item 'Evrensel Birlik Çikolatası' (#32919)
[16:28:23	]Elazar Gül has gained a 'Plastik Çöp' #32923.
[16:28:24	]Elazar Gül ran 'Consume' on item 'Köpüklü Breen Suyu' (#32921)
[16:28:24	]Elazar Gül has gained a 'Boş Breen'in Suyu' #32924.
[16:28:25	]Elazar Gül ran 'Use' on item '20 Kredi Kuponu' (#32922)
[16:28:27	]Elazar Gül entered observer.
[16:28:29	]Elazar Gül exited observer at their location.
[16:28:31	]Elazar Gül ran 'Use' on item '20 Kredi Kuponu' (#32922)
[16:28:34	]Elazar Gül ran 'Use' on item '20 Kredi Kuponu' (#32922)
[16:28:36	]Elazar Gül has used a coupon at a ration dispenser, gaining 20 credits.
[16:28:41	]Innovators loaded the character 'William "Jack" Frost'
[16:28:53	]Elazar Gül has gained level 7 in the Hız skill.
[16:29:02	]Ferhan Şensoy exited observer at their location.
[16:29:21	]Elazar Gül entered observer.
[16:29:37	]Elazar Gül exited observer at their location.
[16:29:59	]Elazar Gül ran 'take' on item 'Plastik Çöp' (#31916)
[16:29:59	]Elazar Gül has gained a 'Plastik Çöp' #31916.
[16:30:03	]Elazar Gül ran 'combine' on item 'Plastik Çöp' (#32923)
[16:30:05	]Ferhan Şensoy has used a context menu option with the name: skin
[16:30:07	]Ferhan Şensoy has used a context menu option with the name: skin
[16:30:11	]Elazar Gül ran 'take' on item 'Plastik Çöp' (#31636)
[16:30:11	]Elazar Gül has gained a 'Plastik Çöp' #31636.
[16:30:12	]Elazar Gül ran 'combine' on item 'Plastik Çöp' (#32923)
[16:30:16	]Ferhan Şensoy entered observer.
[16:33:35	]Elazar Gül used command '/ActKnock'.
[16:33:37	]Elazar Gül used command '/ExitAct'.
[16:33:43	]Sinyor Gordon has connected.
[16:33:55	]Ferhan Şensoy exited observer at their location.
[16:34:05	]Elazar Gül has used a context menu option with the name: remove
[16:34:13	]Elazar Gül entered observer.
[16:34:14	]Elazar Gül exited observer at their location.
[16:34:15	]Elazar Gül entered observer.
[16:34:16	]Elazar Gül exited observer at their location.
[16:34:23	]Elazar Gül ran 'take' on item 'Çelik' (#32927)
[16:34:23	]Elazar Gül has gained a 'Çelik' #32927.
[16:34:24	]Elazar Gül ran 'take' on item 'Plastik Levhalar' (#32926)
[16:34:24	]Elazar Gül has gained a 'Plastik Levhalar' #32926.
[16:34:25	]Elazar Gül ran 'take' on item 'Bitki Saksısı' (#32925)
[16:34:25	]Elazar Gül has gained a 'Bitki Saksısı' #32925.
[16:34:33	]Elazar Gül has performed the 'Craft Parçala: Bitki Saksısı' action, gaining 40 experience in crafting.
[16:34:33	]Elazar Gül has gained a 'Cam kırıkları' #32928.
[16:34:36	]Elazar Gül has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:34:44	]Elazar Gül has given himself a junk_empty_water.
[16:34:44	]Elazar Gül has gained a 'Boş Breen'in Suyu' #32929.
[16:34:48	]Elazar Gül ran 'drop' on item 'Boş Breen'in Suyu' (#32929)
[16:34:48	]Elazar Gül has lost a 'Boş Breen'in Suyu' #32929.
[16:34:49	]Elazar Gül has used a context menu option with the name: remove
[16:35:11	]Ferhan Şensoy entered observer.
[16:35:35	]Micheal O'Connel entered observer.
[16:35:41	]William "Jack" Frost has gone afk.
[16:35:43	]Sinyor Gordon loaded the character 'muhammet hoca'
[16:35:44	]Micheal O'Connel exited observer at their location.
[16:35:48	]muhammet hoca is fully healed.
[16:35:48	]muhammet hoca entered observer.
[16:35:55	]muhammet hoca exited observer at their location.
[16:36:01	]Sinyor Gordon loaded the character 'Joe Rock'
[16:36:07	]Joe Rock ran 'drop' on item 'Ağır Yeşil Kevlar Üniforma' (#31970)
[16:36:07	]Joe Rock has lost a 'Ağır Yeşil Kevlar Üniforma' #31970.
[16:36:17	]Joe Rock destroyed a 'Ağır Yeşil Kevlar Üniforma' #31970.
[16:36:30	]Ferhan Şensoy has spawned a card_deck.
[16:36:34	]Ferhan Şensoy ran 'PullRandom' on item '52-Card Deck' (#32930)
[16:36:34	]Ferhan Şensoy has gained a '3 of Clubs' #32933.
[16:36:38	]Ferhan Şensoy ran 'drop' on item '3 of Clubs' (#32933)
[16:36:38	]Ferhan Şensoy has lost a '3 of Clubs' #32933.
[16:36:40	]Ferhan Şensoy ran 'PullRandom' on item '52-Card Deck' (#32930)
