[00:03:08	]Kaan has connected.
[01:52:42	]Joachirn Lichlenberg used command '/ActInjured'.
[01:52:43	][LOOC] Natalya Ivanova: Güzel tabi 10 tane developer yapıyo sonuçta
[01:52:49	][LOOC] Natalya Ivanova: Resmiyette şuan olan 10
[01:52:50	]Joachirn Lichlenberg used command '/ExitAct'.
[01:53:02	][LOOC] Sebastian Adrian: ya bizim ilgimizi çeken lore
[01:53:10	][LOOC] Natalya Ivanova: Lore ayrı zaten
[01:53:16	][LOOC] Sebastian Adrian: gerçi sistemsel olarak da gayet olanak sağlanmış ve Half Life lore'una yakın olmuş
[01:53:18	][LOOC] Natalya Ivanova: Tadını lore veriyo
[01:53:21	][LOOC] Sebastian Adrian: tebrik etmek lazım hepsini ayrı ayrı
[01:53:27	][LOOC] Sebastian Adrian: aynen
[01:53:42	][LOOC] Natalya Ivanova: Yabancılar yapıyor tüm sistemleri türkler çeviriyor yabancılar 90 kişi felan oynadığından onlar daha çok sarıyor
[01:53:49	][LOOC] Natalya Ivanova: ama onların herşey daha zor
[01:53:59	][LOOC] Joachirn Lichlenberg: farklı bir evrende atmosferde rol yapmak dahada keyif veriyor alışılmışın dışında.
[01:54:10	][LOOC] Natalya Ivanova: 6 sosyal kredi için 1 gününü veriyosun yabancılarda
[01:54:12	][LOOC] Sebastian Adrian: aynen öyle bu arada
[01:54:19	][LOOC] Sebastian Adrian: burada sistem nasıl
[01:54:26	][LOOC] Sebastian Adrian: biz baya kastık aslında
[01:54:31	][LOOC] Natalya Ivanova: Half life loreunun asıl güzel kısmını görmediniz  bile
[01:54:42	][LOOC] Natalya Ivanova: asıl bir fraksiyona katılırsan o zaman eğlenirsin
[01:54:57	][LOOC] Sebastian Adrian: Valla işte dediğim gibi CP bekliyoruz
[01:55:01	][LOOC] Natalya Ivanova: Daha yeni açıldığından başlamadı ama bugünkü vardiyada vardıysanız headcrabi görmüşsünüzdür
[01:55:17	][LOOC] Sebastian Adrian: evet vardık ama 1. vardiyada vardık
[01:55:24	][LOOC] Sebastian Adrian: sen yetkili misin bu arada
[01:55:27	][LOOC] Natalya Ivanova: yavaştan şehirde biraz enfeksiyon felan gözükürse mesela SEK ortaya çıkmaya başlıyacak
[01:55:32	][LOOC] Natalya Ivanova: yok değilim
[01:55:42	][LOOC] Sebastian Adrian: he tamamdır
[01:55:57	][LOOC] Natalya Ivanova: Her rolün bir gün zamanı geliyor
[01:56:08	][LOOC] Sebastian Adrian: valla işte biz yeni geldik, daha bugün bakınıyoruz etrafa çok bir keşif yapamadık ama insanlarla sohbet etmek ve ortam bizi bayağı tatmin ediyor
[01:56:21	][LOOC] Natalya Ivanova: ben normalde direnişçi oynuyordum 2 ay onu oynadım wipe öncesi ama artık combine yanlısı oynuyorum
[01:56:37	][LOOC] Natalya Ivanova: Zaten burdaki amaç hızlı hızlı etrafta gezmek silah toplamak değil
[01:56:39	][LOOC] Joachirn Lichlenberg: ve daha birşey görmediğimiz halde bukadar keyif almak çok zevkli heycan verici
[01:56:54	][LOOC] Natalya Ivanova: Yavaş yavaş tanışıp hikayeni geliştireceksin insanlarla tanışacaksın
[01:57:18	][LOOC] Natalya Ivanova: İnsanlar aracılığıyla yeraltı dünyasıyla tanışıcaksın kendi başına gidersen ölürsün çünkü gazlar var otalar devriyede headcrabler var
[01:57:28	][LOOC] Natalya Ivanova: Mesela o SİB çalışanlarını görmüşünüzdür
[01:57:41	][LOOC] Sebastian Adrian: evet vardiyalarda gördük
[01:57:44	][LOOC] Natalya Ivanova: Onlardan biri belki gizlice direnişçidir ama kimse bilemez ooc'dede ic'dede
[01:57:52	][LOOC] Natalya Ivanova: Yetkililer bile bilmiyor asıl güzel kısımda o
[01:58:11	][LOOC] Sebastian Adrian: Valla süper bir ortam ya
[01:58:21	][LOOC] Natalya Ivanova: Ve bu işin sınırı yok benim karakterim mesela şehir yönetiminde ama kaliteli bir rolle ben bile direniş yanlısı olabilirim
[01:58:27	][LOOC] Natalya Ivanova: Pek mümkün olmasada
[01:58:40	][LOOC] Natalya Ivanova: İlla direnişçi olunmasınada gerek yok
[01:59:00	][LOOC] Natalya Ivanova: Ama direnişçi olup bi grup kurarsan yeraltında kendine özel bir base yapıp orada karakterini geliştirebilirsin
[01:59:14	][LOOC] Natalya Ivanova: Orada headcrab avlarsın mesela daha ortaya çıkmadı ama vortigauntlarla tanışırsın
[01:59:21	][LOOC] Natalya Ivanova: Yarın belki bir vortigaunt gelir
[01:59:35	][LOOC] Natalya Ivanova: Asıl güzel roller henüz başlamadı şuan şehire alışma durumunda herkes
[01:59:46	][LOOC] Natalya Ivanova: O vardiyaların sayısıda artıcak zorluğuda
[01:59:52	][LOOC] Sebastian Adrian: ya zaten bugün start verilmedi mi yeni sezona
[02:00:00	][LOOC] Natalya Ivanova: evet
[02:00:08	][LOOC] Natalya Ivanova: Mesela sizdenmiydi bilmemde vardiyada bugün hata yapan vardı
[02:00:25	][LOOC] Natalya Ivanova: Hata yaparsan normalde aldığın ödül azaltılmalı ama ilk gün diye birşey denilmedi
[02:00:39	][LOOC] Natalya Ivanova: Herkes bu kadar iyide davranmaz normalde işbirlikçi olmuyanlara
[02:00:53	][LOOC] Sebastian Adrian: biz değildik sanırım, yönergeleri tarif ettik sadece
[02:00:57	][LOOC] Natalya Ivanova: birde bugün çoğu insan workshopu felan indirmekten role giremedi yada karakter oluşturmaktan
[02:01:25	][LOOC] Natalya Ivanova: Eğer olurda bi vardiyada birşey anlamazsanız mutlaka SİB'E sorun bu arada onlar genelde 2-3 ay o makineyle çalışıyolar herşeyini biliyolar
[02:01:31	][LOOC] Natalya Ivanova: ooc'dede icdede
[02:01:46	][LOOC] Natalya Ivanova: Yarın muhtemelen bir vardiya yapılacak
[02:01:51	][LOOC] Sebastian Adrian: anladım çok sağ ol bizi bilgilendirdiğin için
[02:01:58	][LOOC] Sebastian Adrian: valla biz yarına muhtemelen CP oluruz gibime geliyor
[02:02:09	][LOOC] Natalya Ivanova: Farketmişinizdir varidyalar full depoda oldu
[02:02:27	][LOOC] Natalya Ivanova: Yarın artık insanlar alışmış olucağından depoda değilde depo dışında vardiyalar başlıyacak
[02:02:36	][LOOC] Natalya Ivanova: Dükkanlar açılmaya başladı yeni kıyafetler alabilcek insanlar
[02:02:41	][LOOC] Natalya Ivanova: İyice herşey oturucak
[02:02:55	][LOOC] Natalya Ivanova: Aslında oyunu şöyle oynarsanız daha çok zevk alırsınız
[02:03:09	][LOOC] Natalya Ivanova: Öyle boş boş yürürken etrafta kendine veya başka bir insana rol paslıyabilirsin
[02:03:17	][LOOC] Natalya Ivanova: İlla rol paslamak için yetkili olmayada gerek yok
[02:03:25	][LOOC] Natalya Ivanova: Ben genelde cp veya SEK'e felan paslıyorum
[02:03:32	][LOOC] Natalya Ivanova: onlarda düz sivillere paslıyor
[02:03:43	][LOOC] Natalya Ivanova: insanlar birbirine pasladıkça devamı geliyor rollerin zaten
[02:04:02	][LOOC] Natalya Ivanova: Bakalım yarın yeni cplerin hepsi gelir muhtemelen
[02:04:21	][LOOC] Natalya Ivanova: Yeni cpler gelicekler ama dikkat etmeliler şimdiden söyliyeyim
[02:04:28	][LOOC] Natalya Ivanova: CP Olursanız hata yapma şansınız yok
[02:04:37	][LOOC] Natalya Ivanova: zaten eğer olursanız davşan iyice anlatırda
[02:05:11	][LOOC] Natalya Ivanova: CP olursanız yetkiniz bayabir arttığından asla hata yapmamanız bekleniyor ic'dede ooc'dede mesela bir cp gider bu rasyon cihazını kapar tüm sunucu aç kalır en basit örnek
[02:05:32	][LOOC] Sebastian Adrian: Evet, evet. Şu an CP tarafında bir açık olduğunu biliyoruz ve farkındayız aslına bakarsan. Half Life temasına yoğun bir şekilde hakim olduğumuz için, özellikle de Evrensel Birlik'e karşı bir ilgimiz var; çok bir sorun çekmeyiz-
[02:05:37	][LOOC] Sebastian Adrian: -diye düşünüyorum.
[02:05:54	][LOOC] Natalya Ivanova: Evrensel birliğe ilgi gerekli
[02:06:05	][LOOC] Natalya Ivanova: Ben muhtemelen zaten oocden madem burdan söyliyeyim
[02:06:17	][LOOC] Natalya Ivanova: Karakterim yönetimdende olsa her an direnişe kayabilir
[02:06:28	][LOOC] Natalya Ivanova: Ki cplerde kayabilir
[02:06:37	][LOOC] Natalya Ivanova: Res öncesi ben cp'ydim ama cp karakterim olmadan
[02:06:46	][LOOC] Natalya Ivanova: 5 cp birde benim yine yönetim karakterim
[02:06:53	][LOOC] Natalya Ivanova: Birliğe ihanet etti topluca
[02:07:08	][LOOC] Natalya Ivanova: Çünkü bu 5li yakın dosttu ve birlik birinin ölüm emrini verince hepsi birliğe karşı çıktı
[02:07:16	][LOOC] Natalya Ivanova: Bunun için işte hikayeni geliştirmelisin mutlaka
[02:07:29	][LOOC] Natalya Ivanova: Önerim mesela her karakterine bi hikaye yaz forum üstünden
[02:07:36	][LOOC] Natalya Ivanova: Karakterinin değerini anlamanı sağlar
[02:07:44	][LOOC] Natalya Ivanova: Pişman olmazsınız
[02:08:11	]Natalya Ivanova used command '/ExitAct'.
[02:08:18	][LOOC] Sebastian Adrian: Bakalım işte, CP rolleri tam oturduktan sonra karakter gelişimi yapmamız şart zaten. Şimdiden bir şeyler yapmaya, oturtmaya başladık. Devamının gelmesi için CP işinin oturması gerek.
[02:08:30	][LOOC] Natalya Ivanova: Bu arada bir bilgi daha vereyim
[02:08:41	][LOOC] Natalya Ivanova: Ne kadar karakter gelişimi atarsan cpde o kadar hızlı yükselirsin
[02:09:00	][LOOC] Sebastian Adrian: Bu arada, senin Discord ismini alsak bir problem olur mu? Belki yine danışmak istediğimiz bir şeyler olabilir ileride, sen de Willard'da oldukça eski ve deneyimli bir oyuncu gibi görünüyorsun. Senden daha fazla şey kapmayı isteriz.
[02:09:04	][LOOC] Natalya Ivanova: Bu gelişim illa iyi olcak diye bişey yok mesela karakterin bir rol sonucu birliğe güveni azalır ama sen yinede bunu karakter gelişimi yaparsan daha iyi olur
[02:09:11	][LOOC] Natalya Ivanova: Kaan discord adım
[02:09:27	][LOOC] Sebastian Adrian: Dur, ben hemen ekleyeyim. firstday isimli hesap ile ekleyeceğim.
[02:09:29	][LOOC] Natalya Ivanova: Genel sohbete attım birşey ordan bakabilirsin
[02:09:54	][LOOC] Sebastian Adrian: kaaniyo mu
[02:10:00	][LOOC] Natalya Ivanova: +
[02:11:07	][LOOC] Joachirn Lichlenberg: birşey saracam elimizdeki  kuponlar direk kredi olarak sayılıyormu yoksa herhangi bir  işlemdenmi geçmesi gerek.
[02:11:53	]Natalya Ivanova used command '/ActStand'.
[02:12:06	][LOOC] Natalya Ivanova: Okutman gerekiyor Civil terminale
[02:12:31	]Sebastian Adrian used command '/ExitAct'.
[02:12:40	]Natalya Ivanova used command '/ExitAct'.
[02:12:47	]Sebastian Adrian ran 'Use' on item '15 Kredi Kuponu' (#2579)
[02:12:49	]Sebastian Adrian ran 'Use' on item '15 Kredi Kuponu' (#2579)
[02:12:49	]Sebastian Adrian has used a coupon at a ration dispenser, gaining 15 credits.
[02:15:22	]Sebastian Adrian opened the 'Kutu' #11921 container.
[02:15:25	]Sebastian Adrian closed the 'Kutu' #11921 container.
[02:15:27	]Joachirn Lichlenberg opened the 'Kutu' #11921 container.
[02:15:27	]Joachirn Lichlenberg closed the 'Kutu' #11921 container.
[02:15:37	]Natalya Ivanova used command '/GetCWUFlags'.
[02:15:52	]Natalya Ivanova has spawned 'models/hunter/blocks/cube1x1x05.mdl'.
[02:15:56	]Natalya Ivanova has spawned 'models/hunter/blocks/cube1x1x05.mdl'.
[02:16:54	]Natalya Ivanova ran 'Consume' on item 'Köpüklü Breen Suyu' (#1539)
[02:16:54	]Natalya Ivanova has gained a 'Boş Breen'in Suyu' #2587.
[02:16:58	]Natalya Ivanova ran 'Consume' on item 'Köpüklü Breen Suyu' (#2558)
[02:16:58	]Natalya Ivanova has gained a 'Boş Breen'in Suyu' #2588.
[02:18:04	]Natalya Ivanova has gained level 2 in the Hız skill.
[02:19:25	]Joachirn Lichlenberg has gained a 'Kaplumbağa Peluş' #2589.
[02:19:25	]Joachirn Lichlenberg has gained a 'Boş Şarap Şişesi' #2590.
[02:19:35	]Scared (STEAM_0:1:609150398) has disconnected (timed out).
[02:19:50	]Heyron has connected.
[02:20:19	]Heyron loaded the character 'heyron baba'
[02:20:22	]heyron baba entered observer.
[02:20:38	]Sebastian Adrian ran 'take' on item 'Arıtıcı' (#2592)
[02:20:38	]Sebastian Adrian has gained a 'Arıtıcı' #2592.
[02:20:46	]Sebastian Adrian ran 'take' on item 'Askeri Sınıf Devre Kartı' (#2593)
[02:20:46	]Sebastian Adrian has gained a 'Askeri Sınıf Devre Kartı' #2593.
[02:21:39	]heyron baba has used a context menu option with the name: remove
[02:21:40	]heyron baba has used a context menu option with the name: remove
[02:22:36	]heyron baba used the 'Gergin Görünüşlü Adam' smuggler.
[02:22:42	]Natalya Ivanova used the 'Gergin Görünüşlü Adam' smuggler.
[02:22:46	]heyron baba used the 'Gergin Görünüşlü Adam' smuggler.
[02:22:52	]Scared has connected.
[02:23:34	]Scared loaded the character 'Joachirn Lichlenberg'
[02:23:58	]heyron baba has used a context menu option with the name: remove
[02:24:16	]heyron baba exited observer at their location.
[02:24:17	]heyron baba entered observer.
[02:24:28	]heyron baba has used a context menu option with the name: remove
[02:24:31	]heyron baba exited observer at their location.
[02:24:34	]heyron baba has taken 1 damage from env_fire.
[02:24:49	]heyron baba entered observer.
[02:24:52	]heyron baba exited observer at their location.
[02:24:54	]heyron baba ran 'drop' on item 'Siyah Tulum' (#1365)
[02:24:54	]heyron baba has lost a 'Siyah Tulum' #1365.
[02:24:55	]heyron baba ran 'drop' on item 'Kırmızı tulum pantolonu' (#1366)
[02:24:55	]heyron baba has lost a 'Kırmızı tulum pantolonu' #1366.
[02:24:56	]heyron baba ran 'drop' on item 'Kahverengi Deri Çizme' (#1367)
[02:24:56	]heyron baba has lost a 'Kahverengi Deri Çizme' #1367.
[02:24:58	]heyron baba ran 'take' on item 'Kırmızı tulum pantolonu' (#1366)
[02:24:58	]heyron baba has gained a 'Kırmızı tulum pantolonu' #1366.
[02:24:59	]heyron baba ran 'take' on item 'Kahverengi Deri Çizme' (#1367)
[02:24:59	]heyron baba has gained a 'Kahverengi Deri Çizme' #1367.
[02:25:00	]heyron baba ran 'take' on item 'Siyah Tulum' (#1365)
[02:25:00	]heyron baba has gained a 'Siyah Tulum' #1365.
[02:25:17	][ME] heyron baba: öksürür.
[02:25:26	]heyron baba entered observer.
[02:25:27	]heyron baba exited observer at their location.
[02:25:29	]heyron baba entered observer.
[02:26:01	]heyron baba exited observer at their location.
[02:26:04	]heyron baba entered observer.
[02:26:12	]Natalya Ivanova has gained level 3 in the Hız skill.
[02:26:20	]heyron baba exited observer at their location.
[02:26:24	]heyron baba entered observer.
[02:26:27	]heyron baba exited observer at their location.
[02:26:29	]heyron baba entered observer.
[02:26:30	]heyron baba exited observer at their location.
[02:26:32	]heyron baba entered observer.
[02:26:36	]heyron baba exited observer at their location.
[02:26:37	]heyron baba entered observer.
[02:26:41	]Enistein has connected.
[02:27:03	]heyron baba exited observer at their location.
[02:27:06	]Enistein loaded the character 'Test Test'
[02:27:16	]Test Test entered observer.
[02:27:18	]Joachirn Lichlenberg ran 'Use' on item '15 Kredi Kuponu' (#1107)
[02:27:21	]Test Test ran SAM command 'goto' with arguments: 'heyr'
[02:27:26	]Test Test has spawned a 'Entity [2270][npc_antlion_burrowed]'.
[02:27:27	]Joachirn Lichlenberg ran 'Use' on item '15 Kredi Kuponu' (#1107)
[02:27:28	]heyron baba entered observer.
[02:27:42	]Sebastian Adrian has taken 5 damage from npc_antlion.
[02:27:51	]heyron baba has used a context menu option with the name: remove
[02:27:55	]Joachirn Lichlenberg ran 'Use' on item '15 Kredi Kuponu' (#2585)
[02:27:58	]Natalya Ivanova used command '/PrintStaffList'.
[02:28:13	]heyron baba has used a context menu option with the name: remove
[02:28:16	]Joachirn Lichlenberg ran 'Use' on item '15 Kredi Kuponu' (#2585)
[02:28:18	]Joachirn Lichlenberg has used a coupon at a ration dispenser, gaining 15 credits.
[02:28:25	]Joachirn Lichlenberg ran 'Use' on item '15 Kredi Kuponu' (#1107)
[02:28:27	]Joachirn Lichlenberg has used a coupon at a ration dispenser, gaining 15 credits.
[02:28:29	]Test Test used command '/PlaySound music/scary_tense/a2_hideout_kitchen.mp3 500'.
[02:28:32	]Jager has connected.
[02:28:39	]Joachirn Lichlenberg ran 'Use' on item '15 Kredi Kuponu' (#1107)
[02:28:41	]Joachirn Lichlenberg has used a coupon at a ration dispenser, gaining 15 credits.
[02:28:42	][AltChecker] Jager joined for the first time, generating new cookie.
[02:28:46	]Joachirn Lichlenberg ran 'Use' on item '15 Kredi Kuponu' (#1107)
[02:28:48	]Joachirn Lichlenberg has used a coupon at a ration dispenser, gaining 15 credits.
[02:28:52	]Joachirn Lichlenberg ran 'Use' on item '15 Kredi Kuponu' (#1107)
[02:28:54	]Joachirn Lichlenberg has used a coupon at a ration dispenser, gaining 15 credits.
[02:29:01	]Test Test has spawned 'models/Gibs/Fast_Zombie_Torso.mdl'.
[02:29:02	]Joachirn Lichlenberg ran 'Use' on item '15 Kredi Kuponu' (#1107)
[02:29:04	]Joachirn Lichlenberg has used a coupon at a ration dispenser, gaining 15 credits.
[02:29:09	]Test Test has spawned 'models/Humans/Charple01.mdl'.
[02:29:20	]Test Test has spawned 'models/Humans/Charple01.mdl'.
[02:29:30	]heyron baba exited observer at their location.
[02:29:33	]Test Test has spawned 'models/Humans/Charple01.mdl'.
[02:29:33	]heyron baba entered observer.
[02:29:38	]heyron baba exited observer at their location.
[02:29:40	]heyron baba entered observer.
[02:29:55	]Test Test has spawned 'models/Humans/Charple01.mdl'.
[02:30:01	]FirstDay (STEAM_0:1:611664873) has disconnected (timed out).
[02:30:13	]Test Test has spawned 'models/Humans/Charple01.mdl'.
[02:30:41	]Joachirn Lichlenberg used command '/ActSit 6'.
[02:31:26	]heyron baba exited observer at their location.
[02:31:32	]Natalya Ivanova used command '/PM STEAM_0:1:98500861 bize rol paslıyosanız çok bakamıyoz bu arada kusura bakmayın adamlar sunucuda felan yeniymiş onlara dcden lore felan anlatıyodum'.
[02:31:39	]Heyron loaded the character 'Rüstem Bacaksız'
[02:31:43	]Rüstem Bacaksız entered observer.
[02:31:57	]Test Test used command '/Reply evet deneyecektik bir şeyler de baktık siklemiyosunuz :D'.
[02:32:03	]Rüstem Bacaksız exited observer at their location.
[02:32:07	]Natalya Ivanova used command '/PM STEAM_0:1:98500861 kusura bakmayın :D'.
[02:32:28	][IC] Rüstem Bacaksız: Joachirn.
[02:32:29	][IC] Rüstem Bacaksız: Selam.
[02:32:35	][IC] Joachirn Lichlenberg: Selam.
[02:32:38	][IC] Rüstem Bacaksız: Nasıl gidiyoe.
[02:32:43	]Rüstem Bacaksız used command '/ActSit 1'.
[02:32:46	]Rüstem Bacaksız used command '/ActSit 2'.
[02:32:50	][IC] Joachirn Lichlenberg: İyi olmasada, iyi diyebilirim.
[02:32:52	]Test Test exited observer at their location.
[02:32:55	]Enistein has unloaded their "Test Test" character.
[02:33:01	][IC] Joachirn Lichlenberg: Sen, nasılsın?
[02:33:01	]Enistein loaded the character 'Felix Campbell'
[02:33:07	]Felix Campbell used command '/CharEditBodygroup felix'.
[02:33:07	][IC] Rüstem Bacaksız: Biraz alıştım sayılır.
[02:33:12	]Rüstem Bacaksız used command '/ExitAct'.
[02:33:17	]Rüstem Bacaksız used command '/ActSit 2'.
[02:33:20	]Rüstem Bacaksız used command '/ExitAct'.
[02:33:25	]Rüstem Bacaksız used command '/ActSit 2'.
[02:33:27	]Felix Campbell has changed Felix Campbell's bodygroups.
[02:33:31	]Felix Campbell entered observer.
[02:33:31	]Felix Campbell exited observer at their location.
[02:33:33	][IC] Joachirn Lichlenberg: A-hh bir süreden sonra, alışmaktan başka birşey gelmiyor elden.
[02:33:49	][IC] Rüstem Bacaksız: Kesinlikle.
[02:33:56	][IC] Rüstem Bacaksız: Bir süre sonra bilincini yitiriyorsun.
[02:34:00	][IC] Felix Campbell: *Öksürme*.
[02:34:02	][IC] Rüstem Bacaksız: Sebastiandı sanırım arkadaşın.
[02:34:05	][IC] Rüstem Bacaksız: O nerde.
[02:34:11	]FirstDay has connected.
[02:34:26	][IC] Joachirn Lichlenberg: En son sanırım, yemek aylamaya gidiyordu.
[02:34:35	][IC] Joachirn Lichlenberg: Gelir birazdan.
[02:34:41	][IC] Rüstem Bacaksız: Anladım.
[02:34:43	][IC] Felix Campbell: Şu alet kafamı şişirdi anasını satayım...
[02:34:46	][IC] Rüstem Bacaksız: Ailesi nasıl.
[02:34:52	][IC] Rüstem Bacaksız: Evet o alet sanırım bozulmuş.
[02:34:54	][IC] Rüstem Bacaksız: Çok ses çıkarıyor.
[02:34:59	]Natalya Ivanova has acquired his ration, gaining 0 credits, 40 wages and a priority_ration ration.
[02:35:04	][IC] Felix Campbell: Nasıl düzeltiriz bunu?
[02:35:06	]Rüstem Bacaksız used command '/ExitAct'.
[02:35:11	]Joachirn Lichlenberg used command '/ExitAct'.
[02:35:11	]Natalya Ivanova ran 'take' on item 'Öncelikli Loyalist Rasyonu' (#2595)
[02:35:11	]Natalya Ivanova has gained a 'Öncelikli Loyalist Rasyonu' #2595.
[02:35:12	][IC] Felix Campbell: Sivil Korumalarda iş yok, belli.
[02:35:15	]Natalya Ivanova ran 'Open' on item 'Öncelikli Loyalist Rasyonu' (#2595)
[02:35:15	]Natalya Ivanova has gained a 'Evrensel Birlik Çikolatası' #2596.
