[17:34:51	]jokaz 🗿 has connected.
[18:03:17	]Maciek Dąbrowski has spawned a 'NPC [436][npc_vj_hlr1_boid]'.
[18:03:17	]Maciek Dąbrowski has spawned a 'NPC [437][npc_vj_hlr1_boid]'.
[18:03:17	]Maciek Dąbrowski has spawned a 'NPC [438][npc_vj_hlr1_boid]'.
[18:03:22	]Maciek Dąbrowski has spawned a 'NPC [436][npc_vj_hlrof_cleansuitsci]'.
[18:03:29	]Maciek Dąbrowski has spawned a 'NPC [436][npc_vj_hlr1_garg]'.
[18:03:46	]Maciek Dąbrowski has spawned a 'NPC [436][npc_vj_hlrsv_garg_baby]'.
[18:03:47	]hymel jadwiga has taken 20 damage from Baby Gargantua.
[18:03:53	]Maciek Dąbrowski has spawned a 'NPC [438][npc_vj_hlr1_sentry]'.
[18:04:03	]Maciek Dąbrowski has spawned a 'NPC [389][npc_vj_hlr1_houndeye]'.
[18:04:18	]Maciek Dąbrowski has spawned a 'NPC [437][npc_vj_hlr1_m1a1abrams]'.
[18:04:20	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:20	]Maciek Dąbrowski has taken 5 damage from M1A1 Abrams.
[18:04:20	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:20	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:20	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:20	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:20	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:20	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:20	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:20	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:21	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:21	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:21	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:21	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:21	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:21	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:21	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:21	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:21	]Maciek Dąbrowski has taken 8 damage from M1A1 Abrams.
[18:04:21	]Maciek Dąbrowski is fully healed.
[18:04:28	]Jozin Svobodnik was knocked unconscious and is bleeding out.
[18:04:30	]Jozin Svobodnik was killed while bleeding out.
[18:04:30	]M1A1 Abrams has killed Jozin Svobodnik with npc_vj_hlr1_m1a1abrams_gun.
[18:04:32	]Maciek Dąbrowski has taken 100 damage from M1A1 Abrams.
[18:04:36	]Maciek Dąbrowski is fully healed.
[18:04:41	]Snakeiter (STEAM_0:1:146784845) has disconnected (timed out).
[18:04:56	]Maciek Dąbrowski ran SAM command 'bring' with arguments: '*'
[18:05:14	]Inkaaz (STEAM_0:0:50287200) has disconnected (timed out).
[18:05:43	]Maciek Dąbrowski has spawned a 'Entity [389][ix_workshiftterminal]'.
[18:07:25	]Maciek Dąbrowski has spawned a 'Entity [389][ix_intercom]'.
[18:07:26	]Maciek Dąbrowski has spawned a 'Entity [391][ix_crackedprinter]'.
[18:07:57	]Maciek Dąbrowski has spawned a 'Entity [389][ix_console]'.
[18:08:01	]Maciek Dąbrowski has spawned a 'Entity [391][ix_combinemonitor]'.
[18:08:14	]Maciek Dąbrowski has spawned a 'Entity [389][ix_combinemonitor_small]'.
[18:08:15	]Maciek Dąbrowski has spawned a 'Entity [401][ix_combinemonitor_tv]'.
[18:08:26	]Maciek Dąbrowski has spawned a 'Entity [421][ix_medical_computer]'.
[18:08:58	]Maciek Dąbrowski has spawned a 'Entity [422][ix_pickupcache]'.
[18:09:28	]Maciek Dąbrowski has spawned a 'Entity [405][ix_infestation_tank]'.
[18:09:30	]Maciek Dąbrowski has spawned a 'Entity [405][ix_medical_computer]'.
[18:09:31	]Maciek Dąbrowski has spawned a 'Entity [407][ix_newspaperprinter]'.
[18:09:32	]Maciek Dąbrowski has spawned a 'Entity [405][ix_npcspawner]'.
[18:09:34	]Maciek Dąbrowski has spawned a 'Entity [405][ix_npcspawner]'.
[18:09:51	]Maciek Dąbrowski has spawned a 'Entity [405][ix_workshiftterminal]'.
[18:10:02	]Maciek Dąbrowski ran SAM command 'menu' with arguments: ''
[18:10:12	]Maciek Dąbrowski ran SAM command 'setrankid' with arguments: 'STEAM_0:0:50287200' 'superadmin'
[18:10:19	]Maciek Dąbrowski ran SAM command 'setrankid' with arguments: 'STEAM_0:0:422062415' 'superadmin'
[18:10:28	][IC] aleksander jablonowski: Sex.
[18:10:30	][IC] aleksander jablonowski: Have sex.
[18:10:30	]Maciek Dąbrowski ran SAM command 'setrankid' with arguments: 'STEAM_0:0:84397718' 'admin'
[18:10:37	]Maciek Dąbrowski ran SAM command 'setrankid' with arguments: 'STEAM_0:0:69588746' 'admin'
[18:10:40	]aleksander jablonowski entered observer.
[18:10:43	]Maciek Dąbrowski ran SAM command 'setrankid' with arguments: 'STEAM_0:1:146784845' 'admin'
[18:10:53	]aleksander jablonowski exited observer at their location.
[18:10:56	]aleksander jablonowski has spawned a 'Entity [407][ix_trashcollector]'.
[18:10:58	]aleksander jablonowski entered observer.
[18:11:00	]aleksander jablonowski exited observer at their location.
[18:11:05	]aleksander jablonowski entered observer.
[18:11:12	]aleksander jablonowski exited observer at their location.
[18:11:14	]aleksander jablonowski has spawned a 'Entity [407][ix_infestation_tank]'.
[18:11:25	]aleksander jablonowski has spawned a 'Entity [407][ix_terminal]'.
[18:12:14	]hymel jadwiga ran SAM command 'noclip' with arguments: ''
[18:12:15	]aleksander jablonowski has spawned a 'Entity [391][ix_combinemonitor_small]'.
[18:12:15	]hymel jadwiga ran SAM command 'noclip' with arguments: ''
[18:12:19	]aleksander jablonowski has spawned a 'Entity [391][ix_scanner]'.
[18:12:21	]aleksander jablonowski entered observer.
[18:12:26	]aleksander jablonowski exited observer at their location.
[18:12:42	]aleksander jablonowski entered observer.
[18:13:00	]Maciek Dąbrowski has gained level 1 in the Guns skill.
[18:13:11	]William Cartwright has gained level 10 in the Speed skill.
[18:13:24	]hymel jadwiga has critically hit William Cartwright in the chest dealing 9 damage (CritChance was 0.84).
[18:13:24	]William Cartwright has taken 9 damage from hymel jadwiga.
[18:13:49	]William Cartwright was knocked unconscious and is bleeding out.
[18:14:06	]William Cartwright was just killed due to: accepting their death
[18:15:23	]hymel jadwiga has critically hit William Cartwright in the head dealing 9 damage (CritChance was 0.74).
[18:15:23	]William Cartwright has taken 9 damage from hymel jadwiga.
[18:15:26	]hymel jadwiga has critically hit William Cartwright in the head dealing 9 damage (CritChance was 0.74).
[18:15:26	]William Cartwright has taken 9 damage from hymel jadwiga.
[18:15:26	]hymel jadwiga has critically hit William Cartwright in the head dealing 9 damage (CritChance was 0.74).
[18:15:26	]William Cartwright has taken 9 damage from hymel jadwiga.
[18:15:27	]hymel jadwiga has hit William Cartwright in the head dealing 4 damage (CritChance was 0.74).
[18:15:27	]William Cartwright has taken 4 damage from hymel jadwiga.
[18:15:36	]William Cartwright has taken 35 damage from hymel jadwiga.
[18:15:40	]William Cartwright was knocked unconscious and is bleeding out.
[18:15:59	]William Cartwright was just killed due to: accepting their death
[18:16:54	][IC] William Cartwright: CP's!
[18:16:56	][IC] William Cartwright: HELP.
[18:16:58	][IC] William Cartwright: Help.
[18:17:08	][IC] William Cartwright: Combine!
[18:17:17	][IC] William Cartwright: Combine!
[18:17:21	][IC] William Cartwright: Combine!
[18:17:22	][IC] William Cartwright: Combine!
[18:17:22	][IC] William Cartwright: Combine!
[18:17:23	][IC] William Cartwright: Combine!
[18:17:38	][IC] William Cartwright: Idle2.
[18:17:41	][IC] William Cartwright: Idle.
[18:17:43	][IC] William Cartwright: Chees.
[18:17:45	][IC] William Cartwright: Cheese.
[18:17:48	][IC] William Cartwright: Sometimes.
[18:18:05	]Maciek Dąbrowski has gained level 2 in the Guns skill.
[18:18:05	]Maciek Dąbrowski has hit hymel jadwiga in the chest dealing 6 damage (CritChance was 0.69).
[18:18:05	]hymel jadwiga has taken 6 damage from Maciek Dąbrowski.
[18:18:06	]Maciek Dąbrowski has hit hymel jadwiga in the left arm dealing 3 damage (CritChance was 0.71).
[18:18:06	]hymel jadwiga has taken 2 damage from Maciek Dąbrowski.
[18:18:06	]Maciek Dąbrowski has hit hymel jadwiga in the chest dealing 6 damage (CritChance was 0.71).
[18:18:06	]hymel jadwiga has taken 6 damage from Maciek Dąbrowski.
[18:18:06	]Maciek Dąbrowski has hit hymel jadwiga in the chest dealing 6 damage (CritChance was 0.71).
[18:18:06	]hymel jadwiga has taken 6 damage from Maciek Dąbrowski.
[18:18:07	]Maciek Dąbrowski has gained level 3 in the Guns skill.
[18:18:07	]Maciek Dąbrowski has critically hit hymel jadwiga in the head dealing 10 damage (CritChance was 0.71).
[18:18:07	]hymel jadwiga has taken 10 damage from Maciek Dąbrowski.
[18:18:09	]hymel jadwiga has hit Maciek Dąbrowski in the chest dealing 6 damage (CritChance was 0.74).
[18:18:09	]Maciek Dąbrowski has taken 6 damage from hymel jadwiga.
[18:18:09	]hymel jadwiga has critically hit Maciek Dąbrowski in the stomach dealing 9 damage (CritChance was 0.74).
[18:18:09	]Maciek Dąbrowski has taken 9 damage from hymel jadwiga.
[18:18:09	]hymel jadwiga has critically hit Maciek Dąbrowski in the chest dealing 9 damage (CritChance was 0.74).
[18:18:09	]Maciek Dąbrowski has taken 9 damage from hymel jadwiga.
[18:18:09	]hymel jadwiga has critically hit Maciek Dąbrowski in the stomach dealing 9 damage (CritChance was 0.74).
[18:18:09	]Maciek Dąbrowski has taken 9 damage from hymel jadwiga.
[18:18:09	]hymel jadwiga has critically hit Maciek Dąbrowski in the chest dealing 9 damage (CritChance was 0.74).
[18:18:09	]Maciek Dąbrowski has taken 9 damage from hymel jadwiga.
[18:18:09	]hymel jadwiga has critically hit Maciek Dąbrowski in the stomach dealing 9 damage (CritChance was 0.74).
[18:18:09	]Maciek Dąbrowski has taken 9 damage from hymel jadwiga.
[18:18:10	]hymel jadwiga has critically hit Maciek Dąbrowski in the chest dealing 9 damage (CritChance was 0.74).
[18:18:10	]Maciek Dąbrowski has taken 9 damage from hymel jadwiga.
[18:18:10	]hymel jadwiga has critically hit Maciek Dąbrowski in the chest dealing 9 damage (CritChance was 0.74).
[18:18:10	]Maciek Dąbrowski has taken 9 damage from hymel jadwiga.
[18:18:10	]hymel jadwiga has critically hit Maciek Dąbrowski in the stomach dealing 9 damage (CritChance was 0.74).
[18:18:10	]Maciek Dąbrowski has taken 9 damage from hymel jadwiga.
[18:18:10	]hymel jadwiga has hit Maciek Dąbrowski in the stomach dealing 6 damage (CritChance was 0.74).
[18:18:10	]Maciek Dąbrowski has taken 6 damage from hymel jadwiga.
[18:18:10	]hymel jadwiga has critically hit Maciek Dąbrowski in the chest dealing 9 damage (CritChance was 0.74).
[18:18:10	]Maciek Dąbrowski has taken 9 damage from hymel jadwiga.
[18:18:11	]Maciek Dąbrowski is fully healed.
[18:18:13	]Maciek Dąbrowski has critically hit hymel jadwiga in the head dealing 10 damage (CritChance was 0.74).
[18:18:13	]hymel jadwiga has taken 10 damage from Maciek Dąbrowski.
[18:18:13	]Maciek Dąbrowski has gained level 4 in the Guns skill.
[18:18:13	]Maciek Dąbrowski has critically hit hymel jadwiga in the head dealing 10 damage (CritChance was 0.74).
[18:18:13	]hymel jadwiga has taken 10 damage from Maciek Dąbrowski.
[18:18:13	]hymel jadwiga has critically hit Maciek Dąbrowski in the chest dealing 9 damage (CritChance was 0.74).
[18:18:13	]Maciek Dąbrowski has taken 9 damage from hymel jadwiga.
[18:18:14	]hymel jadwiga has hit Maciek Dąbrowski in the chest dealing 6 damage (CritChance was 0.74).
[18:18:14	]Maciek Dąbrowski has taken 6 damage from hymel jadwiga.
[18:18:14	]hymel jadwiga has hit Maciek Dąbrowski in the chest dealing 6 damage (CritChance was 0.74).
[18:18:14	]Maciek Dąbrowski has taken 6 damage from hymel jadwiga.
[18:18:14	]Maciek Dąbrowski has hit hymel jadwiga in the head dealing 5 damage (CritChance was 0.76).
[18:18:14	]hymel jadwiga has taken 5 damage from Maciek Dąbrowski.
[18:18:14	]Maciek Dąbrowski has critically hit hymel jadwiga in the chest dealing 9 damage (CritChance was 0.76).
[18:18:14	]hymel jadwiga has taken 9 damage from Maciek Dąbrowski.
[18:18:14	]Maciek Dąbrowski has gained level 5 in the Guns skill.
[18:18:14	]Maciek Dąbrowski has critically hit hymel jadwiga in the head dealing 10 damage (CritChance was 0.76).
[18:18:14	]hymel jadwiga has taken 10 damage from Maciek Dąbrowski.
[18:18:16	]Maciek Dąbrowski is fully healed.
[18:18:20	]Maciek Dąbrowski has critically hit hymel jadwiga in the right arm dealing 3 damage (CritChance was 0.79).
[18:18:20	]hymel jadwiga was knocked unconscious and is bleeding out.
[18:18:21	][IC] William Cartwright: CHHER1.
[18:18:21	]hymel jadwiga used command '/CharGetUp'.
[18:18:22	]hymel jadwiga used command '/CharGetUp'.
[18:18:24	][IC] William Cartwright: *Cheering!*.
[18:18:26	]William Cartwright entered observer.
[18:18:27	]William Cartwright exited observer.
[18:18:28	]William Cartwright entered observer.
[18:18:28	]William Cartwright exited observer.
[18:18:28	]aleksander jablonowski exited observer at their location.
[18:18:29	]William Cartwright entered observer.
[18:18:30	]Maciek Dąbrowski has critically hit aleksander jablonowski in the head dealing 10 damage (CritChance was 0.79).
[18:18:30	]aleksander jablonowski has taken 10 damage from Maciek Dąbrowski.
[18:18:31	]Maciek Dąbrowski has gained level 6 in the Guns skill.
[18:18:31	]Maciek Dąbrowski has critically hit aleksander jablonowski in the head dealing 10 damage (CritChance was 0.79).
[18:18:31	]aleksander jablonowski has taken 10 damage from Maciek Dąbrowski.
[18:18:31	]Maciek Dąbrowski has critically hit aleksander jablonowski in the head dealing 10 damage (CritChance was 0.81).
[18:18:31	]aleksander jablonowski has taken 10 damage from Maciek Dąbrowski.
[18:18:31	]Maciek Dąbrowski has critically hit aleksander jablonowski in the chest dealing 9 damage (CritChance was 0.81).
[18:18:31	]aleksander jablonowski has taken 9 damage from Maciek Dąbrowski.
[18:18:31	]aleksander jablonowski entered observer.
[18:18:33	]William Cartwright exited observer.
[18:18:36	]hymel jadwiga was just killed due to: accepting their death
[18:18:38	]aleksander jablonowski exited observer at their location.
[18:18:40	]William Cartwright entered observer.
[18:18:40	]William Cartwright exited observer.
[18:18:44	]aleksander jablonowski entered observer.
[18:18:46	]Maciek Dąbrowski entered observer.
[18:18:46	]hymel jadwiga ran SAM command 'noclip' with arguments: ''
[18:18:46	]aleksander jablonowski exited observer at their location.
[18:18:47	]aleksander jablonowski entered observer.
[18:18:47	]William Cartwright entered observer.
[18:18:48	]Maciek Dąbrowski exited observer.
[18:18:48	]Maciek Dąbrowski entered observer.
[18:18:49	]aleksander jablonowski exited observer at their location.
[18:18:49	]aleksander jablonowski entered observer.
[18:18:50	]aleksander jablonowski exited observer at their location.
[18:18:51	]aleksander jablonowski entered observer.
[18:18:57	]Maciek Dąbrowski exited observer.
[18:18:57	]William Cartwright exited observer.
[18:18:57	]Maciek Dąbrowski entered observer.
[18:18:59	]William Cartwright entered observer.
[18:18:59	]aleksander jablonowski exited observer at their location.
[18:18:59	]Maciek Dąbrowski exited observer.
[18:18:59	]aleksander jablonowski entered observer.
[18:19:00	]hymel jadwiga ran SAM command 'noclip' with arguments: ''
[18:19:00	]Maciek Dąbrowski entered observer.
[18:19:01	]aleksander jablonowski exited observer at their location.
[18:19:01	]hymel jadwiga ran SAM command 'noclip' with arguments: ''
[18:19:01	]aleksander jablonowski entered observer.
[18:19:02	]Maciek Dąbrowski exited observer.
[18:19:04	]hymel jadwiga ran SAM command 'noclip' with arguments: ''
[18:19:04	]aleksander jablonowski exited observer at their location.
[18:19:05	]William Cartwright exited observer.
[18:19:08	]hymel jadwiga ran SAM command 'noclip' with arguments: ''
[18:19:12	]William Cartwright entered observer.
[18:19:13	]aleksander jablonowski entered observer.
[18:19:14	]aleksander jablonowski exited observer at their location.
[18:19:15	]aleksander jablonowski entered observer.
[18:19:15	]William Cartwright exited observer.
[18:19:15	]Maciek Dąbrowski has spawned a 'Entity [399][ix_workshiftterminal]'.
[18:19:24	]aleksander jablonowski exited observer at their location.
[18:19:26	]hymel jadwiga ran SAM command 'noclip' with arguments: ''
[18:19:29	]aleksander jablonowski entered observer.
[18:19:32	]aleksander jablonowski exited observer at their location.
[18:19:50	]aleksander jablonowski entered observer.
[18:19:53	]hymel jadwiga ran SAM command 'noclip' with arguments: ''
[18:19:54	]hymel jadwiga ran SAM command 'noclip' with arguments: ''
[18:20:50	]hymel jadwiga ran SAM command 'noclip' with arguments: ''
[18:21:12	]hymel jadwiga ran SAM command 'noclip' with arguments: ''
[18:21:24	]aleksander jablonowski exited observer at their location.
[18:21:25	]Maciek Dąbrowski ran SAM command 'bring' with arguments: '*'
[18:21:29	]Maciek Dąbrowski has spawned a 'Entity [401][ix_workshiftterminal]'.
[18:22:11	]aleksander jablonowski entered observer.
[18:22:16	]aleksander jablonowski exited observer at their location.
[18:22:35	]aleksander jablonowski entered observer.
[18:22:47	]Maciek Dąbrowski has spawned a 'Entity [399][ix_workshiftterminal]'.
[18:22:49	]Maciek Dąbrowski has spawned a 'Entity [399][ix_workshiftterminal]'.
[18:26:27	]Loxy has connected.
[18:26:31	]Inkaaz has connected.
[18:26:31	]Oktawiangr has connected.
[18:26:57	]Inkaaz loaded the character 'Jozin Svobodnik'
[18:27:11	]Oktawiangr loaded the character 'aleksander jablonowski'
[18:27:14	]aleksander jablonowski entered observer.
[18:27:19	]Loxy loaded the character 'Maciek Dąbrowski'
[18:27:29	]Maciek Dąbrowski used command '/PlyWhitelist maciek cwu'.
[18:27:50	]aleksander jablonowski exited observer at their location.
[18:27:50	]Maciek Dąbrowski used command '/PlyWhitelist maciek workersunion'.
[18:27:52	][IC] aleksander jablonowski: Cock.
[18:27:53	][IC] aleksander jablonowski: Cock.
[18:27:53	][IC] aleksander jablonowski: Cock.
[18:27:54	][IC] aleksander jablonowski: Cock.
[18:27:56	]aleksander jablonowski entered observer.
[18:29:03	]Loxy created the character 'fajny typ'
[18:29:03	]Loxy loaded the character 'fajny typ'
[18:29:03	]fajny typ has gained a '#07142's Identity Card' #32.
[18:29:03	]fajny typ has gained a 'CWU PDA' #33.
[18:29:03	]fajny typ has gained a 'CWU Member Access Keycard' #34.
[18:29:03	]fajny typ has gained a 'Brown Jumpsuit' #35.
[18:29:03	]fajny typ has gained a 'Grey Jumpsuit Trousers' #36.
[18:29:03	]fajny typ has gained a 'Brown Leather Boots' #37.
[18:29:09	]fajny typ ran 'Open' on item 'CWU PDA' (#33)
[18:29:35	]Snakeiter has connected.
[18:29:46	]fajny typ has spawned a 'Entity [401][ix_pickupterminal]'.
[18:29:48	]fajny typ has spawned a 'Entity [401][ix_pickupterminal]'.
