[01:35:27	]Oktawiangr has connected.
[16:20:34	]Andrzej Lepper has used a context menu option with the name: remove
[16:20:36	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:20:36	]Andrzej Lepper has enabled persistence for 'models/props_c17/consolebox01a.mdl'.
[16:20:37	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:20:37	]Andrzej Lepper has enabled persistence for 'models/props_c17/consolebox03a.mdl'.
[16:20:37	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:20:37	]Andrzej Lepper has enabled persistence for 'models/props_c17/consolebox05a.mdl'.
[16:20:57	]Andrzej Lepper has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[16:21:02	]Andrzej Lepper has spawned 'models/props_junk/garbage_plasticbottle002a.mdl'.
[16:21:08	]Andrzej Lepper has spawned 'models/props_junk/garbage_plasticbottle001a.mdl'.
[16:21:16	]Andrzej Lepper has spawned 'models/props_junk/garbage_plasticbottle003a.mdl'.
[16:21:19	]Andrzej Lepper has used a context menu option with the name: remove
[16:21:21	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:21:21	]Andrzej Lepper has enabled persistence for 'models/props_junk/garbage_plasticbottle001a.mdl'.
[16:21:21	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:21:21	]Andrzej Lepper has enabled persistence for 'models/props_junk/garbage_plasticbottle002a.mdl'.
[16:21:21	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:21:21	]Andrzej Lepper has enabled persistence for 'models/props_c17/furniturewashingmachine001a.mdl'.
[16:21:30	]Andrzej Lepper entered observer.
[16:21:31	]Andrzej Lepper exited observer at their location.
[16:21:31	]Andrzej Lepper entered observer.
[16:21:33	]Andrzej Lepper exited observer at their location.
[16:21:37	]Andrzej Lepper has spawned 'models/Items/ammocrate_smg1.mdl'.
[16:21:48	]Andrzej Lepper has used a context menu option with the name: remove
[16:21:50	]Andrzej Lepper has spawned 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[16:21:53	]Andrzej Lepper has spawned 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[16:21:56	]Andrzej Lepper entered observer.
[16:21:57	]Andrzej Lepper exited observer at their location.
[16:21:58	]Andrzej Lepper has spawned 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[16:22:02	]Andrzej Lepper has spawned 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[16:22:11	]Andrzej Lepper has spawned 'models/props_c17/FurnitureTable003a.mdl'.
[16:22:18	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:22:18	]Andrzej Lepper has enabled persistence for 'models/props_c17/furnituretable003a.mdl'.
[16:22:20	]Andrzej Lepper created a 'Szafka na dokumenty' container.
[16:22:20	]Andrzej Lepper has used a context menu option with the name: wncontainer_create
[16:22:20	]Andrzej Lepper created a 'Szafka na dokumenty' container.
[16:22:20	]Andrzej Lepper has used a context menu option with the name: wncontainer_create
[16:22:22	]Andrzej Lepper created a 'Szafka na dokumenty' container.
[16:22:22	]Andrzej Lepper has used a context menu option with the name: wncontainer_create
[16:22:23	]Andrzej Lepper created a 'Szafka na dokumenty' container.
[16:22:23	]Andrzej Lepper has used a context menu option with the name: wncontainer_create
[16:22:28	]Andrzej Lepper has spawned 'models/props_c17/Lockers001a.mdl'.
[16:22:35	]Andrzej Lepper has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[16:22:45	]Andrzej Lepper has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[16:22:57	]Andrzej Lepper has used a context menu option with the name: remove
[16:22:57	]Andrzej Lepper has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[16:23:02	]Andrzej Lepper has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[16:23:06	]Andrzej Lepper has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[16:23:21	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:23:21	]Andrzej Lepper has enabled persistence for 'models/props_interiors/furniture_chair01a.mdl'.
[16:23:21	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:23:21	]Andrzej Lepper has enabled persistence for 'models/props_interiors/furniture_chair01a.mdl'.
[16:23:21	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:23:21	]Andrzej Lepper has enabled persistence for 'models/props_c17/furnituretable002a.mdl'.
[16:23:22	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:23:22	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:23:22	]Andrzej Lepper has enabled persistence for 'models/props_interiors/furniture_chair01a.mdl'.
[16:23:29	]Andrzej Lepper has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[16:23:39	]Andrzej Lepper created a 'Lodówka' container.
[16:23:39	]Andrzej Lepper has used a context menu option with the name: wncontainer_create
[16:23:43	]Andrzej Lepper has spawned 'models/props_c17/FurnitureDresser001a.mdl'.
[16:23:54	]Andrzej Lepper has spawned 'models/props_junk/cardboard_box001a.mdl'.
[16:23:56	]Andrzej Lepper has spawned 'models/props_junk/cardboard_box003a.mdl'.
[16:24:00	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:24:00	]Andrzej Lepper has enabled persistence for 'models/props_c17/furnituredresser001a.mdl'.
[16:24:01	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:24:01	]Andrzej Lepper has enabled persistence for 'models/props_junk/cardboard_box003a.mdl'.
[16:24:01	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:24:01	]Andrzej Lepper has enabled persistence for 'models/props_junk/cardboard_box001a.mdl'.
[16:24:04	]Andrzej Lepper has spawned 'models/props_c17/shelfunit01a.mdl'.
[16:24:14	]Andrzej Lepper has used a context menu option with the name: remove
[16:24:16	]Andrzej Lepper has spawned 'models/props_c17/FurnitureCouch001a.mdl'.
[16:24:19	]Andrzej Lepper has spawned 'models/props_c17/FurnitureTable003a.mdl'.
[16:24:31	]Andrzej Lepper has spawned 'models/props_c17/FurnitureFireplace001a.mdl'.
[16:24:49	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:24:49	]Andrzej Lepper has disabled persistence for 'models/props_c17/furnituredresser001a.mdl'.
[16:25:03	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:25:03	]Andrzej Lepper has enabled persistence for 'models/props_c17/furniturefireplace001a.mdl'.
[16:25:15	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:25:15	]Andrzej Lepper has enabled persistence for 'models/props_c17/furnituredresser001a.mdl'.
[16:25:29	]Andrzej Lepper has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[16:25:32	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:25:32	]Andrzej Lepper has enabled persistence for 'models/props_junk/plasticcrate01a.mdl'.
[16:25:39	]Andrzej Lepper has spawned 'models/props_interiors/Furniture_Desk01a.mdl'.
[16:25:48	]Andrzej Lepper has spawned 'models/props_interiors/Furniture_Lamp01a.mdl'.
[16:25:55	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:25:55	]Andrzej Lepper has enabled persistence for 'models/props_interiors/furniture_desk01a.mdl'.
[16:25:56	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:25:56	]Andrzej Lepper has enabled persistence for 'models/props_interiors/furniture_lamp01a.mdl'.
[16:26:11	]Andrzej Lepper has spawned 'models/props_junk/garbage_coffeemug001a.mdl'.
[16:26:15	]Andrzej Lepper has spawned 'models/props_junk/garbage_coffeemug001a.mdl'.
[16:26:23	]Andrzej Lepper has spawned 'models/props_junk/garbage_coffeemug001a.mdl'.
[16:26:28	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:26:28	]Andrzej Lepper has enabled persistence for 'models/props_junk/garbage_coffeemug001a.mdl'.
[16:26:29	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:26:29	]Andrzej Lepper has enabled persistence for 'models/props_junk/garbage_coffeemug001a.mdl'.
[16:26:30	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:26:30	]Andrzej Lepper has disabled persistence for 'models/props_c17/furnituretable002a.mdl'.
[16:26:31	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:26:31	]Andrzej Lepper has disabled persistence for 'models/props_interiors/furniture_desk01a.mdl'.
[16:26:31	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:26:31	]Andrzej Lepper has enabled persistence for 'models/props_interiors/furniture_desk01a.mdl'.
[16:26:32	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:26:32	]Andrzej Lepper has enabled persistence for 'models/props_c17/furnituretable002a.mdl'.
[16:26:33	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:26:33	]Andrzej Lepper has enabled persistence for 'models/props_junk/garbage_coffeemug001a.mdl'.
[16:26:34	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:26:34	]Andrzej Lepper has disabled persistence for 'models/props_junk/garbage_coffeemug001a.mdl'.
[16:26:35	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:26:35	]Andrzej Lepper has enabled persistence for 'models/props_junk/garbage_coffeemug001a.mdl'.
[16:26:35	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:26:35	]Andrzej Lepper has disabled persistence for 'models/props_c17/furnituretable002a.mdl'.
[16:26:36	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:26:36	]Andrzej Lepper has enabled persistence for 'models/props_c17/furnituretable002a.mdl'.
[16:26:44	]Andrzej Lepper has spawned 'models/props_c17/Frame002a.mdl'.
[16:26:48	]Andrzej Lepper has used a context menu option with the name: skin
[16:26:50	]Andrzej Lepper has used a context menu option with the name: skin
[16:27:03	]Andrzej Lepper has spawned 'models/props_c17/Frame002a.mdl'.
[16:27:17	]Andrzej Lepper has used a context menu option with the name: skin
[16:27:18	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:27:18	]Andrzej Lepper has enabled persistence for 'models/props_c17/frame002a.mdl'.
[16:27:23	]Andrzej Lepper has spawned 'models/props_c17/metalPot001a.mdl'.
[16:27:28	]Andrzej Lepper has spawned 'models/props_c17/metalPot002a.mdl'.
[16:27:36	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:27:36	]Andrzej Lepper has enabled persistence for 'models/props_c17/metalpot002a.mdl'.
[16:27:36	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:27:36	]Andrzej Lepper has enabled persistence for 'models/props_c17/metalpot001a.mdl'.
[16:27:45	]Andrzej Lepper entered observer.
[16:27:45	]Andrzej Lepper exited observer at their location.
[16:27:55	]Andrzej Lepper has spawned 'models/props_vehicles/van001a_physics.mdl'.
[16:28:03	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:28:03	]Andrzej Lepper has enabled persistence for 'models/props_vehicles/van001a_physics.mdl'.
[16:28:12	]Andrzej Lepper entered observer.
[16:28:23	]Andrzej Lepper exited observer at their location.
[16:28:24	]Andrzej Lepper has spawned 'models/props_vehicles/generatortrailer01.mdl'.
[16:28:24	]Andrzej Lepper entered observer.
[16:28:25	]Andrzej Lepper exited observer at their location.
[16:28:32	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:28:32	]Andrzej Lepper has enabled persistence for 'models/props_vehicles/generatortrailer01.mdl'.
[16:28:33	]Andrzej Lepper entered observer.
[16:28:36	]Andrzej Lepper exited observer at their location.
[16:28:43	]Andrzej Lepper has spawned 'models/props_vehicles/car005a_physics.mdl'.
[16:28:49	]Andrzej Lepper has used a context menu option with the name: remove
[16:28:57	]Andrzej Lepper has spawned 'models/props_wasteland/controlroom_desk001a.mdl'.
[16:29:03	]Andrzej Lepper has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[16:29:08	]Andrzej Lepper has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[16:29:13	]Andrzej Lepper entered observer.
[16:29:13	]Andrzej Lepper exited observer at their location.
[16:29:13	]Andrzej Lepper entered observer.
[16:29:13	]Andrzej Lepper exited observer at their location.
[16:29:22	]Andrzej Lepper has spawned 'models/props_c17/oildrum001.mdl'.
[16:29:34	]Andrzej Lepper has spawned 'models/props_c17/oildrum001.mdl'.
[16:29:43	]Andrzej Lepper has spawned 'models/props_c17/oildrum001.mdl'.
[16:29:52	]Andrzej Lepper has spawned 'models/props_junk/PushCart01a.mdl'.
[16:29:59	]Andrzej Lepper has spawned 'models/props_junk/PropaneCanister001a.mdl'.
[16:30:10	]Andrzej Lepper has spawned 'models/props_junk/PropaneCanister001a.mdl'.
[16:30:21	]Andrzej Lepper has spawned 'models/props_junk/iBeam01a_cluster01.mdl'.
[16:30:23	]Andrzej Lepper has spawned 'models/props_junk/iBeam01a_cluster01.mdl'.
[16:30:55	]Andrzej Lepper has spawned 'models/props_trainstation/trashcan_indoor001b.mdl'.
[16:30:56	]Andrzej Lepper has spawned 'models/props_vehicles/tire001a_tractor.mdl'.
[16:31:06	]Andrzej Lepper has spawned 'models/props_vehicles/apc_tire001.mdl'.
[16:31:09	]Andrzej Lepper has spawned 'models/props_vehicles/tire001c_car.mdl'.
[16:31:13	]Andrzej Lepper has spawned 'models/props_vehicles/tire001c_car.mdl'.
[16:31:21	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:21	]Andrzej Lepper has enabled persistence for 'models/props_vehicles/tire001a_tractor.mdl'.
[16:31:22	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:22	]Andrzej Lepper has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[16:31:22	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:22	]Andrzej Lepper has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[16:31:23	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:23	]Andrzej Lepper has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[16:31:23	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:23	]Andrzej Lepper has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[16:31:25	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:25	]Andrzej Lepper has disabled persistence for 'models/props_junk/pushcart01a.mdl'.
[16:31:25	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:25	]Andrzej Lepper has enabled persistence for 'models/props_vehicles/tire001c_car.mdl'.
[16:31:26	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:26	]Andrzej Lepper has enabled persistence for 'models/props_vehicles/tire001c_car.mdl'.
[16:31:27	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:27	]Andrzej Lepper has enabled persistence for 'models/props_junk/ibeam01a_cluster01.mdl'.
[16:31:28	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:28	]Andrzej Lepper has enabled persistence for 'models/props_wasteland/controlroom_desk001a.mdl'.
[16:31:28	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:28	]Andrzej Lepper has enabled persistence for 'models/props_wasteland/kitchen_shelf001a.mdl'.
[16:31:29	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:29	]Andrzej Lepper has enabled persistence for 'models/props_wasteland/kitchen_shelf001a.mdl'.
[16:31:30	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:30	]Andrzej Lepper has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[16:31:30	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:30	]Andrzej Lepper has disabled persistence for 'models/props_junk/pushcart01a.mdl'.
[16:31:31	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:31	]Andrzej Lepper has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[16:31:39	]Andrzej Lepper has spawned 'models/props_junk/metalgascan.mdl'.
[16:31:46	]Andrzej Lepper has spawned 'models/props_wasteland/laundry_cart002.mdl'.
[16:31:59	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:59	]Andrzej Lepper has enabled persistence for 'models/props_junk/metalgascan.mdl'.
[16:31:59	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:31:59	]Andrzej Lepper has enabled persistence for 'models/props_wasteland/laundry_cart002.mdl'.
[16:32:08	]Andrzej Lepper entered observer.
[16:32:21	]Andrzej Lepper exited observer at their location.
[16:33:55	]Oktawiangr (STEAM_0:0:69588746) has disconnected (timed out).
[16:43:23	]Oktawiangr has connected.
[16:45:19	]Oktawiangr loaded the character 'Andrzej Lepper'
[16:45:45	]Andrzej Lepper entered observer.
[16:45:56	]Andrzej Lepper used command '/Event test'.
[16:48:26	]Andrzej Lepper exited observer at their location.
[16:48:38	]Andrzej Lepper entered observer.
[16:49:02	]Andrzej Lepper exited observer at their location.
[16:49:06	]Andrzej Lepper opened the 'Personal Stash 1572' stash.
[16:49:09	]Andrzej Lepper closed the 'Personal Stash 1572' stash.
[16:49:14	]Andrzej Lepper entered observer.
[16:49:37	]Andrzej Lepper exited observer at their location.
[16:49:49	]Loxy has connected.
[16:50:00	]Andrzej Lepper opened the 'Szafki' #1020 container.
[16:50:02	]Andrzej Lepper closed the 'Szafki' #1020 container.
[16:50:03	]Andrzej Lepper opened the 'Szafki' #1021 container.
[16:50:05	]Andrzej Lepper closed the 'Szafki' #1021 container.
[16:50:06	]Andrzej Lepper opened the 'Skrzynia' #1019 container.
[16:50:09	]Andrzej Lepper closed the 'Skrzynia' #1019 container.
[16:50:19	]Andrzej Lepper entered observer.
[16:50:19	]Andrzej Lepper exited observer at their location.
[16:50:20	]Andrzej Lepper entered observer.
[16:50:20	]Andrzej Lepper exited observer at their location.
[16:50:30	]Andrzej Lepper opened the 'Lodówka' #1026 container.
[16:50:32	]Andrzej Lepper closed the 'Lodówka' #1026 container.
[16:50:37	]Andrzej Lepper opened the 'Szafka na dokumenty' #1024 container.
[16:50:39	]Andrzej Lepper closed the 'Szafka na dokumenty' #1024 container.
[16:50:40	]Andrzej Lepper opened the 'Szafka na dokumenty' #1025 container.
[16:50:42	]Andrzej Lepper closed the 'Szafka na dokumenty' #1025 container.
[16:50:46	]Andrzej Lepper entered observer.
[16:50:46	]Andrzej Lepper exited observer at their location.
[16:50:49	]Andrzej Lepper entered observer.
[16:51:18	]Andrzej Lepper exited observer at their location.
[16:51:19	]Andrzej Lepper entered observer.
[16:51:25	]Loxy loaded the character 'Craig Carlson'
[16:51:34	]Craig Carlson used command '/CreateCustomItem'.
[16:51:53	]Loxy (STEAM_0:1:421238310) has disconnected.
[16:53:32	]Andrzej Lepper exited observer at their location.
[16:53:35	]Andrzej Lepper entered observer.
[16:53:52	]Andrzej Lepper exited observer at their location.
[16:54:01	]Andrzej Lepper has spawned 'models/hunter/blocks/cube05x05x05.mdl'.
[16:54:09	]Andrzej Lepper has fired a toolgun with the name: material
[16:54:16	]Andrzej Lepper has fired a toolgun with the name: nocollideworld
[16:54:27	]Andrzej Lepper has enabled persistence for 'models/hunter/blocks/cube05x05x05.mdl'.
[16:54:27	]Andrzej Lepper has used a context menu option with the name: persist
[16:55:15	]Andrzej Lepper has spawned a 'Entity [353][ix_workerk_electric]'.
[16:59:00	]Loxy has connected.
[16:59:46	]Loxy loaded the character 'Craig Carlson'
[17:00:56	]Craig Carlson is fully healed.
[17:01:50	]Oktawiangr has connected.
[17:04:15	]Oktawiangr (STEAM_0:0:69588746) has disconnected.
[17:11:16	]Loxy has connected.
[17:12:02	]Loxy loaded the character 'Craig Carlson'
[17:13:12	]Craig Carlson is fully healed.
[17:14:01	]Loxy (STEAM_0:1:421238310) has disconnected.
[17:26:15	]Oktawiangr has connected.
[17:34:53	]Oktawiangr loaded the character 'Andrzej Lepper'
[17:35:35	]Andrzej Lepper has spawned a 'Entity [2062][ix_workerk_electric]'.
[17:35:41	]Andrzej Lepper has enabled persistence for 'models/hunter/blocks/cube025x025x025.mdl'.
[17:35:41	]Andrzej Lepper has used a context menu option with the name: persist
[17:35:44	]Andrzej Lepper entered observer.
[17:36:06	]Andrzej Lepper exited observer at their location.
[17:38:14	]Andrzej Lepper entered observer.
[17:40:29	][IC] Andrzej Lepper: Zamknij się.
[17:40:31	]Andrzej Lepper exited observer at their location.
[17:40:31	]Andrzej Lepper entered observer.
[17:40:32	]Andrzej Lepper exited observer at their location.
[17:40:32	]Andrzej Lepper entered observer.
[17:40:33	]Andrzej Lepper exited observer at their location.
[17:40:34	][IC] Andrzej Lepper: Shut up 2.
[17:40:35	][IC] Andrzej Lepper: Zamknij się w końcu!
[17:40:55	][IC] Andrzej Lepper: Jezu! To miejsce było pełne historii!
[17:41:21	][IC] Andrzej Lepper: *Ból* Trafili mnie!
[17:41:37	][IC] Andrzej Lepper: *Kaszle*.
[17:41:40	][IC] Andrzej Lepper: *Kaszle*.
[17:41:41	][IC] Andrzej Lepper: *Kaszle*.
[17:41:42	][IC] Andrzej Lepper: *Kaszle*.
[17:42:00	][IC] Andrzej Lepper: Ugh... Agh.
[17:42:03	][IC] Andrzej Lepper: Ugh... Agh-hgh.
[17:42:06	][IC] Andrzej Lepper: Ugh...
[17:42:08	][IC] Andrzej Lepper: Oghhh.
[17:42:14	]Andrzej Lepper entered observer.
[17:42:51	]Andrzej Lepper has spawned 'models/props_wasteland/rockcliff_cluster02b.mdl'.
[17:42:58	]Andrzej Lepper has fired a toolgun with the name: nocollideworld
[17:43:16	]Andrzej Lepper exited observer at their location.
[17:43:18	]Andrzej Lepper has fired a toolgun with the name: nocollideworld
[17:43:25	]Andrzej Lepper has fired a toolgun with the name: nocollideworld
[17:43:36	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[17:43:36	]Andrzej Lepper has enabled persistence for 'models/props_wasteland/rockcliff_cluster02b.mdl'.
[17:43:37	]Andrzej Lepper entered observer.
[17:43:41	]Andrzej Lepper exited observer at their location.
[17:43:57	]Andrzej Lepper entered observer.
[17:48:28	]Andrzej Lepper exited observer at their location.
[17:48:39	]Andrzej Lepper entered observer.
[17:48:51	]Andrzej Lepper exited observer at their location.
[17:49:05	]Andrzej Lepper entered observer.
[17:49:12	]Andrzej Lepper exited observer at their location.
[17:49:13	]Andrzej Lepper entered observer.
[17:49:13	]Andrzej Lepper exited observer at their location.
[17:49:15	]Andrzej Lepper entered observer.
[17:49:45	]Andrzej Lepper exited observer at their location.
[17:49:55	]Andrzej Lepper entered observer.
[17:50:13	]Andrzej Lepper exited observer at their location.
[17:50:27	]Andrzej Lepper has spawned 'models/hunter/plates/plate4x4.mdl'.
[17:50:28	]Andrzej Lepper entered observer.
[17:50:53	]Andrzej Lepper has fired a toolgun with the name: stacker_improved
[17:50:53	]Andrzej Lepper has spawned 'models/hunter/plates/plate4x4.mdl'.
[17:50:54	]Andrzej Lepper has fired a toolgun with the name: stacker_improved
[17:50:54	]Andrzej Lepper has spawned 'models/hunter/plates/plate4x4.mdl'.
[17:50:58	]Andrzej Lepper has fired a toolgun with the name: stacker_improved
[17:50:58	]Andrzej Lepper has spawned 'models/hunter/plates/plate4x4.mdl'.
[17:51:06	]Andrzej Lepper has fired a toolgun with the name: material
[17:51:06	]Andrzej Lepper has fired a toolgun with the name: material
[17:51:07	]Andrzej Lepper has fired a toolgun with the name: material
[17:51:07	]Andrzej Lepper has fired a toolgun with the name: material
[17:51:08	]Andrzej Lepper has fired a toolgun with the name: material
[17:51:11	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[17:51:11	]Andrzej Lepper has enabled persistence for 'models/hunter/plates/plate4x4.mdl'.
[17:51:11	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[17:51:11	]Andrzej Lepper has enabled persistence for 'models/hunter/plates/plate4x4.mdl'.
[17:51:12	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[17:51:12	]Andrzej Lepper has enabled persistence for 'models/hunter/plates/plate4x4.mdl'.
[17:51:13	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[17:51:13	]Andrzej Lepper has enabled persistence for 'models/hunter/plates/plate4x4.mdl'.
[17:51:27	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[17:51:27	]Andrzej Lepper has disabled persistence for 'models/hunter/plates/plate4x4.mdl'.
[17:51:27	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[17:51:27	]Andrzej Lepper has disabled persistence for 'models/hunter/plates/plate4x4.mdl'.
[17:51:28	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[17:51:28	]Andrzej Lepper has disabled persistence for 'models/hunter/plates/plate4x4.mdl'.
[17:51:29	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[17:51:29	]Andrzej Lepper has disabled persistence for 'models/hunter/plates/plate4x4.mdl'.
[17:51:32	]Andrzej Lepper has fired a toolgun with the name: colour
[17:51:33	]Andrzej Lepper has fired a toolgun with the name: colour
[17:51:36	]Andrzej Lepper has fired a toolgun with the name: colour
[17:51:36	]Andrzej Lepper has fired a toolgun with the name: colour
[17:51:37	]Andrzej Lepper has fired a toolgun with the name: colour
[17:55:38	]Loxy has connected.
[17:56:18	]Loxy loaded the character 'Craig Carlson'
[17:56:39	]Craig Carlson used command '/Recognize'.
[17:57:28	]Craig Carlson is fully healed.
[17:58:56	]inkaaz has connected.
[18:00:08	]inkaaz loaded the character '123 123'
[18:00:14	]123 123 entered observer.
[18:00:20	]123 123 exited observer at their location.
[18:00:21	]123 123 entered observer.
[18:00:29	]123 123 exited observer at their location.
[18:00:30	]123 123 entered observer.
[18:00:32	]123 123 exited observer at their location.
[18:00:33	]123 123 entered observer.
[18:00:33	]123 123 exited observer at their location.
[18:00:35	]123 123 entered observer.
[18:00:39	]Craig Carlson ran SAM command 'goto' with arguments: '123'
[18:00:42	]Craig Carlson entered observer.
[18:00:42	]Craig Carlson exited observer.
[18:00:45	]Craig Carlson ran SAM command 'bring' with arguments: '123'
[18:00:45	][OOC] 123 123: co to za error xd
[18:00:47	]123 123 exited observer at their location.
[18:00:51	][OOC] Craig Carlson: jaki
[18:01:02	]123 123 entered observer.
[18:01:02	]123 123 exited observer at their location.
[18:01:09	][OOC] Craig Carlson: czemu ja cie od razu mam rozopznanego kurwa
[18:01:16	]Craig Carlson ran SAM command 'menu' with arguments: ''
[18:01:22	][IC] 123 123: Chuj wie.
[18:01:50	]Craig Carlson ran SAM command 'menu' with arguments: ''
[18:02:12	][IC] Craig Carlson: Dlaczego wgle nie widac super admina w permisjach xd.
[18:02:14	]Craig Carlson ran SAM command 'menu' with arguments: ''
[18:02:21	][IC] 123 123: Tak sobie mysle to anty spam kucania i skakania mozna by bylo zrobic.
[18:02:24	][IC] 123 123: Jak w cs go.
[18:02:30	]Craig Carlson ran SAM command 'menu' with arguments: ''
[18:02:57	][IC] 123 123: Do skakania tam akurat kilku milisekundowe dali opóźnienie jakieś.
[18:03:07	][IC] 123 123: Bh w sumie nie da sie.
[18:03:10	][IC] 123 123: U nas.
[18:03:11	]Craig Carlson ran SAM command 'menu' with arguments: ''
[18:03:26	][IC] 123 123: E tam.
[18:04:04	]Craig Carlson used command '/Recognize'.
[18:04:22	][IC] Craig Carlson: Daj na mnie.
[18:04:23	][IC] Craig Carlson: Recognize.
[18:04:26	]123 123 used command '/Recognize'.
[18:05:36	][IC] Craig Carlson: Daj jeszcze raz.
[18:05:38	]123 123 used command '/Recognize'.
[18:08:46	]123 123 entered observer.
[18:10:13	]123 123 exited observer at their location.
[18:11:19	][IC] Craig Carlson: Zresp force fielda tu.
[18:11:24	]Craig Carlson has spawned a 'Entity [2111][ix_forcefield]'.
[18:11:30	]123 123 entered observer.
[18:11:30	]123 123 exited observer at their location.
[18:11:36	]123 123 entered observer.
[18:11:40	]123 123 exited observer at their location.
[18:11:42	][IC] Craig Carlson: Odpal tylko na cid.
[18:11:44	]123 123 entered observer.
[18:11:47	]123 123 exited observer at their location.
