[14:34:58	]Chadatürk has connected.
[17:48:20	][IC] C24:RCT.YELLO-36: <:: Acıtıyor yani? ::>
[17:48:22	][IC] Furkan Dağlı: Evet.
[17:48:27	][ME] Olga Yaroslav: Kan tüpünü koyar ve düğmeye basar.
[17:48:27	][IC] Furkan Dağlı: Bağırtmaz.
[17:48:35	][IT] Olga Yaroslav: Hafif sesli şekilde makine çalışmakta
[17:48:37	][ME] C24:RCT.YELLO-36: içinden: Kaçsam yakalayamazlar sanırım.
[17:48:49	][ME] Olga Yaroslav: Büyükçe bir iğneyi ve kan torbasını alır
[17:48:54	]Olga Yaroslav has spawned 'models/willardnetworks/skills/bloodbag.mdl'.
[17:48:55	][IC] C24:RCT.YELLO-36: <:: Öyle şırınga mı alır yav. ::>
[17:49:03	][IC] Furkan Dağlı: *Öksürme*.
[17:49:03	][IC] C24:RCT.YELLO-36: <:: Adam öldürürsün onla. ::>
[17:49:13	][IC] Olga Yaroslav: Yerinize geçin lütfen.
[17:49:22	][ME] C24:RCT.YELLO-36: Hafif ciddileşerek
[17:49:25	][IC] C24:RCT.YELLO-36: <:: Iğne yok değil mi? ::>
[17:49:26	][IT] Olga Yaroslav: Elinde deminki iğnenin aynısının temiz hali ve kan torbası tutuyor.
[17:49:33	][IC] Olga Yaroslav: İğnesiz nasıl yapıcam.
[17:49:37	][IC] C24:RCT.YELLO-36: <:: Hayır yaa. ::>
[17:49:37	][IC] Olga Yaroslav: İçicekmisiniz kanı.
[17:49:37	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:49:46	][IC] C24:RCT.YELLO-36: <:: Boşverin kana ihtiyacım yok. ::>
[17:49:51	][IC] Olga Yaroslav: Maalesef doktor benim.
[17:49:55	][ME] Olga Yaroslav: Kan torbasını asar.
[17:50:04	][IC] Olga Yaroslav: Oturun lütfen.
[17:50:08	]Olga Yaroslav used command '/GetCWUFlags'.
[17:50:14	]Olga Yaroslav has spawned 'models/willardnetworks/skills/medx.mdl'.
[17:50:15	][IC] C24:RCT.YELLO-36: <:: Tekrar düşünsek? ::>
[17:50:23	][IC] Olga Yaroslav: Kaç yaşında adamsınız.
[17:50:25	][IC] Olga Yaroslav: Sivil korumasınız.
[17:50:31	][IC] Olga Yaroslav: Şuncacık iğnedenmi korkuyosunuz.
[17:50:39	][IC] Olga Yaroslav: Bu iğneyi bebeklere yapıyorduk biz eskiden.
[17:50:40	][IC] C24:RCT.YELLO-36: <:: YAV NORMAL ŞIRINGA DEĞİL BU ATIN KIÇINA VURUYORLAR BUNU. ::>
[17:50:41	][LOOC] Furkan Dağlı: şuncacık
[17:50:43	][IC] C24:RCT.YELLO-36: <:: SEN İĞNE DİYON. ::>
[17:50:50	][IC] Olga Yaroslav: Bebek iğnesi diye geçiyo bu.
[17:50:52	][IC] C24:RCT.YELLO-36: <:: NW. ::>
[17:50:54	][IC] C24:RCT.YELLO-36: <:: NE. ::>
[17:50:58	][IC] Olga Yaroslav: Sadece ucunu batırıcam ya sakin olun.
[17:51:03	][IC] Olga Yaroslav: Komple batırmıcam.
[17:51:08	][ME] C24:RCT.YELLO-36: İçinden: Allah kahretsin
[17:51:14	]C24:RCT.YELLO-36 used command '/ActSit 3'.
[17:51:24	][ME] Olga Yaroslav: İğnenin arkasına hafif bastırır.
[17:51:25	][ME] C24:RCT.YELLO-36: Şırıngaya fokuslanmış bir şekilde bakıyor.
[17:51:33	][IC] Olga Yaroslav: Kolunuzu uzatın lütfen.
[17:51:45	][ME] C24:RCT.YELLO-36: İçinden: Duymamış gibi yapsammı
[17:52:01	][ME] C24:RCT.YELLO-36: Kolunu hafifce uzatır fakat gerginlikten kolunu sıkıyordur.
[17:52:01	][ME] Olga Yaroslav: Kişinin sol kolunu tutar ve nazikce kendine çeker.
[17:52:09	][IC] Olga Yaroslav: Kolunuzu bırakın ama.
[17:52:13	][IC] Olga Yaroslav: Yoksa canınız yanar.
[17:52:14	][IC] C24:RCT.YELLO-36: <:: Olmuyır. ::>
[17:52:17	][IC] C24:RCT.YELLO-36: <:: Olmuyor. ::>
[17:52:24	][IC] Olga Yaroslav: Olur olur.
[17:52:32	][ME] C24:RCT.YELLO-36: İçinden: Rezil olduk amına koyim
[17:52:39	][ME] C24:RCT.YELLO-36: Kolunu serbest bırakır.
[17:52:44	][IC] Furkan Dağlı: T.
[17:52:56	][IC] Olga Yaroslav: Neyse zaten bu iğne göstermelikti size damar yolu açacağız ondan iğneye pekte ihtiyacımız olmuyacak.
[17:53:07	][ME] C24:RCT.YELLO-36: İçinden: Ben bunu duvara vururum
[17:53:10	][IC] C24:RCT.YELLO-36: <:: Doktor hanım. ::>
[17:53:10	]Olga Yaroslav has spawned 'models/metro2033/medkitneedle.mdl'.
[17:53:13	][IC] C24:RCT.YELLO-36: <:: Şakamı yapıyorsunuz. ::>
[17:53:15	][IC] Olga Yaroslav: Buyrun.
[17:53:16	][IC] Olga Yaroslav: Hayır.
[17:53:20	]Olga Yaroslav has spawned 'models/metro2033/medkitneedle.mdl'.
[17:53:30	][ME] Olga Yaroslav: Kolunu tekrar tutar ve turnikeyi bağlar.
[17:53:40	][ME] Olga Yaroslav: Damarın üstünü dezenfekte bezle temizler.
[17:53:49	][ME] Olga Yaroslav: Damara doğru yavaşça iğneyi batırır ve damar yolunu açar.
[17:54:10	][ME] Olga Yaroslav: Kan torbasının hortumunu damar yoluna bağlar.
[17:54:13	][IC] Olga Yaroslav: Bu kadar ya.
[17:54:19	][IC] Olga Yaroslav: Korkmaya gerek yokmuş gördünüzmü.
[17:54:31	][IC] Olga Yaroslav: Kodunuzu öğrenebilirmiyim acaba.
[17:54:36	][ME] C24:RCT.YELLO-36: İçinden: Ben seni tenhada yakalayıp jopla korkutayımda gör sen
[17:54:37	][IC] C24:RCT.YELLO-36: <:: Ne. ::>
[17:54:39	][IC] C24:RCT.YELLO-36: <:: Neden? ::>
[17:54:43	][IC] Olga Yaroslav: Kayıt girmem gerekiyor.
[17:54:49	][IC] C24:RCT.YELLO-36: <:: Girmeyin boşverin. ::>
[17:54:50	][ME] Olga Yaroslav: Eline datapad'ini alır
[17:54:52	][IC] Olga Yaroslav: Mecburum.
[17:54:55	]Olga Yaroslav ran 'Open' on item 'CMRU PDA' (#163542)
[17:55:06	][IC] C24:RCT.YELLO-36: <:: Peki tamam. ::>
[17:55:08	][IC] C24:RCT.YELLO-36: <:: 36. ::>
[17:55:14	]Olga Yaroslav used command '/PM 36 cid ini yazsana bana'.
[17:55:24	]Olga Yaroslav used command '/PM 36 pmden yada steamden'.
[17:55:26	]Olga Yaroslav ran 'Open' on item 'CMRU PDA' (#163542)
[17:55:46	][IC] Olga Yaroslav: Tamamdır sizin kayıdınız.
[17:55:54	][IC] Olga Yaroslav: Torba boşalınca beni çağırın lütfen.
[17:56:05	][IC] C24:RCT.YELLO-36: <:: Yatsam sıkıntı çıkar mı? ::>
[17:56:18	][IC] Olga Yaroslav: Kolunuzu hareket ettirmezseniz.
[17:56:20	][IC] Olga Yaroslav: Çıkmaz.
[17:56:22	][IC] C24:RCT.YELLO-36: <:: Tamam. ::>
[17:56:38	][ME] C24:RCT.YELLO-36: Yatağa uzanır.
[17:56:38	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:56:46	]C24:RCT.YELLO-36 used command '/ActDown 2'.
[17:56:56	][IC] Olga Yaroslav: Sizinde cid'nizi alabilirmiyim.
[17:56:59	]Olga Yaroslav ran 'Open' on item 'CMRU PDA' (#163542)
[17:57:00	]Furkan Dağlı used command '/ID'.
[17:57:26	][LOOC] Furkan Dağlı: cidnin açılım civillian id mi
[17:57:33	][LOOC] Olga Yaroslav: evet
[17:57:45	]C24:RCT.YELLO-36 used command '/Datafile YELLO 36'.
[17:57:50	][IC] Olga Yaroslav: Tamamdır sizin kayıdınızda kan sonuçlarına bakalım eğer sorun yoksa sizide taburcu edebiliriz.
[17:58:11	][ME] Olga Yaroslav: Makineden çıkan kağıdı alır ve inceler.
[17:58:12	][IC] Olga Yaroslav: Hmm.
[17:58:13	][IC] Olga Yaroslav: Güzel.
[17:58:30	]Furkan Dağlı used command '/ExitAct'.
[17:58:41	][IC] Olga Yaroslav: Tamamdır size bir ilaç vericem.
[17:58:48	][IC] Olga Yaroslav: Onu düzenli kullanın.
[17:58:56	][IC] Olga Yaroslav: Eğer hastalığınız yine iyileşmezse gelebilirsiniz.
[17:58:58	][ME] Olga Yaroslav: Hapı uzatır
[17:59:00	][IC] Furkan Dağlı: Tamam.
[17:59:04	]Olga Yaroslav ran 'drop' on item 'Kaliteli Yeşil Hap' (#167380)
[17:59:04	]Olga Yaroslav has lost a 'Kaliteli Yeşil Hap' #167380.
[17:59:05	][ME] Furkan Dağlı: hapı alır
[17:59:07	]Furkan Dağlı ran 'take' on item 'Kaliteli Yeşil Hap' (#167380)
[17:59:07	]Furkan Dağlı has gained a 'Kaliteli Yeşil Hap' #167380.
[17:59:10	][LOOC] Olga Yaroslav: random hap önemseme yeşil felan
[17:59:15	][LOOC] Furkan Dağlı: biliyom
[17:59:15	][IC] Olga Yaroslav: Geçmiş olsun.
[17:59:51	]Olga Yaroslav used command '/ActSit 4'.
[18:00:03	]Olga Yaroslav used command '/ExitAct'.
[18:00:04	]Olga Yaroslav has spawned 'models/willardnetworks/skills/turtle.mdl'.
[18:00:13	]Furkan Dağlı has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[18:00:17	]Olga Yaroslav has spawned 'models/willardnetworks/skills/stimpak.mdl'.
[18:00:20	]Furkan Dağlı ran 'split' on item 'Kaliteli Yeşil Hap' (#167380)
[18:00:20	]Furkan Dağlı has gained a 'Kaliteli Yeşil Hap' #167389.
[18:00:21	]Furkan Dağlı ran 'use' on item 'Kaliteli Yeşil Hap' (#167380)
[18:00:21	]Furkan Dağlı has gained a level 7 short boost in Çeviklik.
[18:00:22	]Olga Yaroslav has spawned 'models/willardnetworks/skills/syringeammo.mdl'.
[18:00:24	]Furkan Dağlı ran 'use' on item 'Kaliteli Yeşil Hap' (#167389)
[18:00:24	]Furkan Dağlı has wasted a level 7 short boost in Çeviklik (current: 0; target: 7).
[18:00:26	]Furkan Dağlı ran 'take' on item 'Rasyon' (#167390)
[18:00:26	]Furkan Dağlı has gained a 'Rasyon' #167390.
[18:00:28	]Furkan Dağlı ran 'Open' on item 'Rasyon' (#167390)
[18:00:28	]Furkan Dağlı has gained a 'Yapay Macun' #167391.
[18:00:28	]Furkan Dağlı has gained a 'Breen Suyu' #167392.
[18:00:28	]Furkan Dağlı has gained a '15 Kredi Kuponu' #167393.
[18:00:29	]Furkan Dağlı ran 'Consume' on item 'Yapay Macun' (#167391)
[18:00:29	]Furkan Dağlı has gained a 'Boş Kavanoz' #167394.
[18:00:29	]Furkan Dağlı ran 'Consume' on item 'Breen Suyu' (#167392)
[18:00:29	]Furkan Dağlı has wasted a level -2 long boost in Zeka (current: -2; target: 0).
[18:00:29	]Furkan Dağlı has updated their Algı long boost target to -1 (current : 1).
[18:00:29	]Furkan Dağlı has gained a 'Boş Breen'in Suyu' #167395.
[18:00:31	]Furkan Dağlı ran 'drop' on item 'Boş Breen'in Suyu' (#167395)
[18:00:31	]Furkan Dağlı has lost a 'Boş Breen'in Suyu' #167395.
[18:00:32	]Furkan Dağlı ran 'drop' on item 'Boş Kavanoz' (#167394)
[18:00:32	]Furkan Dağlı has lost a 'Boş Kavanoz' #167394.
[18:00:32	][LOOC] Olga Yaroslav: küçük iğnelerde varmış unlucky
[18:00:35	]Furkan Dağlı ran 'Use' on item '15 Kredi Kuponu' (#167393)
[18:00:36	]Olga Yaroslav has spawned 'models/willardnetworks/skills/stimpak.mdl'.
[18:00:37	]Furkan Dağlı has used a coupon at a ration dispenser, gaining 15 credits.
[18:00:44	]Olga Yaroslav has spawned 'models/willardnetworks/skills/syringeammo.mdl'.
[18:00:52	]Olga Yaroslav has spawned 'models/willardnetworks/props_combine/wn_rebel_lock.mdl'.
[18:00:56	][LOOC] C24:RCT.YELLO-36: nasıl fearrp ama mdfligjfdpogmfd
[18:00:59	]Olga Yaroslav has spawned 'models/willardnetworks/skills/hpsyringe.mdl'.
[18:01:03	][LOOC] C24:RCT.YELLO-36: iğne fobisi olan SK
[18:01:23	]Furkan Dağlı used command '/ActSitChair'.
[18:01:23	]Olga Yaroslav has used a context menu option with the name: remove
[18:01:29	][LOOC] Olga Yaroslav: dur şunu item olarak yapam
[18:01:33	]Olga Yaroslav ran 'split' on item 'Sağlık Şırıngası' (#163570)
[18:01:33	]Olga Yaroslav has gained a 'Sağlık Şırıngası' #167396.
[18:01:36	]Olga Yaroslav ran 'drop' on item 'Sağlık Şırıngası' (#167396)
[18:01:36	]Olga Yaroslav has lost a 'Sağlık Şırıngası' #167396.
[18:01:58	][ME] Olga Yaroslav: Kişinin sağ kolunu omuza kadar sıyırır.
[18:02:14	][ME] Olga Yaroslav: Omuzuna yavaşça iğneyi batırarak içindeki sıvıyı enjekte eder.
[18:02:20	][LOOC] Olga Yaroslav: al kocum bunu
[18:02:25	]Furkan Dağlı used command '/ExitAct'.
[18:02:38	][LOOC] Olga Yaroslav: ck izni istemeden ck attım ama sıkıntı yok dimi
[18:02:39	][LOOC] C24:RCT.YELLO-36: aga kingsman 2 izliyom şuan benimki 2-3 dakikaya uyanırda ne bastın sen amk
[18:02:50	][LOOC] Olga Yaroslav: çar seni zehirledi
[18:02:51	][LOOC] C24:RCT.YELLO-36: aga ck falan atma sal karakteri
[18:02:59	][LOOC] Olga Yaroslav: yok zehilricem
[18:03:01	][LOOC] C24:RCT.YELLO-36: bide zaten checkcrime
[18:03:06	][LOOC] Olga Yaroslav: sg checkrime yok
[18:03:14	][ME] Olga Yaroslav: Kantorbasını kontrol eder.
[18:03:17	][LOOC] C24:RCT.YELLO-36: var aga ck yok yat aşşa
[18:03:18	][IT] Olga Yaroslav: Sivil koruma uyuyormu?
[18:03:22	][IT] C24:RCT.YELLO-36: 10-4
[18:03:34	][IC] Olga Yaroslav: Neyse ben dışarıda bekliyim.
[18:04:23	][ME] Olga Yaroslav: Makineyle uğraşır.
[18:04:32	]Olga Yaroslav has spawned 'models/willardnetworks/food/concoction.mdl'.
[18:04:43	]Furkan Dağlı used command '/ExitAct'.
[18:04:47	]Furkan Dağlı used command '/ExitAct'.
[18:04:51	][IT] Olga Yaroslav: Kapı çalma sesi geldi
[18:04:59	][Y] Olga Yaroslav: Geliyorum.
[18:05:14	]Furkan Dağlı used command '/ExitAct'.
[18:05:14	][IC] Olga Yaroslav: Hoşgeldiniz.
[18:05:19	][IC] Olga Yaroslav: Tabi alayım ben onu.
[18:05:19	]Furkan Dağlı opened the 'Rasyon Bölgesi Deposu' stash.
[18:05:23	][ME] Olga Yaroslav: Uzattığı mektubu alır
[18:05:26	]Furkan Dağlı closed the 'Rasyon Bölgesi Deposu' stash.
[18:05:30	]Furkan Dağlı ran 'take' on item 'Boş Kavanoz' (#167394)
[18:05:30	]Furkan Dağlı has gained a 'Boş Kavanoz' #167394.
[18:05:33	]Furkan Dağlı opened the 'Rasyon Bölgesi Deposu' stash.
[18:05:34	]Furkan Dağlı has lost a 'Boş Kavanoz' #167394.
[18:05:34	]Furkan Dağlı has transferred a 'Boş Kavanoz' #167394 to a container with the name 'Rasyon Bölgesi Deposu' #4624.
[18:05:34	][ME] Olga Yaroslav: Mektubu yana bırakır
[18:05:36	]Furkan Dağlı closed the 'Rasyon Bölgesi Deposu' stash.
[18:06:01	]Olga Yaroslav has spawned 'models/willard/radiobob.mdl'.
[18:06:12	]Olga Yaroslav has spawned 'models/n7/larval_essence01.mdl'.
[18:06:18	][IC] Furkan Dağlı: *Öksürme*.
[18:06:22	]Olga Yaroslav has spawned 'models/fruity/pda.mdl'.
[18:06:38	]Olga Yaroslav has spawned 'models/mosi/fallout76/furniture/workstations/tinkerstation.mdl'.
[18:06:41	]Furkan Dağlı used command '/PM STEAM_0:0:195372324 sen nerdesin hala'.
[18:06:52	]Olga Yaroslav has spawned 'models/mosi/fallout4/furniture/workstations/chemistrystation02.mdl'.
[18:07:06	][ME] C24:RCT.YELLO-36: Kafasını hafifce sağ sola çevirir
[18:07:17	]Olga Yaroslav has spawned 'models/willardnetworks/posters/wn_poster_hla_1.mdl'.
[18:07:21	]Olga Yaroslav has spawned 'models/willardnetworks/posters/wn_poster_5.mdl'.
[18:07:24	][ME] C24:RCT.YELLO-36: Ayaklarını sağ doğru uzatıp oturur pozisyona geçer.
[18:07:27	]Olga Yaroslav has spawned 'models/willardnetworks/posters/wn_poster_3.mdl'.
[18:07:30	]Olga Yaroslav has spawned 'models/willardnetworks/posters/wn_poster_3.mdl'.
[18:07:33	]C24:RCT.YELLO-36 used command '/PM furkan kan torbası bastılar onu bekliyom'.
[18:07:34	]Olga Yaroslav has spawned 'models/willardnetworks/posters/wn_poster_2.mdl'.
[18:07:35	]Barış has unloaded their "C24:RCT.YELLO-36" character.
[18:07:36	]Olga Yaroslav has spawned 'models/willardnetworks/posters/wn_poster_1.mdl'.
[18:07:38	]Olga Yaroslav has used a context menu option with the name: remove
[18:07:38	]Barış loaded the character 'C24:RCT.YELLO-36'
[18:07:48	]C24:RCT.YELLO-36 used command '/ActSit 3'.
[18:07:49	]C24:RCT.YELLO-36 used command '/ExitAct'.
[18:07:51	]Furkan Dağlı used command '/PM STEAM_0:0:195372324 tamam çıkışta kırmızı kolluğumu vermeni bekliyorum bende'.
[18:07:51	]C24:RCT.YELLO-36 used command '/ActSit 3'.
[18:08:00	]Olga Yaroslav has spawned 'models/n7/props/n7_cid_card.mdl'.
[18:08:02	][IC] C24:RCT.YELLO-36: <:: Doktor yok mu? ::>
[18:08:03	]Olga Yaroslav has spawned 'models/props/de_inferno/scaffolding.mdl'.
[18:08:11	]Olga Yaroslav has spawned 'models/willardnetworks/food/cmb_food3.mdl'.
[18:08:15	]Olga Yaroslav has spawned 'models/willardnetworks/food/cmb_food4.mdl'.
[18:08:17	]Olga Yaroslav has spawned 'models/willardnetworks/food/cmb_food3.mdl'.
[18:08:23	]Olga Yaroslav has spawned 'models/willardnetworks/food/cmb_food3.mdl'.
[18:08:32	]Olga Yaroslav has spawned 'models/wn7new/advcrates/n7_supply_crate.mdl'.
[18:08:45	][Y] C24:RCT.YELLO-36: <:: Doktor yok mu? ::>
[18:08:50	][Y] Olga Yaroslav: Var buyrun.
[18:08:55	][ME] Olga Yaroslav: Mektubu cebine koyar.
[18:09:09	]Olga Yaroslav has fired a toolgun with the name: remover
[18:09:12	][Y] Olga Yaroslav: Geliyorum.
[18:09:36	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[18:09:37	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[18:09:38	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[18:09:38	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[18:09:39	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[18:09:40	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[18:09:41	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[18:09:41	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[18:09:42	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[18:09:42	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[18:10:05	][IC] Olga Yaroslav: Kolunuzu uzatın.
[18:10:09	][ME] C24:RCT.YELLO-36: Kolunu uzatır.
[18:10:14	][ME] Olga Yaroslav: Kolundaki damar yolunu dikkatlice çıkartır ve pamuğu bastırır.
[18:10:22	][ME] Olga Yaroslav: Pamuğun üstüne medikal bant'ı yapıştırır
[18:10:25	][IC] Olga Yaroslav: Geçmiş olsuun.
[18:10:32	][IC] C24:RCT.YELLO-36: <:: Bu ne? ::>
[18:10:34	][ME] Olga Yaroslav: Çikolata'yı uzatır
[18:10:41	][IC] Olga Yaroslav: Taburcu hastalarımıza hediye.
[18:10:44	][ME] C24:RCT.YELLO-36: Çikolatayı alır ve inceler.
[18:10:49	][IC] Olga Yaroslav: Kanınızıda daha hızlı toparlarsınız.
[18:10:49	][LOOC] C24:RCT.YELLO-36: alınmıyo
[18:10:59	][LOOC] Olga Yaroslav: aldın say
[18:10:59	][IC] C24:RCT.YELLO-36: <:: Teşekkürler. ::>
[18:11:04	][IC] C24:RCT.YELLO-36: <:: Bakarmısın. ::>
[18:11:08	][IC] Olga Yaroslav: Tabi buyrun.
[18:11:11	][IC] C24:RCT.YELLO-36: <:: Doğrula. ::>
[18:11:16	]Olga Yaroslav used command '/ID'.
[18:11:37	][ME] C24:RCT.YELLO-36: Çantasından bir pda çıkartır ve bir şeylere tıklar
[18:11:43	]C24:RCT.YELLO-36 used command '/Datafile Olga yarov'.
[18:11:49	][LOOC] Olga Yaroslav: +999 sosyal kredi
[18:11:52	]Olga Yaroslav has spawned 'models/willardnetworks/food/sweetroll.mdl'.
[18:12:05	]Olga Yaroslav has spawned 'models/props/cs_office/computer_caseb_p9a.mdl'.
[18:12:16	][IC] C24:RCT.YELLO-36: <:: Pekala. ::>
[18:12:18	][IC] Olga Yaroslav: Bir sorun yoksa size çıkışa kadar eşlik edeyim.
[18:12:20	][IC] C24:RCT.YELLO-36: <:: Sosyal kredi kazandın. ::>
[18:12:24	][IC] Olga Yaroslav: Ne güzel.
[18:12:25	][IC] C24:RCT.YELLO-36: <:: Ben çıkarım. ::>
[18:12:42	][ME] C24:RCT.YELLO-36: Ayağa hafifce kalkar ve mırıldanarak ilerler
[18:12:42	]C24:RCT.YELLO-36 used command '/ExitAct'.
[18:12:50	]Olga Yaroslav used command '/PM 36 senin kaydı giremedim cpsin diye kendin halledersin'.
[18:13:01	][IC] Olga Yaroslav: İyi günler.
[18:13:10	]Olga Yaroslav has spawned 'models/willardnetworks/skills/chem_mixer.mdl'.
[18:13:32	]Kaan has unloaded their "Olga Yaroslav" character.
[18:13:38	]Kaan loaded the character 'Vladimir Sokolov'
[18:13:42	]Kaan has unloaded their "Vladimir Sokolov" character.
[18:13:45	]Kaan loaded the character 'C24:i5.TAP-54'
[18:13:53	]C24:RCT.YELLO-36 has changed C24:RCT.YELLO-36's bodygroups.
[18:13:58	][IC] C24:RCT.YELLO-36: <:: Sen. ::>
[18:14:00	][IC] C24:RCT.YELLO-36: <:: Gel gel. ::>
[18:14:02	]C24:i5.TAP-54 used command '/Radio 10-8'.
[18:14:03	][IC] C24:RCT.YELLO-36: <:: Gel. ::>
[18:14:09	]C24:i5.TAP-54 used command '/Radio REPORT IN2'.
[18:14:13	]C24:RCT.YELLO-36 used command '/Radio 10-20 Plaza'.
[18:14:19	]C24:RCT.YELLO-36 used the 'Destek Masası Dağıtıcısı' vendor.
[18:14:22	]C24:i5.TAP-54 used command '/Radio copy'.
[18:14:22	]C24:RCT.YELLO-36 has gained 0 chips.
[18:14:22	]C24:RCT.YELLO-36 has gained a 'Kırmızı işbirlikçi kol bandı' #167397.
[18:14:27	][IC] C24:RCT.YELLO-36: <:: Eski kol bandını ver. ::>
[18:14:27	]C24:i5.TAP-54 ran 'take' on item 'Arıtıcı' (#164867)
[18:14:27	]C24:i5.TAP-54 has gained a 'Arıtıcı' #164867.
[18:14:34	]Furkan Dağlı ran 'drop' on item 'Açık Gri Kol Bandı' (#40639)
[18:14:34	]Furkan Dağlı has lost a 'Açık Gri Kol Bandı' #40639.
[18:14:36	]C24:RCT.YELLO-36 ran 'drop' on item 'Kırmızı işbirlikçi kol bandı' (#167397)
[18:14:36	]C24:RCT.YELLO-36 has lost a 'Kırmızı işbirlikçi kol bandı' #167397.
[18:14:39	]C24:RCT.YELLO-36 destroyed a 'Açık Gri Kol Bandı' #40639.
[18:14:43	][IC] C24:RCT.YELLO-36: <:: Al bakalım şunu. ::>
[18:14:49	]Furkan Dağlı ran 'take' on item 'Kırmızı işbirlikçi kol bandı' (#167397)
[18:14:49	]Furkan Dağlı has gained a 'Kırmızı işbirlikçi kol bandı' #167397.
[18:14:50	][Y] Furkan Dağlı: Yaşasın evrensel birlik!
[18:14:52	]Furkan Dağlı ran 'Equip' on item 'Kırmızı işbirlikçi kol bandı' (#167397)
[18:14:54	][IC] C24:RCT.YELLO-36: <:: Yaşasın. ::>
[18:15:02	]C24:RCT.YELLO-36 used command '/ActStand 4'.
[18:15:03	]C24:RCT.YELLO-36 used command '/ExitAct'.
[18:15:05	]C24:RCT.YELLO-36 used command '/ActStand 3'.
[18:15:14	][IC] C24:i5.TAP-54: <:: Hmph. ::>
[18:15:45	]Furkan Dağlı has gained level 35 in the Hız skill.
[18:16:24	]Chadatürk (STEAM_0:0:594791481) has disconnected.
[18:16:37	][ME] C24:RCT.YELLO-36: Hafifce sağ kolunu sallar ve geri masaya doğru koyar.
[18:16:48	][ME] C24:i5.TAP-54: Dikkatini çektiğinden kişiye döner
[18:16:50	][IC] C24:i5.TAP-54: <:: Hmph. ::>
[18:17:12	]C24:i5.TAP-54 used command '/ActStand 5'.
[18:17:15	]C24:i5.TAP-54 used command '/ExitAct'.
[18:17:17	]C24:i5.TAP-54 used command '/ActStand 3'.
[18:17:18	][ME] C24:RCT.YELLO-36: Duruşunu bozup 54 e bakar.
[18:17:19	]C24:RCT.YELLO-36 used command '/ExitAct'.
[18:17:29	][ME] C24:i5.TAP-54: Yanında yaslanırken koluna dirseğiyle dokunur.
[18:17:36	][IC] C24:i5.TAP-54: <:: Ne oldu hareketlendin. ::>
[18:17:45	]C24:i5.TAP-54 used command '/ActStand 2'.
[18:17:46	]C24:i5.TAP-54 used command '/ExitAct'.
[18:17:50	]C24:i5.TAP-54 used command '/ActStand'.
[18:17:58	][IC] C24:RCT.YELLO-36: <:: Keyfim kaçtı. ::>
[18:17:59	]C24:i5.TAP-54 used command '/ExitAct'.
[18:18:04	][IC] C24:i5.TAP-54: <:: Keyfin kaçmasın o zaman. ::>
[18:18:09	]C24:i5.TAP-54 used command '/ActStand'.
[18:18:12	][IC] C24:RCT.YELLO-36: <:: Yok kaçtı artık. ::>
[18:18:13	]C24:RCT.YELLO-36 is fully healed.
[18:18:21	][IC] C24:i5.TAP-54: <:: Geri yerine gelicek o halde. ::>
[18:18:23	]C24:RCT.YELLO-36 used command '/ActStand 4'.
[18:18:25	][IC] C24:i5.TAP-54: <:: Hizmet et. ::>
[18:18:27	]C24:i5.TAP-54 used command '/ExitAct'.
[18:18:37	][ME] C24:RCT.YELLO-36: İçinden: Ben seni denk düşürücem bir yerde
[18:18:42	][IC] C24:i5.TAP-54: <:: Haha. ::>
[18:18:55	]C24:RCT.YELLO-36 used command '/PM i5 olga geçte sikim olgayı föghlpmgfh'.
[18:19:01	]C24:RCT.YELLO-36 used command '/ExitAct'.
[18:19:15	]C24:i5.TAP-54 used command '/Reply yok i5'le ben sikcem'.
[18:19:28	]C24:i5.TAP-54 used command '/Datafile yello-36'.
[18:19:33	]C24:RCT.YELLO-36 used command '/PM i5 ha sonra oradan rol çıkacak'.
[18:19:37	]C24:RCT.YELLO-36 used command '/PM i5 öylemi'.
[18:19:42	]C24:i5.TAP-54 used command '/Reply yes'.
[18:19:48	]C24:RCT.YELLO-36 used command '/PM i5 hızlı sik'.
[18:20:02	]C24:i5.TAP-54 used command '/Datafile olga'.
[18:20:16	]C24:i5.TAP-54 used command '/Radio V15 ve V14 Suçlusu #04912 yargılanıyor.'.
[18:20:23	]C24:RCT.YELLO-36 used command '/Radio Ne.'.
[18:20:45	]C24:RCT.YELLO-36 used command '/PM i5 lan ne zaman yaptın V15 ffmoplhgmfşhgfd'.
[18:20:48	]C24:i5.TAP-54 used command '/Radio Görevine devam et suçlu birisini rehabilite ediyorum sadece.'.
[18:20:55	]C24:RCT.YELLO-36 used command '/Radio 10-4'.
[18:21:18	][Y] C24:i5.TAP-54: <:: Yargılanmaya hazırlan! ::>
