[14:05:52	]Jaslyiaa UwU has connected.
[16:07:51	]Keskin Çaycı has gained a 'Açık Gri Kol Bandı' #61127 from a container with the name 'Dropped Items' #11177.
[16:07:53	]Keskin Çaycı has gained a 'Ahşap Tahta' #166468 from a container with the name 'Dropped Items' #11177.
[16:07:58	]Keskin Çaycı ran 'Equip' on item 'Açık Gri Kol Bandı' (#61127)
[16:07:59	]Keskin Çaycı ran 'EquipUn' on item 'Açık Gri Kol Bandı' (#61127)
[16:08:01	]Keskin Çaycı has gained a 'Hairdresser tools' #166491 from a container with the name 'Dropped Items' #11177.
[16:08:04	]Keskin Çaycı has gained a 'Water Canteen' #163670 from a container with the name 'Dropped Items' #11177.
[16:08:05	]Keskin Çaycı has gained a 'Water Canteen' #163714 from a container with the name 'Dropped Items' #11177.
[16:08:08	]Keskin Çaycı has gained a 'Su Isıtıcısı' #164951 from a container with the name 'Dropped Items' #11177.
[16:08:09	]Keskin Çaycı has gained a 'Elektronik devreler' #166489 from a container with the name 'Dropped Items' #11177.
[16:08:11	]Keskin Çaycı has gained a 'Yeniden Konumlandırma Kuponu' #163615 from a container with the name 'Dropped Items' #11177.
[16:08:16	]Keskin Çaycı closed the 'Dropped Items' #11177 container.
[16:08:31	]Keskin Çaycı has taken 10 damage from ix_item.
[16:08:45	]Keskin Çaycı ran 'Unlock' on item 'Daire Anahtarı' (#166514)
[16:08:46	]Keskin Çaycı has taken 5 damage from ix_item.
[16:08:46	]Keskin Çaycı has taken 5 damage from ix_item.
[16:09:02	]Keskin Çaycı ran 'PackUp' on item 'Paslı Fırın' (#156740)
[16:09:38	]Keskin Çaycı was knocked unconscious and is bleeding out.
[16:09:54	]Keskin Çaycı has dropped: Water Canteen (#163714); El Feneri (#163303); 1x Bez Paçavralar (#163501); 2x Vida Kutusu (#166490); Açık Gri Kol Bandı (#61127); Water Canteen (#163670); 2x Yapıştırıcı (#159698); 1x Çivi Kutusu (#166478); 1x Demir (#166481); 2x Güçlü Yapıştırıcı (#50613); 2x Elektronik devreler (#166489); 5x Arıtıcı (#163607); Su Isıtıcısı (#164951); Hairdresser tools (#166491); 3x Plastik Levhalar (#166466); 1x Ahşap Tahta (#166468); Mor Yağmurluk (#159865); 2x Plastik Çöp (#166496); Yeniden Konumlandırma Kuponu (#163615);
[16:09:54	]Keskin Çaycı was just killed due to: accepting their death
[16:11:14	]Keskin Çaycı ran 'Unlock' on item 'Daire Anahtarı' (#166514)
[16:11:18	]Keskin Çaycı opened the 'Dropped Items' #11178 container.
[16:11:20	]Keskin Çaycı has gained a 'Arıtıcı' #163607 from a container with the name 'Dropped Items' #11178.
[16:11:23	]Keskin Çaycı has gained a 'Demir' #166481 from a container with the name 'Dropped Items' #11178.
[16:11:25	]Keskin Çaycı has gained a 'Güçlü Yapıştırıcı' #50613 from a container with the name 'Dropped Items' #11178.
[16:11:26	]Keskin Çaycı has gained a 'Yapıştırıcı' #159698 from a container with the name 'Dropped Items' #11178.
[16:11:27	]Keskin Çaycı has gained a 'Mor Yağmurluk' #159865 from a container with the name 'Dropped Items' #11178.
[16:11:29	]Keskin Çaycı has gained a 'Bez Paçavralar' #163501 from a container with the name 'Dropped Items' #11178.
[16:11:31	]Keskin Çaycı has gained a 'Plastik Çöp' #166496 from a container with the name 'Dropped Items' #11178.
[16:11:32	]Keskin Çaycı has gained a 'Plastik Levhalar' #166466 from a container with the name 'Dropped Items' #11178.
[16:11:35	]Keskin Çaycı has gained a 'Vida Kutusu' #166490 from a container with the name 'Dropped Items' #11178.
[16:11:36	]Keskin Çaycı has gained a 'Çivi Kutusu' #166478 from a container with the name 'Dropped Items' #11178.
[16:11:37	]Keskin Çaycı has gained a 'Elektronik devreler' #166489 from a container with the name 'Dropped Items' #11178.
[16:11:38	]Keskin Çaycı has gained a 'Hairdresser tools' #166491 from a container with the name 'Dropped Items' #11178.
[16:11:40	]Keskin Çaycı has gained a 'Açık Gri Kol Bandı' #61127 from a container with the name 'Dropped Items' #11178.
[16:11:41	]Keskin Çaycı has gained a 'El Feneri' #163303 from a container with the name 'Dropped Items' #11178.
[16:11:44	]Keskin Çaycı has gained a 'Ahşap Tahta' #166468 from a container with the name 'Dropped Items' #11178.
[16:11:46	]Keskin Çaycı has gained a 'Water Canteen' #163670 from a container with the name 'Dropped Items' #11178.
[16:11:47	]Keskin Çaycı has gained a 'Water Canteen' #163714 from a container with the name 'Dropped Items' #11178.
[16:11:48	]Keskin Çaycı has gained a 'Su Isıtıcısı' #164951 from a container with the name 'Dropped Items' #11178.
[16:11:50	]Keskin Çaycı has gained a 'Yeniden Konumlandırma Kuponu' #163615 from a container with the name 'Dropped Items' #11178.
[16:11:51	]Keskin Çaycı closed the 'Dropped Items' #11178 container.
[16:12:15	]Keskin Çaycı ran 'Lock' on item 'Daire Anahtarı' (#166514)
[16:13:35	]Keskin Çaycı ran 'Lock' on item 'Daire Anahtarı' (#166514)
[16:13:38	]Keskin Çaycı ran 'Unlock' on item 'Daire Anahtarı' (#166514)
[16:13:40	]Keskin Çaycı opened the 'Buzdolabı' #10442 container.
[16:13:43	]Keskin Çaycı has transferred a 'Yeniden Konumlandırma Kuponu' #163615 to a container with the name 'Buzdolabı' #10442.
[16:13:44	]Keskin Çaycı has transferred a 'Su Isıtıcısı' #164951 to a container with the name 'Buzdolabı' #10442.
[16:13:45	]Keskin Çaycı has transferred a 'Elektronik devreler' #166489 to a container with the name 'Buzdolabı' #10442.
[16:13:47	]Keskin Çaycı has transferred a 'Hairdresser tools' #166491 to a container with the name 'Buzdolabı' #10442.
[16:13:51	]Keskin Çaycı has transferred a 'Plastik Levhalar' #166466 to a container with the name 'Buzdolabı' #10442.
[16:13:52	]Keskin Çaycı has transferred a 'Arıtıcı' #163607 to a container with the name 'Buzdolabı' #10442.
[16:13:54	]Keskin Çaycı has transferred a 'Demir' #166481 to a container with the name 'Buzdolabı' #10442.
[16:13:56	]Keskin Çaycı has transferred a 'Vida Kutusu' #166490 to a container with the name 'Buzdolabı' #10442.
[16:13:58	]Keskin Çaycı has transferred a 'Çivi Kutusu' #166478 to a container with the name 'Buzdolabı' #10442.
[16:13:59	]Keskin Çaycı has transferred a 'Water Canteen' #163714 to a container with the name 'Buzdolabı' #10442.
[16:14:01	]Keskin Çaycı has transferred a 'Water Canteen' #163670 to a container with the name 'Buzdolabı' #10442.
[16:14:02	]Keskin Çaycı has transferred a 'Dükkan Anahtarı' #42696 to a container with the name 'Buzdolabı' #10442.
[16:14:07	]Keskin Çaycı closed the 'Buzdolabı' #10442 container.
[16:14:17	]Keskin Çaycı opened the 'Buzdolabı' #10442 container.
[16:14:19	]Keskin Çaycı has transferred a 'Güçlü Yapıştırıcı' #50613 to a container with the name 'Buzdolabı' #10442.
[16:14:23	]Keskin Çaycı has transferred a 'Ahşap Tahta' #166468 to a container with the name 'Buzdolabı' #10442.
[16:14:31	]Keskin Çaycı closed the 'Buzdolabı' #10442 container.
[16:14:37	]Keskin Çaycı ran 'Lock' on item 'Daire Anahtarı' (#166514)
[16:14:39	]Keskin Çaycı ran 'Unlock' on item 'Daire Anahtarı' (#166514)
[16:14:44	]Keskin Çaycı ran 'Unlock' on item 'Daire Anahtarı' (#166514)
[16:14:46	]Keskin Çaycı ran 'Lock' on item 'Daire Anahtarı' (#166514)
[16:15:16	]Keskin Çaycı has hit npc_combine_camera dealing 3 damage (CritChance was 0.00).
[16:15:16	]Keskin Çaycı has damaged npc_combine_camera, dealing 5.0072 with ix_hands
[16:15:17	]Keskin Çaycı has hit npc_combine_camera dealing 3 damage (CritChance was 0.00).
[16:15:17	]Keskin Çaycı has damaged npc_combine_camera, dealing 5.0072 with ix_hands
[16:15:17	]Keskin Çaycı has hit npc_combine_camera dealing 3 damage (CritChance was 0.00).
[16:15:17	]Keskin Çaycı has damaged npc_combine_camera, dealing 5.0072 with ix_hands
[16:15:18	]Keskin Çaycı has hit npc_combine_camera dealing 3 damage (CritChance was 0.00).
[16:15:18	]Keskin Çaycı has damaged npc_combine_camera, dealing 5.0072 with ix_hands
[16:16:07	]Keskin Çaycı has gained a 'Bilgisayar Parçaları' #166650.
[16:16:07	]Keskin Çaycı has gained a 'Boş Süt Kartonu' #166651.
[16:16:12	]Keskin Çaycı ran 'drop' on item 'Bilgisayar Parçaları' (#166650)
[16:16:12	]Keskin Çaycı has lost a 'Bilgisayar Parçaları' #166650.
[16:16:15	]Keskin Çaycı ran 'drop' on item 'Boş Süt Kartonu' (#166651)
[16:16:15	]Keskin Çaycı has lost a 'Boş Süt Kartonu' #166651.
[16:16:26	]Keskin Çaycı opened the 'Çöp Konteyneri' #10261 container.
[16:16:28	]Keskin Çaycı closed the 'Çöp Konteyneri' #10261 container.
[16:17:48	]Keskin Çaycı has gained a 'Kırık Biyokilit' #166652.
[16:18:10	]Keskin Çaycı has gained a 'Boş Boya Kutusu' #166653.
[16:18:37	]Keskin Çaycı ran 'drop' on item 'Kırık Biyokilit' (#166652)
[16:18:37	]Keskin Çaycı has lost a 'Kırık Biyokilit' #166652.
[16:18:48	]Keskin Çaycı ran 'take' on item 'Kırık Biyokilit' (#166652)
[16:18:48	]Keskin Çaycı has gained a 'Kırık Biyokilit' #166652.
[16:22:14	]Keskin Çaycı has performed the 'Craft Parçala: Kırık Biyokilit' action, gaining 20 experience in crafting.
[16:22:14	]Keskin Çaycı has gained a 'Çivi Kutusu' #166654.
[16:22:14	]Keskin Çaycı has gained a 'Elektronik devreler' #166655.
[16:22:14	]Keskin Çaycı has gained a 'Hurda Metal' #166656.
[16:22:16	]Keskin Çaycı has performed the 'Craft Parçala: Boş Boya Kutusu' action, gaining 50 experience in crafting.
[16:22:50	]Keskin Çaycı has gained a 'Boş Kahverengi Şişe' #166657.
[16:22:50	]Keskin Çaycı has gained a 'Boş Plastik Sürahi' #166658.
[16:22:57	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kahverengi Şişe' action, gaining 20 experience in crafting.
[16:22:57	]Keskin Çaycı has gained a 'Cam kırıkları' #166659.
[16:23:03	]Keskin Çaycı has performed the 'Craft Parçala: Boş Plastik Sürahi' action, gaining 20 experience in crafting.
[16:23:14	]Keskin Çaycı ran 'take' on item 'Boş Breen'in Suyu' (#166293)
[16:23:14	]Keskin Çaycı has gained a 'Boş Breen'in Suyu' #166293.
[16:23:18	]Keskin Çaycı ran 'take' on item 'Bilgisayar Parçaları' (#166650)
[16:23:18	]Keskin Çaycı has gained a 'Bilgisayar Parçaları' #166650.
[16:23:19	]Keskin Çaycı ran 'take' on item 'Boş Süt Kartonu' (#166651)
[16:23:19	]Keskin Çaycı has gained a 'Boş Süt Kartonu' #166651.
[16:23:28	]Keskin Çaycı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:23:35	]Keskin Çaycı has performed the 'Craft Parçala: Boş Süt Kartonu' action, gaining 25 experience in crafting.
[16:23:38	]Keskin Çaycı ran 'drop' on item 'Bilgisayar Parçaları' (#166650)
[16:23:38	]Keskin Çaycı has lost a 'Bilgisayar Parçaları' #166650.
[16:25:14	]Keskin Çaycı has gained level 3 in the Hız skill.
[16:25:22	]Keskin Çaycı has gained level 2 in the Silahlar skill.
[16:25:57	]Keskin Çaycı has gained level 4 in the Hız skill.
[16:26:09	]Keskin Çaycı opened the 'Çöp Konteyneri' #10954 container.
[16:26:12	]Keskin Çaycı has gained a 'Boş Breen'in Suyu' #165211 from a container with the name 'Çöp Konteyneri' #10954.
[16:26:13	]Keskin Çaycı closed the 'Çöp Konteyneri' #10954 container.
[16:26:25	]Keskin Çaycı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:26:27	]Keskin Çaycı has gained a 'Boş Kahve Fincanı' #166660.
[16:26:34	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kahve Fincanı' action, gaining 20 experience in crafting.
[16:26:51	]Keskin Çaycı ran 'take' on item 'Boş Kavanoz' (#166439)
[16:26:51	]Keskin Çaycı has gained a 'Boş Kavanoz' #166439.
[16:26:54	]Keskin Çaycı ran 'take' on item 'Boş Breen'in Suyu' (#166440)
[16:26:54	]Keskin Çaycı has gained a 'Boş Breen'in Suyu' #166440.
[16:27:03	]Keskin Çaycı ran 'Consume' on item 'Breen Suyu' (#166197)
[16:27:03	]Keskin Çaycı has gained a level -2 long boost in Zeka.
[16:27:03	]Keskin Çaycı has gained a level -1 long boost in Algı.
[16:27:03	]Keskin Çaycı has gained a 'Boş Breen'in Suyu' #166661.
[16:27:07	]Keskin Çaycı ran 'take' on item 'Boş Bob Suyu' (#166589)
[16:27:07	]Keskin Çaycı has gained a 'Boş Bob Suyu' #166589.
[16:27:10	]Keskin Çaycı ran 'take' on item 'Boş Breen'in Suyu' (#166194)
[16:27:10	]Keskin Çaycı has gained a 'Boş Breen'in Suyu' #166194.
[16:27:15	]Keskin Çaycı ran 'take' on item 'Boş Breen'in Suyu' (#166505)
[16:27:15	]Keskin Çaycı has gained a 'Boş Breen'in Suyu' #166505.
[16:27:18	]Keskin Çaycı ran 'take' on item 'Boş Kahve Fincanı' (#166588)
[16:27:18	]Keskin Çaycı has gained a 'Boş Kahve Fincanı' #166588.
[16:27:21	]Keskin Çaycı ran 'take' on item 'Boş Breen'in Suyu' (#166160)
[16:27:21	]Keskin Çaycı has gained a 'Boş Breen'in Suyu' #166160.
[16:27:23	]Keskin Çaycı ran 'take' on item 'Boş Breen'in Suyu' (#166220)
[16:27:23	]Keskin Çaycı has gained a 'Boş Breen'in Suyu' #166220.
[16:27:24	]Keskin Çaycı ran 'take' on item 'Boş Kavanoz' (#166193)
[16:27:24	]Keskin Çaycı has gained a 'Boş Kavanoz' #166193.
[16:27:26	]Keskin Çaycı ran 'take' on item 'Boş Kavanoz' (#166219)
[16:27:26	]Keskin Çaycı has gained a 'Boş Kavanoz' #166219.
[16:27:35	]Keskin Çaycı has performed the 'Craft Parçala: Boş Bob's Suyu' action, gaining 20 experience in crafting.
[16:27:37	]Keskin Çaycı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:27:39	]Keskin Çaycı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:27:42	]Keskin Çaycı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:27:44	]Keskin Çaycı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:27:46	]Keskin Çaycı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:27:48	]Keskin Çaycı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:27:50	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[16:27:53	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[16:27:55	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[16:27:58	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kahve Fincanı' action, gaining 20 experience in crafting.
[16:28:25	]Keskin Çaycı ran 'take' on item 'Bilgisayar Parçaları' (#166650)
[16:28:25	]Keskin Çaycı has gained a 'Bilgisayar Parçaları' #166650.
[16:29:00	]Keskin Çaycı has gained a 'Boş Kavanoz' #166662.
[16:29:28	]Keskin Çaycı ran 'Unlock' on item 'Daire Anahtarı' (#166514)
[16:29:31	]Keskin Çaycı ran 'Unlock' on item 'Daire Anahtarı' (#166514)
[16:29:32	]Keskin Çaycı opened the 'Buzdolabı' #10442 container.
[16:29:50	]Keskin Çaycı has gained a 'Plastik Levhalar' #166466 from a container with the name 'Buzdolabı' #10442.
[16:29:55	]Keskin Çaycı closed the 'Buzdolabı' #10442 container.
[16:30:06	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[16:30:16	]Keskin Çaycı opened the 'Buzdolabı' #10442 container.
[16:30:20	]Keskin Çaycı closed the 'Buzdolabı' #10442 container.
[16:30:25	]Keskin Çaycı ran 'Lock' on item 'Daire Anahtarı' (#166514)
[16:31:38	]Keskin Çaycı opened the 'Çöp Konteyneri' #10954 container.
[16:31:38	]Keskin Çaycı closed the 'Çöp Konteyneri' #10954 container.
[16:31:56	]Keskin Çaycı has gained a 'Kırık Biyokilit' #166663.
[16:31:56	]Keskin Çaycı has gained a 'Boş Süt Kartonu' #166664.
[16:32:06	]Keskin Çaycı has gained level 2 in the Zanaatkarlık skill.
[16:32:06	]Keskin Çaycı has performed the 'Craft Parçala: Kırık Biyokilit' action, gaining 20 experience in crafting.
[16:32:10	]Keskin Çaycı has performed the 'Craft Parçala: Boş Süt Kartonu' action, gaining 25 experience in crafting.
[16:33:15	]Keskin Çaycı has gained a 'Karton Kutu' #166665.
[16:33:26	]Keskin Çaycı has performed the 'Craft Parçala: Karton Kutu' action, gaining 30 experience in crafting.
[16:33:41	]Keskin Çaycı ran 'take' on item 'Boş Kupa' (#166666)
[16:33:41	]Keskin Çaycı has gained a 'Boş Kupa' #166666.
[16:33:44	]Keskin Çaycı ran 'take' on item 'Bez Paçavralar' (#166667)
[16:33:44	]Keskin Çaycı has gained a 'Bez Paçavralar' #166667.
[16:33:46	]Keskin Çaycı ran 'combine' on item 'Bez Paçavralar' (#163501)
[16:34:00	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kupa' action, gaining 20 experience in crafting.
[16:34:02	]Keskin Çaycı ran 'take' on item 'Kırık Klavye' (#166668)
[16:34:02	]Keskin Çaycı has gained a 'Kırık Klavye' #166668.
[16:34:03	]Keskin Çaycı ran 'take' on item 'Kumaş' (#166670)
[16:34:03	]Keskin Çaycı has gained a 'Kumaş' #166670.
[16:34:04	]Keskin Çaycı ran 'take' on item 'Yapıştırıcı' (#166669)
[16:34:04	]Keskin Çaycı has gained a 'Yapıştırıcı' #166669.
[16:37:43	]Keskin Çaycı opened the 'Gecekondu Kişisel Depo' stash.
[16:37:46	]Keskin Çaycı ran 'combine' on item 'Kumaş' (#166670)
[16:37:50	]Keskin Çaycı has lost a 'Kumaş' #166670.
[16:37:50	]Keskin Çaycı has transferred a 'Kumaş' #166670 to a container with the name 'Gecekondu Kişisel Depo' #4905.
[16:38:16	]Keskin Çaycı closed the 'Gecekondu Kişisel Depo' stash.
[16:38:24	]Keskin Çaycı ran 'take' on item 'Boş Süt Kartonu' (#166671)
[16:38:24	]Keskin Çaycı has gained a 'Boş Süt Kartonu' #166671.
[16:38:27	]Keskin Çaycı opened the 'Çöp Konteyneri' #10437 container.
[16:38:30	]Keskin Çaycı closed the 'Çöp Konteyneri' #10437 container.
[16:38:45	]Keskin Çaycı has performed the 'Craft Parçala: Boş Süt Kartonu' action, gaining 25 experience in crafting.
[16:38:47	]Keskin Çaycı has gained a 'Metal Dişli' #166672.
[16:39:02	]Keskin Çaycı ran 'take' on item 'Boş Kahverengi Şişe' (#166307)
[16:39:02	]Keskin Çaycı has gained a 'Boş Kahverengi Şişe' #166307.
[16:39:11	]Keskin Çaycı ran 'take' on item 'Boş Kahverengi Şişe' (#166673)
[16:39:11	]Keskin Çaycı has gained a 'Boş Kahverengi Şişe' #166673.
[16:39:31	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kahverengi Şişe' action, gaining 20 experience in crafting.
[16:39:33	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kahverengi Şişe' action, gaining 20 experience in crafting.
[16:39:34	]Keskin Çaycı has gained a 'Boş Viski Şişesi' #166674.
[16:39:48	]Keskin Çaycı has performed the 'Craft Parçala: Viski Şişesi' action, gaining 20 experience in crafting.
[16:40:11	]Keskin Çaycı has gained a 'Boş Breen'in Suyu' #166675.
[16:40:33	]Keskin Çaycı ran 'take' on item 'Bilgisayar Parçaları' (#166676)
[16:40:33	]Keskin Çaycı has gained a 'Bilgisayar Parçaları' #166676.
[16:40:36	]Keskin Çaycı ran 'take' on item 'Yapıştırıcı' (#166678)
