[16:02:48	]Hacı emmi has connected.
[17:00:08	]Alastor (STEAM_0:1:601523827) has disconnected.
[17:00:14	]C24:i3.KING-20 entered observer.
[17:00:21	]C24:i3.KING-20 exited observer at their location.
[17:00:22	]Subütai Makhachev has gained a 'Ahşap Çubuk' #165052.
[17:00:24	]Subütai Makhachev ran 'drop' on item 'Ahşap Çubuk' (#165052)
[17:00:24	]Subütai Makhachev has lost a 'Ahşap Çubuk' #165052.
[17:00:36	]C24:i3.KING-20 entered observer.
[17:00:47	]C24:i3.KING-20 exited observer at their location.
[17:00:50	]C24:i3.KING-20 entered observer.
[17:00:51	]C24:i3.KING-20 exited observer at their location.
[17:00:51	]C24:i3.KING-20 entered observer.
[17:00:52	]C24:i3.KING-20 exited observer at their location.
[17:00:52	]C24:i3.KING-20 entered observer.
[17:00:53	]C24:i3.KING-20 exited observer at their location.
[17:00:53	]C24:i3.KING-20 entered observer.
[17:00:53	]C24:i3.KING-20 exited observer at their location.
[17:00:57	]Subütai Makhachev has gained a 'Boş Meyve Suyu Kartonu' #165053.
[17:01:01	]Subütai Makhachev ran 'drop' on item 'Boş Meyve Suyu Kartonu' (#165053)
[17:01:01	]Subütai Makhachev has lost a 'Boş Meyve Suyu Kartonu' #165053.
[17:01:16	]C24:i3.KING-20 entered observer.
[17:01:19	]C24:i3.KING-20 exited observer at their location.
[17:01:24	]Subütai Makhachev ran 'take' on item 'Hurda Metal' (#164948)
[17:01:24	]Subütai Makhachev has gained a 'Hurda Metal' #164948.
[17:01:26	]Subütai Makhachev ran 'combine' on item 'Hurda Metal' (#164383)
[17:01:37	]Subütai Makhachev opened the 'Çöp Konteyneri' #10437 container.
[17:01:38	]Subütai Makhachev closed the 'Çöp Konteyneri' #10437 container.
[17:01:39	]C24:i3.KING-20 entered observer.
[17:01:58	]Subütai Makhachev ran 'take' on item 'Bez Paçavralar' (#165059)
[17:01:58	]Subütai Makhachev has gained a 'Bez Paçavralar' #165059.
[17:01:59	]Subütai Makhachev ran 'combine' on item 'Bez Paçavralar' (#164427)
[17:02:01	]Subütai Makhachev ran 'drop' on item 'Kaplumbağa Peluş' (#163625)
[17:02:01	]Subütai Makhachev has lost a 'Kaplumbağa Peluş' #163625.
[17:02:04	]Subütai Makhachev ran 'combine' on item 'Ahşap Tahta' (#164399)
[17:02:19	]C24:i3.KING-20 exited observer at their location.
[17:02:26	]Subütai Makhachev ran 'take' on item 'Plastik Çöp' (#165062)
[17:02:26	]Subütai Makhachev has gained a 'Plastik Çöp' #165062.
[17:02:27	]Subütai Makhachev ran 'take' on item 'Vida Kutusu' (#165063)
[17:02:27	]Subütai Makhachev has gained a 'Vida Kutusu' #165063.
[17:02:38	]C24:i3.KING-20 entered observer.
[17:02:49	]Alastor has connected.
[17:03:04	]C24:i3.KING-20 exited observer at their location.
[17:03:05	]C24:i3.KING-20 entered observer.
[17:03:06	]C24:i3.KING-20 exited observer at their location.
[17:03:07	]C24:i3.KING-20 entered observer.
[17:03:10	]buqi has connected.
[17:03:22	]Subütai Makhachev has gained a 'Dayanıksız Metal Boru' #165064.
[17:03:27	]C24:i3.KING-20 exited observer at their location.
[17:03:36	]C24:i3.KING-20 has changed C24:i3.KING-20's bodygroups.
[17:03:40	]C24:i3.KING-20 entered observer.
[17:03:43	]C24:i5.(X)KING-19 used command '/Radio 10-8'.
[17:03:43	]C24:i3.KING-20 exited observer at their location.
[17:03:49	]C24:i3.KING-20 entered observer.
[17:03:54	]C24:i3.KING-20 exited observer at their location.
[17:04:05	]buqi loaded the character 'Enfekte Zombi'
[17:04:07	]Subütai Makhachev has gained a 'Boş Boya Kutusu' #165065.
[17:04:10	]Subütai Makhachev ran 'drop' on item 'Boş Boya Kutusu' (#165065)
[17:04:10	]Subütai Makhachev has lost a 'Boş Boya Kutusu' #165065.
[17:04:10	]Enfekte Zombi is fully healed.
[17:04:12	]Alastor loaded the character 'Kemal Şengör'
[17:04:13	]Enfekte Zombi used command '/CharSetModel ^ models/player/barney.mdl'.
[17:04:14	]Enfekte Zombi entered observer.
[17:04:19	]Bquits used command '/CharSetName ^ Bquits'.
[17:04:20	]Subütai Makhachev ran 'take' on item 'Kırık Biyokilit' (#164404)
[17:04:20	]Subütai Makhachev has gained a 'Kırık Biyokilit' #164404.
[17:04:29	]Bquits used command '/ToggleRaise'.
[17:04:31	]Bquits used command '/ToggleRaise'.
[17:04:37	]Bquits exited observer at their location.
[17:04:38	]Bquits entered observer.
[17:04:53	]Bquits has fired a toolgun with the name: creator
[17:04:53	]Bquits has spawned a 'Entity [2059][ix_smuggler]'.
[17:04:53	]C24:i3.KING-20 entered observer.
[17:04:58	]Bquits used command '/SmugglerForceRotate'.
[17:05:01	]Bquits has fired a toolgun with the name: creator
[17:05:01	]Bquits has spawned a 'Entity [2059][ix_smuggler]'.
[17:05:08	]Bquits has fired a toolgun with the name: creator
[17:05:08	]Bquits has spawned a 'Entity [2059][ix_smuggler]'.
[17:05:09	]C24:i3.KING-20 exited observer at their location.
[17:05:13	]Bquits exited observer at their location.
[17:05:14	]C24:i5.(X)KING-19 used command '/CP lan yapacak bişe yok sad'.
[17:05:14	]Bquits entered observer.
[17:05:14	]Subütai Makhachev ran 'take' on item 'Demir' (#165069)
[17:05:14	]Subütai Makhachev has gained a 'Demir' #165069.
[17:05:15	]Subütai Makhachev ran 'take' on item 'Plastik Çöp' (#165068)
[17:05:15	]Subütai Makhachev has gained a 'Plastik Çöp' #165068.
[17:05:18	]Bquits has used a context menu option with the name: smuggler_edit
[17:05:23	]C24:i5.(X)KING-19 used command '/CP saddulhamiy'.
[17:05:26	]C24:i5.(X)KING-19 used command '/CP saddulhamit'.
[17:05:32	]Subütai Makhachev ran 'take' on item 'Plastik Çöp' (#165071)
[17:05:32	]Subütai Makhachev has gained a 'Plastik Çöp' #165071.
[17:05:34	]Subütai Makhachev ran 'combine' on item 'Plastik Çöp' (#165062)
[17:05:36	]Bquits used command '/CheckPlayerSmugglerPickupItems ^'.
[17:05:36	]Subütai Makhachev ran 'combine' on item 'Plastik Çöp' (#164324)
[17:05:37	]Subütai Makhachev ran 'combine' on item 'Plastik Çöp' (#164324)
[17:05:44	]Bquits used command '/SmugglerForceRotate'.
[17:05:49	]C24:i3.KING-20 entered observer.
[17:05:59	]Bquits has used a context menu option with the name: smuggler_edit
[17:06:03	]Kemal Şengör used command '/ActSit'.
[17:06:05	][IC] C24:i3.KING-20: <:: Agh, augh, ugh, uagh, augh,. ::>
[17:06:30	]C24:i3.KING-20 exited observer at their location.
[17:06:30	]C24:i3.KING-20 has taken 193 damage from worldspawn.
[17:06:31	]C24:i3.KING-20 is fully healed.
[17:06:31	]C24:i3.KING-20 entered observer.
[17:06:35	]C24:i3.KING-20 exited observer at their location.
[17:06:36	]C24:i3.KING-20 has taken 164 damage from worldspawn.
[17:06:37	]C24:i3.KING-20 entered observer.
[17:06:47	]C24:i3.KING-20 exited observer at their location.
[17:07:01	]C24:i3.KING-20 entered observer.
[17:07:02	]C24:i3.KING-20 exited observer at their location.
[17:07:15	]Subütai Makhachev ran 'drop' on item 'Yeniden Konumlandırma Kuponu' (#165047)
[17:07:15	]Subütai Makhachev has lost a 'Yeniden Konumlandırma Kuponu' #165047.
[17:07:17	]Subütai Makhachev ran 'take' on item 'Yeniden Konumlandırma Kuponu' (#165047)
[17:07:17	]Subütai Makhachev has gained a 'Yeniden Konumlandırma Kuponu' #165047.
[17:07:24	]Alastor has unloaded their "Kemal Şengör" character.
[17:07:27	]C24:i5.(X)KING-19 used command '/ActStand 4'.
[17:07:29	]Alastor loaded the character 'GOREGES FREEMAN'
[17:07:30	]C24:i3.KING-20 used command '/Radio tedavi için 10-19'.
[17:07:37	]C24:i3.KING-20 entered observer.
[17:07:50	]C24:i3.KING-20 exited observer at their location.
[17:07:54	]Subütai Makhachev opened the 'Dropped Items' #11060 container.
[17:07:57	]Subütai Makhachev has gained a 'Eskimiş Koyu Ayakkabı' #163049 from a container with the name 'Dropped Items' #11060.
[17:08:01	]Subütai Makhachev has gained a 'Yeniden Konumlandırma Kuponu' #164812 from a container with the name 'Dropped Items' #11060.
[17:08:02	]Alastor has unloaded their "GOREGES FREEMAN" character.
[17:08:04	]Subütai Makhachev has gained a 'Tıbbi Direnişçi Üniforması' #164834 from a container with the name 'Dropped Items' #11060.
[17:08:05	]Subütai Makhachev has gained a 'Araba Aküsü' #163581 from a container with the name 'Dropped Items' #11060.
[17:08:07	]Subütai Makhachev has gained a 'El Feneri' #164851 from a container with the name 'Dropped Items' #11060.
[17:08:09	]Subütai Makhachev closed the 'Dropped Items' #11060 container.
[17:08:12	]Subütai Makhachev opened the 'Dropped Items' #11060 container.
[17:08:14	]Subütai Makhachev has gained a 'Tulum pantolonu.' #163048 from a container with the name 'Dropped Items' #11060.
[17:08:15	]Subütai Makhachev closed the 'Dropped Items' #11060 container.
[17:08:15	]C24:i3.KING-20 entered observer.
[17:08:15	]C24:i3.KING-20 exited observer at their location.
[17:08:16	]C24:i5.(X)KING-19 used command '/Radio 10-6, rasyon.'.
[17:08:17	]C24:i5.(X)KING-19 used command '/ExitAct'.
[17:08:18	]C24:i3.KING-20 entered observer.
[17:08:25	]Subütai Makhachev ran 'drop' on item 'Tulum pantolonu.' (#163048)
[17:08:25	]Subütai Makhachev has lost a 'Tulum pantolonu.' #163048.
[17:08:27	]Subütai Makhachev ran 'drop' on item 'Eskimiş Koyu Ayakkabı' (#163049)
[17:08:27	]Subütai Makhachev has lost a 'Eskimiş Koyu Ayakkabı' #163049.
[17:08:33	]C24:i3.KING-20 exited observer at their location.
[17:08:35	]C24:i3.KING-20 entered observer.
[17:08:36	]C24:i3.KING-20 exited observer at their location.
[17:08:49	]Bquits used the 'Kaçakçı' smuggler.
[17:08:50	]C24:i3.KING-20 entered observer.
[17:09:01	]C24:i3.KING-20 exited observer at their location.
[17:09:03	]Bquits used command '/AreaEdit'.
[17:09:04	]C24:i3.KING-20 entered observer.
[17:09:04	]C24:i5.(X)KING-19 opened the 'Dropped Items' #11025 container.
[17:09:07	]C24:i5.(X)KING-19 closed the 'Dropped Items' #11025 container.
[17:09:18	]C24:i3.KING-20 exited observer at their location.
[17:09:19	]C24:i3.KING-20 entered observer.
[17:09:27	]C24:i3.KING-20 exited observer at their location.
[17:09:31	]Bquits has used a context menu option with the name: smuggler_edit
[17:09:32	]C24:i3.KING-20 entered observer.
[17:09:34	]C24:i3.KING-20 exited observer at their location.
[17:09:37	]Bquits used the 'Kaçakçı' smuggler.
[17:09:42	]C24:i3.KING-20 entered observer.
[17:09:46	]C24:i3.KING-20 exited observer at their location.
[17:09:56	]Bquits used command '/ID'.
[17:09:57	]Subütai Makhachev opened the 'Büyük Metal Dolap' #10933 container.
[17:09:58	]C24:i3.KING-20 entered observer.
[17:10:00	]C24:i3.KING-20 exited observer at their location.
[17:10:01	]Subütai Makhachev has transferred a 'Tıbbi Direnişçi Üniforması' #164834 to a container with the name 'Büyük Metal Dolap' #10933.
[17:10:04	]Subütai Makhachev has transferred a 'Araba Aküsü' #163581 to a container with the name 'Büyük Metal Dolap' #10933.
[17:10:05	]Subütai Makhachev closed the 'Büyük Metal Dolap' #10933 container.
[17:10:11	]Bquits used command '/TeleporterGetID'.
[17:10:13	]Bquits used command '/TeleporterGetID'.
[17:10:19	]C24:i3.KING-20 entered observer.
[17:10:20	]C24:i3.KING-20 exited observer at their location.
[17:10:20	]Subütai Makhachev opened the 'Büyük Metal Dolap' #10933 container.
[17:10:22	]C24:i5.(X)KING-19 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[17:10:23	]Subütai Makhachev has transferred a 'Kırık Biyokilit' #164404 to a container with the name 'Büyük Metal Dolap' #10933.
[17:10:26	]Subütai Makhachev has transferred a 'Plastik Çöp' #164324 to a container with the name 'Büyük Metal Dolap' #10933.
[17:10:26	]C24:i3.KING-20 ran 'use' on item 'Bandaj Rulosu' (#164995)
[17:10:26	]C24:i3.KING-20 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[17:10:26	]C24:i3.KING-20 was bandaged by C24:i3.KING-20 for 20 HP.
[17:10:27	]C24:i3.KING-20 ran 'use' on item 'Bandaj Rulosu' (#164995)
[17:10:27	]C24:i3.KING-20 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[17:10:27	]C24:i3.KING-20 was bandaged by C24:i3.KING-20 for 20 HP.
[17:10:28	]C24:i3.KING-20 ran 'use' on item 'Bandaj Rulosu' (#164995)
[17:10:28	]C24:i3.KING-20 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[17:10:28	]C24:i3.KING-20 was bandaged by C24:i3.KING-20 for 20 HP.
[17:10:28	]C24:i3.KING-20 ran 'use' on item 'Bandaj Rulosu' (#164995)
[17:10:28	]C24:i3.KING-20 was bandaged by C24:i3.KING-20 for 20 HP.
[17:10:29	]C24:i3.KING-20 ran 'use' on item 'Bandaj Rulosu' (#164995)
[17:10:29	]C24:i3.KING-20 was bandaged by C24:i3.KING-20 for 20 HP.
[17:10:30	]C24:i3.KING-20 ran 'use' on item 'Bandaj Rulosu' (#164995)
[17:10:30	]C24:i3.KING-20 was bandaged by C24:i3.KING-20 for 20 HP.
[17:10:30	]C24:i3.KING-20 ran 'use' on item 'Ağrı Kesici' (#164994)
[17:10:30	]C24:i3.KING-20 has performed the 'Use Ağrı Kesici' action, gaining 25 experience in medicine.
[17:10:31	]C24:i3.KING-20 entered observer.
[17:10:33	]Subütai Makhachev has transferred a 'Dayanıksız Metal Boru' #165064 to a container with the name 'Büyük Metal Dolap' #10933.
[17:10:35	]C24:i5.(X)KING-19 ran 'take' on item 'Sivil Koruma Rasyonu' (#165075)
[17:10:35	]C24:i5.(X)KING-19 has gained a 'Sivil Koruma Rasyonu' #165075.
[17:10:36	]Subütai Makhachev has transferred a 'Vida Kutusu' #165063 to a container with the name 'Büyük Metal Dolap' #10933.
[17:10:38	]Bquits used command '/CheckPlayerSmugglerPickupItems ^'.
[17:10:38	]Subütai Makhachev has transferred a 'Bez Paçavralar' #164427 to a container with the name 'Büyük Metal Dolap' #10933.
[17:10:40	]Subütai Makhachev has transferred a 'Elektronik devreler' #164424 to a container with the name 'Büyük Metal Dolap' #10933.
[17:10:41	]Subütai Makhachev ran 'combine' on item '30rnd AKM Magazine' (#142254)
[17:10:41	]Bquits has used a context menu option with the name: remove
[17:10:46	]Subütai Makhachev has transferred a 'Demir' #165069 to a container with the name 'Büyük Metal Dolap' #10933.
[17:10:48	]Subütai Makhachev has transferred a 'Hurda Metal' #164383 to a container with the name 'Büyük Metal Dolap' #10933.
[17:10:49	]Bquits used command '/AreaEdit'.
[17:10:49	]Subütai Makhachev has transferred a 'Yapıştırıcı' #164394 to a container with the name 'Büyük Metal Dolap' #10933.
[17:10:50	]Subütai Makhachev has transferred a 'Ahşap Tahta' #164399 to a container with the name 'Büyük Metal Dolap' #10933.
[17:10:50	]C24:i3.KING-20 exited observer at their location.
[17:10:52	]C24:i3.KING-20 used command '/ActSit'.
[17:10:52	]Subütai Makhachev has transferred a 'El Feneri' #164851 to a container with the name 'Büyük Metal Dolap' #10933.
[17:10:54	]Subütai Makhachev closed the 'Büyük Metal Dolap' #10933 container.
[17:10:57	]Subütai Makhachev opened the 'Büyük Metal Dolap' #10933 container.
[17:10:59	]Subütai Makhachev has transferred a 'Çivi Kutusu' #164388 to a container with the name 'Büyük Metal Dolap' #10933.
[17:11:01	]Subütai Makhachev closed the 'Büyük Metal Dolap' #10933 container.
[17:11:10	]Bquits used command '/AreaEdit'.
[17:11:40	]Bquits has added area "Yerdeki Borular".
[17:11:47	]Bquits has fired a toolgun with the name: creator
[17:11:47	]Bquits has spawned a 'Entity [2026][ix_smuggler]'.
[17:11:49	]Subütai Makhachev has taken 57 damage from worldspawn.
[17:11:50	]Bquits has used a context menu option with the name: smuggler_edit
[17:11:52	]Subütai Makhachev ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#142302)
[17:11:52	]Subütai Makhachev has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[17:11:52	]Subütai Makhachev was disinfected by Subütai Makhachev for 162 seconds.
[17:11:52	]Subütai Makhachev was bandaged by Subütai Makhachev for 19 HP.
[17:11:53	]Subütai Makhachev ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#142302)
[17:11:53	]Subütai Makhachev has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[17:11:53	]Subütai Makhachev was disinfected by Subütai Makhachev for 162 seconds.
[17:11:53	]Subütai Makhachev was bandaged by Subütai Makhachev for 19 HP.
[17:11:54	]Subütai Makhachev ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#142302)
[17:11:54	]Subütai Makhachev has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[17:11:54	]Subütai Makhachev was disinfected by Subütai Makhachev for 162 seconds.
[17:11:54	]Subütai Makhachev was bandaged by Subütai Makhachev for 19 HP.
[17:12:09	][ME] C24:i5.(X)KING-19: Cama tıklatır.
[17:12:16	][ME] C24:i3.KING-20: ayağa kalkar
[17:12:17	]C24:i3.KING-20 used command '/ExitAct'.
[17:12:21	][IC] C24:i3.KING-20: <:: Hmph. ? ::>
[17:12:26	][IC] C24:i5.(X)KING-19: <:: Ne oldu? ::>
[17:12:30	][IC] C24:i5.(X)KING-19: <:: Buradasın? ::>
[17:12:36	][IC] C24:i3.KING-20: <:: Nekrotikler. ::>
[17:12:37	][IC] C24:i3.KING-20: <:: Boşver. ::>
[17:12:44	]C24:i3.KING-20 ran 'use' on item 'Bandaj Rulosu' (#164514)
[17:12:44	]C24:i3.KING-20 was bandaged by C24:i3.KING-20 for 20 HP.
[17:12:44	]C24:i3.KING-20 ran 'split' on item 'Bandaj Rulosu' (#164514)
[17:12:44	]C24:i3.KING-20 has gained a 'Bandaj Rulosu' #165076.
[17:12:46	]C24:i3.KING-20 ran 'use' on item 'Bandaj Rulosu' (#165076)
[17:12:46	]C24:i3.KING-20 was bandaged by C24:i3.KING-20 for 20 HP.
[17:13:02	][IC] C24:i5.(X)KING-19: <:: Ben sana demiştim değil mi? ::>
[17:13:08	][IC] C24:i5.(X)KING-19: <:: Bir şey olursa haber ver. ::>
[17:13:17	]Bquits exited observer at their location.
[17:13:18	]Bquits entered observer.
[17:13:20	][IC] C24:i3.KING-20: <:: Bunun hakkında konuşmamayı yeğlerim. ::>
[17:13:24	]Bquits has used a context menu option with the name: smuggler_edit
[17:13:27	]C24:i5.(X)KING-19 ran 'Open' on item 'Sivil Koruma Rasyonu' (#165075)
[17:13:27	]C24:i5.(X)KING-19 has gained a 'Metropolice Takviyeleri' #165077.
[17:13:27	]C24:i5.(X)KING-19 has gained a 'Soda Bob Brawn' #165078.
[17:13:27	]C24:i5.(X)KING-19 has gained a '20 Kredi Kuponu' #165079.
[17:13:29	]Alastor has gone afk.
[17:13:32	]C24:i3.KING-20 ran 'use' on item 'Bandaj Rulosu' (#164514)
[17:13:32	]C24:i3.KING-20 was bandaged by C24:i3.KING-20 for 20 HP.
[17:13:32	]C24:i3.KING-20 ran 'use' on item 'Bandaj Rulosu' (#164514)
[17:13:32	]C24:i3.KING-20 was bandaged by C24:i3.KING-20 for 20 HP.
[17:13:33	]C24:i5.(X)KING-19 ran 'Consume' on item 'Metropolice Takviyeleri' (#165077)
[17:13:33	]C24:i5.(X)KING-19 extended their level 3 long boost in Güç.
[17:13:33	]C24:i3.KING-20 ran 'use' on item 'Bandaj Rulosu' (#164514)
[17:13:33	]C24:i3.KING-20 was bandaged by C24:i3.KING-20 for 20 HP.
[17:13:34	]C24:i3.KING-20 ran 'use' on item 'Bandaj Rulosu' (#164514)
[17:13:34	]C24:i3.KING-20 was bandaged by C24:i3.KING-20 for 20 HP.
[17:13:34	]Bquits has used a context menu option with the name: smuggler_edit
[17:13:36	]C24:i3.KING-20 used the 'Sivil Koruma Tedarikçisi' vendor.
[17:13:39	]C24:i3.KING-20 has gained 0 chips.
[17:13:39	]C24:i3.KING-20 has gained a 'Bandaj Rulosu' #165080.
[17:13:39	]C24:i3.KING-20 has gained 0 chips.
[17:13:39	]C24:i3.KING-20 has gained a 'Bandaj Rulosu' #165081.
[17:13:40	]C24:i5.(X)KING-19 ran 'Consume' on item 'Soda Bob Brawn' (#165078)
[17:13:40	]C24:i5.(X)KING-19 extended their level 1 long boost in Algı.
[17:13:40	]C24:i5.(X)KING-19 extended their level 2 long boost in Çeviklik.
[17:13:42	]C24:i3.KING-20 used the 'Sivil Koruma Tedarikçisi' vendor.
[17:13:59	]C24:i3.KING-20 entered observer.
[17:14:00	]C24:i3.KING-20 exited observer at their location.
[17:14:12	]C24:i3.KING-20 used command '/Radio 10-8 standing by'.
[17:14:29	]C24:i3.KING-20 entered observer.
[17:14:41	]Bquits has used a context menu option with the name: smuggler_edit
[17:15:09	]C24:i3.KING-20 exited observer at their location.
[17:15:10	]C24:i3.KING-20 entered observer.
[17:15:10	]C24:i3.KING-20 exited observer at their location.
[17:15:18	]Bquits has used a context menu option with the name: smuggler_edit
[17:15:37	]C24:i3.KING-20 used command '/Radio 10-6'.
[17:15:44	]C24:i3.KING-20 entered observer.
[17:15:52	]Alastor loaded the character 'Kemal Şengör'
[17:15:52	]Kemal Şengör is no longer afk. Total time spent AFK: 440
[17:15:53	]C24:i3.KING-20 exited observer at their location.
[17:15:53	]C24:i3.KING-20 entered observer.
[17:15:53	]C24:i3.KING-20 exited observer at their location.
[17:16:00	]Bquits has used a context menu option with the name: smuggler_edit
[17:16:05	]C24:i3.KING-20 used command '/ActSit 2'.
[17:16:06	]C24:i3.KING-20 used command '/ExitAct'.
[17:16:07	]C24:i3.KING-20 entered observer.
[17:16:08	]C24:i3.KING-20 exited observer at their location.
[17:16:08	]C24:i3.KING-20 entered observer.
[17:16:09	]C24:i3.KING-20 exited observer at their location.
[17:16:11	]Handschar | Leibs has unloaded their "C24:i3.KING-20" character.
[17:16:14	]Handschar | Leibs loaded the character 'C24:i3.KING-20'
[17:16:17	]C24:i3.KING-20 entered observer.
[17:16:18	]C24:i3.KING-20 exited observer at their location.
[17:16:20	]C24:i3.KING-20 used command '/ActSit 2'.
[17:16:22	]C24:i3.KING-20 used command '/ExitAct'.
[17:16:23	]Subütai Makhachev ran 'take' on item 'Eskimiş Koyu Ayakkabı' (#163049)
[17:16:23	]Subütai Makhachev has gained a 'Eskimiş Koyu Ayakkabı' #163049.
