[16:20:53	]crat has connected.
[17:13:40	]Luther Campbell has gained a 'Yeşil İnşaat Şapkası' #15564.
[17:13:41	]Luther Campbell ran 'Open' on item 'CWU PDA' (#15569)
[17:13:45	]Luther Campbell ran 'take' on item 'CWU PDA' (#15569)
[17:13:45	]Luther Campbell has gained a 'CWU PDA' #15569.
[17:13:46	]Luther Campbell ran 'take' on item 'CWU Member Access Keycard' (#15568)
[17:13:46	]Luther Campbell has gained a 'CWU Member Access Keycard' #15568.
[17:13:48	]Luther Campbell ran 'take' on item 'Flashlight' (#15565)
[17:13:48	]Luther Campbell has gained a 'Flashlight' #15565.
[17:13:48	]Luther Campbell ran 'take' on item 'Yellow Hazmat Uniform' (#15566)
[17:13:48	]Luther Campbell has gained a 'Yellow Hazmat Uniform' #15566.
[17:13:57	]Luther Campbell ran 'VolumeUp' on item 'CWU Radio' (#15567)
[17:14:00	]Luther Campbell ran 'ToggleOn' on item 'CWU Radio' (#15567)
[17:14:01	]Luther Campbell ran 'take' on item 'CWU Radio' (#15567)
[17:14:01	]Luther Campbell has gained a 'CWU Radio' #15567.
[17:14:07	]Luther Campbell ran 'drop' on item 'CWU Member Access Keycard' (#15568)
[17:14:07	]Luther Campbell has lost a 'CWU Member Access Keycard' #15568.
[17:14:09	]Luther Campbell ran 'drop' on item 'CWU PDA' (#15569)
[17:14:09	]Luther Campbell has lost a 'CWU PDA' #15569.
[17:14:24	]Luther Campbell used command '/CharDesc'.
[17:14:47	]Luther Campbell has used a context menu option with the name: remove
[17:14:48	]Luther Campbell has used a context menu option with the name: remove
[17:15:01	]Luther Campbell ran 'Open' on item 'CWU PDA' (#15561)
[17:15:47	]C24:RL.XRAY-57 exited observer at their location.
[17:15:49	][IC] C24:RL.XRAY-57: <:: Boo. ::>
[17:15:51	][IC] C24:RL.XRAY-57: <:: Rl jumpscare. ::>
[17:15:54	][IC] C24:RL.XRAY-57: <:: Adını ayarlayım. ::>
[17:15:55	]Alexander Ivanov has spawned a armband_orange.
[17:15:56	]Alexander Ivanov has spawned a armband_orange.
[17:15:57	][IC] C24:D3.UNION-35: <:: Tamam. ::>
[17:16:01	]Luther Campbell ran 'take' on item 'Turuncu işbirlikçi kol bandı' (#15571)
[17:16:01	]Luther Campbell has gained a 'Turuncu işbirlikçi kol bandı' #15571.
[17:16:03	]Luther Campbell ran 'Equip' on item 'Turuncu işbirlikçi kol bandı' (#15571)
[17:16:05	]Alexander Ivanov entered observer.
[17:16:07	]C24:RL.XRAY-57 used command '/CharSetName union C24:i3.UNION-35'.
[17:16:09	][IC] C24:RL.XRAY-57: <:: En aşağı git. ::>
[17:16:10	]Luther Campbell entered observer.
[17:16:11	]Luther Campbell exited observer at their location.
[17:16:12	][IC] C24:RL.XRAY-57: <:: Vendorların olduğu yere. ::>
[17:16:12	]Luther Campbell entered observer.
[17:16:14	][IC] C24:i3.UNION-35: <:: Tamam. ::>
[17:16:15	][IC] C24:RL.XRAY-57: <:: Orda afk bırak. ::>
[17:16:15	]C24:RL.XRAY-57 entered observer.
[17:16:21	]Luther Campbell exited observer at their location.
[17:16:23	]Alexander Ivanov has used a context menu option with the name: skin
[17:16:31	]Alexander Ivanov has used a context menu option with the name: skin
[17:16:47	]Alexander Ivanov exited observer at their location.
[17:16:50	]Luther Campbell entered observer.
[17:16:50	]Alexander Ivanov entered observer.
[17:16:50	]Luther Campbell exited observer at their location.
[17:16:51	]Luther Campbell entered observer.
[17:16:56	]Luther Campbell exited observer at their location.
[17:16:57	]Luther Campbell entered observer.
[17:16:58	]Luther Campbell exited observer at their location.
[17:16:58	]Luther Campbell entered observer.
[17:16:59	]Luther Campbell exited observer at their location.
[17:17:01	]Alexander Ivanov exited observer at their location.
[17:17:07	]Alexander Ivanov entered observer.
[17:17:09	]Luther Campbell entered observer.
[17:17:10	]Alexander Ivanov exited observer at their location.
[17:17:11	]Luther Campbell exited observer at their location.
[17:17:11	][IC] C24:i3.UNION-35: <:: T. ::>
[17:17:36	]Luther Campbell has given himself a cwulock.
[17:17:36	]Luther Campbell has gained a 'CWU Lock' #15573.
[17:17:38	]Luther Campbell ran 'Place' on item 'CWU Lock' (#15573)
[17:17:42	]Alexander Ivanov has spawned 'models/props_vehicles/wagon001a_phy.mdl'.
[17:18:17	]Alexander Ivanov has spawned 'models/props_vehicles/trailer002a.mdl'.
[17:18:30	]Alexander Ivanov entered observer.
[17:18:33	]Luther Campbell has enabled persistence for 'models/props_vehicles/trailer002a.mdl'.
[17:18:33	]Luther Campbell has used a context menu option with the name: persist
[17:18:36	]Alexander Ivanov exited observer at their location.
[17:18:52	]Luther Campbell entered observer.
[17:18:55	]Luther Campbell exited observer at their location.
[17:18:59	]Alexander Ivanov entered observer.
[17:19:06	]Alexander Ivanov exited observer at their location.
[17:19:17	]Alexander Ivanov has spawned 'models/props_c17/FurnitureCouch001a.mdl'.
[17:19:28	]Alexander Ivanov has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[17:19:34	]Hershel Von Shepherd is no longer afk. Total time spent AFK: 755
[17:19:40	]Alexander Ivanov has spawned 'models/props_wasteland/kitchen_shelf002a.mdl'.
[17:19:42	]Luther Campbell entered observer.
[17:19:45	]Luther Campbell exited observer at their location.
[17:19:49	]Luther Campbell entered observer.
[17:19:50	]Luther Campbell exited observer at their location.
[17:20:08	]Alexander Ivanov has spawned 'models/props_c17/oildrum001.mdl'.
[17:20:13	]Alexander Ivanov has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[17:20:31	]Alexander Ivanov entered observer.
[17:20:47	]Alexander Ivanov exited observer at their location.
[17:20:49	]Alexander Ivanov entered observer.
[17:20:50	]Alexander Ivanov exited observer at their location.
[17:21:01	]Alexander Ivanov has spawned 'models/props_junk/PropaneCanister001a.mdl'.
[17:21:04	]Luther Campbell entered observer.
[17:21:12	]Alexander Ivanov has enabled persistence for 'models/props_wasteland/kitchen_shelf002a.mdl'.
[17:21:12	]Alexander Ivanov has used a context menu option with the name: persist
[17:21:13	]Alexander Ivanov has enabled persistence for 'models/props_junk/propanecanister001a.mdl'.
[17:21:13	]Alexander Ivanov has used a context menu option with the name: persist
[17:21:14	]Alexander Ivanov has enabled persistence for 'models/props_c17/furniturewashingmachine001a.mdl'.
[17:21:14	]Alexander Ivanov has used a context menu option with the name: persist
[17:21:16	]Alexander Ivanov has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[17:21:16	]Alexander Ivanov has used a context menu option with the name: persist
[17:21:17	]Alexander Ivanov has enabled persistence for 'models/props_c17/oildrum001_explosive.mdl'.
[17:21:17	]Alexander Ivanov has used a context menu option with the name: persist
[17:21:19	]Alexander Ivanov has used a context menu option with the name: remove
[17:21:21	]Alexander Ivanov has used a context menu option with the name: remove
[17:21:29	]Alexander Ivanov has spawned 'models/props_junk/wood_crate001a.mdl'.
[17:21:35	]Alexander Ivanov has enabled persistence for 'models/props_junk/wood_crate001a.mdl'.
[17:21:35	]Alexander Ivanov has used a context menu option with the name: persist
[17:21:42	]Alexander Ivanov has spawned 'models/props_junk/PushCart01a.mdl'.
[17:21:47	]Alexander Ivanov has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[17:21:47	]Alexander Ivanov has used a context menu option with the name: persist
[17:21:51	]Alexander Ivanov has spawned 'models/props_junk/wood_crate001a.mdl'.
[17:21:56	]Alexander Ivanov has spawned 'models/props_junk/MetalBucket02a.mdl'.
[17:22:00	]Alexander Ivanov has enabled persistence for 'models/props_junk/metalbucket02a.mdl'.
[17:22:00	]Alexander Ivanov has used a context menu option with the name: persist
[17:22:03	]Luther Campbell has spawned a 'Entity [1953][ix_combinelock]'.
[17:22:04	]Luther Campbell has spawned a 'Entity [718][ix_combinelock]'.
[17:22:06	]Luther Campbell exited observer at their location.
[17:22:07	]Luther Campbell entered observer.
[17:22:08	]Luther Campbell exited observer at their location.
[17:22:11	]Alexander Ivanov has spawned 'models/props_borealis/bluebarrel001.mdl'.
[17:22:13	]Alexander Ivanov has enabled persistence for 'models/props_borealis/bluebarrel001.mdl'.
[17:22:13	]Alexander Ivanov has used a context menu option with the name: persist
[17:22:21	]Alexander Ivanov has spawned 'models/props_c17/canister_propane01a.mdl'.
[17:22:23	]Luther Campbell entered observer.
[17:22:24	]Hershel Von Shepherd exited observer at their location.
[17:22:30	]Hershel Von Shepherd ran 'Equip' on item 'Popper' (#9956)
[17:22:33	]Hershel Von Shepherd has lost a '6rnd Popper-Şarjörü' #9969.
[17:22:35	]Luther Campbell exited observer at their location.
[17:22:47	]Alexander Ivanov has spawned 'models/props_c17/tools_wrench01a.mdl'.
[17:22:57	]Luther Campbell entered observer.
[17:23:00	]Luther Campbell exited observer at their location.
[17:23:09	]Luther Campbell has used a context menu option with the name: remove
[17:23:12	]Luther Campbell has used a context menu option with the name: remove
[17:23:14	]Luther Campbell has used a context menu option with the name: remove
[17:23:16	]Luther Campbell has used a context menu option with the name: remove
[17:23:19	]Luther Campbell has used a context menu option with the name: remove
[17:23:23	]Luther Campbell has used a context menu option with the name: remove
[17:23:28	]Luther Campbell entered observer.
[17:23:31	]Alexander Ivanov has spawned 'models/props_junk/ravenholmsign.mdl'.
[17:23:32	]Luther Campbell has used a context menu option with the name: remove
[17:23:36	]Luther Campbell exited observer at their location.
[17:23:37	]Luther Campbell has used a context menu option with the name: remove
[17:23:38	]Container 'Büyük Metal Masa' removed (inv #2083; model: models/props_office/desk_01.mdl) with 0 chips and items:  Disk (#14009); Disk (#14010);
[17:23:46	]Luther Campbell has spawned 'models/props_interiors/Furniture_Desk01a.mdl'.
[17:24:01	]Hershel Von Shepherd has spawned 'models/props_c17/chair02a.mdl'.
[17:24:03	]Luther Campbell entered observer.
[17:24:04	]Hershel Von Shepherd has spawned 'models/props_c17/chair02a.mdl'.
[17:24:04	]Luther Campbell exited observer at their location.
[17:24:05	]Luther Campbell entered observer.
[17:24:05	]Luther Campbell exited observer at their location.
[17:24:13	]Alexander Ivanov has spawned 'models/props/de_inferno/bed.mdl'.
[17:24:29	]THE ÖMER has connected.
[17:24:29	]Hershel Von Shepherd has spawned a usable entity class 'ix_chair' with model 'models/props_c17/chair02a.mdl'.
[17:24:29	]Hershel Von Shepherd has used a context menu option with the name: ixusableentitycreate
[17:24:32	]Hershel Von Shepherd has spawned a usable entity class 'ix_chair' with model 'models/props_c17/chair02a.mdl'.
[17:24:32	]Hershel Von Shepherd has used a context menu option with the name: ixusableentitycreate
[17:24:45	]Alexander Ivanov has spawned 'models/props_wasteland/barricade001a.mdl'.
[17:24:52	]Alexander Ivanov has enabled persistence for 'models/props_wasteland/barricade001a.mdl'.
[17:24:52	]Alexander Ivanov has used a context menu option with the name: persist
[17:24:55	]Hershel Von Shepherd entered observer.
[17:24:57	]Alexander Ivanov has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[17:25:09	]Hershel Von Shepherd exited observer at their location.
[17:25:11	]Alexander Ivanov has spawned 'models/props_wasteland/gaspump001a.mdl'.
[17:25:14	]C24:i3.UNION-35 has gone afk.
[17:25:25	]THE ÖMER loaded the character 'C24:RCT.YELLO-30'
[17:25:29	]C24:RCT.YELLO-30 is fully healed.
[17:25:41	]C24:RL.XRAY-57 created a 'Ahşap Masa' container.
[17:25:41	]C24:RL.XRAY-57 has used a context menu option with the name: wncontainer_create
[17:25:48	]Hershel Von Shepherd entered observer.
[17:25:50	]Luther Campbell entered observer.
[17:25:53	]Hershel Von Shepherd exited observer at their location.
[17:25:55	]Alexander Ivanov has spawned 'models/props_docks/channelmarker_gib01.mdl'.
[17:25:56	]Luther Campbell has used a context menu option with the name: remove
[17:25:57	]Hershel Von Shepherd entered observer.
[17:26:09	]Hershel Von Shepherd exited observer at their location.
[17:26:10	]Luther Campbell exited observer at their location.
[17:26:12	]Luther Campbell has used a context menu option with the name: remove
[17:26:12	]Hershel Von Shepherd entered observer.
[17:26:12	]Alexander Ivanov has spawned 'models/props_junk/cardboard_box003a.mdl'.
[17:26:13	]Hershel Von Shepherd exited observer at their location.
[17:26:17	]Luther Campbell has used a context menu option with the name: remove
[17:26:17	]Alexander Ivanov has spawned 'models/props_junk/cardboard_box003b.mdl'.
[17:26:19	]Alexander Ivanov has spawned 'models/props_junk/cardboard_box004a.mdl'.
[17:26:23	]Alexander Ivanov has spawned 'models/props_junk/wood_crate002a.mdl'.
[17:26:25	]Luther Campbell has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[17:26:29	]Alexander Ivanov has enabled persistence for 'models/props_junk/wood_crate002a.mdl'.
[17:26:29	]Alexander Ivanov has used a context menu option with the name: persist
[17:26:34	]C24:RL.XRAY-57 has spawned a combinelock.
[17:26:36	]Hershel Von Shepherd has spawned 'models/props_combine/breendesk.mdl'.
[17:26:36	]C24:RL.XRAY-57 ran 'take' on item 'Combine Lock' (#15574)
[17:26:36	]C24:RL.XRAY-57 has gained a 'Combine Lock' #15574.
[17:26:40	]Alexander Ivanov entered observer.
[17:26:42	]C24:RL.XRAY-57 ran 'Place' on item 'Combine Lock' (#15574)
[17:26:46	]Luther Campbell has used a context menu option with the name: remove
[17:26:47	]Container 'Büyük Metal Masa' removed (inv #1964; model: models/props_office/desk_01.mdl) with 0 chips and items:  Vending Machine Key (#13946);
[17:26:48	]Luther Campbell has used a context menu option with the name: remove
[17:27:15	]Hershel Von Shepherd entered observer.
[17:27:16	]C24:RL.XRAY-57 has used a context menu option with the name: remove
[17:27:17	]Hershel Von Shepherd exited observer at their location.
[17:27:19	]C24:RL.XRAY-57 has spawned a doblock.
[17:27:19	]C24:RL.XRAY-57 ran 'take' on item 'DOB Lock' (#15575)
[17:27:19	]C24:RL.XRAY-57 has gained a 'DOB Lock' #15575.
[17:27:21	]C24:RL.XRAY-57 ran 'Place' on item 'DOB Lock' (#15575)
[17:27:24	]Alexander Ivanov exited observer at their location.
[17:27:32	]Hershel Von Shepherd entered observer.
[17:27:33	]C24:RL.XRAY-57 has used a context menu option with the name: remove
[17:27:34	]C24:RL.XRAY-57 has spawned a doblock.
[17:27:34	]Hershel Von Shepherd exited observer at their location.
[17:27:37	]C24:RL.XRAY-57 ran 'take' on item 'DOB Lock' (#15576)
[17:27:37	]C24:RL.XRAY-57 has gained a 'DOB Lock' #15576.
[17:27:38	][IC] Alexander Ivanov: Kızlar tuvaleti burası mı.
[17:27:39	]C24:RL.XRAY-57 ran 'Place' on item 'DOB Lock' (#15576)
[17:27:39	]Luther Campbell entered observer.
[17:27:42	]Luther Campbell exited observer at their location.
[17:27:45	][IC] C24:RCT.YELLO-30: <:: Hayır. ::>
[17:27:46	]C24:RL.XRAY-57 has spawned a doblock.
[17:27:49	]C24:RL.XRAY-57 ran 'take' on item 'DOB Lock' (#15577)
[17:27:49	]C24:RL.XRAY-57 has gained a 'DOB Lock' #15577.
[17:27:50	]C24:RL.XRAY-57 ran 'Place' on item 'DOB Lock' (#15577)
[17:27:55	]Hershel Von Shepherd entered observer.
[17:27:57	]Hershel Von Shepherd exited observer at their location.
[17:27:59	]C24:i3.UNION-35 is no longer afk. Total time spent AFK: 460
[17:28:03	]Luther Campbell has used a context menu option with the name: remove
[17:28:04	]C24:RL.XRAY-57 has spawned a doblock.
[17:28:04	]Luther Campbell used the 'SEK Malzeme Dolabı' vendor.
[17:28:05	]C24:RL.XRAY-57 ran 'take' on item 'DOB Lock' (#15578)
[17:28:05	]C24:RL.XRAY-57 has gained a 'DOB Lock' #15578.
[17:28:06	]Alexander Ivanov has used a context menu option with the name: skin
[17:28:09	]C24:RL.XRAY-57 ran 'Place' on item 'DOB Lock' (#15578)
[17:28:10	]Alexander Ivanov has used a context menu option with the name: skin
[17:28:13	]Alexander Ivanov has used a context menu option with the name: skin
[17:28:14	]C24:RL.XRAY-57 has spawned a doblock.
[17:28:14	]C24:RL.XRAY-57 ran 'take' on item 'DOB Lock' (#15579)
[17:28:14	]C24:RL.XRAY-57 has gained a 'DOB Lock' #15579.
[17:28:15	]Alexander Ivanov entered observer.
[17:28:16	]C24:RL.XRAY-57 ran 'Place' on item 'DOB Lock' (#15579)
[17:28:19	]Alexander Ivanov exited observer at their location.
[17:28:21	]Alexander Ivanov entered observer.
[17:28:21	]Luther Campbell has used a context menu option with the name: remove
[17:28:22	]Alexander Ivanov exited observer at their location.
[17:28:23	]Alexander Ivanov entered observer.
[17:28:23	]C24:RL.XRAY-57 has spawned a doblock.
[17:28:23	]Alexander Ivanov exited observer at their location.
[17:28:24	]C24:RL.XRAY-57 ran 'take' on item 'DOB Lock' (#15580)
[17:28:24	]C24:RL.XRAY-57 has gained a 'DOB Lock' #15580.
[17:28:24	]Alexander Ivanov entered observer.
[17:28:25	]Alexander Ivanov exited observer at their location.
[17:28:26	]C24:RL.XRAY-57 ran 'Place' on item 'DOB Lock' (#15580)
[17:28:26	]Alexander Ivanov entered observer.
[17:28:32	]C24:RL.XRAY-57 has used a context menu option with the name: remove
[17:28:33	]Alexander Ivanov exited observer at their location.
[17:28:34	]C24:RL.XRAY-57 has used a context menu option with the name: door_lockunlock
[17:28:34	]C24:RL.XRAY-57 has used a context menu option with the name: door_lockunlock
[17:28:41	]Hoo Lee Fuk has connected.
[17:28:45	]Luther Campbell has used a context menu option with the name: remove
[17:28:46	]Alexander Ivanov has spawned 'models/props_junk/GlassBottle01a.mdl'.
[17:28:46	]Container 'Büyük Metal Masa' removed (inv #2136; model: models/props_office/desk_01.mdl) with 0 chips and items:  Disk (#13978); Disk (#13980);
[17:28:46	]Luther Campbell has used a context menu option with the name: remove
[17:28:46	]Hershel Von Shepherd entered observer.
[17:28:47	]Hershel Von Shepherd exited observer at their location.
[17:28:49	]Luther Campbell has spawned 'models/props_combine/breendesk.mdl'.
[17:28:55	]Alexander Ivanov has spawned 'models/props_lab/plotter.mdl'.
[17:29:00	]Luther Campbell has used a context menu option with the name: remove
[17:29:05	]Luther Campbell entered observer.
[17:29:05	]Luther Campbell exited observer at their location.
[17:29:06	]Luther Campbell entered observer.
[17:29:06	]Luther Campbell exited observer at their location.
