[07:51:29	]Goblin has connected.
[15:54:48	]Kasuga Fruga exited observer at their location.
[15:54:50	]Kasuga Fruga entered observer.
[15:54:52	]Kasuga Fruga exited observer at their location.
[15:54:53	]Kasuga Fruga entered observer.
[15:54:59	]Kasuga Fruga exited observer at their location.
[15:55:00	]Kasuga Fruga entered observer.
[15:55:00	]Kasuga Fruga exited observer at their location.
[15:55:01	]Kasuga Fruga entered observer.
[15:55:01	]Kasuga Fruga exited observer at their location.
[15:55:01	]Kasuga Fruga entered observer.
[15:55:02	]Kasuga Fruga exited observer at their location.
[15:55:02	]Kasuga Fruga entered observer.
[15:55:03	]Kasuga Fruga exited observer at their location.
[15:55:03	]Kasuga Fruga entered observer.
[15:55:04	]Kasuga Fruga exited observer at their location.
[15:55:05	]Kasuga Fruga entered observer.
[15:55:13	]Kasuga Fruga exited observer at their location.
[15:55:13	]Kasuga Fruga entered observer.
[15:55:14	]Kasuga Fruga exited observer at their location.
[15:55:14	]Kasuga Fruga entered observer.
[15:55:15	]Kasuga Fruga exited observer at their location.
[15:55:16	]Kasuga Fruga entered observer.
[15:55:16	]Kasuga Fruga exited observer at their location.
[15:55:17	]Kasuga Fruga entered observer.
[15:55:17	]Kasuga Fruga exited observer at their location.
[15:55:18	]Kasuga Fruga entered observer.
[15:55:18	]Kasuga Fruga exited observer at their location.
[15:55:19	]Kasuga Fruga entered observer.
[15:55:19	]Kasuga Fruga exited observer at their location.
[15:55:19	]Kasuga Fruga entered observer.
[15:55:19	]Kasuga Fruga exited observer at their location.
[15:55:20	]Kasuga Fruga entered observer.
[15:55:22	]Kasuga Fruga exited observer at their location.
[15:56:12	]Kasuga Fruga used command '/PanelAdd https://imgur.com/ZFF3ryD.png 0.4 60'.
[15:56:39	]Kasuga Fruga entered observer.
[15:56:47	]Kasuga Fruga exited observer at their location.
[15:56:56	]Kasuga Fruga entered observer.
[15:57:05	]Kasuga Fruga exited observer at their location.
[15:57:30	]Kasuga Fruga used command '/PanelAdd /paneladd https://imgur.com/ZFF'.
[15:57:41	]Kasuga Fruga used command '/PanelAdd https://imgur.com/ZFF3ryD.png 0.4 60'.
[15:57:42	]Kasuga Fruga entered observer.
[15:57:43	]Kasuga Fruga exited observer at their location.
[15:57:46	]Kasuga Fruga entered observer.
[15:57:49	]Kasuga Fruga exited observer at their location.
[15:57:51	]Kasuga Fruga entered observer.
[15:57:53	]Kasuga Fruga exited observer at their location.
[15:57:53	]Kasuga Fruga entered observer.
[15:57:54	]Kasuga Fruga exited observer at their location.
[15:57:54	]Kasuga Fruga entered observer.
[15:57:54	]Kasuga Fruga exited observer at their location.
[15:57:55	]Kasuga Fruga entered observer.
[15:57:55	]Kasuga Fruga exited observer at their location.
[15:57:56	]Kasuga Fruga entered observer.
[15:58:04	]Kasuga Fruga exited observer at their location.
[15:58:04	]Kasuga Fruga entered observer.
[15:58:06	]Kasuga Fruga exited observer at their location.
[15:58:10	]Kasuga Fruga entered observer.
[15:58:13	]Kasuga Fruga exited observer at their location.
[15:58:14	]Kasuga Fruga entered observer.
[15:58:14	]Kasuga Fruga exited observer at their location.
[15:58:15	]Kasuga Fruga entered observer.
[15:58:16	]Kasuga Fruga exited observer at their location.
[15:58:30	]Kasuga Fruga has spawned 'models/props_vehicles/car005b_physics.mdl'.
[15:58:30	]Kasuga Fruga entered observer.
[15:58:34	]Kasuga Fruga has spawned 'models/props_vehicles/generatortrailer01.mdl'.
[15:58:36	]Kasuga Fruga has spawned 'models/Combine_dropship.mdl'.
[15:58:50	]Kasuga Fruga exited observer at their location.
[15:58:51	]Kasuga Fruga entered observer.
[15:58:51	]Kasuga Fruga exited observer at their location.
[15:58:52	]Kasuga Fruga has taken 4 damage from worldspawn.
[15:58:52	]Kasuga Fruga entered observer.
[15:58:54	]Kasuga Fruga exited observer at their location.
[15:58:58	]Kasuga Fruga entered observer.
[16:00:23	]Kasuga Fruga exited observer at their location.
[16:00:23	]Kasuga Fruga entered observer.
[16:02:18	]deathguard has connected.
[16:02:59	]deathguard loaded the character 'C24:i5.UNION-35'
[16:05:19	]C24:i5.UNION-35 has taken 20 damage from TIPO_ELEVATOR_DOOR_6.
[16:05:19	]C24:i5.UNION-35 has taken 20 damage from TIPO_ELEVATOR_DOOR_6.
[16:05:20	]C24:i5.UNION-35 has taken 20 damage from TIPO_ELEVATOR_DOOR_6.
[16:05:20	]C24:i5.UNION-35 has taken 20 damage from TIPO_ELEVATOR_DOOR_6.
[16:05:20	]C24:i5.UNION-35 was knocked unconscious and is bleeding out.
[16:05:20	]C24:i5.UNION-35 has gained a '17rnd Usp-Şarjörü' #14592.
[16:05:21	]C24:i5.UNION-35 used command '/CharGetUp'.
[16:05:23	]C24:i5.UNION-35 was killed while bleeding out.
[16:05:23	]worldspawn has killed C24:i5.UNION-35.
[16:05:23	]C24:i5.UNION-35 has dropped: Stunstick (#14535); Combine Filter (#25344); 17rnd Usp-Şarjörü (#14592); Combine Filter (#25343); 17rnd Usp-Şarjörü (#14571); Zip-Tie (#14609); 17rnd Usp-Şarjörü (#14573); 30x 9mm Tabanca Mermisi (#14588); El Telsizi (#14526); SK Üniforması (#14524); Zip-Tie (#14607); 17rnd Usp-Şarjörü (#14572); Zip-Tie (#14610); Zip-Tie (#14616); Zip-Tie (#14613); 6x 9mm Tabanca Mermisi (#14589); USP-45 (#14536); SK Maskesi (#14525); Zip-Tie (#14612); Soda Bob Brawn (#26202); Zip-Tie (#14611); 17rnd Usp-Şarjörü (#14591); El Feneri (#25340); 17rnd Usp-Şarjörü (#14570); Metropolice Takviyeleri (#26201); Zip-Tie (#14615); Zip-Tie (#14606); Zip-Tie (#14608);
[16:05:36	]C24:i5.UNION-35 used command '/UnStuck'.
[16:05:39	]Kasuga Fruga has gone afk.
[16:05:44	]C24:i5.UNION-35 used command '/UnStuck'.
[16:05:56	]C24:i5.UNION-35 used command ' /UnStuck their reason to use it was: asansörde sıkıştım'.
[16:06:08	]C24:i5.UNION-35 ran 'Pants' on item 'SK Üniforması' (#14524)
[16:06:33	]C24:i5.UNION-35 ran 'Pants' on item 'SK Üniforması' (#14524)
[16:06:37	]C24:i5.UNION-35 ran 'Pants' on item 'SK Üniforması' (#14524)
[16:07:25	]C24:i5.UNION-35 used command '/PM kasuga kanka asansöre sıkışıp öldüm herşeyim gitti'.
[16:07:43	]C24:i5.UNION-35 used command '/PM kasuga etraftaki hiçbirşeyi açamıyorum'.
[16:07:51	]C24:i5.UNION-35 has gained level 10 in the Hız skill.
[16:09:27	]C24:i5.UNION-35 has gained level 11 in the Hız skill.
[16:09:51	]Hypno has connected.
[16:10:15	]Innovators has connected.
[16:10:25	]Hypno loaded the character 'Michael Sauers'
[16:10:39	]C24:i5.UNION-35 ran SAM command 'asay' with arguments: 'asansörde buga girip öldüm nexusta sıkıştım yardım lazım'
[16:11:29	]Enistein has connected.
[16:12:01	]Enistein loaded the character 'Enistein'
[16:12:04	]Enistein entered observer.
[16:12:06	]Enistein is fully healed.
[16:12:38	]C24:i5.UNION-35 ran SAM command 'asay' with arguments: 'asansörde buga girip öldüm nexusta sıkıştım yardım lazım'
[16:12:39	]Enistein exited observer at their location.
[16:12:46	]Enistein claimed a report by C24:i5.UNION-35 (deathguard).
[16:12:47	]Enistein ran SAM command 'goto' with arguments: '#2'
[16:12:51	]Enistein entered observer.
[16:12:52	]Enistein exited observer at their location.
[16:12:54	]Enistein entered observer.
[16:12:58	][IC] C24:i5.UNION-35: Eşyam gitmiş olmalı.
[16:13:01	]Enistein exited observer at their location.
[16:13:01	]Enistein entered observer.
[16:13:02	]Enistein exited observer at their location.
[16:13:04	][IC] Enistein: Burada ölünce.
[16:13:07	][IC] Enistein: Eşyaların siliniyor malesef.
[16:13:10	][IC] Enistein: Önemli bir şey var mıydın.
[16:13:13	][IC] C24:i5.UNION-35: Hiç birşeyim yok şuan.
[16:13:19	][IC] C24:i5.UNION-35: Tablet yok.
[16:13:24	][IC] C24:i5.UNION-35: Zırhımı giyemiyorum.
[16:13:29	]Enistein is admin-searching C24:i5.UNION-35's inventory.
[16:13:29	]Enistein has used a context menu option with the name: ixviewinventory
[16:13:31	][IC] C24:i5.UNION-35: Birde nexustaki kapıları açamıyorum.
[16:13:35	]Innovators loaded the character 'C17:RCT.UNION-25'
[16:13:36	]Enistein has closed C24:i5.UNION-35's inventory.
[16:13:39	]Enistein ran SAM command 'respawn' with arguments: '-35'
[16:13:42	]Enistein ran SAM command 'bring' with arguments: '-35'
[16:13:44	][IC] Enistein: Tekrar dene.
[16:13:52	]C24:i5.UNION-35 ran 'Pants' on item 'SK Üniforması' (#14524)
[16:13:55	]Enistein is admin-searching C24:i5.UNION-35's equip inventory.
[16:13:55	]Enistein has used a context menu option with the name: ixviewequipinventory
[16:13:57	]Enistein has closed C24:i5.UNION-35's equip inventory.
[16:13:59	][IC] C24:i5.UNION-35: Olmuyor.
[16:14:03	][IC] Enistein: Üniformalarını giymek için.
[16:14:05	][IC] Enistein: Çantalarını çıkarman gerek.
[16:14:13	][IC] C24:i5.UNION-35: Tamam.
[16:14:13	][IC] Enistein: Şimdi açmayı dene.
[16:14:22	][IC] C24:i5.UNION-35: Oldu tablet lazım.
[16:14:25	]Enistein entered observer.
[16:14:30	]Enistein exited observer at their location.
[16:14:32	]Enistein ran SAM command 'bring' with arguments: '-35'
[16:14:33	]Enistein used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:14:34	]C24:i5.UNION-35 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:14:37	][IC] Enistein: Buradan al.
[16:14:37	]Enistein used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:14:39	][IC] C24:i5.UNION-35: Tamam.
[16:14:42	][IC] C24:i5.UNION-35: Teşekkürler.
[16:14:43	]C24:i5.UNION-35 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:14:43	][IC] Enistein: Np.
[16:14:46	]Enistein entered observer.
[16:14:47	]C24:i5.UNION-35 has gained 0 chips.
[16:14:47	]C24:i5.UNION-35 has gained a 'Stunstick' #31123.
[16:14:52	]Sinyor Gordon has connected.
[16:14:53	]C24:i5.UNION-35 has gained 0 chips.
[16:14:53	]C24:i5.UNION-35 has gained a 'USP-45' #31124.
[16:14:58	]C24:i5.UNION-35 ran 'Equip' on item 'USP-45' (#31124)
[16:14:59	]C24:i5.UNION-35 ran 'Equip' on item 'Stunstick' (#31123)
[16:15:00	]C24:i5.UNION-35 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:15:03	]Enistein is admin-searching C24:i5.UNION-35's inventory.
[16:15:03	]Enistein has used a context menu option with the name: ixviewinventory
[16:15:04	]C24:i5.UNION-35 has gained 0 chips.
[16:15:04	]C24:i5.UNION-35 has gained a '9mm Tabanca Mermisi' #31125.
[16:15:04	]C24:i5.UNION-35 has gained 0 chips.
[16:15:04	]C24:i5.UNION-35 has gained a '9mm Tabanca Mermisi' #31126.
[16:15:05	]Enistein has closed C24:i5.UNION-35's inventory.
[16:15:05	]C24:i5.UNION-35 has gained 0 chips.
[16:15:05	]C24:i5.UNION-35 has gained a '9mm Tabanca Mermisi' #31127.
[16:15:05	]C24:i5.UNION-35 has gained 0 chips.
[16:15:05	]C24:i5.UNION-35 has gained a '9mm Tabanca Mermisi' #31128.
[16:15:06	]C24:i5.UNION-35 has gained 0 chips.
[16:15:06	]C24:i5.UNION-35 has gained a '9mm Tabanca Mermisi' #31129.
[16:15:06	]C24:i5.UNION-35 has gained 0 chips.
[16:15:06	]C24:i5.UNION-35 has gained a '9mm Tabanca Mermisi' #31130.
[16:15:07	]C24:i5.UNION-35 has gained 0 chips.
[16:15:07	]C24:i5.UNION-35 has gained a '9mm Tabanca Mermisi' #31131.
[16:15:07	]C24:i5.UNION-35 has gained 0 chips.
[16:15:07	]C24:i5.UNION-35 has gained a '9mm Tabanca Mermisi' #31132.
[16:15:09	]C17:RCT.UNION-25 used command '/Radio 10-8'.
[16:15:19	]C24:i5.UNION-35 has gained 0 chips.
[16:15:19	]C24:i5.UNION-35 has gained a 'SK Maskesi' #31133.
[16:15:34	]C24:i5.UNION-35 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:15:36	]C17:RCT.UNION-25 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:15:39	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:41	]C24:i5.UNION-35 has gained 0 chips.
[16:15:41	]C24:i5.UNION-35 has gained a '17rnd Usp-Şarjörü' #31134.
[16:15:42	]C24:i5.UNION-35 has gained 0 chips.
[16:15:42	]C24:i5.UNION-35 has gained a '17rnd Usp-Şarjörü' #31135.
[16:15:42	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:43	]C24:i5.UNION-35 has gained 0 chips.
[16:15:43	]C24:i5.UNION-35 has gained a '17rnd Usp-Şarjörü' #31136.
[16:15:43	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:43	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:44	]C24:i5.UNION-35 has gained 0 chips.
[16:15:44	]C24:i5.UNION-35 has gained a '17rnd Usp-Şarjörü' #31137.
[16:15:44	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:44	]C24:i5.UNION-35 has gained 0 chips.
[16:15:44	]C24:i5.UNION-35 has gained a '17rnd Usp-Şarjörü' #31138.
[16:15:46	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:46	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:47	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:49	]C24:i5.UNION-35 ran 'combine' on item '17rnd Usp-Şarjörü' (#31137)
[16:15:50	]C24:i5.UNION-35 ran 'combine' on item '17rnd Usp-Şarjörü' (#31135)
[16:15:50	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:51	]C24:i5.UNION-35 ran 'combine' on item '17rnd Usp-Şarjörü' (#31135)
[16:15:52	]C24:i5.UNION-35 ran 'combine' on item '17rnd Usp-Şarjörü' (#31134)
[16:15:53	]C24:i5.UNION-35 ran 'combine' on item '17rnd Usp-Şarjörü' (#31136)
[16:15:54	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:54	]C24:i5.UNION-35 ran 'combine' on item '17rnd Usp-Şarjörü' (#31136)
[16:15:54	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:55	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:55	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:55	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:56	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:56	]C24:i5.UNION-35 ran 'combine' on item '17rnd Usp-Şarjörü' (#31138)
[16:15:56	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:57	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:57	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:58	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:58	]C17:RCT.UNION-25 has gained 0 chips.
[16:15:59	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:00	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:00	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:01	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:01	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:01	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:02	]Enistein exited observer at their location.
[16:16:02	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:03	]Enistein has unloaded their "Enistein" character.
[16:16:08	]Enistein loaded the character 'Maya Morgan'
[16:16:11	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:11	]Maya Morgan entered observer.
[16:16:11	]C17:RCT.UNION-25 has gained a 'Lastik Kelepçe' #31139.
[16:16:11	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:11	]C17:RCT.UNION-25 has gained a 'Lastik Kelepçe' #31140.
[16:16:12	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:12	]C17:RCT.UNION-25 has gained a 'Lastik Kelepçe' #31141.
[16:16:12	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:12	]C17:RCT.UNION-25 has gained a 'Lastik Kelepçe' #31142.
[16:16:13	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:13	]C17:RCT.UNION-25 has gained a 'Lastik Kelepçe' #31143.
[16:16:13	]Maya Morgan is fully healed.
[16:16:13	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:13	]C17:RCT.UNION-25 has gained a 'Lastik Kelepçe' #31144.
[16:16:14	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:14	]C17:RCT.UNION-25 has gained a 'Lastik Kelepçe' #31145.
[16:16:14	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:14	]C17:RCT.UNION-25 has gained a 'Lastik Kelepçe' #31146.
[16:16:15	]Maya Morgan exited observer at their location.
[16:16:15	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:15	]C17:RCT.UNION-25 has gained a 'Lastik Kelepçe' #31147.
[16:16:15	]Enistein has unloaded their "Maya Morgan" character.
[16:16:17	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:17	]C17:RCT.UNION-25 has gained a 'Lastik Kelepçe' #31148.
[16:16:18	]C24:i5.UNION-35 has lost a '17rnd Usp-Şarjörü' #31138.
[16:16:21	]Enistein loaded the character 'Elazar Gül'
[16:16:24	]C24:i5.UNION-35 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:16:24	]Kasuga Fruga is no longer afk. Total time spent AFK: 940
[16:16:26	]Elazar Gül is fully healed.
[16:16:27	]C24:i5.UNION-35 has gained 0 chips.
[16:16:27	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31149.
[16:16:27	]C24:i5.UNION-35 has gained 0 chips.
[16:16:27	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31150.
[16:16:28	]C24:i5.UNION-35 has gained 0 chips.
[16:16:28	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31151.
[16:16:28	]C24:i5.UNION-35 has gained 0 chips.
[16:16:28	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31152.
[16:16:29	]C24:i5.UNION-35 has gained 0 chips.
[16:16:29	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31153.
[16:16:29	]C24:i5.UNION-35 has gained 0 chips.
[16:16:29	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31154.
[16:16:30	]C24:i5.UNION-35 has gained 0 chips.
[16:16:30	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31155.
[16:16:30	]C24:i5.UNION-35 has gained 0 chips.
[16:16:30	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31156.
[16:16:31	]C24:i5.UNION-35 has gained 0 chips.
[16:16:31	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31157.
[16:16:31	]Elazar Gül entered observer.
[16:16:31	]C24:i5.UNION-35 has gained 0 chips.
[16:16:31	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31158.
[16:16:32	]C24:i5.UNION-35 has gained 0 chips.
[16:16:32	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31159.
[16:16:32	]C24:i5.UNION-35 has gained 0 chips.
[16:16:32	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31160.
[16:16:34	]Elazar Gül exited observer at their location.
[16:16:34	]C24:i5.UNION-35 has gained 0 chips.
[16:16:34	]C24:i5.UNION-35 has gained a 'Combine Filter' #31161.
[16:16:34	]C24:i5.UNION-35 has gained 0 chips.
[16:16:35	]C24:i5.UNION-35 has gained a 'Combine Filter' #31162.
[16:16:35	]C24:i5.UNION-35 has gained 0 chips.
[16:16:35	]C24:i5.UNION-35 has gained a 'Combine Filter' #31163.
[16:16:36	]C24:i5.UNION-35 has gained 0 chips.
[16:16:36	]C24:i5.UNION-35 has gained a 'Combine Filter' #31164.
[16:16:37	]C17:RCT.UNION-25 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:16:43	]C24:i5.UNION-35 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:16:45	]C17:RCT.UNION-25 has gained 0 chips.
[16:16:45	]C17:RCT.UNION-25 has gained a 'Küçük Çanta' #31165.
[16:16:45	]C17:RCT.UNION-25 is fully healed.
[16:16:45	]C24:i5.UNION-35 has gained 0 chips.
[16:16:45	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31166.
[16:16:46	]C24:i5.UNION-35 has gained 0 chips.
[16:16:46	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31167.
[16:16:47	]C24:i5.UNION-35 has gained 0 chips.
[16:16:47	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31168.
[16:16:47	]C24:i5.UNION-35 has gained 0 chips.
[16:16:47	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31169.
[16:16:48	]C24:i5.UNION-35 has gained 0 chips.
[16:16:48	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31170.
[16:16:48	]C24:i5.UNION-35 has gained 0 chips.
[16:16:48	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31171.
[16:16:49	]C24:i5.UNION-35 has gained 0 chips.
[16:16:49	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31172.
[16:16:52	]C24:i5.UNION-35 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:16:54	]Kasuga Fruga is fully healed.
[16:16:57	]C24:i5.UNION-35 ran 'combine' on item 'Lastik Kelepçe' (#31159)
[16:16:58	]C24:i5.UNION-35 ran 'combine' on item 'Lastik Kelepçe' (#31149)
[16:16:58	]Elazar Gül entered observer.
[16:16:59	]C24:i5.UNION-35 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:17:01	]C24:i5.UNION-35 has gained 0 chips.
[16:17:01	]C24:i5.UNION-35 has gained a 'Lastik Kelepçe' #31173.
[16:17:05	]Scientist has connected.
[16:17:16	]Elazar Gül has used a context menu option with the name: vendor_edit
[16:17:25	]Sinyor Gordon loaded the character 'Isaac Soft'
[16:17:31	]Isaac Soft entered observer.
[16:17:36	]Elazar Gül has used a context menu option with the name: vendor_edit
[16:17:43	]Isaac Soft exited observer at their location.
[16:17:49	]Isaac Soft ran SAM command 'hp' with arguments: 'Isaac' '120'
[16:17:50	]Isaac Soft is fully healed.
[16:17:50	]Elazar Gül exited observer at their location.
[16:17:54	]Isaac Soft has lost a '17rnd Usp-Şarjörü' #8758.
[16:17:59	]C24:i5.UNION-35 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:18:18	]Elazar Gül opened the 'Metal Çöp Kutusu' #3654 container.
[16:18:20	]Elazar Gül has transferred a 'Plastik Çöp' #29155 to a container with the name 'Metal Çöp Kutusu' #3654.
[16:18:25	]Elazar Gül ran 'combine' on item 'Plastik Çöp' (#29155)
[16:18:27	]C24:i5.UNION-35 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:18:37	]Elazar Gül has transferred a 'Vida Kutusu' #29179 to a container with the name 'Metal Çöp Kutusu' #3654.
[16:18:37	]Elazar Gül has transferred a 'Plastik Levhalar' #29201 to a container with the name 'Metal Çöp Kutusu' #3654.
[16:18:38	]Elazar Gül has transferred a 'Vida Kutusu' #29258 to a container with the name 'Metal Çöp Kutusu' #3654.
[16:18:40	]Elazar Gül has transferred a 'Çelik' #29256 to a container with the name 'Metal Çöp Kutusu' #3654.
[16:18:47	]Elazar Gül has transferred a 'Kumaş' #29211 to a container with the name 'Metal Çöp Kutusu' #3654.
[16:18:49	][IC] C17:RCT.UNION-25: <:: U-35. ::>
[16:18:53	][IC] C17:RCT.UNION-25: <:: KT-1 kurabilir misin? ::>
[16:19:04	][IC] C24:i5.UNION-35: <:: Tamam. ::>
[16:19:05	][PICKUP DISPENSER] Hypno ( Michael Sauers ) picked up an item from the pickup dispenser.
[16:19:05	]Michael Sauers has gained a '15 Kredi Kuponu' #31174.
[16:19:06	]Elazar Gül has transferred a 'Kömür' #29215 to a container with the name 'Metal Çöp Kutusu' #3654.
[16:19:13	]C24:i5.UNION-35 used the 'Sivil Koruma Teçhizat Tedarik Makinesi' vendor.
[16:19:13	]Michael Sauers ran 'Use' on item '15 Kredi Kuponu' (#31174)
[16:19:15	]C24:i5.UNION-35 has gained 0 chips.
[16:19:15	]C24:i5.UNION-35 has gained a 'Combine PDA' #31175.
[16:19:16	]Michael Sauers ran 'Use' on item '15 Kredi Kuponu' (#31174)
[16:19:17	]Elazar Gül closed the 'Metal Çöp Kutusu' #3654 container.
[16:19:17	]Michael Sauers ran 'Use' on item '15 Kredi Kuponu' (#31174)
[16:19:17	]Elazar Gül opened the 'Metal Çöp Kutusu' #3654 container.
[16:19:18	]C24:i5.UNION-35 ran 'Equip' on item 'Combine PDA' (#31175)
[16:19:18	]Michael Sauers ran 'Use' on item '15 Kredi Kuponu' (#31174)
[16:19:19	]Michael Sauers has used a coupon at a ration dispenser, gaining 15 credits.
[16:19:23	]Elazar Gül closed the 'Metal Çöp Kutusu' #3654 container.
[16:19:26	]C17:RCT.UNION-25 ran 'combine' on item 'Dezenfekte Bandaj Rulosu' (#30322)
