[00:00:00	][IT] C24:i3.KING-20: anlıyor
[00:11:06	][IC] C24:i3.KING-20: Ha?
[00:11:08	][IC] C24:i5.(X)KING-19: Ugh..
[00:11:08	][IC] Thomas Edward Lawrence: Dalmışım.
[00:11:12	]C24:i3.KING-20 used command '/ExitAct'.
[00:11:13	][IC] C24:RCT.YELLO-54: <:: Hmph. ::>
[00:11:15	][ME] C24:i3.KING-20: kalkar
[00:11:20	][IC] C24:i5.(X)KING-19: Lavaboyu kullanmam lazım.
[00:11:26	][IC] C24:i3.KING-20: Pekii.
[00:11:32	]C24:i3.KING-20 entered observer.
[00:11:38	]C24:RCT.YELLO-54 ran 'drop' on item 'Daire Anahtarı' (#146960)
[00:11:38	]C24:RCT.YELLO-54 has lost a 'Daire Anahtarı' #146960.
[00:11:39	]C24:RCT.YELLO-54 used command '/ToggleRaise'.
[00:11:40	]C24:RCT.YELLO-54 destroyed a 'Daire Anahtarı' #146960.
[00:11:41	]C24:RCT.YELLO-54 used command '/ToggleRaise'.
[00:11:42	][ME] C24:i5.(X)KING-19: Suyu açıp elini yüzünü yıkar.
[00:11:43	][IC] Thomas Edward Lawrence: Ben işimde uzman bir teknisyen ve metal ustasıyım. Bana göre iş var mı? Daha önce sivil ve Combine teknolojisine ait cihazları tamir etmiştim.
[00:11:53	]C24:i5.(X)KING-19 used command '/SetMood Furstrated'.
[00:11:54	][IC] C24:RCT.YELLO-54: <:: Hmph. ::>
[00:11:58	]C24:i5.(X)KING-19 used command '/SetMood Frustrated'.
[00:11:59	][IC] C24:RCT.YELLO-54: <:: Çöp topla. ::>
[00:12:00	][IC] Thomas Edward Lawrence: Hatta kayıtlarımda gözükmesi lazım.
[00:12:06	]C24:i5.(X)KING-19 used command '/SetMood Frustrated'.
[00:12:11	]C24:RCT.YELLO-54 used command '/Radio Problem varmı?'.
[00:12:15	]C24:RCT.YELLO-54 used command '/SC tac-3'.
[00:12:19	]C24:RCT.YELLO-54 used command '/Radio Problem varmı?'.
[00:12:21	]C24:i3.KING-20 exited observer at their location.
[00:12:22	]C24:i3.KING-20 entered observer.
[00:12:22	]C24:i3.KING-20 exited observer at their location.
[00:12:22	]Simon Hayes has fired a toolgun with the name: energyball
[00:12:23	][IC] Thomas Edward Lawrence: Peki kredi bağışında bulunabiliyor muyuz?
[00:12:25	]C24:i3.KING-20 used command '/Radio 10-2'.
[00:12:29	][IC] C24:RCT.YELLO-54: <:: Hmph. ::>
[00:12:30	]C24:i3.KING-20 entered observer.
[00:12:33	]C24:i3.KING-20 exited observer at their location.
[00:12:34	]Simon Hayes has fired a toolgun with the name: energyball
[00:12:34	][IC] C24:RCT.YELLO-54: <:: Şuanlık olmaz. ::>
[00:12:36	][IC] C24:RCT.YELLO-54: <:: Hizmet et. ::>
[00:12:38	][IC] Thomas Edward Lawrence: Anlıyorum.
[00:12:45	][IC] C24:i3.KING-20: Daha iyi misin?
[00:12:46	][IC] C24:RCT.YELLO-54: <:: Yürü! ::>
[00:12:53	][IC] Thomas Edward Lawrence: Yanımda 80 kredi kuponu vardı. Bağışlanacaktı ama başka zamana artık.
[00:12:54	][IC] C24:i5.(X)KING-19: Evet..
[00:12:59	][IC] C24:i3.KING-20: Bak gel.
[00:13:05	][IC] C24:i3.KING-20: Sana yemek falan aldım rasyon.
[00:13:06	][IC] C24:RCT.YELLO-54: <:: Hizmet et. ::>
[00:13:06	][IC] C24:i3.KING-20: Ye.
[00:13:09	][IC] C24:i5.(X)KING-19: Teşekkürler, hayatımı kurtardın.
[00:13:10	]C24:i3.KING-20 ran 'take' on item 'Metropolice Takviyeleri' (#164065)
[00:13:10	]C24:i3.KING-20 has gained a 'Metropolice Takviyeleri' #164065.
[00:13:12	][IC] C24:i3.KING-20: Kahvemde var.
[00:13:13	]Thomas Edward Lawrence used command '/ActSitChair'.
[00:13:14	][IC] C24:i3.KING-20: Ne demek.
[00:13:17	]C24:i3.KING-20 ran 'drop' on item 'Metropolice Takviyeleri' (#164065)
[00:13:17	]C24:i3.KING-20 has lost a 'Metropolice Takviyeleri' #164065.
[00:13:22	][IC] C24:i3.KING-20: Zaten.
[00:13:24	]Valeria Martin ran 'take' on item 'Çivi Kutusu' (#164104)
[00:13:24	]Valeria Martin has gained a 'Çivi Kutusu' #164104.
[00:13:28	]Simon Hayes has spawned 'models/willardnetworks/citizens/male_01.mdl'.
[00:13:30	][IC] C24:i3.KING-20: Başından beri birbirimizin hayatını kurtarıyoruz.
[00:13:40	][ME] C24:i3.KING-20: yere fırlattığı maskesini alır ve kemerinin arka tarafına takra
[00:13:40	]Simon Hayes has spawned 'models/weapons/w_knife_ct.mdl'.
[00:13:42	]C24:i3.KING-20 ran 'take' on item 'PMG-5 (AUG) Gaz Maskesi' (#162390)
[00:13:42	]C24:i3.KING-20 has gained a 'PMG-5 (AUG) Gaz Maskesi' #162390.
[00:13:45	]Simon Hayes has used a context menu option with the name: collision_off
[00:13:46	]Sisifos [MG] (STEAM_0:1:225171023) deleted character 'Aleksandra Martin'
[00:13:47	][IC] C24:RCT.YELLO-54: <:: Ne yapıyorsunuz burda. ::>
[00:13:48	][IC] C24:i3.KING-20: Biraz daha uzan?
[00:13:49	]Sisifos [MG] (STEAM_0:1:225171023) deleted character 'Harlaus von Dietrich'
[00:13:50	][IC] C24:i3.KING-20: Rahat et.
[00:13:51	][IC] C24:i3.KING-20: Dinlen.
[00:13:51	]Sisifos [MG] (STEAM_0:1:225171023) deleted character 'Aleksandra Martin'
[00:13:52	][IC] Kemal Şengör: Gezinti.
[00:13:55	]Sisifos [MG] (STEAM_0:1:225171023) deleted character 'Vladimir Zlatoust'
[00:13:55	][IC] C24:i5.(X)KING-19: Iyi gibiyim..
[00:13:57	][IC] Kemal Şengör: Yapıyorum memur bey.
[00:14:00	][IC] C24:RCT.YELLO-54: <:: Oraya girmek için kimden izin aldın. ::>
[00:14:03	][IC] C24:RCT.YELLO-54: <:: Bela mı arıyorsun? ::>
[00:14:06	][IC] C24:i3.KING-20: Sen bilirsin.
[00:14:10	][IC] C24:RCT.YELLO-54: <:: Yürü! ::>
[00:14:12	][IC] C24:RCT.YELLO-54: <:: Hareket et dedim! ::>
[00:14:20	][IT] Simon Hayes: Issız bir kapı çalışı..
[00:14:21	]Simon Hayes exited observer at their location.
[00:14:23	][ME] C24:i5.(X)KING-19: Saati kontrol eder.
[00:14:23	]Simon Hayes entered observer.
[00:14:24	]Simon Hayes exited observer at their location.
[00:14:25	]Simon Hayes entered observer.
[00:14:28	]Simon Hayes exited observer at their location.
[00:14:31	][IT] C24:i3.KING-20: akşam 1
[00:14:34	]Simon Hayes entered observer.
[00:14:35	]Simon Hayes exited observer at their location.
[00:14:37	][IT] C24:i3.KING-20: gece 1 pardon
[00:14:43	][ME] Simon Hayes: Kepenk'i zorluyor..
[00:14:52	]C24:RCT.YELLO-54 has gained level 29 in the Hız skill.
[00:14:52	][IC] Valeria Martin: Hey.
[00:14:55	][IC] Simon Hayes: Burda en son.
[00:14:58	][IC] Simon Hayes: Bir adam vardıy.
[00:15:00	][IC] Simon Hayes: Gördünmü.
[00:15:06	][IC] C24:i5.(X)KING-19: Ugh..Kaç saattir baygındım?
[00:15:07	][IC] Valeria Martin: Görmedim ama buralarda sivil koruma geziyor.
[00:15:10	][IC] Valeria Martin: O yüzden saklanıyorum.
[00:15:12	][IC] C24:i3.KING-20: Yanii.
[00:15:13	][IC] Simon Hayes: O halde gel.
[00:15:14	][IC] Simon Hayes: Güvenli.
[00:15:18	]Thomas Edward Lawrence used command '/ExitAct'.
[00:15:19	][IC] C24:i3.KING-20: Yaralanmanı da katarask.
[00:15:20	][IC] Simon Hayes: Sağa bakma sakın.
[00:15:21	][IC] C24:i3.KING-20: 5 oluyor.
[00:15:21	][IC] C24:RCT.YELLO-54: <:: Yapacak daha iyi işlerim var. ::>
[00:15:25	][IC] Simon Hayes: Düz ilerle.
[00:15:27	][IC] C24:i5.(X)KING-19: 5?
[00:15:31	][ME] C24:i3.KING-20: gözleri daha da kırmızılaştı
[00:15:32	][IC] C24:i3.KING-20: Yep.
[00:15:34	][IC] C24:i3.KING-20: Evet.
[00:15:47	][IC] C24:RCT.YELLO-54: <:: Hmph. ::>
[00:16:03	][IC] Simon Hayes: Ben burada kalacağım.
[00:16:08	][IC] Simon Hayes: Sen ilerle.
[00:16:08	][IC] C24:i3.KING-20: Niye ki.
[00:16:12	][IC] C24:i3.KING-20: Burada 3 saattir yatıyorsun.
[00:16:22	][IC] Simon Hayes: Ilerde ceset görürsen endişelenme.. Onlar sadece minik bir kurban.
[00:16:30	][ME] C24:i5.(X)KING-19: Ellerini birleştirip şaşgın bir ifade verir.
[00:16:32	]Simon Hayes entered observer.
[00:16:33	][IC] C24:i5.(X)KING-19: Nasıl?
[00:16:44	][IC] C24:i5.(X)KING-19: Hiç bir şey hatılamıyorum doğru düzgün.
[00:16:48	][IC] C24:i3.KING-20: Sen.
[00:16:49	][IC] C24:i3.KING-20: Vuruldun.
[00:16:50	]Valeria Martin ran 'take' on item 'Karton Kutu' (#163627)
[00:16:50	]Valeria Martin has gained a 'Karton Kutu' #163627.
[00:16:55	]Simon Hayes has spawned 'models/player/zombie_classic.mdl'.
[00:16:59	][IC] C24:i3.KING-20: Adamın gittiği yeri gördüm.
[00:17:04	][IC] C24:i3.KING-20: Hızlıca peşinden gidip tarayıp öldürdüm.
[00:17:05	]Kemal Şengör ran 'take' on item 'Bitki Saksısı' (#163995)
[00:17:05	]Kemal Şengör has gained a 'Bitki Saksısı' #163995.
[00:17:06	]Valeria Martin has performed the 'Craft Parçala: Karton Kutu' action, gaining 30 experience in crafting.
[00:17:06	]Valeria Martin has gained a 'Bez Paçavralar' #164106.
[00:17:06	][IC] C24:i5.(X)KING-19: Onu biliyorum, yere düştüm sonrasını hatırlamıyorum.
[00:17:08	]nikita ran 'take' on item 'Buzdolabı Kapağı' (#163993)
[00:17:08	]nikita has gained a 'Buzdolabı Kapağı' #163993.
[00:17:12	][IC] C24:i3.KING-20: Beynini parçaladı-.
[00:17:13	]Simon Hayes has spawned 'models/weapons/w_knife_ct.mdl'.
[00:17:16	][IC] C24:i3.KING-20: Işte.
[00:17:18	][IC] C24:i3.KING-20: Sonra.
[00:17:18	]C24:RCT.YELLO-54 used command '/PM STEAM_0:1:209116637 nere gittin ya'.
[00:17:23	][IC] C24:i3.KING-20: Bir vatandaş seni ayağa kaldırdı.
[00:17:25	][IC] C24:i3.KING-20: Ben geldim hemen.
[00:17:26	][IC] C24:i3.KING-20: Seni aldım.
[00:17:29	]Simon Hayes has used a context menu option with the name: rb655_door_lock
[00:17:32	]Simon Hayes has spawned 'models/willardnetworks/citizens/male_04.mdl'.
[00:17:36	]Simon Hayes has used a context menu option with the name: bodygroups
[00:17:38	][IC] C24:i3.KING-20: Götürdüm.
[00:17:40	][IC] C24:i3.KING-20: Ameliyata girdin.
[00:17:41	]Valeria Martin used command '/PM yello sal artik beni yeteer'.
[00:17:43	][IC] Kemal Şengör: Yeni bir iş için geldik.
[00:17:45	]C24:RCT.YELLO-54 used command '/Reply yok'.
[00:17:45	][IC] C24:i3.KING-20: Ardından seni taşıdım kucağımda.
[00:17:46	]Simon Hayes has used a context menu option with the name: rb655_door_unlock
[00:17:46	][IC] Valeria Martin: Hey.
[00:17:47	][IC] C24:RCT.YELLO-54: <:: Hmph. ::>
[00:17:48	]Sisifos [MG] created the character 'Theodore Edward Kaczynski'
[00:17:48	]Theodore Edward Kaczynski has gained a 'Açık Gri Kol Bandı' #164108.
[00:17:48	]Theodore Edward Kaczynski has gained a '#95592 Kimlik Kartı' #164109.
[00:17:48	]Theodore Edward Kaczynski has gained a 'Siyah Tulum' #164110.
[00:17:48	]Theodore Edward Kaczynski has gained a 'Siyah tulum pantolonu' #164111.
[00:17:48	]Theodore Edward Kaczynski has gained a 'Eskimiş Kahverengi Ayakkabı' #164112.
[00:17:48	]Theodore Edward Kaczynski has gained a 'Gözlükler' #164113.
[00:17:49	]Sisifos [MG] loaded the character 'Theodore Edward Kaczynski'
[00:17:49	][IC] Valeria Martin: Birisi mi var?
[00:17:50	][IC] C24:RCT.YELLO-54: <:: Come. ::>
[00:17:50	][IC] C24:i3.KING-20: Buraya kadar getirdim.
[00:17:51	]Simon Hayes has used a context menu option with the name: rb655_door_lock
[00:17:53	][IC] C24:i3.KING-20: Soydum.
[00:17:55	][IC] C24:RCT.YELLO-54: <:: Sen, vatandaş! Benimle gel. ::>
[00:17:55	][IC] Simon Hayes: Girme..
[00:17:55	][IC] C24:i3.KING-20: Giydirdim.
[00:17:58	][IC] C24:RCT.YELLO-54: <:: 2nizde. ::>
[00:17:59	][IT] C24:i3.KING-20: üstündekiler erkek kıyafetleri
[00:18:05	][IC] C24:i3.KING-20: Yatağa koydum tekrar.
[00:18:13	][ME] C24:i5.(X)KING-19: Ellerini başına koyup oturur.
[00:18:14	][IC] C24:i3.KING-20: Üstünü iyice örttüm.
[00:18:17	]Simon Hayes has fired a toolgun with the name: paint
[00:18:18	]Simon Hayes has fired a toolgun with the name: paint
[00:18:18	]Simon Hayes has fired a toolgun with the name: paint
[00:18:21	]C24:i5.(X)KING-19 used command '/ActSit 4'.
[00:18:24	][IC] C24:i3.KING-20: Bende 2 mermi yedim.
[00:18:25	]Simon Hayes has spawned 'models/weapons/w_knife_ct.mdl'.
[00:18:29	][IC] C24:RCT.YELLO-54: <:: Tüm katları süpürüz. ::>
[00:18:30	][IC] C24:i3.KING-20: Hala göğüsümdeler.
[00:18:32	][IC] C24:RCT.YELLO-54: <:: Süpürün. ::>
[00:18:32	][IC] Valeria Martin: Hey!
[00:18:33	][IC] C24:i3.KING-20: Sadece kanamayı durdurdum.
[00:18:34	][IC] Valeria Martin: Ne oluyor?
[00:18:37	][IC] C24:RCT.YELLO-54: <:: Bekleyin. ::>
[00:18:40	][IC] Kemal Şengör: Sen üstü ben altı.
[00:18:43	][IC] C24:i3.KING-20: Sonra ameliyata girerim önemli değil yeterki sen iyi ol.
[00:18:46	][ME] C24:RCT.YELLO-54: Süpürgeleri alır
[00:18:50	]Simon Hayes has fired a toolgun with the name: steam
[00:18:59	][ME] C24:RCT.YELLO-54: Süpürgeleri uzatır
[00:19:02	][LOOC] C24:i5.(X)KING-19: kanka yelek var void orası
[00:19:03	][IC] C24:RCT.YELLO-54: <:: Git birini arkadaşına ver. ::>
[00:19:05	][ME] Kemal Şengör: süpürgeyi alır
[00:19:06	][ME] nikita: alır
[00:19:07	][IC] C24:RCT.YELLO-54: <:: Bitirince beni bulun. ::>
[00:19:12	][LOOC] C24:i5.(X)KING-19: yelek tuttu beni bir süre ben öyle vuruldum
[00:19:16	]Simon Hayes has fired a toolgun with the name: sparks
[00:19:20	][IC] C24:RCT.YELLO-54: <:: Yanda olucam ben. ::>
[00:19:20	][LOOC] C24:i3.KING-20: nasıl yani
[00:19:22	][IC] C24:RCT.YELLO-54: <:: Yanda olucam ben. ::>
[00:19:23	][ME] nikita: süpürüyor
[00:19:24	][IC] Valeria Martin: A-ah.
[00:19:28	][IC] Valeria Martin: Siktir.
[00:19:32	]Theodore Edward Kaczynski ran 'Equip' on item 'Açık Gri Kol Bandı' (#164108)
[00:19:32	]E-RP SLAYER is no longer afk. Total time spent AFK: 10265
[00:19:34	][ME] nikita: süpürüyor
[00:19:37	][ME] Kemal Şengör: yerleri süpürür
[00:19:39	][ME] nikita: süpürüyor
[00:19:42	]Simon Hayes has used a context menu option with the name: rb655_door_lock
[00:19:42	][LOOC] C24:i5.(X)KING-19: void orası sen vurulmamışsın gibi devam çünki hem yelek var
[00:19:43	][ME] nikita: süpürüyor
[00:19:46	][ME] Kemal Şengör: yerleri süpürür
[00:19:46	][ME] nikita: süpürüyor
[00:19:50	][Y] Simon Hayes: LANET OLASI.
[00:19:55	][LOOC] C24:i3.KING-20: karnımdan yedim
[00:19:55	][Y] Valeria Martin: Ne oluyor?!
[00:19:56	]C24:i3.KING-20 entered observer.
[00:19:58	][ME] nikita: süpürüyor
[00:19:58	]C24:i3.KING-20 exited observer at their location.
[00:20:00	]Simon Hayes exited observer at their location.
[00:20:01	]Simon Hayes has spawned a 'NPC [1717][npc_citizen]'.
[00:20:02	]Simon Hayes has critically hit npc_citizen dealing 17 damage (CritChance was 0.96).
[00:20:04	]Simon Hayes has critically hit npc_citizen in the head dealing 17 damage (CritChance was 0.96).
[00:20:06	][LOOC] C24:i5.(X)KING-19: yelek*
[00:20:07	][Y] Valeria Martin: Iyi misin!
[00:20:07	][ME] Kemal Şengör: yerleri süpürür
[00:20:07	]E-RP SLAYER used command '/Mentor noclip olayıı'.
[00:20:09	]Simon Hayes entered observer.
[00:20:12	]C24:i3.KING-20 used command '/Mentor takıldım'.
[00:20:15	]Simon Hayes has used a context menu option with the name: rb655_door_unlock
[00:20:19	][ME] Kemal Şengör: yerleri süpürür
[00:20:22	]C24:i3.KING-20 used command '/Mentor bilerek yapmadım'.
[00:20:25	][IC] Valeria Martin: Siktir...
[00:20:30	][ME] Kemal Şengör: yerleri süpürür
[00:20:32	][ME] nikita: süpürüyor
[00:20:34	][IC] C24:i3.KING-20: Her neyse.
[00:20:36	]Valeria Martin has gained level 44 in the Hız skill.
[00:20:38	]Simon Hayes has removed their last 3D text.
[00:20:38	]Simon Hayes has removed their last 3D text.
[00:20:39	]Simon Hayes has removed their last 3D text.
[00:20:39	]Simon Hayes has removed their last 3D text.
[00:20:40	][IC] C24:i3.KING-20: Sen biraz daha dinlen istiyorsan.
[00:20:51	][IC] C24:i3.KING-20: Bak.
[00:20:54	][IC] C24:i5.(X)KING-19: Başım ağrıyor.
[00:20:55	][ME] C24:i3.KING-20: gülmeye başlar
[00:20:57	][IC] C24:i3.KING-20: Doymazsan.
[00:20:59	][IC] Valeria Martin: Hey.
[00:21:00	]C24:i3.KING-20 ran 'drop' on item 'Sivil Koruma Rasyonu' (#163798)
[00:21:00	]C24:i3.KING-20 has lost a 'Sivil Koruma Rasyonu' #163798.
[00:21:02	][ME] Kemal Şengör: yerleri süpürür
[00:21:03	][ME] nikita: süpürüyor
[00:21:05	][IC] C24:i3.KING-20: Rasyonum var hazırda.
[00:21:10	][ME] Valeria Martin: şahısı baştan aşşağı süzer
[00:21:15	][IC] Valeria Martin: Seni tanıyorum...
[00:21:18	][ME] nikita: süpürüyor
[00:21:19	][IC] C24:i3.KING-20: Başın ağrıyor.
[00:21:22	][ME] nikita: süpürüyor
[00:21:24	][ME] Kemal Şengör: yerleri süpürür
[00:21:30	][IC] C24:i3.KING-20: Ağrı kesicim falan hiçbişeyim yok.
[00:21:30	]E-RP SLAYER has set Theodore Edward Kaczynski's description to Orta kiloya, ortalamadan biraz uzun bir boya ve azda olsa bir Slav aksanı bulunmakta..
[00:21:30	]E-RP SLAYER has used a context menu option with the name: ixsetchardescription
[00:21:34	][ME] Kemal Şengör: yerleri süpürür
[00:21:38	][IC] C24:i3.KING-20: Bekle.
[00:21:41	][IC] C24:i3.KING-20: Senin için alıp geleceğikm.
[00:21:43	][IC] C24:i5.(X)KING-19: Çantamda olucaktı.
[00:21:44	][ME] nikita: süpürüyor
[00:21:45	][IC] C24:i3.KING-20: Hemen burada olacağım.
[00:21:48	][ME] C24:i5.(X)KING-19: Kişi çantasına bakar.
[00:21:49	][IC] C24:i3.KING-20: Ha var mı.
[00:21:53	][IT] Theodore Edward Kaczynski: şahsın karşısındaki insanı baştan aşağı süzdüğü görülebilmektedir
[00:21:56	][IC] C24:RCT.YELLO-54: <:: Bittimi. ::>
[00:21:57	][IC] Kemal Şengör: Bitirdik.
[00:22:01	][IC] Valeria Martin: Evet benim.
[00:22:03	][IC] C24:RCT.YELLO-54: <:: Rasyon kısmınıda süpürdünüz umarım. ::>
[00:22:05	][IC] C24:RCT.YELLO-54: <:: Kontrol edicem. ::>
[00:22:10	][ME] C24:i5.(X)KING-19: 2 tane ağrı kesici alır.
[00:22:11	]C24:i5.(X)KING-19 ran 'use' on item 'Ağrı Kesici' (#158923)
[00:22:11	]C24:i5.(X)KING-19 has performed the 'Use Ağrı Kesici' action, gaining 9 experience in medicine.
[00:22:13	]C24:i5.(X)KING-19 ran 'use' on item 'Ağrı Kesici' (#158923)
[00:22:23	][IC] Valeria Martin: Edward, seni hatırladım.
[00:22:32	][IC] C24:RCT.YELLO-54: <:: Bunlar ne bölye. ::>
[00:22:34	][IC] Valeria Martin: Işci birliğinde değilim hayır.
[00:22:37	][IC] C24:RCT.YELLO-54: <:: Siz buna temizlikmi diyorsunuz. ::>
[00:22:40	][IC] Valeria Martin: Kendi kendime yaşıyorum işte.
[00:22:43	][IC] Valeria Martin: Bir işim yok.
[00:22:45	][ME] C24:i5.(X)KING-19: Kalkmayı dener.
[00:22:54	][IC] C24:i5.(X)KING-19: Bence artık gitmeliyiz..
[00:22:54	][IC] C24:RCT.YELLO-54: <:: Buna inanmamı beklemiyorsun herhalde? ::>
[00:22:54	][ME] C24:i3.KING-20: ellerinden tutar
[00:22:56	][IC] Valeria Martin: Var.
[00:22:57	][IC] C24:i3.KING-20: Destek al benden.
[00:23:00	]C24:i5.(X)KING-19 used command '/ExitAct'.
[00:23:01	][IC] C24:i3.KING-20: Sen bilirsin.
[00:23:01	][IC] C24:RCT.YELLO-54: <:: Düzgünce temizleyin. ::>
[00:23:01	]Thomas Edward Lawrence has gone afk.
[00:23:03	][IC] C24:RCT.YELLO-54: <:: Sonra gelin. ::>
[00:23:04	][IC] C24:i3.KING-20: Komuta birimi yok.
[00:23:07	][IC] C24:i3.KING-20: Sabaha kadar durabiliriz.
[00:23:08	][ME] Kemal Şengör: yerleri süpürür
[00:23:11	]Simon Hayes exited observer at their location.
[00:23:21	]Thomas Edward Lawrence is no longer afk. Total time spent AFK: 315
[00:23:23	]Kemal Şengör ran 'take' on item 'Plastik Çöp' (#163736)
[00:23:23	]Kemal Şengör has gained a 'Plastik Çöp' #163736.
[00:23:23	][ME] nikita: süpürüyor
[00:23:24	][IC] C24:i5.(X)KING-19: Ugh..
[00:23:25	]Simon Hayes used command '/Staff ben çıkıyom ii geceelr'.
[00:23:27	]Revain has unloaded their "Simon Hayes" character.
[00:23:27	]nikita ran 'take' on item 'Boş Kavanoz' (#163622)
[00:23:27	]nikita has gained a 'Boş Kavanoz' #163622.
[00:23:28	]Revain (STEAM_0:1:608254786) has disconnected.
[00:23:28	]nikita ran 'take' on item 'Boş Breen'in Suyu' (#163623)
[00:23:28	]nikita has gained a 'Boş Breen'in Suyu' #163623.
[00:23:30	][ME] C24:i3.KING-20: ellerini bırakır
[00:23:31	][ME] Kemal Şengör: yerleri süpürür
[00:23:33	][IC] C24:i5.(X)KING-19: Gel, çıkalım.
[00:23:36	][IC] C24:i3.KING-20: Pekii.
[00:23:39	][ME] nikita: süpürüyor
[00:23:39	][IC] C24:i3.KING-20: Eşyaların yatağın sonunda.
[00:23:41	]Thomas Edward Lawrence used command '/SetMood headstrong'.
[00:23:43	][ME] nikita: süpürüyor
[00:23:44	][ME] Kemal Şengör: yerleri süpürür
[00:23:46	][ME] nikita: süpürüyor
[00:23:52	][IC] C24:RCT.YELLO-54: <:: Hmph. ::>
[00:23:52	][ME] nikita: süpürüyor
[00:23:55	]nikita ran 'take' on item 'Plastik Çöp' (#163929)
[00:23:55	]nikita has gained a 'Plastik Çöp' #163929.
[00:23:56	][ME] C24:i5.(X)KING-19: Kıyafetleri alır maskesiyle beraber.
[00:23:57	][ME] Kemal Şengör: yerleri süpürür
[00:23:57	]nikita opened the 'Çöp Kutusu' #10263 container.
[00:23:58	]nikita closed the 'Çöp Kutusu' #10263 container.
[00:23:59	][ME] C24:i3.KING-20: sol elini kemerinin sol tarafına atar ve 19 un maskesini çıkarıp ona uzatır
[00:23:59	]nikita opened the 'Çöp Kutusu' #10264 container.
[00:23:59	]Thomas Edward Lawrence used command '/ActSit'.
[00:23:59	]Kemal Şengör opened the 'Çöp Kutusu' #10263 container.
[00:24:02	][IC] C24:RCT.YELLO-54: <:: Tekrar et. ::>
[00:24:02	]nikita closed the 'Çöp Kutusu' #10264 container.
[00:24:02	]nikita opened the 'Çöp Kutusu' #10263 container.
[00:24:02	]Kemal Şengör closed the 'Çöp Kutusu' #10263 container.
[00:24:04	]nikita has gained a 'Breen Suyu' #163850 from a container with the name 'Çöp Kutusu' #10263.
[00:24:04	][LOOC] C24:i3.KING-20: masken bende
[00:24:05	][ME] Kemal Şengör: yerleri süpürür
[00:24:06	][IC] C24:RCT.YELLO-54: <:: Hmph. ::>
[00:24:07	]Kemal Şengör closed the 'Çöp Kutusu' #10263 container.
