[01:26:30	]Night_Wish_ has connected.
[09:25:13	][LOOC] Morgan Austin: +
[09:25:18	][IC] Luther Campbell: Masayı tekrar yapmak gerekicek.
[09:25:31	][IC] Luther Campbell: Masaya maskesiz yaklaşmayın.
[09:25:36	]C24:i3.UNION-66 used command '/Radio yangın durduruldu. 10-50'.
[09:25:38	][IC] Morgan Austin: Tamam.
[09:25:41	][IC] Luther Campbell: Yangının oluşturduğu toksikler sizi etkileyebilir.
[09:25:52	][ME] Luther Campbell: masanın köşesindne tutup taşımaya başlar
[09:26:08	]Luther Campbell has taken 20 damage from Luther Campbell.
[09:26:08	]C24:i3.UNION-66 has gained level 12 in the Hız skill.
[09:26:29	]Morgan Austin is fully healed.
[09:26:34	]Morgan Austin used command '/PM luther ekstradan iş çıkarttım kafamı sikeyim :D'.
[09:26:38	]Luther Campbell entered observer.
[09:26:39	]Luther Campbell exited observer at their location.
[09:26:43	]Luther Campbell used command '/PM morgan rol yapıyoz la'.
[09:27:12	]Luther Campbell entered observer.
[09:27:12	]Luther Campbell exited observer at their location.
[09:27:31	][ME] Luther Campbell: içeriden kereste makinasını getirir
[09:27:37	]Luther Campbell has used a context menu option with the name: rb655_door_unlock
[09:27:59	][ME] Luther Campbell: odun düzenleyici  makinasını çalıştırır ve yavaşca masaya sürter
[09:28:04	][IT] Luther Campbell: 1/3
[09:28:05	][IT] Luther Campbell: 2/3
[09:28:06	][IT] Luther Campbell: 3/3
[09:28:13	][IT] Luther Campbell: masa artık parlak bir şekilde göz
[09:28:15	]Morgan Austin used command '/CharSetClass morgan Medical'.
[09:28:16	][IT] Luther Campbell: masa artık parlak bir şekilde gözüküyor
[09:28:23	][IC] Luther Campbell: Tamamladım.
[09:28:24	][IC] Morgan Austin: Ooo.
[09:28:29	][IC] Morgan Austin: Elinize sağlık.
[09:28:32	][IC] Luther Campbell: Saolun.
[09:28:37	][IC] Luther Campbell: Işim budur.
[09:28:44	][IC] Morgan Austin: Çok güzel yapıyorsunuz gerçekten.
[09:28:46	][IC] Luther Campbell: Şimdi tek şey taşımak kaldı.
[09:28:55	][ME] Luther Campbell: masanın köşesindne tutup taşımaya başlar
[09:30:05	][IC] Luther Campbell: Eski masayı çıkartalım.
[09:30:17	][ME] Luther Campbell: bilgisayarı 2 eliyle alır ve yavaşca yere koyar
[09:30:30	][ME] Luther Campbell: yazıcıyı 2 eliyle alır ve yavaşca yere koyar
[09:30:41	][ME] Luther Campbell: not defterini alır ve yere koyar
[09:30:55	][ME] Luther Campbell: masayı sola doğru sürükler ve kapıya yaslatır
[09:31:02	]C24:i3.UNION-66 used command '/ActStand'.
[09:31:05	][ME] Luther Campbell: masayı 2 eliyle sürüklemeye başlarü
[09:31:13	][IC] Morgan Austin: Şahane.
[09:31:35	][ME] Luther Campbell: yazıcıyı 2 eliyle alır ve masaya doğru koyar
[09:31:50	][ME] Morgan Austin: not defterini masaya koyar
[09:31:50	][ME] Luther Campbell: bilgisayarı 2 eliyle alır ve yavaşca masaya koyar
[09:31:55	]Morgan Austin ran 'Write' on item 'ENDÜSTRİ 24 TEL NO.' (#14011)
[09:32:05	][IC] Luther Campbell: Tamamdır.
[09:32:09	][IC] Morgan Austin: Elinize sağlık.
[09:32:10	][IC] Luther Campbell: Sıradaki iş kapı kilitlerini değiştirmekte.
[09:32:17	][IC] Morgan Austin: O zaman.
[09:32:18	]C24:i3.UNION-66 used command '/ExitAct'.
[09:32:29	][IC] Luther Campbell: Buraları kart ile açabiliyorsunuz diye biliyorum.
[09:32:32	][IC] Morgan Austin: Evet.
[09:32:35	][IC] Morgan Austin: Sanırsam.
[09:32:38	][IC] Morgan Austin: Bir tane daha.
[09:32:40	][IC] Morgan Austin: Masa lazım.
[09:32:44	][IC] Luther Campbell: Tamamdır.
[09:32:47	][IC] Luther Campbell: Bir tane daha vardı fabrikada.
[09:32:48	]C24:i3.UNION-66 rolled 1 out of 1 (+12 from Hız).
[09:32:48	]C24:i3.UNION-66 used command '/SkillRoll speed 1'.
[09:33:00	]Luther Campbell has spawned 'models/props_combine/breendesk.mdl'.
[09:33:03	]Morgan Austin entered observer.
[09:33:09	][Y] Luther Campbell: Kapı lütfen!
[09:33:11	]Morgan Austin exited observer at their location.
[09:33:13	][Y] Luther Campbell: Kartım yok.
[09:33:13	]C24:i3.UNION-66 rolled 9 out of 20 (+12 from Hız).
[09:33:13	]C24:i3.UNION-66 used command '/SkillRoll speed 20'.
[09:33:31	][ME] Luther Campbell: bilgisayarı tutar ve masya koyar
[09:33:41	][IC] Morgan Austin: Masa ortada değilmi sanki.
[09:33:43	][IC] Morgan Austin: Hmm.
[09:33:48	][IC] Luther Campbell: Koyduktan sonra sürükleyeceğim.
[09:33:50	][IC] Morgan Austin: Heee.
[09:33:51	][IC] Luther Campbell: Daha mantıklı.
[09:33:51	][IC] Morgan Austin: Doğru.
[09:34:07	]Luther Campbell entered observer.
[09:34:07	]Luther Campbell exited observer at their location.
[09:34:08	][IC] Morgan Austin: Elinize sağlık.
[09:34:31	][IC] Luther Campbell: Kendisi açıldı?
[09:34:33	][IC] Morgan Austin: Burası temiz.
[09:34:57	][IC] Luther Campbell: Bu kapılar.
[09:35:01	][IC] Morgan Austin: Evet.
[09:35:02	][IC] Luther Campbell: Smab'e bağlı olacak.
[09:35:08	][IC] Morgan Austin: Aynen öyle.
[09:35:12	]C24:i3.UNION-66 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[09:35:22	][ME] Luther Campbell: combine locku combine lock aracıyla söker
[09:35:24	]Luther Campbell has used a context menu option with the name: rb655_dissolve
[09:35:25	]C24:i3.UNION-66 ran 'take' on item 'Sivil Koruma Rasyonu' (#16147)
[09:35:25	]C24:i3.UNION-66 has gained a 'Sivil Koruma Rasyonu' #16147.
[09:35:34	]Luther Campbell used command '/DoorSetFaction smab'.
[09:35:43	][LOOC] Luther Campbell: kanka sivil medikal birliğine atamam lazım
[09:35:51	][LOOC] Luther Campbell: smab yok çünkü
[09:36:10	][LOOC] Morgan Austin: smb zaten SMAB diye geçiyo öyle biliyorum
[09:36:19	]Luther Campbell used command '/DoorSetFaction SMAB'.
[09:36:23	][LOOC] Luther Campbell: olmuyor
[09:36:36	][LOOC] Morgan Austin: şey yapman lazım
[09:36:38	]Luther Campbell used command '/DoorSetFaction civil medical'.
[09:36:42	][LOOC] Luther Campbell: t amam
[09:36:43	][LOOC] Morgan Austin: /doorsetownable ondan sonra faction
[09:36:50	][LOOC] Luther Campbell: sivil medical uniona bağladım
[09:36:53	][IC] Morgan Austin: Tamam.
[09:36:57	][IC] Luther Campbell: Kitlemeyi deneyin.
[09:37:00	][IC] Luther Campbell: Kilidini uzatayım.
[09:37:05	][ME] Luther Campbell: anahtarı evrir
[09:37:08	][ME] Morgan Austin: alır
[09:37:14	]Luther Campbell has used a context menu option with the name: rb655_dissolve
[09:37:21	][LOOC] Morgan Austin: doorsetownable yaptınmı 
[09:37:21	]Luther Campbell used command '/DoorSetFaction civil medical'.
[09:37:27	]Luther Campbell used command '/DoorSetOwnable'.
[09:37:34	]Luther Campbell used command '/DoorSetOwnable'.
[09:37:49	]Luther Campbell used command '/DoorSetOwnable'.
[09:37:50	]Luther Campbell used command '/DoorSetFaction civil medical'.
[09:37:53	][IC] Morgan Austin: Çok güzel.
[09:37:55	][IC] Morgan Austin: Teşekkürler.
[09:37:57	][OOC] C24:i3.UNION-66: bio kısıtlayıcıları ne yapıyorsunuz rebel gelse bu kadar uyarı vermez
[09:37:57	][IC] Luther Campbell: Herşey tamam.
[09:38:01	][IC] C24:i3.UNION-66: <:: Hmph. ::>
[09:38:04	][OOC] Luther Campbell: sdyfghsujgkp 
[09:38:05	][IC] Morgan Austin: Lan.
[09:38:07	][IC] Morgan Austin: O ses ne.
[09:38:08	][OOC] Luther Campbell: kanka kırmam gerekti
[09:38:13	][OOC] Luther Campbell: gel rolünü çevirelim
[09:38:15	][IC] C24:i3.UNION-66: <:: Shit! ::>
[09:38:21	][IC] Morgan Austin: Uhh.
[09:38:24	][IC] Morgan Austin: Hmm.
[09:38:27	]C24:i3.UNION-66 used command '/Radio smab içerisindeki bio kısıtlayıcılar bozulmuş'.
[09:38:28	][IC] Morgan Austin: Ahh.
[09:38:33	][IC] C24:i3.UNION-66: <:: Hey. ::>
[09:38:34	][IC] Morgan Austin: Merhabalar.
[09:38:42	][IC] C24:i3.UNION-66: <:: Bunları neden söktünüz. ::>
[09:38:43	][IC] Luther Campbell: Birimim merhaba.
[09:38:46	][IC] Luther Campbell: Şöyle bir durum var.
[09:38:59	][IC] Luther Campbell: Sib başkanın dediğine göre ve smab'inde dediğne göre.
[09:39:18	][IC] Luther Campbell: Kapıların kilidi değişcek dediler ve yeni bio kısıtlayıcı eklenecek dediler.
[09:39:22	][IC] Morgan Austin: SMAB başkanı benim eğer bilmiyosanız efendim.
[09:39:25	][IC] Luther Campbell: Elinizde fazladan varmı?
[09:39:45	][IC] C24:i3.UNION-66: <:: Neden bilgilendirilmedik? ::>
[09:39:54	][IC] Luther Campbell: Başkanın bilgilendirmesi gerekiyor.
[09:39:58	][IC] Luther Campbell: Bizim değil.
[09:40:11	][IC] C24:i3.UNION-66: <:: Izinsiz bio kısıtlayıcılar çıkarılamaz. ::>
[09:40:19	][IC] Luther Campbell: Haklısınız fakat iznim var.
[09:40:25	][IC] Morgan Austin: Aynen öyle.
[09:40:27	][IC] C24:i3.UNION-66: <:: Kim tarafından. ::>
[09:40:32	][IC] Luther Campbell: SIB Başkanı tarafından.
[09:40:43	][IC] Luther Campbell: Yeni bir bio kısıtlayıcı lazım.
[09:40:46	][IC] C24:i3.UNION-66: <:: Neden bize iletilmedi. ::>
[09:40:52	][IC] Luther Campbell: Bilmiyorum birimim.
[09:41:01	][IC] C24:i3.UNION-66: <:: Kayıtlı olmayan bir konuda ye ni bio kısıtlayıcı getiremem. ::>
[09:41:12	]C24:i3.UNION-66 ran 'take' on item 'Broken Biolock' (#16149)
[09:41:12	]C24:i3.UNION-66 has gained a 'Broken Biolock' #16149.
[09:41:17	][IC] Luther Campbell: Ozaman ben sib başkanı ile görüşeceğim.
[09:41:18	][IC] C24:i3.UNION-66: <:: Bunlar kırılmış. ::>
[09:41:21	][IC] C24:i3.UNION-66: <:: Çıkarılmamış. ::>
[09:41:26	][IC] Morgan Austin: Uhh.
[09:41:28	][IC] C24:i3.UNION-66: <:: Bunun için özel aletler oluyor. ::>
[09:41:37	][IT] Luther Campbell: çıkarılmış gibi gözüküyor
[09:41:47	][LOOC] Luther Campbell: çıkartmayı bulamadım onun rolünü yaptım
[09:41:58	][LOOC] C24:i3.UNION-66: nasıl çıkardın bunun için sivil korumanı escortluk etmesi veya bilgilendirilmesi lazım
[09:42:06	][LOOC] Luther Campbell: kanka victorian ile görüştüm
[09:42:28	][LOOC] C24:i3.UNION-66: o zaman buraya asla gelmedim uyarıda geçilmedi
[09:42:37	][LOOC] Luther Campbell: okey
[09:42:43	]C24:i3.UNION-66 ran 'drop' on item 'Broken Biolock' (#16149)
[09:42:43	]C24:i3.UNION-66 has lost a 'Broken Biolock' #16149.
[09:42:53	]Luther Campbell has spawned a 'Entity [2426][ix_combinelock]'.
[09:42:58	][IC] Morgan Austin: Şuraya bakalım.
[09:43:05	][IC] Luther Campbell: Bir saniye.
[09:43:14	]Luther Campbell has spawned a 'Entity [4467][ix_combinelock]'.
[09:43:14	]Morgan Austin entered observer.
[09:43:18	]Morgan Austin exited observer at their location.
[09:43:25	][IC] Luther Campbell: Kilitleyebiliyormusun.
[09:43:26	][IC] Luther Campbell: Oh.
[09:43:28	]Luther Campbell has used a context menu option with the name: remove
[09:43:39	]Luther Campbell has spawned a 'Entity [2613][ix_combinelock_cmru]'.
[09:43:42	][IC] Luther Campbell: Dene baklaım.
[09:43:47	]Morgan Austin used command '/CharSetClass morgan medical'.
[09:43:52	]Luther Campbell has used a context menu option with the name: remove
[09:43:57	][IC] Morgan Austin: Hey.
[09:44:06	][LOOC] Morgan Austin: onun levelini ayarlayabiliyodum la
[09:44:11	]Luther Campbell has spawned a 'Entity [2613][ix_combinelock]'.
[09:44:18	]Luther Campbell has used a context menu option with the name: remove
[09:44:25	]Luther Campbell has spawned a 'Entity [1062][ix_combinelock_dob]'.
[09:44:34	][IC] Luther Campbell: Deneyin bakalım.
[09:44:36	][LOOC] Morgan Austin: set  management acces falan diyodu
[09:44:39	]Luther Campbell has used a context menu option with the name: remove
[09:44:49	][LOOC] Morgan Austin: bi tekrardan yap
[09:44:58	][LOOC] Morgan Austin: bakalım istiyosan
[09:44:59	][LOOC] Luther Campbell: cwu koyayım?
[09:45:16	][LOOC] Morgan Austin: bence direkt böyle kalabilir
[09:45:25	][LOOC] Luther Campbell: tamam kalsın ozaman ben yemek yicem
[09:45:30	][LOOC] Morgan Austin: afiyet olsun
[09:45:33	][IC] Luther Campbell: Tamamdır.
[09:45:34	][IC] Luther Campbell: Bu kadardı.
[09:45:37	]Goblin has connected.
[09:45:39	][IC] Morgan Austin: Sağolun.
[09:45:43	][IC] Morgan Austin: Elinize sağlık.
[09:45:44	][IC] Luther Campbell: Başka birşey lazım olduğunda beni bulabilirsini.
[09:45:46	][IC] Luther Campbell: Iyi günler.
[09:45:52	][Y] Luther Campbell: Kapı.
[09:45:57	]Morgan Austin entered observer.
[09:45:59	]Morgan Austin exited observer at their location.
[09:46:01	]Morgan Austin entered observer.
[09:46:02	][IC] C24:i3.UNION-66: <:: Sıkıntı mı var? ::>
[09:46:05	]Morgan Austin exited observer at their location.
[09:46:07	][IC] Luther Campbell: Hayır efendim.
[09:46:12	][IC] Luther Campbell: Kapı kilitleri düzeltildi.
[09:46:14	][IC] C24:i3.UNION-66: <:: Kapı diye bağırdınız. ::>
[09:46:17	][IC] C24:i3.UNION-66: <:: Tamam. ::>
[09:46:20	][IC] Luther Campbell: Kapıyı açması lazımdı da.
[09:46:22	]Morgan Austin entered observer.
[09:46:33	]Morgan Austin exited observer at their location.
[09:46:33	]Morgan Austin entered observer.
[09:46:34	]Morgan Austin exited observer at their location.
[09:46:35	]Morgan Austin entered observer.
[09:46:35	]Morgan Austin exited observer at their location.
[09:46:38	]Goblin loaded the character 'S10/OWS.HURRICANE-45'
[09:46:40	]Luther Campbell entered observer.
[09:46:49	][IC] Morgan Austin: Cp bey.
[09:47:00	][IC] Morgan Austin: Ben şimdi  kapıyı nasıl kitleyeceğim.
[09:47:03	]S10/OWS.HURRICANE-45 ran 'EquipUn' on item 'Rappel Gear' (#15715)
[09:47:05	]S10/OWS.HURRICANE-45 ran 'EquipUn' on item 'MP5A3' (#15735)
[09:47:05	]S10/OWS.HURRICANE-45 has gained a '30rnd MP-şarjörü' #15779.
[09:47:06	]S10/OWS.HURRICANE-45 ran 'Equip' on item 'MP5A3' (#15735)
[09:47:07	]S10/OWS.HURRICANE-45 ran 'Equip' on item 'Rappel Gear' (#15715)
[09:47:14	][IC] C24:i3.UNION-66: <:: Rehberde bilgilendirilir. ::>
[09:47:23	][ME] S10/OWS.HURRICANE-45: Duvarda Asılı olan bölmeden MP5 Marka Silahını kavrar.
[09:47:23	][IC] C24:i3.UNION-66: <:: Ama özel keycardlar var. ::>
[09:47:29	][IC] C24:i3.UNION-66: <:: Öyle açabilirsin ve değiştirebilirsin. ::>
[09:47:32	][IC] Morgan Austin: Keycardı bana verseniz smab lideri olarak.
[09:47:36	]S10/OWS.HURRICANE-45 used command '/SC cmb'.
[09:47:51	][IC] C24:i3.UNION-66: <:: Görevim keycard taşımak değil ve buna yetkim yok. ::>
[09:47:58	][IC] Morgan Austin: Anladım.
[09:48:00	][IC] C24:i3.UNION-66: <:: Daha üst bir birimle konuşun. ::>
[09:48:05	][IC] Morgan Austin: Sağolun.
[09:48:06	]S10/OWS.HURRICANE-45 used command '/Radio Overwatch, Unit-45, 10-8, 10-76 Catwalks, Over.'.
[09:48:16	]Morgan Austin entered observer.
[09:48:42	]S10/OWS.HURRICANE-45 has lost a '30rnd MP-şarjörü' #15779.
[09:48:51	]S10/OWS.HURRICANE-45 has gained a '30rnd MP-şarjörü' #15779.
[09:48:51	]S10/OWS.HURRICANE-45 has lost a '30rnd MP-şarjörü' #15767.
[09:48:56	]S10/OWS.HURRICANE-45 ran 'removeMag' on item 'MP5A3' (#15735)
[09:48:56	]S10/OWS.HURRICANE-45 has gained a '30rnd MP-şarjörü' #15767.
[09:48:58	]S10/OWS.HURRICANE-45 ran 'EquipUn' on item 'MP5A3' (#15735)
[09:49:00	]S10/OWS.HURRICANE-45 ran 'clearChamber' on item 'MP5A3' (#15735)
[09:49:00	]S10/OWS.HURRICANE-45 has gained a 'SMG Mermisi' #16150.
[09:49:03	]S10/OWS.HURRICANE-45 ran 'drop' on item 'SMG Mermisi' (#16150)
[09:49:03	]S10/OWS.HURRICANE-45 has lost a 'SMG Mermisi' #16150.
[09:49:04	]S10/OWS.HURRICANE-45 ran 'Equip' on item 'MP5A3' (#15735)
[09:49:06	]S10/OWS.HURRICANE-45 has lost a '30rnd MP-şarjörü' #15779.
[09:49:44	]S10/OWS.HURRICANE-45 used command '/Radio Overwatch, Unit 45, 10-50 Catwalks, Over'.
[09:51:18	]Victorian has connected.
[09:51:47	]Luther Campbell has gone afk.
[09:52:14	]Revain loaded the character 'C24:i5.UNION-46'
[09:52:23	]C24:i5.UNION-46 entered observer.
[09:52:32	]C24:i5.UNION-46 exited observer at their location.
[09:52:37	][IC] C24:i3.UNION-66: <:: R u-46 10-20 ni raporla. ::>
[09:52:46	]C24:i5.UNION-46 used command '/Radio 10-8'.
[09:52:47	]C24:i3.UNION-66 used command '/Radio sistemde npr desin'.
[09:52:55	]Victorian loaded the character 'Alexander Ivanov'
[09:52:59	][IC] C24:i3.UNION-66: <:: UNION. ::>
[09:53:09	][IC] C24:i3.UNION-66: <:: Neden cmb radyosundan konuşuyorsun. ::>
[09:53:11	][LOOC] C24:i5.UNION-46: radioyu nasıl değişcez
[09:53:14	]Alexander Ivanov entered observer.
[09:53:19	][LOOC] C24:i3.UNION-66: /sc
[09:53:23	]Alexander Ivanov exited observer at their location.
[09:53:24	]C24:i5.UNION-46 used command '/SC TAC-3'.
[09:53:27	]C24:i5.UNION-46 used command '/Radio 10-8'.
[09:53:30	][IC] C24:i5.UNION-46: <:: Unit is on-duty, 10-8. ::>
[09:53:49	][IC] C24:i3.UNION-66: <:: Sanırım biosignalinde sıkıntı var. ::>
[09:53:51	][IC] Alexander Ivanov: Günaydın, beyler.
[09:54:06	]S10/OWS.HURRICANE-45 used command '/Radio Overwatch, Unit-45, 10-50 Catwalks, Area Clear Over'.
[09:54:07	][IC] Alexander Ivanov: Umarım işler iyidir.
[09:54:09	][LOOC] C24:i3.UNION-66: artık görünüyorsun:)
[09:54:17	][LOOC] Alexander Ivanov: evet 
[09:54:24	][IC] C24:i5.UNION-46: <:: Beyler? ::>
[09:54:30	][IC] Alexander Ivanov: Bu saatlerde sokaklar epey boş, değil mi?
[09:54:33	][LOOC] C24:i5.UNION-46: ben erkek gibimi görünüyorum sence
[09:54:41	][LOOC] Alexander Ivanov: yok normal SK
[09:55:01	][LOOC] C24:i3.UNION-66: sadece itaat et ağzımıza sıçar yoksa kademe 7dir bu
[09:55:04	][IC] C24:i3.UNION-66: <:: Iyi. ::>
[09:55:08	][ME] S10/OWS.HURRICANE-45: Sağ elini Kulağına götürür ve Sıkıca bastırır.
[09:55:13	][LOOC] Alexander Ivanov: administer seçiyo beni adam olun
[09:55:18	][LOOC] C24:i5.UNION-46: hassıktr
[09:55:21	][IC] Alexander Ivanov: Evet, dediğim gibi...
[09:55:22	][ME] S10/OWS.HURRICANE-45: Elini Kulağından çeker
[09:55:23	][IC] C24:i5.UNION-46: <:: Good. ::>
[09:55:35	][IC] Alexander Ivanov: Sizede iyi çalışmalar dilerim, baylar.
[09:55:45	][IC] C24:i3.UNION-66: <:: U-46. ::>
[09:55:52	][IC] C24:i3.UNION-66: <:: Sanırım biosignalinde sorun var. ::>
[09:55:57	][IC] C24:i5.UNION-46: <:: Confirmed as ADW on that suspect, 10-0. ::>
[09:55:58	][IC] C24:i3.UNION-66: <:: Nexus içerisinde npr bölgesinde gibi. ::>
[09:56:01	]Alexander Ivanov has acquired his ration, gaining 0 credits, 100 wages and a priority_ration ration.
[09:56:01	][IC] C24:i3.UNION-66: <:: Gözüktün. ::>
[09:56:06	][IC] C24:i5.UNION-46: <:: 10-8, standing by. ::>
[09:56:09	][IC] C24:i5.UNION-46: <:: Unit is 10-8, standing by. ::>
[09:56:11	][IC] C24:i5.UNION-46: <:: 10-8; standing by. ::>
[09:56:21	][LOOC] C24:i3.UNION-66: artık ingilizce konuşmuyoruz basit voicelinelar dışında airwatcha hava gözlem diyoruz
[09:56:28	]Alexander Ivanov ran 'Open' on item 'Öncelikli Loyalist Rasyonu' (#16151)
[09:56:29	]Alexander Ivanov has gained a 'Evrensel Birlik Çikolatası' #16152.
[09:56:29	]Alexander Ivanov has gained a 'Somon Biftek' #16153.
[09:56:29	]Alexander Ivanov has gained a 'Köpüklü Breen Suyu' #16154.
[09:56:29	]Alexander Ivanov has gained a '30 Kredi Kuponu' #16155.
[09:56:31	]Alexander Ivanov entered observer.
[09:56:32	]Alexander Ivanov exited observer at their location.
[09:56:32	][IC] C24:i5.UNION-46: <:: I have a 10-30, my 10-20; responding, code two. ::>
[09:56:35	]Alexander Ivanov entered observer.
[09:56:35	][LOOC] C24:i5.UNION-46: tamam
[09:56:36	]S10/OWS.HURRICANE-45 ran 'drop' on item 'Küçük Çanta' (#15709)
[09:56:36	]S10/OWS.HURRICANE-45 has lost a 'Küçük Çanta' #15709.
[09:56:40	][IC] C24:i3.UNION-66: <:: Gelir misin. ::>
[09:56:41	]S10/OWS.HURRICANE-45 ran 'take' on item 'Küçük Çanta' (#15709)
[09:56:41	]S10/OWS.HURRICANE-45 has gained a 'Küçük Çanta' #15709.
[09:56:41	][IC] C24:i5.UNION-46: <:: 10-97; that suspect is GOA. ::>
[09:56:45	][IC] C24:i3.UNION-66: <:: Biosignalin yanlış gösteriyor. ::>
[09:56:48	][IC] C24:i5.UNION-46: <:: 10-4,. ::>
[09:56:50	][IC] C24:i5.UNION-46: <:: 10-4. ::>
[09:56:52	][IC] C24:i3.UNION-66: <:: Tamam. ::>
[09:56:58	][IC] C24:i3.UNION-66: <:: Düzeldi sanırsam. ::>
[09:57:12	][LOOC] C24:i5.UNION-46: SESIM NEDEN KADIN CP GIBI DEĞILLLL
[09:57:14	][LOOC] C24:i3.UNION-66: nexustaki bir yere npr gösteriyor sıkıntı yok
[09:57:20	][LOOC] C24:i3.UNION-66: bütün sesler aynı
[09:57:22	]Luther Campbell is no longer afk. Total time spent AFK: 630
[09:57:28	][LOOC] C24:i3.UNION-66: kadın mısın erkek misin anlayamam 
[09:57:28	][IC] C24:i5.UNION-46: <:: I have 10-30 my 10-20, responding. ::>
[09:57:34	]Luther Campbell exited observer at their location.
[09:57:36	][IC] C24:i5.UNION-46: <:: I have a 10-30, my 10-20; responding, code two. ::>
[09:57:42	][IC] Luther Campbell: Sex.
[09:57:47	]Alexander Ivanov has used a context menu option with the name: remove
[09:57:53	][LOOC] C24:i5.UNION-46: ben neden i5 te kaldım yaw
[09:58:00	]Alexander Ivanov has fired a toolgun with the name: remover
[09:58:01	]Alexander Ivanov has fired a toolgun with the name: remover
[09:58:01	]Alexander Ivanov has fired a toolgun with the name: remover
[09:58:02	]Alexander Ivanov has fired a toolgun with the name: remover
[09:58:03	]Alexander Ivanov has fired a toolgun with the name: remover
[09:58:04	]Alexander Ivanov has fired a toolgun with the name: remover
[09:58:05	]Alexander Ivanov has fired a toolgun with the name: remover
[09:58:06	]Alexander Ivanov has fired a toolgun with the name: remover
[09:58:06	]Alexander Ivanov has fired a toolgun with the name: remover
[09:58:07	][LOOC] C24:i3.UNION-66: sen admin event charı değil misin
[09:58:07	]Alexander Ivanov has fired a toolgun with the name: remover
[09:58:10	]Alexander Ivanov exited observer at their location.
[09:58:10	]Alexander Ivanov entered observer.
