[10:41:31	]Deadasf has connected.
[11:43:26	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #985.
[11:43:26	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #979.
[11:43:26	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #981.
[11:43:26	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #983.
[11:43:27	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Goodfella Cigars' (#987)
[11:43:27	]C24:UNION:i1:Roller-7762 has gained a 'Goodfella Cigars' #987.
[11:43:27	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #995.
[11:43:27	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #991.
[11:43:27	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #989.
[11:43:27	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #990.
[11:43:27	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #988.
[11:43:27	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #994.
[11:43:27	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #993.
[11:43:27	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #992.
[11:43:28	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Goodfella Cigars' (#969)
[11:43:28	]C24:UNION:i1:Roller-7762 has gained a 'Goodfella Cigars' #969.
[11:43:28	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #977.
[11:43:28	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #970.
[11:43:28	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #973.
[11:43:28	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #975.
[11:43:28	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #972.
[11:43:28	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #974.
[11:43:28	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #976.
[11:43:28	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #971.
[11:43:29	]C24:UNION:i1:Roller-7762 has spawned a ciggie_goodfella.
[11:43:30	]C24:UNION:i1:Roller-7762 has spawned a ciggie_goodfella.
[11:43:30	]C24:UNION:i1:Roller-7762 has spawned a ciggie_goodfella.
[11:43:30	]C24:UNION:i1:Roller-7762 has spawned a ciggie_goodfella.
[11:43:32	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Goodfella Cigars' (#996)
[11:43:32	]C24:UNION:i1:Roller-7762 has gained a 'Goodfella Cigars' #996.
[11:43:32	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #997.
[11:43:32	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1002.
[11:43:32	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1001.
[11:43:32	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1000.
[11:43:32	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1004.
[11:43:32	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1003.
[11:43:32	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #999.
[11:43:32	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #998.
[11:43:34	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Goodfella Cigars' (#1023)
[11:43:34	]C24:UNION:i1:Roller-7762 has gained a 'Goodfella Cigars' #1023.
[11:43:34	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1031.
[11:43:34	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1027.
[11:43:34	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1030.
[11:43:34	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1026.
[11:43:34	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1025.
[11:43:34	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1029.
[11:43:34	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1028.
[11:43:34	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1024.
[11:43:34	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Goodfella Cigars' (#1005)
[11:43:34	]C24:UNION:i1:Roller-7762 has gained a 'Goodfella Cigars' #1005.
[11:43:35	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1012.
[11:43:35	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1013.
[11:43:35	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1009.
[11:43:35	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1007.
[11:43:35	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1006.
[11:43:35	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1011.
[11:43:35	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1008.
[11:43:35	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1010.
[11:43:36	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Goodfella Cigars' (#1014)
[11:43:36	]C24:UNION:i1:Roller-7762 has gained a 'Goodfella Cigars' #1014.
[11:43:36	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1018.
[11:43:36	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1019.
[11:43:36	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1016.
[11:43:36	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1022.
[11:43:36	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1020.
[11:43:36	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1021.
[11:43:36	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1017.
[11:43:36	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1015.
[11:44:07	]Hector Palaiologos exited observer at their location.
[11:44:07	]Hector Palaiologos entered observer.
[11:44:08	]C24:UNION:i1:Roller-7762 has transferred a 'Goodfella Cigars' #987 to a container with the name 'Vending Machine' #428.
[11:44:08	]Hector Palaiologos exited observer at their location.
[11:44:09	]C24:UNION:i1:Roller-7762 has transferred a 'Goodfella Cigars' #978 to a container with the name 'Vending Machine' #428.
[11:44:10	]C24:UNION:i1:Roller-7762 has transferred a 'Goodfella Cigars' #1014 to a container with the name 'Vending Machine' #428.
[11:44:12	]C24:UNION:i1:Roller-7762 has transferred a 'Goodfella Cigars' #1005 to a container with the name 'Vending Machine' #428.
[11:44:13	]C24:UNION:i1:Roller-7762 has transferred a 'Goodfella Cigars' #1023 to a container with the name 'Vending Machine' #428.
[11:44:17	]C24:UNION:i1:Roller-7762 has transferred a 'Goodfella Cigars' #996 to a container with the name 'Vending Machine' #428.
[11:44:19	]C24:UNION:i1:Roller-7762 has transferred a 'Goodfella Cigars' #969 to a container with the name 'Vending Machine' #428.
[11:44:21	]Hector Palaiologos entered observer.
[11:44:52	]Hector Palaiologos exited observer at their location.
[11:44:53	]Hector Palaiologos entered observer.
[11:44:53	]Hector Palaiologos exited observer at their location.
[11:45:03	]Hector Palaiologos has spawned 'models/props_urban/highway_barrel001.mdl'.
[11:45:28	]Hector Palaiologos has spawned 'models/player/ctm_sas_variantb.mdl'.
[11:46:02	]Hector Palaiologos ran 'drop' on item '17rnd Usp-magazine' (#966)
[11:46:02	]Hector Palaiologos has lost a '17rnd Usp-magazine' #966.
[11:46:33	]Hector Palaiologos ran 'drop' on item '30rnd MP-magazine' (#967)
[11:46:33	]Hector Palaiologos has lost a '30rnd MP-magazine' #967.
[11:46:38	]Hector Palaiologos ran 'drop' on item '9mm Pistol Bullets' (#964)
[11:46:38	]Hector Palaiologos has lost a '9mm Pistol Bullets' #964.
[11:46:40	]C24:UNION:i1:Roller-7762 used command '/CharGiveCredits roller 5000'.
[11:46:58	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Goodfella Cigars' (#996)
[11:46:58	]C24:UNION:i1:Roller-7762 has gained a 'Goodfella Cigars' #996.
[11:46:58	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #997.
[11:46:58	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1002.
[11:46:58	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1001.
[11:46:58	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1000.
[11:46:58	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1004.
[11:46:58	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1003.
[11:46:58	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #999.
[11:46:58	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #998.
[11:47:10	]Hector Palaiologos has spawned 'models/props_misc/military_sign02.mdl'.
[11:47:26	]Hector Palaiologos entered observer.
[11:47:28	]C24:UNION:i1:Roller-7762 has spawned a ciggie_pack.
[11:47:31	]Hector Palaiologos exited observer at their location.
[11:47:33	]C24:UNION:i1:Roller-7762 has spawned a ciggie_pack.
[11:47:34	]C24:UNION:i1:Roller-7762 has spawned a ciggie_pack.
[11:47:34	]C24:UNION:i1:Roller-7762 has spawned a ciggie_pack.
[11:47:34	]C24:UNION:i1:Roller-7762 has spawned a ciggie_pack.
[11:47:34	]C24:UNION:i1:Roller-7762 has spawned a ciggie_pack.
[11:47:37	]C24:UNION:i1:Roller-7762 has spawned a ciggie_pack.
[11:47:39	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Benefactor Edition Cigarette Pack' (#1086)
[11:47:39	]C24:UNION:i1:Roller-7762 has gained a 'Benefactor Edition Cigarette Pack' #1086.
[11:47:39	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1094.
[11:47:39	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1090.
[11:47:39	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1093.
[11:47:39	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1087.
[11:47:39	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1091.
[11:47:39	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1092.
[11:47:39	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1089.
[11:47:39	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1088.
[11:47:42	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Benefactor Edition Cigarette Pack' (#1068)
[11:47:42	]C24:UNION:i1:Roller-7762 has gained a 'Benefactor Edition Cigarette Pack' #1068.
[11:47:42	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1073.
[11:47:42	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1076.
[11:47:42	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1072.
[11:47:42	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1075.
[11:47:42	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1071.
[11:47:42	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1069.
[11:47:42	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1074.
[11:47:42	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1070.
[11:47:42	]Hector Palaiologos destroyed a '9mm Pistol Bullets' #964.
[11:47:43	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Benefactor Edition Cigarette Pack' (#1050)
[11:47:43	]C24:UNION:i1:Roller-7762 has gained a 'Benefactor Edition Cigarette Pack' #1050.
[11:47:43	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1058.
[11:47:43	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1054.
[11:47:43	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1051.
[11:47:43	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1052.
[11:47:43	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1056.
[11:47:43	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1057.
[11:47:43	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1053.
[11:47:43	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1055.
[11:47:44	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Benefactor Edition Cigarette Pack' (#1041)
[11:47:45	]C24:UNION:i1:Roller-7762 has gained a 'Benefactor Edition Cigarette Pack' #1041.
[11:47:45	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1042.
[11:47:45	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1046.
[11:47:45	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1048.
[11:47:45	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1049.
[11:47:45	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1045.
[11:47:45	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1044.
[11:47:45	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1043.
[11:47:45	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1047.
[11:47:45	]Hector Palaiologos destroyed a '17rnd Usp-magazine' #966.
[11:47:46	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Benefactor Edition Cigarette Pack' (#1032)
[11:47:46	]C24:UNION:i1:Roller-7762 has gained a 'Benefactor Edition Cigarette Pack' #1032.
[11:47:46	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1040.
[11:47:46	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1036.
[11:47:46	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1039.
[11:47:46	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1035.
[11:47:46	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1037.
[11:47:46	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1033.
[11:47:46	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1034.
[11:47:46	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1038.
[11:47:47	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Benefactor Edition Cigarette Pack' (#1059)
[11:47:47	]C24:UNION:i1:Roller-7762 has gained a 'Benefactor Edition Cigarette Pack' #1059.
[11:47:47	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1067.
[11:47:47	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1063.
[11:47:47	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1066.
[11:47:47	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1062.
[11:47:47	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1061.
[11:47:47	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1060.
[11:47:47	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1065.
[11:47:47	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1064.
[11:47:48	]Hector Palaiologos entered observer.
[11:47:49	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Benefactor Edition Cigarette Pack' (#1077)
[11:47:49	]C24:UNION:i1:Roller-7762 has gained a 'Benefactor Edition Cigarette Pack' #1077.
[11:47:49	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1085.
[11:47:49	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1078.
[11:47:49	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1083.
[11:47:49	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1084.
[11:47:49	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1081.
[11:47:49	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1080.
[11:47:49	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1079.
[11:47:49	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1082.
[11:47:55	]Hector Palaiologos destroyed a '30rnd MP-magazine' #967.
[11:47:59	]C24:UNION:i1:Roller-7762 has transferred a 'Benefactor Edition Cigarette Pack' #1077 to a container with the name 'Vending Machine' #428.
[11:48:00	]C24:UNION:i1:Roller-7762 has transferred a 'Benefactor Edition Cigarette Pack' #1068 to a container with the name 'Vending Machine' #428.
[11:48:02	]C24:UNION:i1:Roller-7762 has transferred a 'Benefactor Edition Cigarette Pack' #1059 to a container with the name 'Vending Machine' #428.
[11:48:03	]C24:UNION:i1:Roller-7762 has transferred a 'Benefactor Edition Cigarette Pack' #1086 to a container with the name 'Vending Machine' #428.
[11:48:04	]Hector Palaiologos exited observer at their location.
[11:48:04	]Hector Palaiologos entered observer.
[11:48:05	]C24:UNION:i1:Roller-7762 has transferred a 'Benefactor Edition Cigarette Pack' #1032 to a container with the name 'Vending Machine' #428.
[11:48:06	]Hector Palaiologos exited observer at their location.
[11:48:06	]C24:UNION:i1:Roller-7762 has transferred a 'Benefactor Edition Cigarette Pack' #1041 to a container with the name 'Vending Machine' #428.
[11:48:06	]Hector Palaiologos entered observer.
[11:48:07	]Hector Palaiologos exited observer at their location.
[11:48:07	]C24:UNION:i1:Roller-7762 has transferred a 'Benefactor Edition Cigarette Pack' #1050 to a container with the name 'Vending Machine' #428.
[11:48:19	]Hector Palaiologos entered observer.
[11:48:40	]Hector Palaiologos ran 'take' on item 'SR-1A' (#842)
[11:48:40	]Hector Palaiologos has gained a 'SR-1A' #842.
[11:48:42	]Hector Palaiologos exited observer at their location.
[11:48:42	]Hector Palaiologos entered observer.
[11:48:44	]Hector Palaiologos exited observer at their location.
[11:48:47	]Hector Palaiologos entered observer.
[11:48:48	]Hector Palaiologos exited observer at their location.
[11:48:48	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Benefactor Edition Cigarette Pack' (#1077)
[11:48:48	]C24:UNION:i1:Roller-7762 has gained a 'Benefactor Edition Cigarette Pack' #1077.
[11:48:48	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1085.
[11:48:48	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1078.
[11:48:48	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1083.
[11:48:48	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1084.
[11:48:48	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1081.
[11:48:48	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1080.
[11:48:48	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1079.
[11:48:48	]C24:UNION:i1:Roller-7762 has gained a 'Cigarette' #1082.
[11:48:49	]Hector Palaiologos entered observer.
[11:48:50	]Hector Palaiologos exited observer at their location.
[11:48:53	]C24:UNION:i1:Roller-7762 has transferred a 'Benefactor Edition Cigarette Pack' #1077 to a container with the name 'Vending Machine' #428.
[11:50:10	]C24:UNION:i1:Roller-7762 has spawned a lighter.
[11:50:10	]C24:UNION:i1:Roller-7762 has spawned a lighter.
[11:50:11	]C24:UNION:i1:Roller-7762 has spawned a lighter.
[11:50:11	]C24:UNION:i1:Roller-7762 has spawned a lighter.
[11:50:11	]C24:UNION:i1:Roller-7762 has spawned a lighter.
[11:50:11	]C24:UNION:i1:Roller-7762 has spawned a lighter.
[11:50:12	]C24:UNION:i1:Roller-7762 has spawned a lighter.
[11:50:12	]C24:UNION:i1:Roller-7762 has spawned a lighter.
[11:50:15	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Plastic Lighter' (#1100)
[11:50:15	]C24:UNION:i1:Roller-7762 has gained a 'Plastic Lighter' #1100.
[11:50:16	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Plastic Lighter' (#1099)
[11:50:16	]C24:UNION:i1:Roller-7762 has gained a 'Plastic Lighter' #1099.
[11:50:17	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Plastic Lighter' (#1102)
[11:50:17	]C24:UNION:i1:Roller-7762 has gained a 'Plastic Lighter' #1102.
[11:50:18	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Plastic Lighter' (#1097)
[11:50:18	]C24:UNION:i1:Roller-7762 has gained a 'Plastic Lighter' #1097.
[11:50:21	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Plastic Lighter' (#1101)
[11:50:21	]C24:UNION:i1:Roller-7762 has gained a 'Plastic Lighter' #1101.
[11:50:22	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Plastic Lighter' (#1095)
[11:50:23	]C24:UNION:i1:Roller-7762 has gained a 'Plastic Lighter' #1095.
[11:50:24	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Plastic Lighter' (#1096)
[11:50:24	]C24:UNION:i1:Roller-7762 has gained a 'Plastic Lighter' #1096.
[11:50:25	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Plastic Lighter' (#1098)
[11:50:25	]C24:UNION:i1:Roller-7762 has gained a 'Plastic Lighter' #1098.
[11:50:30	]C24:UNION:i1:Roller-7762 has transferred a 'Plastic Lighter' #1096 to a container with the name 'Vending Machine' #428.
[11:50:32	]C24:UNION:i1:Roller-7762 has transferred a 'Plastic Lighter' #1099 to a container with the name 'Vending Machine' #428.
[11:50:33	]C24:UNION:i1:Roller-7762 has transferred a 'Plastic Lighter' #1095 to a container with the name 'Vending Machine' #428.
[11:50:34	]C24:UNION:i1:Roller-7762 has transferred a 'Plastic Lighter' #1101 to a container with the name 'Vending Machine' #428.
[11:50:36	]C24:UNION:i1:Roller-7762 has transferred a 'Plastic Lighter' #1100 to a container with the name 'Vending Machine' #428.
[11:50:37	]C24:UNION:i1:Roller-7762 has transferred a 'Plastic Lighter' #1097 to a container with the name 'Vending Machine' #428.
[11:50:39	]C24:UNION:i1:Roller-7762 has transferred a 'Plastic Lighter' #1102 to a container with the name 'Vending Machine' #428.
[11:50:42	]C24:UNION:i1:Roller-7762 has transferred a 'Plastic Lighter' #1098 to a container with the name 'Vending Machine' #428.
