[15:19:52	]Oktawiangr has connected.
[15:50:21	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:50:21	]Lt. Anastasiy Jegorowich entered observer.
[15:50:22	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:50:22	]Lt. Anastasiy Jegorowich entered observer.
[15:50:23	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:50:23	]Lt. Anastasiy Jegorowich entered observer.
[15:50:28	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:50:28	]Recik has spawned 'models/props_c17/oildrum001.mdl'.
[15:50:31	]Recik has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[15:50:35	]Recik has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[15:50:38	]Recik has spawned 'models/props_c17/oildrum001.mdl'.
[15:50:41	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:50:43	]Recik has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[15:50:46	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:50:51	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:50:52	]Recik has spawned 'models/props_junk/propane_tank001a.mdl'.
[15:50:58	]Recik has spawned 'models/props_junk/propane_tank001a.mdl'.
[15:50:59	]Recik has spawned 'models/props_junk/propane_tank001a.mdl'.
[15:51:00	]Lt. Anastasiy Jegorowich entered observer.
[15:51:00	]Recik has spawned 'models/props_junk/propane_tank001a.mdl'.
[15:51:01	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:51:04	]Recik has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[15:51:04	]Recik has used a context menu option with the name: persist
[15:51:05	]Recik has enabled persistence for 'models/props_c17/oildrum001_explosive.mdl'.
[15:51:05	]Recik has used a context menu option with the name: persist
[15:51:05	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:51:05	]Recik has enabled persistence for 'models/props_c17/oildrum001_explosive.mdl'.
[15:51:05	]Recik has used a context menu option with the name: persist
[15:51:06	]Recik has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[15:51:06	]Recik has used a context menu option with the name: persist
[15:51:07	]Recik has enabled persistence for 'models/props_c17/oildrum001_explosive.mdl'.
[15:51:07	]Recik has used a context menu option with the name: persist
[15:51:07	]Recik has enabled persistence for 'models/props_junk/propane_tank001a.mdl'.
[15:51:07	]Recik has used a context menu option with the name: persist
[15:51:08	]Recik has enabled persistence for 'models/props_junk/propane_tank001a.mdl'.
[15:51:08	]Recik has used a context menu option with the name: persist
[15:51:09	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:51:09	]Recik has enabled persistence for 'models/props_junk/propane_tank001a.mdl'.
[15:51:09	]Recik has used a context menu option with the name: persist
[15:51:13	]Lt. Anastasiy Jegorowich has used a context menu option with the name: rb655_door_open
[15:51:15	]Sgt. Richard Levittoux has changed Sgt. Richard Levittoux's bodygroups.
[15:51:20	]Lt. Anastasiy Jegorowich entered observer.
[15:51:21	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:51:21	]Recik has spawned 'models/props_wasteland/dockplank01b.mdl'.
[15:51:23	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:51:24	]Recik has spawned 'models/props_wasteland/dockplank01b.mdl'.
[15:51:25	]Lt. Anastasiy Jegorowich has used a context menu option with the name: remove
[15:51:27	]Lt. Anastasiy Jegorowich entered observer.
[15:51:30	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:51:30	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:51:36	]Recik entered observer.
[15:51:36	]Recik exited observer at their location.
[15:51:36	]Lt. Anastasiy Jegorowich entered observer.
[15:51:39	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:51:43	]Recik has spawned 'models/props_wasteland/dockplank01b.mdl'.
[15:51:48	]Lt. Anastasiy Jegorowich has spawned 'models/hunter/plates/plate1x3.mdl'.
[15:51:49	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:51:51	]Lt. Anastasiy Jegorowich has spawned 'models/hunter/plates/plate2x5.mdl'.
[15:51:53	]Lt. Anastasiy Jegorowich has spawned 'models/hunter/plates/plate4x5.mdl'.
[15:51:55	]Lt. Anastasiy Jegorowich has spawned 'models/hunter/plates/plate2x3.mdl'.
[15:52:00	]Recik has enabled persistence for 'models/props_wasteland/dockplank01b.mdl'.
[15:52:00	]Recik has used a context menu option with the name: persist
[15:52:13	]Chogacz has unloaded their "LT CHUJ DUPKA CIPKA" character.
[15:52:16	]Chogacz loaded the character 'LT CHUJ DUPKA CIPKA'
[15:52:19	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: material
[15:52:26	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: nocollideworld
[15:52:30	]Lt. Anastasiy Jegorowich entered observer.
[15:52:33	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:52:45	]Sgt. Richard Levittoux entered observer.
[15:52:46	]Recik has spawned a expo_battery.
[15:52:49	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: sh_persist
[15:52:49	]Lt. Anastasiy Jegorowich has enabled persistence for 'models/hunter/plates/plate2x3.mdl'.
[15:52:50	]Sgt. Richard Levittoux exited observer at their location.
[15:52:57	]Recik has spawned a expo_gearbox.
[15:53:00	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:53:01	]Sgt. Richard Levittoux entered observer.
[15:53:02	]Sgt. Richard Levittoux exited observer at their location.
[15:53:03	]Recik has used a context menu option with the name: remove
[15:53:03	]Lt. Anastasiy Jegorowich has used a context menu option with the name: remove
[15:53:23	]LT CHUJ DUPKA CIPKA ran SAM command 'goto' with arguments: 'Lt.'
[15:53:25	]Recik has spawned a junk_bucket.
[15:53:33	]Recik has spawned a junk_receiver.
[15:53:41	]Lt. Anastasiy Jegorowich entered observer.
[15:53:43	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:53:50	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:53:54	]Lt. Anastasiy Jegorowich has used a context menu option with the name: rb655_door_open
[15:53:57	]Lt. Anastasiy Jegorowich has used a context menu option with the name: remove
[15:54:00	]Recik entered observer.
[15:54:00	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:54:08	]Lt. Anastasiy Jegorowich has spawned 'models/hunter/plates/plate4x5.mdl'.
[15:54:10	]Sgt. Richard Levittoux entered observer.
[15:54:12	]Sgt. Richard Levittoux exited observer at their location.
[15:54:12	]Lt. Anastasiy Jegorowich has spawned 'models/hunter/plates/plate3x4.mdl'.
[15:54:20	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:54:23	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: material
[15:54:26	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: nocollideworld
[15:54:34	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: sh_persist
[15:54:34	]Lt. Anastasiy Jegorowich has enabled persistence for 'models/hunter/plates/plate3x4.mdl'.
[15:54:36	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:54:38	]LT CHUJ DUPKA CIPKA has changed LT CHUJ DUPKA CIPKA's bodygroups.
[15:54:40	]Lt. Anastasiy Jegorowich has spawned 'models/hunter/plates/plate2x3.mdl'.
[15:54:51	]Sgt. Richard Levittoux entered observer.
[15:54:54	]Sgt. Richard Levittoux exited observer at their location.
[15:54:55	]Sgt. Richard Levittoux entered observer.
[15:54:56	]Sgt. Richard Levittoux exited observer at their location.
[15:54:57	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: material
[15:54:58	]LT CHUJ DUPKA CIPKA ran SAM command 'goto' with arguments: 'Lt.'
[15:55:00	]Sgt. Richard Levittoux entered observer.
[15:55:01	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: nocollideworld
[15:55:05	]Sgt. Richard Levittoux exited observer at their location.
[15:55:06	]Lt. Anastasiy Jegorowich entered observer.
[15:55:07	]Sgt. Richard Levittoux entered observer.
[15:55:11	]Sgt. Richard Levittoux exited observer at their location.
[15:55:11	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:55:12	]Lt. Anastasiy Jegorowich entered observer.
[15:55:17	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:55:18	]Recik exited observer at their location.
[15:55:19	]Lt. Anastasiy Jegorowich entered observer.
[15:55:23	]Recik entered observer.
[15:55:24	]Eustachy Motyka przeszedł w tryb AFK.
[15:55:27	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: sh_persist
[15:55:27	]Lt. Anastasiy Jegorowich has enabled persistence for 'models/hunter/plates/plate2x3.mdl'.
[15:55:27	]Recik exited observer at their location.
[15:55:28	]Recik entered observer.
[15:55:31	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:55:36	]Sgt. Richard Levittoux entered observer.
[15:55:36	]Lt. Anastasiy Jegorowich entered observer.
[15:55:37	]LT CHUJ DUPKA CIPKA entered observer.
[15:55:42	]Sgt. Richard Levittoux exited observer at their location.
[15:55:48	]Sgt. Richard Levittoux entered observer.
[15:55:48	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:55:52	]Lt. Anastasiy Jegorowich has used a context menu option with the name: rb655_door_open
[15:55:56	]Lt. Anastasiy Jegorowich has used a context menu option with the name: remove
[15:55:58	]Sgt. Richard Levittoux exited observer at their location.
[15:56:00	]Sgt. Richard Levittoux entered observer.
[15:56:09	]Lt. Anastasiy Jegorowich entered observer.
[15:56:10	]Sgt. Richard Levittoux exited observer at their location.
[15:56:12	]Sgt. Richard Levittoux entered observer.
[15:56:24	]Sgt. Richard Levittoux exited observer at their location.
[15:56:36	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:56:36	]Sgt. Richard Levittoux entered observer.
[15:56:38	]Sgt. Richard Levittoux exited observer at their location.
[15:56:51	]Sgt. Richard Levittoux entered observer.
[15:56:53	]Lt. Anastasiy Jegorowich entered observer.
[15:57:01	]LT CHUJ DUPKA CIPKA exited observer.
[15:57:03	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:57:03	]LT CHUJ DUPKA CIPKA entered observer.
[15:57:10	]Lt. Anastasiy Jegorowich entered observer.
[15:57:10	]Sgt. Richard Levittoux exited observer at their location.
[15:57:13	]LT CHUJ DUPKA CIPKA exited observer.
[15:57:17	]LT CHUJ DUPKA CIPKA ran SAM command 'goto' with arguments: 'Lt.'
[15:57:17	]Sgt. Richard Levittoux has used a context menu option with the name: rb655_door_open
[15:57:20	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:57:22	]Lt. Anastasiy Jegorowich has used a context menu option with the name: rb655_door_open
[15:57:24	]Recik exited observer at their location.
[15:57:25	]Lt. Anastasiy Jegorowich has used a context menu option with the name: remove
[15:57:26	]Sgt. Richard Levittoux entered observer.
[15:57:27	]Sgt. Richard Levittoux exited observer at their location.
[15:57:47	]Recik entered observer.
[15:57:49	]Recik exited observer at their location.
[15:57:50	]Recik entered observer.
[15:57:50	]Eustachy Motyka created the character 'Boiko Dulkiewicz'
[15:57:51	]Eustachy Motyka loaded the character 'Boiko Dulkiewicz'
[15:57:51	]Boiko Dulkiewicz nie jest już AFK. Całkowity czas spędzony AFK:  445
[15:57:51	]Boiko Dulkiewicz has gained a 'Karta identyfikacyjna #75002' #6836.
[15:57:51	]Boiko Dulkiewicz has gained a 'Latarka' #6837.
[15:57:51	]Boiko Dulkiewicz has gained a 'Mała torba' #6838.
[15:57:51	]Boiko Dulkiewicz has gained a 'Duża torba' #6839.
[15:57:51	]Boiko Dulkiewicz has gained a 'Czerwony uniform' #6840.
[15:57:51	]Boiko Dulkiewicz has gained a 'Cywilne luźne spodnie' #6841.
[15:57:51	]Boiko Dulkiewicz has gained a 'Buty z brązowej skóry' #6842.
[15:57:51	]Recik exited observer at their location.
[15:57:52	]Recik entered observer.
[15:57:52	]Recik exited observer at their location.
[15:57:53	]Recik entered observer.
[15:57:54	]Recik exited observer at their location.
[15:57:54	]Boiko Dulkiewicz entered observer.
[15:57:56	]Recik entered observer.
[15:57:57	]Lt. Anastasiy Jegorowich entered observer.
[15:57:58	]Recik exited observer at their location.
[15:57:59	]Recik entered observer.
[15:57:59	]Recik exited observer at their location.
[15:58:00	]Recik entered observer.
[15:58:02	]Recik exited observer at their location.
[15:58:03	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:58:03	]Recik entered observer.
[15:58:04	]Lt. Anastasiy Jegorowich entered observer.
[15:58:04	]LT CHUJ DUPKA CIPKA has given himself a spade.
[15:58:04	]LT CHUJ DUPKA CIPKA has gained a 'Szpadel' #6843.
[15:58:05	]Recik exited observer at their location.
[15:58:05	]LT CHUJ DUPKA CIPKA has given himself a spade.
[15:58:05	]LT CHUJ DUPKA CIPKA has gained a 'Szpadel' #6844.
[15:58:05	]Recik entered observer.
[15:58:07	]Recik exited observer at their location.
[15:58:07	]LT CHUJ DUPKA CIPKA ran 'drop' on item 'Szpadel' (#6843)
[15:58:07	]LT CHUJ DUPKA CIPKA has lost a 'Szpadel' #6843.
[15:58:11	]LT CHUJ DUPKA CIPKA has given himself a spade.
[15:58:11	]LT CHUJ DUPKA CIPKA has gained a 'Szpadel' #6845.
[15:58:12	]LT CHUJ DUPKA CIPKA ran 'drop' on item 'Szpadel' (#6845)
[15:58:12	]LT CHUJ DUPKA CIPKA has lost a 'Szpadel' #6845.
[15:58:13	]Boiko Dulkiewicz ran 'drop' on item 'Buty z brązowej skóry' (#6842)
[15:58:13	]Boiko Dulkiewicz has lost a 'Buty z brązowej skóry' #6842.
[15:58:14	]Boiko Dulkiewicz ran 'drop' on item 'Czerwony uniform' (#6840)
[15:58:14	]Boiko Dulkiewicz has lost a 'Czerwony uniform' #6840.
[15:58:15	]Boiko Dulkiewicz ran 'drop' on item 'Cywilne luźne spodnie' (#6841)
[15:58:15	]Boiko Dulkiewicz has lost a 'Cywilne luźne spodnie' #6841.
[15:58:17	]LT CHUJ DUPKA CIPKA has given himself a spade.
[15:58:17	]LT CHUJ DUPKA CIPKA has gained a 'Szpadel' #6846.
[15:58:18	]LT CHUJ DUPKA CIPKA ran 'drop' on item 'Szpadel' (#6846)
[15:58:18	]LT CHUJ DUPKA CIPKA has lost a 'Szpadel' #6846.
[15:58:23	]Boiko Dulkiewicz has used a context menu option with the name: remove
[15:58:24	]Boiko Dulkiewicz has used a context menu option with the name: remove
[15:58:24	]Boiko Dulkiewicz has used a context menu option with the name: remove
[15:58:39	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:58:40	]Lt. Anastasiy Jegorowich entered observer.
[15:58:41	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:58:44	]LT CHUJ DUPKA CIPKA has given himself a flare.
[15:58:44	]LT CHUJ DUPKA CIPKA has gained a 'Flara' #6847.
[15:58:45	]LT CHUJ DUPKA CIPKA has given himself a flare.
[15:58:45	]LT CHUJ DUPKA CIPKA has gained a 'Flara' #6848.
[15:58:45	]LT CHUJ DUPKA CIPKA has given himself a flare.
[15:58:45	]LT CHUJ DUPKA CIPKA has gained a 'Flara' #6849.
[15:58:46	]Boiko Dulkiewicz exited observer at their location.
[15:58:47	]LT CHUJ DUPKA CIPKA has given himself a flare.
[15:58:47	]LT CHUJ DUPKA CIPKA has gained a 'Flara' #6850.
[15:58:47	]LT CHUJ DUPKA CIPKA has given himself a flare.
[15:58:47	]LT CHUJ DUPKA CIPKA has gained a 'Flara' #6851.
[15:58:48	]Recik entered observer.
[15:58:48	]LT CHUJ DUPKA CIPKA has given himself a flare.
[15:58:48	]LT CHUJ DUPKA CIPKA has gained a 'Flara' #6852.
[15:58:48	]Lt. Anastasiy Jegorowich entered observer.
[15:58:49	]LT CHUJ DUPKA CIPKA ran 'drop' on item 'Flara' (#6847)
[15:58:49	]LT CHUJ DUPKA CIPKA has lost a 'Flara' #6847.
[15:58:50	]LT CHUJ DUPKA CIPKA ran 'drop' on item 'Flara' (#6852)
[15:58:50	]LT CHUJ DUPKA CIPKA has lost a 'Flara' #6852.
[15:58:50	]LT CHUJ DUPKA CIPKA ran 'drop' on item 'Flara' (#6851)
[15:58:50	]LT CHUJ DUPKA CIPKA has lost a 'Flara' #6851.
[15:58:51	]LT CHUJ DUPKA CIPKA ran 'drop' on item 'Flara' (#6850)
[15:58:51	]LT CHUJ DUPKA CIPKA has lost a 'Flara' #6850.
[15:58:52	]LT CHUJ DUPKA CIPKA ran 'drop' on item 'Flara' (#6849)
[15:58:52	]LT CHUJ DUPKA CIPKA has lost a 'Flara' #6849.
[15:58:52	]LT CHUJ DUPKA CIPKA ran 'drop' on item 'Flara' (#6848)
[15:58:52	]LT CHUJ DUPKA CIPKA has lost a 'Flara' #6848.
[15:58:54	]Boiko Dulkiewicz used command '/CharGiveFlag boiko'.
[15:58:55	]Boiko Dulkiewicz used command '/CharGiveFlag Boiko Dulkiewicz CJLMNQTUacefinpqrt'.
[15:58:57	]Lt. Anastasiy Jegorowich ran SAM command 'goto' with arguments: 'CHUJ'
[15:58:58	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:59:06	]Lt. Anastasiy Jegorowich used command '/CharGiveFlag chuj petru'.
[15:59:07	]Boiko Dulkiewicz entered observer.
[15:59:08	]Lt. Anastasiy Jegorowich entered observer.
[15:59:08	]Lt. Anastasiy Jegorowich exited observer at their location.
[15:59:14	]Boiko Dulkiewicz exited observer at their location.
[15:59:17	]Boiko Dulkiewicz entered observer.
[15:59:18	]Boiko Dulkiewicz exited observer at their location.
[15:59:20	]Sgt. Richard Levittoux has spawned a skrzynia.
[15:59:23	]Lt. Anastasiy Jegorowich entered observer.
[15:59:26	]Sgt. Richard Levittoux has used a context menu option with the name: remove
[15:59:26	]Boiko Dulkiewicz has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[15:59:30	]LT CHUJ DUPKA CIPKA has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[15:59:31	]Boiko Dulkiewicz has spawned 'models/props_junk/wood_crate001a.mdl'.
