[16:53:08	]Coloss s'est connecté.
[17:11:09	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:11:12	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:11:12	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:11:15	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:11:16	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:11:18	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:11:27	]C13/Disp.AI-07 a effectué une recherche admin 'Grosse caisse en bois'.
[17:11:27	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : wncontainer_view
[17:11:30	]C13/Disp.AI-07 a effectué une recherche admin 'Grosse caisse en bois'.
[17:11:41	]C13/Disp.AI-07 a effectué une recherche admin 'Grosse caisse en bois'.
[17:11:41	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : wncontainer_view
[17:11:43	]C13/Disp.AI-07 a effectué une recherche admin 'Grosse caisse en bois'.
[17:11:43	]C13/Disp.AI-07 a effectué une recherche admin 'Grosse caisse en bois'.
[17:11:43	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : wncontainer_view
[17:11:45	]C13/Disp.AI-07 a effectué une recherche admin 'Grosse caisse en bois'.
[17:11:46	]C13/Disp.AI-07 a effectué une recherche admin 'Grosse caisse en bois'.
[17:11:46	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : wncontainer_view
[17:11:49	]C13/Disp.AI-07 a effectué une recherche admin 'Grosse caisse en bois'.
[17:11:54	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:11:54	]C13/Disp.AI-07 a activé le mode observateur.
[17:11:55	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:11:59	]C13/Disp.AI-07 a activé le mode observateur.
[17:11:59	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:12:17	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:12:17	]C13/Disp.AI-07 a activé le mode observateur.
[17:12:18	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:12:20	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:12:20	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:12:22	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:12:25	]C13/Disp.AI-07 a activé le mode observateur.
[17:12:26	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:12:29	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:12:30	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:12:30	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:12:33	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:12:34	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:12:38	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : collision_off
[17:12:39	]Capitaine Alexandre Lambert a utilisé une option de menu contextuel portant ce nom : collision_off
[17:12:43	]Capitaine Alexandre Lambert a utilisé une option de menu contextuel portant ce nom : collision_off
[17:12:48	]C13/Disp.AI-07 a activé le mode observateur.
[17:12:49	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:13:20	]Capitaine Alexandre Lambert a utilisé la commande '/CharAddRadioChannel cap pc'.
[17:13:24	]Capitaine Alexandre Lambert a utilisé la commande '/Radio LA PCCCC'.
[17:13:34	]C13/Disp.AI-07 a utilisé la commande '/Radio test'.
[17:13:53	]C13/Disp.AI-07 a utilisé la commande '/CharAddRadioChannel Disp cp'.
[17:13:55	]C13/Disp.AI-07 a utilisé la commande '/CharAddRadioChannel Disp protectiohn'.
[17:13:57	]C13/Disp.AI-07 a utilisé la commande '/CharAddRadioChannel Disp protection'.
[17:13:59	]C13/Disp.AI-07 a utilisé la commande '/CharAddRadioChannel Disp pc'.
[17:14:01	]Capitaine Alexandre Lambert a utilisé la commande '/CharAddRadioChannel cap pc'.
[17:14:02	]Capitaine Alexandre Lambert a utilisé la commande '/Radio LA PCCCC'.
[17:14:04	]C13/Disp.AI-07 a utilisé la commande '/SC pc'.
[17:14:06	]C13/Disp.AI-07 a utilisé la commande '/Radio test'.
[17:14:20	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:14:20	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:14:21	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:14:21	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:14:21	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:14:22	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:14:36	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:14:36	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:14:36	]C13/Disp.AI-07 a utilisé la commande '/CharGiveFlag disp Q'.
[17:14:37	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:14:37	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:14:37	]C13/Disp.AI-07 a activé le mode observateur.
[17:14:37	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:14:38	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:14:39	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:14:39	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:14:39	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:14:41	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:14:42	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:14:47	]C13/Disp.AI-07 a activé le mode observateur.
[17:14:50	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:14:56	]Capitaine Alexandre Lambert a utilisé la commande '/CharEditBodygroup cap'.
[17:15:00	]C13/Disp.AI-07 a effectué une recherche admin 'Benne'.
[17:15:00	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : wncontainer_view
[17:15:01	]C13/Disp.AI-07 a effectué une recherche admin 'Benne'.
[17:15:08	]C13/Disp.AI-07 a activé le mode observateur.
[17:15:14	]C13/Disp.AI-07 created a 'Grosse caisse en bois' container.
[17:15:14	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[17:15:16	]C13/Disp.AI-07 created a 'Grosse caisse en bois' container.
[17:15:16	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[17:15:16	]Capitaine Alexandre Lambert a changé les bodygroups de : Capitaine Alexandre Lambert.
[17:15:19	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:15:22	]C13/Disp.AI-07 a activé le mode observateur.
[17:15:29	]Capitaine Alexandre Lambert s'est give bullets_762x39.
[17:15:34	]Capitaine Alexandre Lambert a utilisé une option de menu contextuel portant ce nom : remove
[17:15:40	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:15:50	]Capitaine Alexandre Lambert s'est give cmb_ump.
[17:15:50	]Capitaine Alexandre Lambert a gagné un 'UMP-45' #201210.
[17:15:54	]Capitaine Alexandre Lambert a exécuté 'drop' sur l'article 'UMP-45' (#201210)
[17:15:54	]Capitaine Alexandre Lambert a perdu un 'UMP-45' #201210.
[17:15:59	]Capitaine Alexandre Lambert a exécuté 'take' sur l'article 'UMP-45' (#201210)
[17:15:59	]Capitaine Alexandre Lambert a gagné un 'UMP-45' #201210.
[17:16:00	]C13/Disp.AI-07 a activé le mode observateur.
[17:16:00	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:16:04	]Capitaine Alexandre Lambert a exécuté 'drop' sur l'article 'UMP-45' (#201210)
[17:16:04	]Capitaine Alexandre Lambert a perdu un 'UMP-45' #201210.
[17:16:05	]Capitaine Alexandre Lambert a utilisé une option de menu contextuel portant ce nom : remove
[17:16:06	]C13/Disp.AI-07 a activé le mode observateur.
[17:16:06	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:16:11	]C13/Disp.AI-07 a activé le mode observateur.
[17:16:12	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:16:22	]C13/Disp.AI-07 a activé le mode observateur.
[17:17:04	]C13/Disp.AI-07 s'est give handheld_radio.
[17:17:04	]C13/Disp.AI-07 a gagné un 'Radio portable' #201211.
[17:17:16	]C13/Disp.AI-07 a exécuté 'drop' sur l'article 'Radio portable' (#201211)
[17:17:16	]C13/Disp.AI-07 a perdu un 'Radio portable' #201211.
[17:17:19	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : remove
[17:17:37	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:17:37	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:17:39	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:17:39	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:17:40	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:17:40	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:17:41	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:17:41	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:17:42	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:17:45	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:17:45	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:18:23	]Garet est maintenant AFK.
[17:18:47	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:18:50	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:18:52	]C13/Disp.AI-07 a exécuté 'Write' sur l'article 'Note à l'amour de ma vie' (#199889)
[17:18:54	]Capitaine Alexandre Lambert a utilisé une option de menu contextuel portant ce nom : rb655_dissolve
[17:18:56	]env_entity_dissolver détruit un 'Machette' #200139.
[17:19:01	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:19:04	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:19:04	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:19:05	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:19:11	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:19:12	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:19:31	]C13/Disp.AI-07 a exécuté 'Write' sur l'article 'Tout est perdu.' (#199821)
[17:19:31	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:19:33	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:19:54	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:19:56	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:19:56	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:19:59	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:20:02	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:20:04	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:20:32	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : rb655_dissolve
[17:20:34	]env_entity_dissolver détruit un 'HK USP .45' #199444.
[17:20:48	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:20:49	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:20:55	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:20:56	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:21:00	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:21:01	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:21:22	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:21:25	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:21:25	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:21:27	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:21:34	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:21:35	]C13/Disp.AI-07 a activé le mode observateur.
[17:22:00	]C13/Disp.AI-07 has added static text: Cette porte de hangar un peu rouillée vous mènera directement à l'intérieur de l'entrepôt...
[17:22:00	]C13/Disp.AI-07 a utilisé la commande '/SceneText Cette porte de hangar un peu rouillée vous mènera directement à l'intérieur de l'entrepôt...'.
[17:22:01	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:22:04	]C13/Disp.AI-07 a activé le mode observateur.
[17:22:05	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:22:07	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[17:22:08	]Capitaine Alexandre Lambert a activé le mode observateur.
[17:22:18	]C13/Disp.AI-07 a activé le mode observateur.
[17:22:18	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:22:22	]C13/Disp.AI-07 a activé le mode observateur.
[17:22:48	]Garet n'est plus AFK. Temps total passé AFK : 860
[17:22:49	]Guilgouille (STEAM_0:0:93399942) s'est déconnecté.
[17:23:43	]Garet a désactivé le mode observateur à son point d'origine.
[17:23:45	]Garet a activé le mode observateur.
[17:27:16	]Garet a utilisé la commande '/ShowEdicts'.
[17:27:28	]C13/Disp.AI-07 a désactivé persistance pour 'models/props_junk/wood_crate002a.mdl'.
[17:27:28	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : persist_end
[17:27:30	]C13/Disp.AI-07 a désactivé persistance pour 'models/props_junk/wood_crate002a.mdl'.
[17:27:30	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : persist_end
[17:27:34	]C13/Disp.AI-07 created a 'Grosse caisse en bois' container.
[17:27:34	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[17:27:35	]C13/Disp.AI-07 created a 'Grosse caisse en bois' container.
[17:27:35	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[17:27:36	]C13/Disp.AI-07 created a 'Grosse caisse en bois' container.
[17:27:36	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[17:27:38	]C13/Disp.AI-07 created a 'Grosse caisse en bois' container.
[17:27:38	]C13/Disp.AI-07 a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[17:27:41	]C13/Disp.AI-07 a désactivé le mode observateur à son point d'origine.
[17:27:45	]C13/Disp.AI-07 a ouvert le stockage 'Grosse caisse en bois' #10565.
[17:27:47	]C13/Disp.AI-07 a fermé le stockage 'Grosse caisse en bois' #10565.
[17:27:48	]C13/Disp.AI-07 a activé le mode observateur.
[17:27:53	]Coloss a déchargé son personnage "C13/Disp.AI-07".
[17:28:46	]Coloss créé le personnage 'Jane Willard'
[17:28:47	]Coloss chargé le personnage 'Jane Willard'
[17:28:47	]Jane Willard a gagné un 'Lampe Torche' #201212.
[17:28:47	]Jane Willard a gagné un 'Brassard - Gris' #201213.
[17:28:47	]Jane Willard a gagné un '# Carte CID n° : 33443' #201214.
[17:28:47	]Jane Willard a gagné un 'Combinaison rouge' #201215.
[17:28:47	]Jane Willard a gagné un 'Pantalon de combinaison vert' #201216.
[17:29:04	]Jane Willard a activé le mode observateur.
[17:29:05	]Jane Willard a désactivé le mode observateur à son point d'origine.
[17:29:07	]Coloss a déchargé son personnage "Jane Willard".
[17:29:10	]Coloss (STEAM_0:0:81881995) personnage supprimé 'Jane Willard'
[17:29:15	]Coloss chargé le personnage '[X]C13:i3.DEFENDER-45'
[17:29:18	][X]C13:i3.DEFENDER-45 a activé le mode observateur.
[17:29:20	][X]C13:i3.DEFENDER-45 est complètement guéri.
[17:29:30	]Garet a désactivé le mode observateur à son point d'origine.
[17:29:31	]Garet a activé le mode observateur.
[17:29:32	]Garet a désactivé le mode observateur à son point d'origine.
[17:29:33	]Garet a activé le mode observateur.
[17:29:33	]Garet a désactivé le mode observateur à son point d'origine.
[17:29:34	]Garet a activé le mode observateur.
[17:29:34	]Garet a désactivé le mode observateur à son point d'origine.
[17:29:35	]Garet a activé le mode observateur.
[17:29:35	]Garet a désactivé le mode observateur à son point d'origine.
[17:29:37	]Garet a activé le mode observateur.
[17:29:37	]Garet a désactivé le mode observateur à son point d'origine.
[17:29:38	]Garet a activé le mode observateur.
[17:29:39	]Garet a désactivé le mode observateur à son point d'origine.
[17:29:40	]Garet a activé le mode observateur.
[17:29:40	]Garet a désactivé le mode observateur à son point d'origine.
[17:29:42	]Garet a activé le mode observateur.
[17:29:42	]Garet a désactivé le mode observateur à son point d'origine.
[17:29:43	]Garet a activé le mode observateur.
[17:29:44	]Garet a désactivé le mode observateur à son point d'origine.
[17:29:45	][X]C13:i3.DEFENDER-45 a désactivé le mode observateur à son point d'origine.
[17:29:45	]Garet a activé le mode observateur.
[17:29:46	][X]C13:i3.DEFENDER-45 a activé le mode observateur.
[17:29:49	]Garet a désactivé le mode observateur à son point d'origine.
