[08:31:15	]Neo-Wolffe has connected.
[15:17:38	]E-RP SLAYER has used a context menu option with the name: skin
[15:17:39	]E-RP SLAYER has used a context menu option with the name: skin
[15:17:39	]E-RP SLAYER has used a context menu option with the name: skin
[15:17:46	]E-RP SLAYER used command '/TextRemove'.
[15:17:57	]E-RP SLAYER used command '/TextAdd <color=200,0,0>Karavanla Gelenler\n<color=255,255,255>İsyancılar\nArananlar 1'.
[15:18:03	]E-RP SLAYER entered observer.
[15:18:06	]E-RP SLAYER exited observer at their location.
[15:18:21	]E-RP SLAYER has fired a toolgun with the name: precision
[15:20:04	]E-RP SLAYER used command '/TextRemove'.
[15:20:08	]E-RP SLAYER used command '/TextAdd <color=200,0,0>Karavanla Gelenler\n<color=255,255,255>İsyancılar\nArananlar 1'.
[15:20:19	]E-RP SLAYER used command '/TextAdd <color=255,200,0>Doğacağınız Yeri Seçin 1.'.
[15:21:09	]E-RP SLAYER used command '/TextAdd <color=0,255,255>Trenle Gelenler\n<color=255,255,255>Yeni gelenler\nSiviller\nSadıklar 1'.
[15:21:18	]E-RP SLAYER entered observer.
[15:21:33	]E-RP SLAYER exited observer at their location.
[15:21:34	]E-RP SLAYER entered observer.
[15:21:34	]E-RP SLAYER exited observer at their location.
[15:21:34	]E-RP SLAYER entered observer.
[15:21:35	]E-RP SLAYER exited observer at their location.
[15:21:36	]E-RP SLAYER entered observer.
[15:21:37	]E-RP SLAYER exited observer at their location.
[15:21:48	]E-RP SLAYER used command '/TeleporterSetWarpPos 1133'.
[15:21:51	]E-RP SLAYER used command '/TeleporterSetWarpAngles 1133'.
[15:21:51	]E-RP SLAYER entered observer.
[15:22:00	]E-RP SLAYER exited observer at their location.
[15:22:34	]E-RP SLAYER entered observer.
[15:22:47	]E-RP SLAYER exited observer at their location.
[15:22:52	]E-RP SLAYER used command '/SpawnAdd citizen'.
[15:22:55	]E-RP SLAYER used command '/SpawnAdd citizen'.
[15:22:56	]E-RP SLAYER used command '/SpawnAdd citizen'.
[15:22:57	]E-RP SLAYER entered observer.
[15:22:58	]E-RP SLAYER exited observer at their location.
[15:23:01	]E-RP SLAYER used command '/SpawnAdd citizen'.
[15:23:03	]E-RP SLAYER used command '/SpawnAdd citizen'.
[15:23:05	]E-RP SLAYER used command '/SpawnAdd citizen'.
[15:23:06	]E-RP SLAYER entered observer.
[15:24:28	]E-RP SLAYER exited observer at their location.
[15:24:35	]E-RP SLAYER entered observer.
[15:24:36	]E-RP SLAYER exited observer at their location.
[15:24:43	]E-RP SLAYER entered observer.
[15:24:44	]E-RP SLAYER exited observer at their location.
[15:24:45	]E-RP SLAYER entered observer.
[15:24:45	]E-RP SLAYER exited observer at their location.
[15:24:46	]E-RP SLAYER entered observer.
[15:24:46	]E-RP SLAYER exited observer at their location.
[15:25:05	]E-RP SLAYER used command '/TeleporterSetWarpPos 1135'.
[15:25:08	]E-RP SLAYER used command '/TeleporterSetWarpAngles 1135'.
[15:25:38	]E-RP SLAYER entered observer.
[15:25:48	]E-RP SLAYER exited observer at their location.
[15:25:56	]E-RP SLAYER used command '/SpawnAdd vortigaunt free'.
[15:25:58	]E-RP SLAYER entered observer.
[15:25:58	]E-RP SLAYER exited observer at their location.
[15:25:59	]E-RP SLAYER entered observer.
[15:26:00	]E-RP SLAYER exited observer at their location.
[15:26:00	]E-RP SLAYER entered observer.
[15:26:01	]E-RP SLAYER exited observer at their location.
[15:26:05	]E-RP SLAYER used command '/SpawnAdd vortigaunt liberated'.
[15:26:06	]E-RP SLAYER entered observer.
[15:26:20	]E-RP SLAYER exited observer at their location.
[15:26:29	]E-RP SLAYER used command '/SpawnAdd vortigaunt biotic'.
[15:26:30	]E-RP SLAYER entered observer.
[15:31:59	]E-RP SLAYER has gone afk.
[15:38:04	]E-RP SLAYER is no longer afk. Total time spent AFK: 660
[15:39:41	]E-RP SLAYER exited observer at their location.
[15:39:42	]E-RP SLAYER has used a context menu option with the name: vendor_edit
[15:39:49	]E-RP SLAYER has used a context menu option with the name: vendor_edit
[15:39:52	]E-RP SLAYER entered observer.
[15:40:31	]E-RP SLAYER exited observer at their location.
[15:40:32	]E-RP SLAYER entered observer.
[15:40:42	]E-RP SLAYER exited observer at their location.
[15:40:52	]E-RP SLAYER used command '/SpawnAdd protection'.
[15:40:54	]E-RP SLAYER used command '/SpawnAdd protection'.
[15:40:55	]E-RP SLAYER used command '/SpawnAdd protection'.
[15:41:01	]E-RP SLAYER used command '/SpawnAdd protection'.
[15:41:03	]E-RP SLAYER used command '/SpawnAdd protection'.
[15:41:04	]E-RP SLAYER used command '/SpawnAdd protection'.
[15:41:04	]E-RP SLAYER entered observer.
[15:41:15	]E-RP SLAYER exited observer at their location.
[15:41:18	]E-RP SLAYER used command '/SpawnAdd transhuman'.
[15:41:19	]E-RP SLAYER entered observer.
[15:41:19	]E-RP SLAYER exited observer at their location.
[15:41:20	]E-RP SLAYER used command '/SpawnAdd transhuman'.
[15:41:20	]E-RP SLAYER entered observer.
[15:41:20	]E-RP SLAYER exited observer at their location.
[15:41:21	]E-RP SLAYER used command '/SpawnAdd transhuman'.
[15:41:21	]E-RP SLAYER entered observer.
[15:41:21	]E-RP SLAYER exited observer at their location.
[15:41:22	]E-RP SLAYER used command '/SpawnAdd transhuman'.
[15:41:23	]E-RP SLAYER entered observer.
[15:41:45	]E-RP SLAYER exited observer at their location.
[15:41:52	]E-RP SLAYER used command '/SpawnAdd administration'.
[15:41:53	]E-RP SLAYER used command '/SpawnAdd administration'.
[15:41:54	]E-RP SLAYER used command '/SpawnAdd administration'.
[15:41:54	]E-RP SLAYER used command '/SpawnAdd administration'.
[15:41:55	]E-RP SLAYER entered observer.
[15:41:56	]E-RP SLAYER exited observer at their location.
[15:41:58	]E-RP SLAYER used command '/SpawnAdd administration'.
[15:41:59	]E-RP SLAYER used command '/SpawnAdd administration'.
[15:42:00	]E-RP SLAYER used command '/SpawnAdd administration'.
[15:42:01	]E-RP SLAYER used command '/SpawnAdd administration'.
[15:42:01	]E-RP SLAYER entered observer.
[15:42:03	]E-RP SLAYER exited observer at their location.
[15:42:04	]E-RP SLAYER entered observer.
[15:42:09	]E-RP SLAYER used command '/SpawnRemove 50'.
[15:42:11	]E-RP SLAYER used command '/SpawnRemove 150'.
[15:42:13	]E-RP SLAYER used command '/SpawnRemove 150'.
[15:42:13	]E-RP SLAYER exited observer at their location.
[15:42:13	]E-RP SLAYER entered observer.
[15:42:14	]E-RP SLAYER exited observer at their location.
[15:42:22	]E-RP SLAYER entered observer.
[15:42:22	]E-RP SLAYER exited observer at their location.
[15:42:22	]E-RP SLAYER entered observer.
[15:42:23	]E-RP SLAYER exited observer at their location.
[15:42:26	]E-RP SLAYER used command '/SpawnAdd administration'.
[15:42:27	]E-RP SLAYER entered observer.
[15:42:27	]E-RP SLAYER exited observer at their location.
[15:42:27	]E-RP SLAYER entered observer.
[15:42:28	]E-RP SLAYER exited observer at their location.
[15:42:29	]E-RP SLAYER used command '/SpawnAdd administration'.
[15:42:29	]E-RP SLAYER has removed their last 3D text.
[15:42:29	]E-RP SLAYER entered observer.
[15:42:29	]E-RP SLAYER exited observer at their location.
[15:42:31	]E-RP SLAYER used command '/SpawnAdd administration'.
[15:42:31	]E-RP SLAYER entered observer.
[15:42:32	]E-RP SLAYER exited observer at their location.
[15:42:32	]E-RP SLAYER used command '/SpawnAdd administration'.
[15:42:33	]E-RP SLAYER entered observer.
[15:42:38	]E-RP SLAYER exited observer at their location.
[15:42:45	]E-RP SLAYER used command '/TextAdd <color=0,255,255>Trenle Gelenler\n<color=255,255,255>Yeni gelenler\nSiviller\nSadıklar 1'.
[15:43:13	]E-RP SLAYER entered observer.
[15:43:36	]E-RP SLAYER exited observer at their location.
[15:43:38	]E-RP SLAYER entered observer.
[15:43:38	]E-RP SLAYER exited observer at their location.
[15:49:00	]Enistein has connected.
[15:50:17	]Enistein loaded the character 'E-RP SLAYER'
[15:50:21	]E-RP SLAYER entered observer.
[15:50:22	]E-RP SLAYER is fully healed.
[15:50:37	]E-RP SLAYER exited observer at their location.
[15:50:45	]E-RP SLAYER used command '/SpawnAdd server'.
[15:50:46	]E-RP SLAYER entered observer.
[16:02:35	]Shane Walsh has connected.
[16:02:54	]Neo-Wolffe has connected.
[16:03:31	]Neo-Wolffe loaded the character 'Ace Smith'
[16:03:36	]Ace Smith is fully healed.
[16:03:44	]Ace Smith used command '/Mentor sa'.
[16:03:52	]E-RP SLAYER used command '/Mentor as'.
[16:03:56	]Ace Smith opened the 'Büyük Metal Dolap' #9968 container.
[16:03:58	]Ace Smith closed the 'Büyük Metal Dolap' #9968 container.
[16:04:02	]Ace Smith opened the 'Dosya Dolabı' #9563 container.
[16:04:10	]Ace Smith closed the 'Dosya Dolabı' #9563 container.
[16:04:19	]Ace Smith used command '/Mentor aga sorun buyuk o kadar eşyayı nasıl sığdıracaz yav'.
[16:04:42	]E-RP SLAYER used command '/Mentor bavullara falan koy'.
[16:05:37	]Ace Smith used command '/Mentor hmm mantıklı'.
[16:06:06	]Ace Smith used command '/Mentor yeni şehirde sicil temizleniyo mu'.
[16:06:17	]Ace Smith ran 'Equip' on item 'HK USP .45' (#146239)
[16:06:21	]E-RP SLAYER used command '/Mentor siciller şehre göre değil ki'.
[16:06:29	]Ace Smith used command '/Mentor'.
[16:06:33	]Ace Smith used command '/Mentor öylesine sordum ya'.
[16:06:34	]Ace Smith has lost a '17rnd USP Magazine' #85577.
[16:06:34	]Ace Smith has gained a '17rnd USP Magazine' #145335.
[16:06:40	]CrashLog has connected.
[16:07:11	]Ace Smith opened the 'Dosya Dolabı' #9563 container.
[16:07:16	]Ace Smith closed the 'Dosya Dolabı' #9563 container.
[16:07:19	]Ace Smith opened the 'Dosya Dolabı' #9826 container.
[16:07:25	]Ace Smith closed the 'Dosya Dolabı' #9826 container.
[16:07:26	]Ace Smith opened the 'Büyük Metal Dolap' #9968 container.
[16:07:28	]Ace Smith closed the 'Büyük Metal Dolap' #9968 container.
[16:07:31	]Ace Smith opened the 'Dosya Dolabı' #10551 container.
[16:07:36	]Ace Smith closed the 'Dosya Dolabı' #10551 container.
[16:07:39	]Ace Smith opened the 'Dosya Dolabı' #10503 container.
[16:07:43	]Ace Smith closed the 'Dosya Dolabı' #10503 container.
[16:08:52	]CrashLog loaded the character 'Subütai Makhachev'
[16:08:57	]Subütai Makhachev is fully healed.
[16:09:06	]Shane Walsh loaded the character 'C24:i5.(X)KING-19'
[16:10:02	]Subütai Makhachev opened the 'Kutu' #8142 container.
[16:10:06	]Subütai Makhachev closed the 'Kutu' #8142 container.
[16:10:12	]Subütai Makhachev opened the 'Kutu' #8141 container.
[16:10:14	]Subütai Makhachev closed the 'Kutu' #8141 container.
[16:10:15	]Subütai Makhachev opened the 'Kutu' #8141 container.
[16:10:16	]Subütai Makhachev closed the 'Kutu' #8141 container.
[16:10:45	]C24:i5.(X)KING-19 has changed C24:i5.(X)KING-19's bodygroups.
[16:11:20	]Ace Smith opened the 'Kutu' #10766 container.
[16:11:21	]Ace Smith closed the 'Kutu' #10766 container.
[16:11:23	][PICKUP DISPENSER] CrashLog ( Subütai Makhachev ) picked up an item from the pickup dispenser.
[16:11:23	]Subütai Makhachev has gained a 'Yapay Burbon' #162124.
[16:11:23	][PICKUP DISPENSER] CrashLog ( Subütai Makhachev ) picked up an item from the pickup dispenser.
[16:11:23	]Subütai Makhachev has gained a 'Yapay Burbon' #162125.
[16:11:25	]Subütai Makhachev ran 'Consume' on item 'Yapay Burbon' (#162125)
[16:11:25	]Subütai Makhachev has gained a 'Boş Bourbon Şişesi' #162126.
[16:11:27	]Subütai Makhachev ran 'Consume' on item 'Yapay Burbon' (#162124)
[16:11:27	]Subütai Makhachev has gained a 'Boş Bourbon Şişesi' #162127.
[16:11:28	]Subütai Makhachev ran 'drop' on item 'Boş Bourbon Şişesi' (#162126)
[16:11:28	]Subütai Makhachev has lost a 'Boş Bourbon Şişesi' #162126.
[16:11:28	]Subütai Makhachev ran 'drop' on item 'Boş Bourbon Şişesi' (#162127)
[16:11:28	]Subütai Makhachev has lost a 'Boş Bourbon Şişesi' #162127.
[16:11:30	]Subütai Makhachev ran 'Consume' on item 'Fırından Çıkmış Antlion Eti' (#161520)
[16:11:30	]Subütai Makhachev extended their level 2 long boost in Güç.
[16:11:42	]E-RP SLAYER has gone afk.
[16:11:54	]Ace Smith opened the 'Büyük Metal Dolap' #10572 container.
[16:12:13	]Ace Smith has gained a 'Kumaş' #161719 from a container with the name 'Büyük Metal Dolap' #10572.
[16:12:14	]Ace Smith has gained a 'Güçlü Yapıştırıcı' #161760 from a container with the name 'Büyük Metal Dolap' #10572.
[16:12:14	]Ace Smith closed the 'Büyük Metal Dolap' #10572 container.
[16:12:42	]Ace Smith has gained a '17rnd USP Magazine' #85577.
[16:12:42	]Ace Smith has lost a '17rnd USP Magazine' #145335.
[16:12:43	]Ace Smith has gained level 46 in the Hız skill.
[16:12:49	]Subütai Makhachev opened the 'Çöp Konteyneri' #6406 container.
[16:12:51	]Subütai Makhachev has gained a 'Hatchet' #144738 from a container with the name 'Çöp Konteyneri' #6406.
[16:12:52	]Subütai Makhachev closed the 'Çöp Konteyneri' #6406 container.
[16:13:08	]Ace Smith ran 'Use' on item 'Çalışma Tezgahı' (#68252)
[16:13:22	]Ace Smith has performed the 'Craft Büyük Çanta' action, gaining 100 experience in crafting.
[16:13:22	]Ace Smith has gained a 'Büyük Çanta' #162128.
[16:13:48	]Ace Smith opened the 'Dosya Dolabı' #9563 container.
[16:13:49	]Subütai Makhachev has taken 1 damage from worldspawn.
[16:13:53	]Ace Smith closed the 'Dosya Dolabı' #9563 container.
[16:14:35	]Subütai Makhachev opened the 'Kutu' #8142 container.
[16:14:35	]Subütai Makhachev closed the 'Kutu' #8142 container.
[16:14:36	]Subütai Makhachev opened the 'Kutu' #8142 container.
[16:14:39	]Subütai Makhachev has transferred a 'Hatchet' #144738 to a container with the name 'Kutu' #8142.
[16:14:41	]Subütai Makhachev closed the 'Kutu' #8142 container.
[16:14:49	]Ace Smith ran 'take' on item 'Hafif Görev Üniforması' (#159851)
[16:14:49	]Ace Smith has gained a 'Hafif Görev Üniforması' #159851.
[16:15:03	]Ace Smith opened the 'Dosya Dolabı' #9563 container.
[16:15:09	]Ace Smith has gained a '9mm Pistol Bullets' #158303 from a container with the name 'Dosya Dolabı' #9563.
[16:15:10	]Ace Smith has gained a '9mm Pistol Bullets' #146147 from a container with the name 'Dosya Dolabı' #9563.
[16:15:11	]Ace Smith has gained a '9mm Pistol Bullets' #158299 from a container with the name 'Dosya Dolabı' #9563.
[16:15:14	]Ace Smith has gained a 'Arıtıcı' #159086 from a container with the name 'Dosya Dolabı' #9563.
[16:15:15	]Ace Smith has transferred a 'Arıtıcı' #159086 to a container with the name 'Dosya Dolabı' #9563.
[16:15:18	]Ace Smith has gained a '30rnd MP Magazine' #158252 from a container with the name 'Dosya Dolabı' #9563.
[16:15:19	]Ace Smith has gained a '17rnd USP Magazine' #158248 from a container with the name 'Dosya Dolabı' #9563.
[16:15:21	]Ace Smith has gained a '30rnd MP Magazine' #158253 from a container with the name 'Dosya Dolabı' #9563.
[16:15:22	]Ace Smith has gained a 'Şarjör Çantası' #157358 from a container with the name 'Dosya Dolabı' #9563.
[16:15:22	]Ace Smith has gained a '17rnd USP Magazine' #158249 from a container with the name 'Dosya Dolabı' #9563.
[16:15:22	]Ace Smith has gained a '30rnd MP Magazine' #158251 from a container with the name 'Dosya Dolabı' #9563.
[16:15:22	]Ace Smith has gained a '17rnd USP Magazine' #145334 from a container with the name 'Dosya Dolabı' #9563.
[16:15:22	]Ace Smith has gained a '17rnd USP Magazine' #158250 from a container with the name 'Dosya Dolabı' #9563.
[16:15:32	]Ace Smith closed the 'Dosya Dolabı' #9563 container.
[16:15:33	]Ace Smith opened the 'Dosya Dolabı' #9826 container.
[16:15:36	]Subütai Makhachev ran 'smoke' on item 'Sigara' (#155721)
[16:15:37	]Ace Smith closed the 'Dosya Dolabı' #9826 container.
[16:15:38	]Subütai Makhachev ran 'light' on item 'Zippo Çakmak' (#155243)
[16:15:39	]Ace Smith has gained a '17rnd USP Magazine' #145335.
[16:15:39	]Ace Smith has lost a '17rnd USP Magazine' #158248.
[16:15:46	]Ace Smith ran 'combine' on item '17rnd USP Magazine' (#158250)
[16:15:49	]Ace Smith ran 'combine' on item '17rnd USP Magazine' (#158249)
[16:15:54	]Ace Smith has transferred a '17rnd USP Magazine' #145335 to a container with the name 'Dosya Dolabı' #10479.
[16:16:02	]Ace Smith has gained a '17rnd USP Magazine' #158248.
[16:16:02	]Ace Smith has lost a '17rnd USP Magazine' #158250.
[16:16:13	]Ace Smith ran 'Consume' on item 'Şişlenmiş Sülük' (#160969)
[16:16:13	]Ace Smith has updated their Algı long boost target to 1 (current : 5).
[16:16:16	]Ace Smith opened the 'Dosya Dolabı' #9563 container.
[16:16:20	]Ace Smith closed the 'Dosya Dolabı' #9563 container.
[16:16:23	]Ace Smith ran 'combine' on item '9mm Pistol Bullets' (#158303)
[16:16:26	]Ace Smith ran 'combine' on item '9mm Pistol Bullets' (#158299)
[16:16:36	]Ace Smith ran 'EquipUn' on item 'HK USP .45' (#160045)
[16:16:36	]Ace Smith has gained a '17rnd USP Magazine' #158250.
[16:16:36	]C24:i5.(X)KING-19 has gone afk.
[16:16:42	]Ace Smith opened the 'Dosya Dolabı' #10551 container.
[16:16:51	]Ace Smith has gained a '9mm Pistol Bullets' #158300 from a container with the name 'Dosya Dolabı' #10551.
[16:16:52	]Ace Smith has gained a 'Sub-machinegun Bullets' #158298 from a container with the name 'Dosya Dolabı' #10551.
[16:16:53	]Ace Smith closed the 'Dosya Dolabı' #10551 container.
[16:16:55	]Subütai Makhachev used command '/ToggleRaise'.
[16:16:57	]Ace Smith opened the 'Dosya Dolabı' #10503 container.
[16:16:59	]Subütai Makhachev used command '/ToggleRaise'.
[16:17:00	]Ace Smith has transferred a 'Büyük Çanta' #162128 to a container with the name 'Dosya Dolabı' #10503.
[16:17:01	]Subütai Makhachev used command '/ToggleRaise'.
[16:17:01	]Ace Smith has gained a 'Büyük Çanta' #162128 from a container with the name 'Dosya Dolabı' #10503.
[16:17:01	]Ace Smith has gained a '30rnd MP Magazine' #158253 from a container with the name 'Dosya Dolabı' #10503.
[16:17:01	]Ace Smith has gained a '17rnd USP Magazine' #85577 from a container with the name 'Dosya Dolabı' #10503.
[16:17:01	]Ace Smith has gained a '30rnd MP Magazine' #158252 from a container with the name 'Dosya Dolabı' #10503.
[16:17:01	]Ace Smith has gained a '9mm Pistol Bullets' #158299 from a container with the name 'Dosya Dolabı' #10503.
[16:17:01	]Ace Smith has gained a 'HK USP .45' #146239 from a container with the name 'Dosya Dolabı' #10503.
[16:17:01	]Ace Smith has gained a '9mm Pistol Bullets' #158303 from a container with the name 'Dosya Dolabı' #10503.
[16:17:01	]Ace Smith has gained a '30rnd MP Magazine' #158251 from a container with the name 'Dosya Dolabı' #10503.
[16:17:01	]Ace Smith has gained a 'PMG-5 (AUG) Gaz Maskesi' #158176 from a container with the name 'Dosya Dolabı' #10503.
[16:17:01	]Ace Smith has gained a 'Hafif Görev Üniforması' #159851 from a container with the name 'Dosya Dolabı' #10503.
[16:17:01	]Ace Smith has gained a 'HK USP .45' #160045 from a container with the name 'Dosya Dolabı' #10503.
[16:17:01	]Ace Smith has gained a '17rnd USP Magazine' #158248 from a container with the name 'Dosya Dolabı' #10503.
[16:17:01	]Ace Smith has gained a '9mm Pistol Bullets' #146147 from a container with the name 'Dosya Dolabı' #10503.
[16:17:02	]Ace Smith closed the 'Dosya Dolabı' #10503 container.
[16:17:06	]Ace Smith ran 'combine' on item '9mm Pistol Bullets' (#146147)
[16:17:08	]Ace Smith ran 'combine' on item '30rnd MP Magazine' (#158252)
[16:17:10	]Ace Smith ran 'combine' on item '30rnd MP Magazine' (#158251)
[16:17:11	]Ace Smith ran 'combine' on item '30rnd MP Magazine' (#158253)
[16:17:23	]Ace Smith entered observer.
[16:17:33	]Ace Smith ran SAM command 'goto' with arguments: 'E-R'
[16:18:05	]Ace Smith exited observer at their location.
[16:18:06	]Ace Smith opened the 'İnşaat Bölgesi Deposu' stash.
[16:18:08	]Ace Smith closed the 'İnşaat Bölgesi Deposu' stash.
[16:18:12	]Ace Smith opened the 'İnşaat Bölgesi Deposu' stash.
[16:18:15	]Ace Smith has lost a 'Büyük Çanta' #162128.
[16:18:15	]Ace Smith has transferred a 'Büyük Çanta' #162128 to a container with the name 'İnşaat Bölgesi Deposu' #9948.
[16:18:16	]Ace Smith closed the 'İnşaat Bölgesi Deposu' stash.
[16:18:25	]Ace Smith ran 'combine' on item '9mm Pistol Bullets' (#158303)
[16:18:26	]C24:i5.(X)KING-19 is no longer afk. Total time spent AFK: 405
[16:18:32	]Ace Smith opened the 'İnşaat Bölgesi Deposu' stash.
[16:18:38	]Ace Smith closed the 'İnşaat Bölgesi Deposu' stash.
