[21:46:12	]Lorf has connected.
[22:20:10	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the left arm dealing 17 damage (CritChance was 0.92).
[22:20:10	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the right arm dealing 17 damage (CritChance was 0.92).
[22:20:11	]C17:RCT.YELLO-50 has taken 30 damage from Zomnarch.
[22:20:11	]C17:RCT.YELLO-50 has taken 5 damage from obj_gonome_acid.
[22:20:12	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the right arm dealing 0 damage (CritChance was 0.85).
[22:20:12	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the right arm dealing 17 damage (CritChance was 0.85).
[22:20:13	]C17:RCT.YELLO-50 has hit npc_vj_zomnarch in the chest dealing 13 damage (CritChance was 0.85).
[22:20:13	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the head dealing 22 damage (CritChance was 0.85).
[22:20:15	]C17:RCT.YELLO-50 has hit npc_vj_zomnarch in the chest dealing 13 damage (CritChance was 0.85).
[22:20:15	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the chest dealing 20 damage (CritChance was 0.85).
[22:20:15	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the chest dealing 20 damage (CritChance was 0.85).
[22:20:15	]C17:RCT.YELLO-50 has hit npc_vj_zomnarch in the chest dealing 13 damage (CritChance was 0.85).
[22:20:15	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the left leg dealing 19 damage (CritChance was 0.85).
[22:20:16	]C17:RCT.YELLO-50 has hit npc_vj_zomnarch in the right leg dealing 11 damage (CritChance was 0.85).
[22:20:16	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the chest dealing 20 damage (CritChance was 0.85).
[22:20:16	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the left arm dealing 17 damage (CritChance was 0.85).
[22:20:16	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the head dealing 22 damage (CritChance was 0.85).
[22:20:16	]C17:RCT.YELLO-50 has hit npc_vj_zomnarch in the left arm dealing 8 damage (CritChance was 0.85).
[22:20:16	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the left arm dealing 17 damage (CritChance was 0.85).
[22:20:16	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the chest dealing 20 damage (CritChance was 0.85).
[22:20:25	]C17:RCT.YELLO-50 was knocked unconscious and is bleeding out.
[22:20:30	]C17:RCT.YELLO-50 ran SAM command 'slay' with arguments: '^'
[22:20:34	]C17:RCT.YELLO-50 entered observer.
[22:20:40	]Lorf (STEAM_0:0:83902827) has disconnected.
