[13:28:08	]DavşanAbi has connected.
[15:20:08	][LOOC] Aleksander  Jovanovic: olm e bas save falan de isminii göçtreyim qwewq
[15:20:12	]muhamet sofracıbaşı has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[15:20:12	]muhamet sofracıbaşı has gained a 'Plastik Çöp' #41398.
[15:20:14	]muhamet sofracıbaşı ran 'take' on item 'Kahverengi Ayakkabı' (#41395)
[15:20:14	]muhamet sofracıbaşı has gained a 'Kahverengi Ayakkabı' #41395.
[15:20:16	]muhamet sofracıbaşı ran 'take' on item 'Yapıştırıcı' (#41397)
[15:20:16	]muhamet sofracıbaşı has gained a 'Yapıştırıcı' #41397.
[15:20:17	]muhamet sofracıbaşı ran 'take' on item 'Cam kırıkları' (#41396)
[15:20:17	]muhamet sofracıbaşı has gained a 'Cam kırıkları' #41396.
[15:20:21	]muhamet sofracıbaşı ran 'combine' on item 'Yapıştırıcı' (#41393)
[15:20:21	]muhamet sofracıbaşı ran 'combine' on item 'Yapıştırıcı' (#41391)
[15:20:26	]muhamet sofracıbaşı has performed the 'Craft Parçala: Kahverengi Ayakkabı' action, gaining 25 experience in crafting.
[15:20:26	]muhamet sofracıbaşı has gained a 'Bez Paçavralar' #41399.
[15:20:28	]muhamet sofracıbaşı has performed the 'Craft Parçala: Boş Paket Servis' action, gaining 20 experience in crafting.
[15:20:34	]muhamet sofracıbaşı has performed the 'Craft Eğreti Bandaj Rulosu' action, gaining 50 experience in crafting.
[15:20:34	]muhamet sofracıbaşı has gained a 'El Yapımı Bandaj Rulosu' #41400.
[15:20:37	]muhamet sofracıbaşı ran 'use' on item 'El Yapımı Bandaj Rulosu' (#41400)
[15:20:37	]muhamet sofracıbaşı has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 10 experience in medicine.
[15:20:37	]muhamet sofracıbaşı was bandaged by muhamet sofracıbaşı for 10 HP.
[15:20:38	][IC] Jonh Marston: Yok.
[15:20:38	]muhamet sofracıbaşı ran 'use' on item 'El Yapımı Bandaj Rulosu' (#41400)
[15:20:38	]muhamet sofracıbaşı has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 1 experience in medicine.
[15:20:38	]muhamet sofracıbaşı was bandaged by muhamet sofracıbaşı for 10 HP.
[15:20:39	]muhamet sofracıbaşı ran 'use' on item 'El Yapımı Bandaj Rulosu' (#41400)
[15:20:39	]muhamet sofracıbaşı was bandaged by muhamet sofracıbaşı for 10 HP.
[15:20:41	][IC] Jonh Marston: Malesef.
[15:20:41	]Aleksander  Jovanovic opened the 'Çöp Konteyneri' #4603 container.
[15:20:44	]Aleksander  Jovanovic closed the 'Çöp Konteyneri' #4603 container.
[15:20:46	]Aleksander  Jovanovic opened the 'Çöp Konteyneri' #4603 container.
[15:20:56	][IC] Jonh Marston: Daha iyi bir yaşam için.
[15:20:57	]Aleksander  Jovanovic has gained a 'Boş Breen'in Suyu' #40680 from a container with the name 'Çöp Konteyneri' #4603.
[15:21:01	][ME] Jonh Marston: Yüzünü kaşır.
[15:21:01	]Aleksander  Jovanovic has gained a 'Boş Kavanoz' #40138 from a container with the name 'Çöp Konteyneri' #4603.
[15:21:05	]C24:RCT.UNION-71 used command '/Help'.
[15:21:05	]muhamet sofracıbaşı ran 'take' on item 'Boş Breen'in Suyu' (#41401)
[15:21:05	]muhamet sofracıbaşı has gained a 'Boş Breen'in Suyu' #41401.
[15:21:09	]Aleksander  Jovanovic has gained a 'Boş Meyve Suyu Kartonu' #41215 from a container with the name 'Çöp Konteyneri' #4603.
[15:21:10	]Aleksander  Jovanovic has gained a 'Boş Kahve Fincanı' #40274 from a container with the name 'Çöp Konteyneri' #4603.
[15:21:11	]Aleksander  Jovanovic closed the 'Çöp Konteyneri' #4603 container.
[15:21:14	]muhamet sofracıbaşı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[15:21:22	]Aleksander  Jovanovic ran 'take' on item 'Tarihi Geçmiş Yapay Macun' (#39416)
[15:21:22	]Aleksander  Jovanovic has gained a 'Tarihi Geçmiş Yapay Macun' #39416.
[15:21:24	]Aleksander  Jovanovic ran 'take' on item 'Cam kırıkları' (#41342)
[15:21:25	][IC] Jonh Marston: Durumun kötü duruyor.
[15:21:25	]Aleksander  Jovanovic ran 'take' on item 'Cam kırıkları' (#41342)
[15:21:32	]C24:RCT.UNION-71 ran SAM command 'asay' with arguments: 'osg wl istiyorum başvurum onaylandı'
[15:21:32	]C24:RCT.UNION-71 used command '/Help osg wl istiyorum başvurum onaylandı'.
[15:21:40	][IC] Jonh Marston: Bozulmuş bir yemek.
[15:21:43	][IC] Jonh Marston: Bence yeme.
[15:21:47	][IC] Jonh Marston: Yok.
[15:21:51	][IC] Jonh Marston: Sağol.
[15:21:51	]Aleksander  Jovanovic ran 'Consume' on item 'Tarihi Geçmiş Yapay Macun' (#39416)
[15:21:54	][IC] Jonh Marston: DUR.
[15:21:54	]Aleksander  Jovanovic ran 'take' on item 'Boş Kavanoz' (#41402)
[15:21:54	]Aleksander  Jovanovic has gained a 'Boş Kavanoz' #41402.
[15:21:57	][IC] Jonh Marston: NE YAPTIN?
[15:21:59	]Aleksander  Jovanovic ran 'take' on item 'Cam kırıkları' (#41342)
[15:22:02	]muhamet sofracıbaşı has gained a 'Bitki Saksısı' #41403.
[15:22:04	]muhamet sofracıbaşı ran 'drop' on item 'Bitki Saksısı' (#41403)
[15:22:04	]muhamet sofracıbaşı has lost a 'Bitki Saksısı' #41403.
[15:22:08	][ME] Jonh Marston: Gülümseyerek güler.
[15:22:11	][IC] Jonh Marston: Haha.
[15:22:23	][IC] Jonh Marston: 2 hafta oldu.
[15:22:44	][IC] Jonh Marston: Benimde yok ama SK olacağım sanırım.
[15:22:54	][IC] Jonh Marston: Bende.
[15:22:54	]muhamet sofracıbaşı is fully healed.
[15:23:01	]civilnetworks.net sadscientist loaded the character 'Mark Chekov'
[15:23:10	][IC] muhamet sofracıbaşı: Selam.
[15:23:24	][IC] Jonh Marston: Hey.
[15:23:26	]Aleksander  Jovanovic ran 'take' on item 'Boş Breen'in Suyu' (#41298)
[15:23:27	]Aleksander  Jovanovic ran 'take' on item 'Boş Kavanoz' (#41297)
[15:23:33	][IC] Jonh Marston: Dostum, durumun kötü duruyor.
[15:23:41	][IC] Mark Chekov: Evet.
[15:23:42	][IC] Jonh Marston: İyimisin?
[15:23:53	][IC] Jonh Marston: Ne oldu?
[15:24:00	][IC] Jonh Marston: Nasıl yok.
[15:24:12	]Aleksander  Jovanovic ran 'combine' on item 'El Yapımı Bandaj Rulosu' (#40623)
[15:24:14	][ME] Jonh Marston: Kafasını kaşıyarak:
[15:24:17	][IC] Jonh Marston: Nasıl başardın.
[15:24:17	][IC] muhamet sofracıbaşı: Skdan yardım iste.
[15:24:19	]Aleksander  Jovanovic ran 'take' on item 'Boş Kavanoz' (#41297)
[15:24:19	]Aleksander  Jovanovic has gained a 'Boş Kavanoz' #41297.
[15:24:27	][IC] Jonh Marston: Bilmiyorum.
[15:24:28	][IC] muhamet sofracıbaşı: Skdan yardım iste sana verir.
[15:24:31	][IC] Jonh Marston: Terminale bak.
[15:24:34	][IC] Jonh Marston: Veya SK.
[15:24:43	][LOOC] Mark Chekov: beyler ota oldum HEGHEGAGFGFEGFS yetkili gelince wl vercek
[15:24:46	]Aleksander  Jovanovic ran 'drop' on item 'Boş Breen'in Suyu' (#40680)
[15:24:46	]Aleksander  Jovanovic has lost a 'Boş Breen'in Suyu' #40680.
[15:24:48	]Aleksander  Jovanovic ran 'take' on item 'Gözlükler' (#41370)
[15:24:48	]Aleksander  Jovanovic has gained a 'Gözlükler' #41370.
[15:24:49	][PICKUP DISPENSER] Shane Walsh ( Jonh Marston ) picked up an item from the pickup dispenser.
[15:24:49	]Jonh Marston has gained a '15 Kredi Kuponu' #41404.
[15:24:55	]Jonh Marston ran 'Use' on item '15 Kredi Kuponu' (#41404)
[15:24:56	][LOOC] Mark Chekov: başvuru en kolayıydı ota'da aq
[15:25:01	]Jonh Marston ran 'Use' on item '15 Kredi Kuponu' (#41404)
[15:25:03	]Jonh Marston has used a coupon at a ration dispenser, gaining 15 credits.
[15:25:03	][LOOC] Mark Chekov: direk geçtim
[15:25:06	]deathguard loaded the character 'C17:i5.UNION-35'
[15:25:10	]C17:i5.UNION-35 is fully healed.
[15:25:12	]Aleksander  Jovanovic opened the 'Çöp Konteyneri' #4603 container.
[15:25:16	]Aleksander  Jovanovic closed the 'Çöp Konteyneri' #4603 container.
[15:25:40	]C17:i5.UNION-35 used the 'Destek Masası Dağıtıcısı' vendor.
[15:25:57	][IC] Jonh Marston: Kolay gelsin.
[15:26:29	]C17:i5.UNION-35 ran 'Equip' on item 'Combine Filter' (#31163)
[15:26:32	]C17:i5.UNION-35 ran 'EquipUn' on item 'Combine Filter' (#31163)
[15:26:41	]C17:i5.UNION-35 ran 'drop' on item 'Dikişli Kumaş' (#40576)
[15:26:41	]C17:i5.UNION-35 has lost a 'Dikişli Kumaş' #40576.
[15:26:44	]THE ÖMER has connected.
[15:26:48	]C17:i5.UNION-35 destroyed a 'Dikişli Kumaş' #40576.
[15:27:02	]Aleksander  Jovanovic ran 'take' on item 'Boş Votka Şişesi' (#37058)
[15:27:18	]civilnetworks.net sadscientist loaded the character 'C24:RCT.UNION-71'
[15:27:29	]Aleksander  Jovanovic ran 'use' on item 'El Yapımı Bandaj Rulosu' (#40623)
[15:27:29	]Aleksander  Jovanovic has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 10 experience in medicine.
[15:27:29	]Aleksander  Jovanovic was bandaged by Aleksander  Jovanovic for 12 HP.
[15:27:30	]Aleksander  Jovanovic ran 'use' on item 'El Yapımı Bandaj Rulosu' (#40623)
[15:27:30	]Aleksander  Jovanovic has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 10 experience in medicine.
[15:27:30	]Aleksander  Jovanovic was bandaged by Aleksander  Jovanovic for 12 HP.
[15:27:54	]THE ÖMER loaded the character 'Williams  O'Sullivan'
[15:28:31	]civilnetworks.net sadscientist loaded the character 'Mark Xhaka'
[15:29:17	][IC] Jonh Marston: Selam memurum.
[15:29:19	]Mark Xhaka ran 'take' on item 'Bez Paçavralar' (#40981)
[15:29:19	]Mark Xhaka has gained a 'Bez Paçavralar' #40981.
[15:29:40	][ME] Jonh Marston: Kafasını kaşır.
[15:29:41	][Y] Williams  O'Sullivan: Yardım!
[15:29:51	][Y] Williams  O'Sullivan: Yardım!
[15:30:01	]DavşanAbi has connected.
[15:30:10	]civilnetworks.net sadscientist loaded the character 'C24:RCT.UNION-71'
[15:30:13	][LOOC] C17:i5.UNION-35: sk sarmıyor ben çıkıyom skdan
[15:30:26	]C24:RCT.UNION-71 ran SAM command 'asay' with arguments: 'ota wl lazım başvurum onaylandı ve geçtim'
[15:30:26	]C24:RCT.UNION-71 used command '/Help ota wl lazım başvurum onaylandı ve geçtim'.
[15:30:27	]deathguard loaded the character 'muhamet sofracıbaşı'
[15:30:42	][Y] Williams  O'Sullivan: Yardım!
[15:30:51	][Y] Williams  O'Sullivan: Yardım edin!
[15:30:51	]DavşanAbi loaded the character 'C24:RL.KING-2'
[15:30:54	]C24:RL.KING-2 entered observer.
[15:30:56	]C24:RL.KING-2 is fully healed.
[15:31:08	]C24:RCT.UNION-71 ran SAM command 'asay' with arguments: 'davşan bi gelsene'
[15:31:08	]C24:RCT.UNION-71 used command '/Help davşan bi gelsene'.
[15:31:39	]C24:RL.KING-2 claimed a report by C24:RCT.UNION-71 (civilnetworks.net sadscientist).
[15:31:44	]C24:RL.KING-2 ran SAM command 'goto' with arguments: 'UNION'
[15:31:46	][Y] Williams  O'Sullivan: Yardım edin!
[15:31:49	][LOOC] C24:RL.KING-2: Efendim
[15:31:52	][LOOC] C24:RCT.UNION-71: benim discord batu100 ben ota başvuru geçtim wl lazım
[15:31:53	][Y] Williams  O'Sullivan: Yardım edin!
[15:31:53	][Y] muhamet sofracıbaşı: NEREDESİN.
[15:31:53	][Y] Williams  O'Sullivan: Yardım edin!
[15:31:59	][LOOC] C24:RL.KING-2: SK'nı alıyorum
[15:31:59	][Y] Williams  O'Sullivan: Yardım edin!
[15:32:03	]Ellie Williams has unloaded their "Aleksander  Jovanovic" character.
[15:32:07	][IC] muhamet sofracıbaşı: Tamam bekle sk çağırıyorum.
[15:32:08	]Ellie Williams loaded the character 'C24:RCT.YELLO-61'
[15:32:08	]C24:RL.KING-2 used command '/PlyUnwhitelist UNION-71'.
[15:32:10	][LOOC] C24:RCT.UNION-71: tamam
[15:32:13	]C24:RCT.YELLO-61 is fully healed.
[15:32:21	]C24:RL.KING-2 used command '/PlyUnwhitelist UNION Civil Protection'.
[15:32:22	][Y] muhamet sofracıbaşı: SK BEY GELİN.
[15:32:26	]C24:RCT.YELLO-61 used command '/Radio 10-8'.
[15:32:29	][IC] C24:RCT.YELLO-61: <:: Evet. ::>
[15:32:38	]C24:RL.KING-2 used command '/PlyWhitelist 71 OTA'.
[15:32:39	][IC] muhamet sofracıbaşı: Biri hastane odasında kalmış.
[15:32:43	][IC] muhamet sofracıbaşı: Çıkamıyor.
[15:32:48	]C24:RL.KING-2 used command '/CharBan 71'.
[15:32:48	][IC] C24:RCT.YELLO-61: <:: Adı ney. ::>
[15:32:51	]C24:RL.KING-2 just banned a character with the name C24:RCT.UNION-71 '#784'
[15:32:57	][IC] muhamet sofracıbaşı: Bilmiyorum kitli bir hasta odası.
[15:33:01	]DavşanAbi has unloaded their "C24:RL.KING-2" character.
[15:33:05	][IC] muhamet sofracıbaşı: Gelin.
[15:33:07	]DavşanAbi loaded the character 'C24:i1.HELIX-12'
[15:33:11	][IC] C24:RCT.YELLO-61: <:: Sen. ::>
[15:33:12	]C24:i1.HELIX-12 entered observer.
[15:33:12	]C24:i1.HELIX-12 is fully healed.
[15:33:13	][IC] C24:RCT.YELLO-61: <:: Yürü! ::>
[15:33:16	][Y] Williams  O'Sullivan: Yardım edin!
[15:33:25	][Y] muhamet sofracıbaşı: İÇERDEMİSİN.
[15:33:30	]C24:i1.HELIX-12 used command '/PlyWhitelist Jonh Civil Protection'.
[15:33:33	][IC] C24:RCT.YELLO-61: <:: Sen. ::>
[15:33:35	][IC] Williams  O'Sullivan: Evet.
[15:33:36	][IC] C24:RCT.YELLO-61: <:: Burda napıyorsun. ::>
[15:33:41	]Shane Walsh has unloaded their "Jonh Marston" character.
[15:33:45	]C24:i1.HELIX-12 exited observer at their location.
[15:33:45	][IC] Williams  O'Sullivan: Gözlerimi  burada açtım.
[15:33:52	]C24:i1.HELIX-12 used command '/Radio 10-8'.
[15:33:52	][IC] C24:RCT.YELLO-61: <:: Pekala devam et. ::>
[15:33:57	][IC] Williams  O'Sullivan: Teşekkürler.
[15:34:03	][IC] C24:RCT.YELLO-61: <:: Işi olmayan boşaltsın. ::>
[15:34:05	][IC] C24:i1.HELIX-12: <:: SEN. ::>
[15:34:09	][IC] C24:RCT.YELLO-61: <:: Emrediin. ::>
[15:34:12	][IC] C24:i1.HELIX-12: <:: Burada ne arıyorsun acemi? ::>
[15:34:17	]C24:i1.HELIX-12 used command '/ActThreat'.
[15:34:22	][IC] C24:RCT.YELLO-61: <:: Biiri kapıya sıkışmış yardım istediler. ::>
[15:34:27	][IC] C24:RCT.YELLO-61: <:: Bende yardım ettim sivillere efendim. ::>
[15:34:37	][IC] C24:i1.HELIX-12: <:: Destek masasından ilerisine ayrılmamaya çalış. ::>
[15:34:41	][IC] C24:i1.HELIX-12: <:: Anlaşıldı mı. ::>
[15:34:43	]civilnetworks.net sadscientist created the character 'S10/OWS.GHOST-77'
[15:34:43	]civilnetworks.net sadscientist has gained level 40 in the Silahlar skill.
[15:34:43	]civilnetworks.net sadscientist has gained level 40 in the Hız skill.
[15:34:43	]civilnetworks.net sadscientist loaded the character 'S10/OWS.GHOST-77'
[15:34:43	]S10/OWS.GHOST-77 has gained a 'Küçük Çanta' #41409.
[15:34:43	]S10/OWS.GHOST-77 has gained a 'Büyük Çanta' #41410.
[15:34:43	]S10/OWS.GHOST-77 has gained a 'El Feneri' #41411.
[15:34:43	]S10/OWS.GHOST-77 has gained a 'Combine PDA' #41412.
[15:34:44	]S10/OWS.GHOST-77 has gained a 'OTA Üniforması' #41413.
[15:34:44	]S10/OWS.GHOST-77 has gained a 'OTA Mask' #41414.
[15:34:44	]S10/OWS.GHOST-77 has gained a 'Rappel Gear' #41415.
[15:34:44	]S10/OWS.GHOST-77 has gained a 'Şarjör Çantası' #41416.
[15:34:44	]S10/OWS.GHOST-77 has gained a 'Ammunition Pouch' #41417.
[15:34:44	][IC] C24:RCT.YELLO-61: <:: 10-4. ::>
[15:34:48	][IC] C24:i1.HELIX-12: <:: Yürü! ::>
[15:35:13	][IC] C24:RCT.YELLO-61: <:: Sen. ::>
[15:35:16	][IC] C24:RCT.YELLO-61: <:: Gel. ::>
[15:35:21	]S10/OWS.GHOST-77 ran 'Equip' on item 'Rappel Gear' (#41415)
[15:35:23	][IC] C24:RCT.YELLO-61: <:: Pekala devam et. ::>
[15:35:24	][IC] Williams  O'Sullivan: Evet?
[15:35:27	]Shane Walsh created the character 'C24:RCT.YELLO-86'
[15:35:27	]Shane Walsh has gained level 5 in the Silahlar skill.
[15:35:27	]Shane Walsh has gained level 10 in the Hız skill.
[15:35:27	]Shane Walsh loaded the character 'C24:RCT.YELLO-86'
[15:35:27	]C24:RCT.YELLO-86 has gained a '#31007 Kimlik Kartı' #41418.
[15:35:27	]C24:RCT.YELLO-86 has gained a 'Combine PDA' #41419.
[15:35:27	]C24:RCT.YELLO-86 has gained a 'SK Üniforması' #41420.
[15:35:27	]C24:RCT.YELLO-86 has gained a 'SK Maskesi' #41421.
[15:35:27	]C24:RCT.YELLO-86 has gained a 'El Telsizi' #41422.
[15:35:27	]C24:RCT.YELLO-86 has gained a 'Küçük Çanta' #41423.
[15:35:27	]C24:RCT.YELLO-86 has gained a 'Büyük Çanta' #41424.
[15:35:43	]S10/OWS.GHOST-77 has changed S10/OWS.GHOST-77's bodygroups.
[15:35:44	]Williams  O'Sullivan used command '/ActSit'.
[15:36:10	]C24:i1.HELIX-12 entered observer.
[15:36:17	]C24:i1.HELIX-12 used the 'Durumsal Ekipman Tedarikçisi' vendor.
[15:36:24	]C24:i1.HELIX-12 exited observer at their location.
[15:36:31	]Williams  O'Sullivan used command '/ExitAct'.
[15:36:42	][IC] C24:i1.HELIX-12: <:: Acemi Şehir 24'e hoşgeldin. ::>
[15:36:49	][IC] C24:RCT.YELLO-86: Hoşbuldum efendim.
[15:36:50	][IC] C24:i1.HELIX-12: <:: İlk görev bölgen mi? ::>
[15:37:00	][IC] C24:RCT.YELLO-86: Evet, efendim.
[15:37:03	]S10/OWS.GHOST-77 used the 'Durumsal Ekipman Tedarikçisi' vendor.
[15:37:06	][LOOC] C24:i1.HELIX-12: Çevik ve hızlı bir düzgün açıklama değil
[15:37:10	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:10	]S10/OWS.GHOST-77 has gained a 'MP5A3' #41425.
[15:37:11	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:11	]S10/OWS.GHOST-77 has gained a '30rnd MP-şarjörü' #41426.
[15:37:12	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:12	][LOOC] C24:i1.HELIX-12: Dış görünüşünü tanıt
[15:37:12	]S10/OWS.GHOST-77 has gained a '30rnd MP-şarjörü' #41427.
[15:37:12	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:12	]S10/OWS.GHOST-77 has gained a '30rnd MP-şarjörü' #41428.
[15:37:16	]C24:RCT.YELLO-86 used command '/CharDesc'.
[15:37:17	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:17	]S10/OWS.GHOST-77 has gained a '30rnd MP-şarjörü' #41429.
[15:37:18	][LOOC] C24:i1.HELIX-12: Maksimum aksanını anlat
[15:37:19	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:19	]S10/OWS.GHOST-77 has gained a '30rnd MP-şarjörü' #41430.
[15:37:24	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:24	]S10/OWS.GHOST-77 has gained a 'Bandaj Rulosu' #41431.
[15:37:24	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:24	]S10/OWS.GHOST-77 has gained a 'Bandaj Rulosu' #41432.
[15:37:25	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:25	]S10/OWS.GHOST-77 has gained a 'Bandaj Rulosu' #41433.
[15:37:26	]C24:RCT.YELLO-86 used command '/CharDesc'.
[15:37:27	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:27	]S10/OWS.GHOST-77 has gained a 'SMG Mermisi' #41434.
[15:37:27	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:27	]S10/OWS.GHOST-77 has gained a 'SMG Mermisi' #41435.
[15:37:28	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:28	]S10/OWS.GHOST-77 has gained a 'SMG Mermisi' #41436.
[15:37:28	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:28	]S10/OWS.GHOST-77 has gained a 'SMG Mermisi' #41437.
[15:37:30	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:30	]S10/OWS.GHOST-77 has gained a 'Combine Filter' #41438.
[15:37:31	]C24:RCT.YELLO-61 used command '/Radio bir sivil hastanenin tepesinde ki borularda dolaşıyor'.
[15:37:32	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:32	]S10/OWS.GHOST-77 has gained a 'Adrenalin' #41439.
[15:37:32	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:32	]S10/OWS.GHOST-77 has gained a 'Adrenalin' #41440.
[15:37:39	]S10/OWS.GHOST-77 ran 'Equip' on item 'MP5A3' (#41425)
[15:37:41	]Williams  O'Sullivan has taken 13 damage from worldspawn.
[15:37:43	][LOOC] C24:i1.HELIX-12: Dış görünüşünü tanıtmana da gerek yok SK iken, benim gibi bir şey yaz
[15:37:44	]S10/OWS.GHOST-77 ran 'drop' on item '30rnd MP-şarjörü' (#41430)
[15:37:44	]S10/OWS.GHOST-77 has lost a '30rnd MP-şarjörü' #41430.
[15:37:45	]S10/OWS.GHOST-77 ran 'drop' on item '30rnd MP-şarjörü' (#41428)
[15:37:45	]S10/OWS.GHOST-77 has lost a '30rnd MP-şarjörü' #41428.
[15:37:45	]S10/OWS.GHOST-77 ran 'drop' on item '30rnd MP-şarjörü' (#41429)
[15:37:45	]S10/OWS.GHOST-77 has lost a '30rnd MP-şarjörü' #41429.
[15:37:46	][LOOC] C24:RCT.YELLO-86: oldumu?
[15:37:47	]S10/OWS.GHOST-77 ran 'drop' on item '30rnd MP-şarjörü' (#41427)
[15:37:47	]S10/OWS.GHOST-77 has lost a '30rnd MP-şarjörü' #41427.
[15:37:48	]S10/OWS.GHOST-77 ran 'drop' on item '30rnd MP-şarjörü' (#41426)
[15:37:48	]S10/OWS.GHOST-77 has lost a '30rnd MP-şarjörü' #41426.
[15:37:52	]S10/OWS.GHOST-77 used the 'Durumsal Ekipman Tedarikçisi' vendor.
[15:37:52	][LOOC] C24:i1.HELIX-12: Sıradan bir sivil koruma tarzı bir şey yazabilirsin
[15:37:54	]Williams  O'Sullivan has taken 12 damage from worldspawn.
[15:37:54	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:54	]S10/OWS.GHOST-77 has gained a 'SMG Mermisi' #41441.
[15:37:55	]S10/OWS.GHOST-77 has gained 0 chips.
[15:37:55	]S10/OWS.GHOST-77 has gained a 'SMG Mermisi' #41442.
[15:37:56	][LOOC] C24:i1.HELIX-12: Evet doğru
[15:37:56	]C24:RCT.YELLO-86 used command '/CharDesc'.
[15:37:58	]S10/OWS.GHOST-77 used the 'Durumsal Ekipman Tedarikçisi' vendor.
[15:38:00	]S10/OWS.GHOST-77 has gained 0 chips.
[15:38:00	]S10/OWS.GHOST-77 has gained a 'Combine Lock Breacher' #41443.
[15:38:00	]Williams  O'Sullivan has taken 7 damage from worldspawn.
[15:38:03	][IC] C24:i1.HELIX-12: <:: Pekala. ::>
