[16:13:41	]Jhonny has connected.
[21:45:19	]C24:RL.XRAY-57 has taken 7 damage from C24:CpT.JURY-173.
[21:45:21	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 dealing 8 damage (CritChance was 0.91).
[21:45:21	]C24:RL.XRAY-57 has taken 7 damage from C24:CpT.JURY-173.
[21:45:31	]C24:RL.XRAY-57 was just knocked out due to: hit by stunstick owned by C24:CpT.JURY-173
[21:46:20	][IC] Hershel Von Shepherd: Bir şey sormam gerek, madalyaları kim veriyor?
[21:47:10	][IC] Hershel Von Shepherd: Ben şimdi cca klavuzunu çeviriyorum şuanda çevirideki anlamsızlıkları düzeltiyorum da merak ettim.
[21:47:19	][IC] C24:RL.XRAY-57: <:: Tabii sorabilirsin her şeyi. ::>
[21:47:48	]Hershel Von Shepherd has spawned 'models/c24_exterior/c24_cityposters.mdl'.
[21:47:53	]C24:i4.XRAY-91 is no longer afk. Total time spent AFK: 475
[21:47:53	]Hershel Von Shepherd entered observer.
[21:47:57	]Hershel Von Shepherd exited observer at their location.
[21:48:01	]Hershel Von Shepherd has spawned 'models/willardnetworks/posters/wn_poster_5.mdl'.
[21:48:20	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:48:23	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:12	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:15	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:17	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:20	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:22	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:25	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:29	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:32	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:35	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:39	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:43	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:46	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:49	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:53	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:49:56	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:50:00	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:50:04	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:50:07	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:50:10	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:50:13	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:50:18	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:50:22	]Hershel Von Shepherd has enabled persistence for 'models/willardnetworks/posters/wn_poster_5.mdl'.
[21:50:22	]Hershel Von Shepherd has used a context menu option with the name: persist
[21:50:34	]Hershel Von Shepherd has spawned 'models/willardnetworks/props/posterminal.mdl'.
[21:50:48	]C24:i5.VICTOR-61 has gone afk.
[21:51:05	]Hershel Von Shepherd entered observer.
[21:51:16	]Hershel Von Shepherd exited observer at their location.
[21:51:20	]Hershel Von Shepherd has spawned 'models/willardnetworks/posters/wn_poster_5.mdl'.
[21:51:27	][IC] C24:i3.UNION-66: <:: Pahalı. ::>
[21:51:28	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:51:31	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:51:37	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:51:38	]C24:i5.VICTOR-61 is no longer afk. Total time spent AFK: 345
[21:51:41	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:51:41	][LOOC] C24:i5.VICTOR-61: çıkmam gerek
[21:51:45	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:51:48	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:51:55	][LOOC] C24:i5.VICTOR-61: bu arada post makinası bende bulunuyor ama bozuk
[21:52:00	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:07	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:10	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:12	][LOOC] C24:i5.VICTOR-61: isterseniz deneyebilirsiniz iyi geceler
[21:52:15	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:17	]Lynx (STEAM_0:1:578875274) has disconnected.
[21:52:19	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:19	][IC] C24:i3.UNION-66: <:: Birde filtre neden yo kbizde. ::>
[21:52:22	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:24	][IC] C24:i3.UNION-66: <:: Vendorda. ::>
[21:52:26	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:30	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:33	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:36	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:37	][IC] C24:i4.XRAY-91: <:: Vendor kullancak radyasyonlu alan yokki. ::>
[21:52:39	][IC] C24:i4.XRAY-91: <:: Sewersta. ::>
[21:52:39	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:43	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:47	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:47	][IC] C24:i4.XRAY-91: <:: Filter*. ::>
[21:52:48	][IC] C24:i4.XRAY-91: <:: Pardon. ::>
[21:52:50	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:55	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:52:59	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:53:02	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:53:05	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:53:09	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:53:11	][IC] C24:i3.UNION-66: <:: Evet. ::>
[21:53:14	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:53:14	][IC] C24:i3.UNION-66: <:: Smbdeki karakterde var. ::>
[21:53:15	][IC] C24:i3.UNION-66: <:: Benim. ::>
[21:53:19	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:53:21	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:53:23	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:53:24	][IC] C24:i3.UNION-66: <:: Evet. ::>
[21:53:26	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:53:27	][IC] C24:i3.UNION-66: <:: Smb sib ve cp. ::>
[21:53:30	]Hershel Von Shepherd has used a context menu option with the name: skin
[21:53:31	][IC] C24:i3.UNION-66: <:: Çağırabiliyoruz. ::>
[21:53:41	]C24:i3.UNION-66 used command '/SC cwu'.
[21:53:55	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15030.
[21:53:55	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15029.
[21:53:58	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15029.
[21:53:58	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15030.
[21:54:04	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15030.
[21:54:04	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15029.
[21:54:17	][IC] C24:i3.UNION-66: <:: O güzel baya. ::>
[21:54:25	]C24:CpT.JURY-173 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[21:55:06	][IC] C24:i3.UNION-66: <:: Radgollken. ::>
[21:55:10	][IC] C24:i3.UNION-66: <:: Kelepçelemiyor mu? ::>
[21:55:29	]C24:RL.XRAY-57 was just knocked out due to: hit by stunstick owned by C24:CpT.JURY-173
[21:55:33	]C24:CpT.JURY-173 ran 'Use' on item 'Zip-Tie' (#15026)
[21:55:35	][IC] C24:i4.XRAY-91: <:: Lavaboya gidip gelicem. ::>
[21:55:36	]C24:CpT.JURY-173 ran 'Use' on item 'Zip-Tie' (#15026)
[21:55:50	]Hershel Von Shepherd entered observer.
[21:55:59	][IC] C24:i3.UNION-66: <:: Me ile hallederim. ::>
[21:56:03	]Hershel Von Shepherd exited observer at their location.
[21:56:11	][ME] C24:i3.UNION-66: salutes with most Honor and Respect
[21:56:13	][ME] C24:i3.UNION-66: salutes with most Honor and Respect
[21:56:17	][IC] Hershel Von Shepherd: Oh.
[21:56:34	][IC] Hershel Von Shepherd: I liked your emotes.
[21:57:10	][IC] C24:CpT.JURY-173: <:: Move back, right now! ::>
[21:57:16	]C24:RL.XRAY-57 was just knocked out due to: hit by stunstick owned by C24:CpT.JURY-173
[21:57:39	]C24:i3.UNION-66 has changed C24:i3.UNION-66's bodygroups.
[21:57:40	]Hershel Von Shepherd entered observer.
[21:57:41	]Hershel Von Shepherd exited observer at their location.
[21:57:49	][IC] Hershel Von Shepherd: Buney.
[21:57:53	][IC] C24:i4.XRAY-91: <:: Geldim. ::>
[21:57:54	][LOOC] C24:i3.UNION-66: gerçek combine askeri
[21:57:59	]C24:i4.XRAY-91 ran 'Open' on item 'Sivil Koruma Rasyonu' (#18060)
[21:57:59	]C24:i4.XRAY-91 has gained a 'Metropolice Takviyeleri' #18220.
[21:57:59	]C24:i4.XRAY-91 has gained a 'Soda Bob Brawn' #18221.
[21:57:59	]C24:i4.XRAY-91 has gained a '20 Kredi Kuponu' #18222.
[21:58:03	]C24:i4.XRAY-91 ran 'Consume' on item 'Soda Bob Brawn' (#18221)
[21:58:03	]C24:i4.XRAY-91 extended their level 1 long boost in Algı.
[21:58:03	]C24:i4.XRAY-91 extended their level 2 long boost in Çeviklik.
[21:58:12	]C24:i4.XRAY-91 ran 'Consume' on item 'Metropolice Takviyeleri' (#18220)
[21:58:12	]C24:i4.XRAY-91 extended their level 3 long boost in Güç.
[21:58:24	]Hershel Von Shepherd has disabled persistence for 'models/willardnetworks/posters/wn_poster_5.mdl'.
[21:58:24	]Hershel Von Shepherd has used a context menu option with the name: persist_end
[21:59:10	]C24:RL.XRAY-57 has spawned a rolledposter.
[21:59:12	]C24:RL.XRAY-57 ran 'take' on item 'Rolled Poster' (#18223)
[21:59:12	]C24:RL.XRAY-57 has gained a 'Rolled Poster' #18223.
[21:59:35	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15029.
[21:59:35	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15030.
[21:59:38	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15030.
[21:59:38	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15029.
[21:59:53	][IC] C24:i3.UNION-66: <:: Evet. ::>
[22:00:43	]C24:i4.XRAY-91 ran 'drop' on item 'Bandaj Rulosu' (#15619)
[22:00:43	]C24:i4.XRAY-91 has lost a 'Bandaj Rulosu' #15619.
[22:00:43	]C24:i4.XRAY-91 ran 'drop' on item 'Bandaj Rulosu' (#15620)
[22:00:43	]C24:i4.XRAY-91 has lost a 'Bandaj Rulosu' #15620.
[22:00:44	]C24:i4.XRAY-91 ran 'drop' on item 'Ağrı Kesici' (#18181)
[22:00:44	]C24:i4.XRAY-91 has lost a 'Ağrı Kesici' #18181.
[22:00:49	]C24:i4.XRAY-91 destroyed a 'Bandaj Rulosu' #15620.
[22:00:50	]C24:i4.XRAY-91 destroyed a 'Ağrı Kesici' #18181.
[22:00:51	]C24:i4.XRAY-91 destroyed a 'Bandaj Rulosu' #15619.
[22:01:21	]C24:i4.XRAY-91 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[22:01:26	]C24:i4.XRAY-91 has gained 0 chips.
[22:01:26	]C24:i4.XRAY-91 has gained a '17rnd Usp-Şarjörü' #18224.
[22:01:41	]C24:i4.XRAY-91 ran 'combine' on item '17rnd Usp-Şarjörü' (#18224)
[22:01:42	]C24:i4.XRAY-91 ran 'combine' on item '9mm Tabanca Mermisi' (#18176)
[22:02:45	]C24:i3.UNION-66 has changed C24:i3.UNION-66's bodygroups.
[22:03:17	][IC] C24:i3.UNION-66: <:: Dispatch ai değil mi zaten. ::>
[22:03:20	][IC] C24:RL.XRAY-57: <:: Evet. ::>
[22:04:36	]Hershel Von Shepherd has gone afk.
[22:04:51	]Hershel Von Shepherd is no longer afk. Total time spent AFK: 310
[22:04:51	]Hershel Von Shepherd entered observer.
[22:04:58	]Hershel Von Shepherd exited observer at their location.
[22:05:04	]Hershel Von Shepherd entered observer.
[22:05:07	]Hershel Von Shepherd exited observer at their location.
[22:07:23	]C24:i4.XRAY-91 has gone afk.
[22:10:28	]C24:i4.XRAY-91 is no longer afk. Total time spent AFK: 480
[22:10:39	]C24:i3.UNION-66 has gone afk.
[22:11:21	]Hershel Von Shepherd has gone afk.
[22:12:01	]Hershel Von Shepherd is no longer afk. Total time spent AFK: 335
[22:12:19	]C24:i3.UNION-66 is no longer afk. Total time spent AFK: 395
[22:12:29	]Hershel Von Shepherd has used a context menu option with the name: vendor_edit
[22:13:14	]Hershel Von Shepherd used command '/PlyWhitelist shepherd cremator'.
[22:14:03	]Wonder Of You created the character 'C24.CREMATOR:211'
[22:14:03	]Wonder Of You loaded the character 'C24.CREMATOR:211'
[22:14:24	]C24.CREMATOR:211 entered observer.
[22:14:25	]C24.CREMATOR:211 has taken 12 damage from env_fire.
[22:14:25	]C24.CREMATOR:211 has taken 11 damage from env_fire.
[22:14:25	]C24.CREMATOR:211 has taken 9 damage from env_fire.
[22:14:32	]C24.CREMATOR:211 exited observer at their location.
[22:14:48	][IC] C24.CREMATOR:211: Varmış zaten.
[22:14:53	][IC] C24.CREMATOR:211: Şimdi aldım.
[22:15:04	][IC] C24:i3.UNION-66: <:: Hd. ::>
[22:15:18	]C24:i4.XRAY-91 has changed C24:i4.XRAY-91's bodygroups.
[22:15:18	]C24:i4.XRAY-91 has changed C24:i4.XRAY-91's bodygroups.
[22:15:32	][IC] C24:i3.UNION-66: <:: Köle. ::>
[22:15:39	][IC] C24.CREMATOR:211: Bu ne olm astım bu.
[22:15:42	][IC] C24:i3.UNION-66: <:: Temizlik. ::>
[22:15:42	][IC] C24.CREMATOR:211: Ben ceset yakıyom.
[22:16:07	][IC] C24:i3.UNION-66: <:: Sewers enfekte bölge mi. ::>
[22:16:39	][IC] C24.CREMATOR:211: Neden astım bu.
[22:17:03	][IC] C24.CREMATOR:211: Bilmiyorum ama sanırım adıyaman tütünü içmiş geçmişte.
[22:17:23	][IC] C24:i3.UNION-66: <:: Kaç kg sın birde ateş atan silahın var. ::>
[22:17:32	][IC] C24.CREMATOR:211: Öpemmi.
[22:17:38	][ME] C24.CREMATOR:211: vakumlar
[22:17:38	][IC] C24:i3.UNION-66: <:: Yanına gelsem nefesssizlikten ölürüm. ::>
[22:17:40	][IC] C24:i3.UNION-66: <:: Haha. ::>
[22:17:43	][IC] C24.CREMATOR:211: Haha.
[22:18:00	]C24.CREMATOR:211 used command '/PlyWhitelist cremator resistan'.
[22:18:11	]C24:i3.UNION-66 has changed C24:i3.UNION-66's bodygroups.
[22:19:57	][IC] C24:i3.UNION-66: <:: Elon musk. ::>
[22:20:03	][IC] C24:i3.UNION-66: <:: Bence daha iyi böyle. ::>
[22:21:08	][IC] C24:i3.UNION-66: <:: Çip bana göre saçma. ::>
[22:21:24	][IC] C24:i3.UNION-66: <:: Evet. ::>
[22:21:49	]C24.CREMATOR:211 entered observer.
[22:21:50	]C24.CREMATOR:211 exited observer at their location.
[22:22:04	]C24.CREMATOR:211 has spawned 'models/Zombie/Poison.mdl'.
[22:22:07	]C24.CREMATOR:211 has spawned 'models/Zombie/Classic_torso.mdl'.
[22:22:12	]C24.CREMATOR:211 entered observer.
[22:22:15	]C24.CREMATOR:211 exited observer at their location.
[22:22:19	][IC] C24.CREMATOR:211: Çok güzel yanıyolar.
[22:22:20	]C24.CREMATOR:211 entered observer.
[22:22:42	]C24.CREMATOR:211 exited observer at their location.
[22:22:45	]C24.CREMATOR:211 has spawned 'models/Zombie/Classic_torso.mdl'.
[22:22:46	]C24.CREMATOR:211 has spawned 'models/Gibs/Fast_Zombie_Torso.mdl'.
[22:22:51	]C24.CREMATOR:211 entered observer.
[22:22:52	]C24.CREMATOR:211 exited observer at their location.
[22:23:06	]C24.CREMATOR:211 has spawned 'models/Advisor.mdl'.
[22:23:11	]C24.CREMATOR:211 entered observer.
[22:23:12	]C24.CREMATOR:211 exited observer at their location.
[22:23:13	]C24.CREMATOR:211 entered observer.
[22:23:14	]C24.CREMATOR:211 has spawned 'models/Advisor.mdl'.
[22:23:28	]C24.CREMATOR:211 exited observer at their location.
[22:23:30	]C24.CREMATOR:211 has spawned 'models/Combine_Super_Soldier.mdl'.
[22:23:41	]C24.CREMATOR:211 has spawned 'models/gman_high.mdl'.
[22:23:46	]C24.CREMATOR:211 entered observer.
[22:23:46	]C24.CREMATOR:211 has taken 2 damage from entityflame.
[22:23:46	]C24.CREMATOR:211 has taken 2 damage from entityflame.
[22:23:46	]C24.CREMATOR:211 has taken 0 damage from entityflame.
[22:23:52	]C24.CREMATOR:211 has spawned 'models/vortigaunt.mdl'.
[22:24:02	]C24:CpT.JURY-173 has gone afk.
[22:24:10	]C24.CREMATOR:211 exited observer at their location.
[22:24:25	]Wonder Of You (STEAM_0:0:210448252) has disconnected.
[22:24:52	][IC] C24:i3.UNION-66: <:: Ben çakmak çalmıştım. ::>
[22:24:59	][IC] C24:i3.UNION-66: <:: -40 sp. ::>
[22:25:05	][IC] C24:i3.UNION-66: <:: Çakmak ve sigara geldi bedava. ::>
[22:25:07	]C24:CpT.JURY-173 is no longer afk. Total time spent AFK: 360
[22:25:14	]C24:i3.UNION-66 ran 'smoke' on item 'Sigara' (#15896)
[22:25:15	]C24:i3.UNION-66 ran 'light' on item 'Plastik Çakmak' (#5900)
[22:25:15	]Plastik Çakmak owned by C24:i3.UNION-66 just broke due to usage.
[22:25:58	]C24:i4.XRAY-91 used command '/CheckCrime'.
[22:26:03	]C24:i4.XRAY-91 used command '/CheckOverwatch'.
[22:27:25	][IC] C24:i3.UNION-66: Sigara bittikçe yavaş yavaş küçülüyor.
[22:27:27	][IC] C24:i3.UNION-66: Güzel sistem.
[22:27:29	][IC] C24:RL.XRAY-57: <:: Evet. ::>
[22:28:15	]C24:i4.XRAY-91 ran 'take' on item 'AKM' (#17477)
[22:28:17	]C24:i4.XRAY-91 ran 'take' on item 'AKM' (#17477)
[22:28:17	]C24:i4.XRAY-91 has gained a 'AKM' #17477.
[22:28:18	]C24:i4.XRAY-91 ran 'Equip' on item 'AKM' (#17477)
[22:28:36	][IC] C24:i3.UNION-66: <:: Bize üreme simülasyonu yok zaten sadece rl için diyor:(. ::>
[22:28:51	][IC] C24:i4.XRAY-91: <:: Aslında hl2 de var. ::>
[22:28:56	][IC] C24:i3.UNION-66: <:: Rl için sadece. ::>
[22:28:59	][IC] C24:i4.XRAY-91: <:: O yüzden sk alıyoalr. ::>
[22:29:02	][IC] C24:i4.XRAY-91: <:: Normalde. ::>
[22:29:09	]C24:i4.XRAY-91 ran 'drop' on item 'AKM' (#17477)
[22:29:09	]C24:i4.XRAY-91 has lost a 'AKM' #17477.
[22:29:21	][IC] C24:i3.UNION-66: <:: Rank leader reminder:(üreme simulasyonu için 100 stc). ::>
[22:29:25	][IC] C24:i3.UNION-66: <:: Diyordu. ::>
[22:29:29	]C24:i4.XRAY-91 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[22:29:51	][IC] C24:i3.UNION-66: <:: Deja vu. ::>
[22:30:07	]C24:CpT.JURY-173 has gone afk.
[22:31:42	]C24:CpT.JURY-173 is no longer afk. Total time spent AFK: 390
[22:35:34	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15029.
[22:35:34	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15030.
[22:35:40	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15030.
[22:35:40	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15029.
[22:35:56	][IC] C24:i3.UNION-66: <:: Enfeksiyon eventi. ::>
[22:35:58	][IC] C24:i3.UNION-66: <:: Vardı galiba. ::>
[22:36:53	]C24:i3.UNION-66 has lost a '30rnd MP-şarjörü' #15663.
[22:40:52	][IC] C24:i3.UNION-66: <:: Bende okumuştum. ::>
[22:41:10	][IC] C24:RL.XRAY-57: <:: OAİM. ::>
[22:44:46	]C24:CpT.JURY-173 has spawned a drink_champagne_glass.
[22:44:57	]C24:CpT.JURY-173 ran 'Consume' on item 'Bir Kadeh Köpüklü Şampanya' (#18225)
[22:44:57	]C24:CpT.JURY-173 has gained a level 2 long boost in Çeviklik.
[22:44:57	]C24:CpT.JURY-173 has gained a level 3 long boost in Zeka.
[22:44:57	]C24:CpT.JURY-173 has gained a level 2 long boost in Algı.
[22:45:00	]C24:CpT.JURY-173 has spawned a drink_coffee.
[22:45:02	]C24:CpT.JURY-173 ran 'Consume' on item 'Bir Fincan Kahve' (#18226)
[22:45:02	]C24:CpT.JURY-173 has wasted a level 2 long boost in Çeviklik (current: 0; target: 2).
[22:45:02	]C24:CpT.JURY-173 has gained a 'Boş Kahve Fincanı' #18227.
[22:45:07	]C24:CpT.JURY-173 has spawned a baking_cheesecake.
[22:45:08	]C24:CpT.JURY-173 ran 'Consume' on item 'Cheesecake' (#18228)
[22:45:08	]C24:CpT.JURY-173 has wasted a level 3 long boost in Zeka (current: 0; target: 3).
[22:45:08	]C24:CpT.JURY-173 has gained a level 5 long boost in Algı.
[22:49:22	]C24:RL.XRAY-57 has gone afk.
[22:49:27	]C24:RL.XRAY-57 is no longer afk. Total time spent AFK: 300
[22:49:28	][IC] C24:i3.UNION-66: <:: Check for miscount. ::>
[22:49:36	][IC] C24:i3.UNION-66: <:: Evet. ::>
[22:49:37	][IC] C24:i4.XRAY-91: <:: Evet. ::>
[22:49:37	][IC] C24:i3.UNION-66: <:: Bence. ::>
[22:49:40	][IC] C24:i3.UNION-66: <:: Biliyorum. ::>
[22:49:48	][IC] C24:i3.UNION-66: <:: Pacify. ::>
[22:49:49	][IC] C24:RL.XRAY-57: <:: Pacify. ::>
[22:49:50	][IC] C24:i3.UNION-66: <:: ? ::>
[22:49:51	][IC] C24:RL.XRAY-57: <:: Pasifize. ::>
[22:49:56	][IC] C24:i3.UNION-66: <:: Huzura kavuşturma. ::>
[22:49:57	][IC] C24:i3.UNION-66: <:: K. ::>
[22:50:00	][IC] C24:i4.XRAY-91: <:: Etkisiz kılmak. ::>
[22:50:18	][IC] C24:i3.UNION-66: <:: Pacifying. ::>
[22:50:26	][IC] C24:i3.UNION-66: <:: Pacifying. ::>
[22:50:30	][IC] C24:CpT.JURY-173: <:: Pacifying. ::>
[22:50:33	][IC] C24:CpT.JURY-173: <:: Pacify. ::>
[22:50:37	][LOOC] C24:i3.UNION-66: pacifying2
[22:50:44	][IC] C24:CpT.JURY-173: <:: Pacifying. ::>
[22:51:29	][IC] C24:i3.UNION-66: <:: 422. ::>
[22:51:31	][IC] C24:i3.UNION-66: <:: Sık sık dediği. ::>
[22:51:32	][IC] C24:i3.UNION-66: <:: Ne kadar. ::>
[22:51:35	][IC] C24:i3.UNION-66: <:: Nesnel olarak. ::>
[22:51:58	][IC] C24:i3.UNION-66: <:: Şiddetli rehabilitasyon. ::>
[22:52:33	][IC] C24:i3.UNION-66: <:: Kritik. ::>
[22:52:45	][IC] C24:i3.UNION-66: <:: 2 kere ard arda mı. ::>
[22:52:50	][IC] C24:i3.UNION-66: <:: 422. ::>
[22:52:52	][IC] C24:i3.UNION-66: <:: Tamam. ::>
[22:53:08	][IC] C24:i3.UNION-66: <:: Net bir sayı almak istedim boşuna pk olmasın diye. ::>
[22:54:00	][IC] C24:i3.UNION-66: <:: Mesela. ::>
[22:54:19	][IC] C24:i3.UNION-66: <:: 69K 505 ve 415B birisi. ::>
[22:54:22	][IC] C24:i3.UNION-66: <:: 422 olur mu? ::>
[22:55:09	][IC] C24:i3.UNION-66: <:: Evet. ::>
[22:55:18	][IC] C24:i3.UNION-66: <:: Me ile yapıyorum. ::>
[22:55:23	][IC] C24:i3.UNION-66: <:: En çok şöyle kullanıyorum. ::>
[22:55:26	]C24:RL.XRAY-57 ran 'Equip' on item 'Combine PDA' (#13723)
[22:55:32	][ME] C24:i3.UNION-66: kafasını geriye sertçe çekerek poşet geçirir
[22:55:35	]C24:CpT.JURY-173 ran 'Equip' on item 'Combine PDA' (#13798)
[22:55:49	][IC] C24:i3.UNION-66: <:: Evet. ::>
[22:55:51	][IC] C24:i3.UNION-66: <:: Erişim yk. ::>
[22:56:10	][IC] C24:i3.UNION-66: <:: Evet. ::>
[22:56:50	][IC] C24:i3.UNION-66: <:: Birde. ::>
[22:56:57	][IC] C24:i3.UNION-66: <:: Anti-citizen damgası. ::>
[22:57:06	][IC] C24:i3.UNION-66: <:: Derhal amputasyon durumundaki kişilere mi. ::>
[22:57:08	][IC] C24:i3.UNION-66: <:: Veriliyor. ::>
[22:57:17	][IC] C24:i3.UNION-66: <:: Bol ve anti citizen var. ::>
[22:57:47	][IC] C24:i3.UNION-66: <:: Derhal amputasyon. ::>
[22:57:50	][IC] C24:i3.UNION-66: <:: Yetkim var mı? ::>
[22:57:55	][IC] C24:i3.UNION-66: <:: Ben bol ekliyorum aranıyorsa. ::>
[22:58:18	][IC] C24:CpT.JURY-173: <:: Pto. ::>
[22:58:22	][IC] C24:RL.XRAY-57: <:: HTO. ::>
[22:58:23	][IC] C24:CpT.JURY-173: <:: Hto. ::>
[22:58:28	][IC] C24:i3.UNION-66: <:: Anti citizenlara karşı. ::>
[22:58:32	][IC] C24:i3.UNION-66: <:: Derhal amputasyon mu. ::>
[22:58:42	][IC] C24:i3.UNION-66: <:: Teslimde vurmam. ::>
[22:58:44	][IC] C24:i3.UNION-66: <:: Ama kaçarsa. ::>
[22:58:46	][IC] C24:i3.UNION-66: <:: Direnirse. ::>
[22:58:48	][IC] C24:i3.UNION-66: <:: Tamamdır. ::>
[22:59:08	][IC] C24:CpT.JURY-173: <:: Anti-citizen. ::>
[22:59:12	][IC] C24:CpT.JURY-173: <:: Anti-citizen. ::>
[22:59:16	][IC] C24:CpT.JURY-173: <:: You. ::>
[22:59:26	][IC] C24:CpT.JURY-173: <:: Get out of here! ::>
[22:59:29	][IC] C24:i3.UNION-66: <:: O zaman bize gidiyor. ::>
[22:59:32	][IC] C24:i3.UNION-66: <:: Yakalanıyor. ::>
[22:59:40	][IC] C24:i3.UNION-66: <:: Otomatta olur. ::>
[22:59:41	][IC] C24:CpT.JURY-173: <:: Ayrıl burdan şimdi! ::>
[22:59:48	][IC] C24:CpT.JURY-173: <:: Move back, right now! ::>
[22:59:58	][IC] C24:i3.UNION-66: <:: Nihai karak uygulandı. ::>
[23:00:08	][IC] C24:CpT.JURY-173: <:: Amputate. ::>
[23:00:09	]C24:RL.XRAY-57 entered observer.
[23:00:11	][IC] C24:CpT.JURY-173: <:: JURY. ::>
[23:00:12	][IC] C24:CpT.JURY-173: <:: Judge. ::>
[23:00:14	][IC] C24:i3.UNION-66: <:: Final verdict administered. ::>
[23:00:15	]C24:RL.XRAY-57 exited observer at their location.
[23:00:15	][IC] C24:CpT.JURY-173: <:: Helix. ::>
[23:00:18	][IC] C24:CpT.JURY-173: <:: Helıx. ::>
[23:00:20	][IC] C24:CpT.JURY-173: <:: HELIX. ::>
[23:00:25	][IC] C24:CpT.JURY-173: <:: Unit. ::>
[23:00:25	][IC] C24:i3.UNION-66: <:: Onlar kalkmış. ::>
[23:00:26	]C24:RL.XRAY-57 entered observer.
[23:00:32	][IC] C24:i3.UNION-66: <:: Evet. ::>
[23:00:43	]C24:RL.XRAY-57 exited observer at their location.
[23:00:59	][IC] C24:i3.UNION-66: <:: Talep cihazındadanda oluyor. ::>
