[15:08:05	]Ender has connected.
[15:39:37	]C45:RCT.YELLO-32 ran 'use' on item 'El Yapımı Bandaj Rulosu' (#65576)
[15:39:37	]C45:RCT.YELLO-32 has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 10 experience in medicine.
[15:39:37	]C45:RCT.YELLO-32 was bandaged by C45:RCT.YELLO-32 for 11 HP.
[15:39:39	]C45:RCT.YELLO-32 ran 'use' on item 'El Yapımı Bandaj Rulosu' (#65576)
[15:39:39	]C45:RCT.YELLO-32 has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 10 experience in medicine.
[15:39:39	]C45:RCT.YELLO-32 was bandaged by C45:RCT.YELLO-32 for 11 HP.
[15:39:40	]Wilson Dawson ran 'use' on item 'Morfin' (#65514)
[15:39:40	]Wilson Dawson has performed the 'Use Morfin' action, gaining 5 experience in medicine.
[15:39:40	]Wilson Dawson has gained a level 4 short boost in Güç.
[15:39:42	]C45:RCT.YELLO-32 ran 'use' on item 'El Yapımı Bandaj Rulosu' (#65579)
[15:39:42	]C45:RCT.YELLO-32 has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 10 experience in medicine.
[15:39:42	]C45:RCT.YELLO-32 was bandaged by C45:RCT.YELLO-32 for 11 HP.
[15:39:43	]C45:RCT.YELLO-32 ran 'split' on item 'El Yapımı Bandaj Rulosu' (#65579)
[15:39:43	]C45:RCT.YELLO-32 has gained a 'El Yapımı Bandaj Rulosu' #65609.
[15:39:45	]C45:RCT.YELLO-32 ran 'use' on item 'El Yapımı Bandaj Rulosu' (#65609)
[15:39:45	]C45:RCT.YELLO-32 has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 2 experience in medicine.
[15:39:45	]C45:RCT.YELLO-32 was bandaged by C45:RCT.YELLO-32 for 11 HP.
[15:39:46	]C45:RCT.YELLO-32 ran 'use' on item 'El Yapımı Bandaj Rulosu' (#65579)
[15:39:46	]C45:RCT.YELLO-32 was bandaged by C45:RCT.YELLO-32 for 11 HP.
[15:39:46	][LOOC] Herald Zenman: SLJNKVZNDSVLK
[15:39:47	]Wilson Dawson has critically hit Herald Zenman in the left leg dealing 36 damage (CritChance was 0.30).
[15:39:47	]Herald Zenman was killed while bleeding out.
[15:39:47	]Wilson Dawson has killed Herald Zenman with player.
[15:39:47	]Herald Zenman has dropped: El Feneri (#62106); Sigara (#55414);
[15:40:02	]C45:RCT.YELLO-32 opened the 'Dropped Items' #6302 container.
[15:40:05	]C45:RCT.YELLO-32 closed the 'Dropped Items' #6302 container.
[15:40:09	][IC] C45:RCT.YELLO-32: <:: Hayırr. ::>
[15:40:11	]Wilson Dawson ran 'EquipUn' on item 'Levye' (#64468)
[15:40:39	][LOOC] C45:RCT.YELLO-32: burdamısın??
[15:40:41	]Wilson Dawson has taken 5 damage from Herald Zenman.
[15:40:41	]Herald Zenman has damaged Wilson Dawson, dealing 5.0003 with ix_hands
[15:40:43	]Wilson Dawson ran 'Equip' on item 'Levye' (#64468)
[15:40:58	]Wilson Dawson has taken 5 damage from Herald Zenman.
[15:40:58	]Herald Zenman has damaged Wilson Dawson, dealing 5.0006 with ix_hands
[15:40:59	]Wilson Dawson has hit Herald Zenman dealing 18 damage (CritChance was 0.45).
[15:40:59	]Herald Zenman has taken 18 damage from Wilson Dawson.
[15:41:00	]Wilson Dawson has critically hit Herald Zenman in the chest dealing 36 damage (CritChance was 0.45).
[15:41:00	]Herald Zenman has taken 36 damage from Wilson Dawson.
[15:41:01	]Wilson Dawson has gained level 9 in the Yakın Dövüş skill.
[15:41:01	]Wilson Dawson has hit Herald Zenman in the chest dealing 18 damage (CritChance was 0.45).
[15:41:01	]Herald Zenman has taken 18 damage from Wilson Dawson.
[15:41:06	]Wilson Dawson has taken 5 damage from Herald Zenman.
[15:41:06	]Herald Zenman has damaged Wilson Dawson, dealing 5.0009 with ix_hands
[15:41:29	][IC] C45:RCT.YELLO-32: <:: Hassiktir! ::>
[15:41:55	]C45:RCT.YELLO-32 has critically hit Herald Zenman dealing 8 damage (CritChance was 0.95).
[15:41:55	]Herald Zenman has taken 7 damage from C45:RCT.YELLO-32.
[15:42:07	]Wilson Dawson ran 'use' on item 'Morfin' (#65514)
[15:42:07	]Wilson Dawson has performed the 'Use Morfin' action, gaining 18 experience in medicine.
[15:42:07	]Wilson Dawson extended their level 4 short boost in Güç.
[15:42:08	]Wilson Dawson ran 'use' on item 'Morfin' (#65514)
[15:42:08	]Wilson Dawson extended their level 4 short boost in Güç.
[15:42:09	][IC] C45:RCT.YELLO-32: <:: Iyimisin? ::>
[15:42:20	][IC] C45:RCT.YELLO-32: <:: Gel. ::>
[15:42:30	]C45:RCT.YELLO-32 used command '/Doorkick'.
[15:42:42	][LOOC] Herald Zenman: shift+e bas
[15:43:32	]Wilson Dawson ran 'use' on item 'Kaliteli Kırmızı Hap' (#65581)
[15:43:32	]Wilson Dawson has gained a level 7 short boost in Güç.
[15:43:33	]Wilson Dawson ran 'use' on item 'Kaliteli Kırmızı Hap' (#65581)
[15:43:33	]Wilson Dawson has wasted a level 7 short boost in Güç (current: 4; target: 7).
[15:43:34	]Wilson Dawson ran 'use' on item 'Kaliteli Kırmızı Hap' (#65515)
[15:43:34	]Wilson Dawson has wasted a level 7 short boost in Güç (current: 4; target: 7).
[15:43:34	]Wilson Dawson ran 'use' on item 'Kaliteli Kırmızı Hap' (#65515)
[15:43:34	]Wilson Dawson has wasted a level 7 short boost in Güç (current: 4; target: 7).
[15:43:37	]Wilson Dawson ran 'use' on item 'Morfin' (#65518)
[15:43:37	]Wilson Dawson has wasted a level 4 short boost in Güç (current: 4; target: 7).
[15:43:37	][IC] C45:RCT.YELLO-32: <:: Güvenli ol diye. ::>
[15:43:37	]Wilson Dawson ran 'use' on item 'Morfin' (#65518)
[15:43:37	]Wilson Dawson has wasted a level 4 short boost in Güç (current: 4; target: 7).
[15:43:38	]Wilson Dawson ran 'use' on item 'Morfin' (#65518)
[15:43:38	]Wilson Dawson has wasted a level 4 short boost in Güç (current: 4; target: 7).
[15:43:41	][IC] C45:RCT.YELLO-32: <:: Medikal eşya getircem. ::>
[15:43:46	]Connordpd created the character 'Connor Grayson'
[15:43:46	]Connordpd loaded the character 'Connor Grayson'
[15:43:46	]Connor Grayson has gained a 'Açık Gri Kol Bandı' #65610.
[15:43:46	]Connor Grayson has gained a '#44842 Kimlik Kartı' #65611.
[15:43:46	]Connor Grayson has gained a 'Yeşil Tulum' #65612.
[15:43:46	]Connor Grayson has gained a 'Kahverengi tulum pantolonu' #65613.
[15:43:46	]Connor Grayson has gained a 'Kahverengi Deri Çizme' #65614.
[15:43:47	]C45:RCT.YELLO-32 used command '/Radio birim'.
[15:44:14	]C45:RCT.YELLO-32 used the 'Sivil Koruma Tedarikçisi' vendor.
[15:44:19	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65615.
[15:44:20	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65616.
[15:44:21	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65617.
[15:44:21	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65618.
[15:44:22	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65619.
[15:44:22	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65620.
[15:44:23	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65621.
[15:44:23	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65622.
[15:44:24	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65623.
[15:44:33	]Connordpd (STEAM_0:0:466318671) has disconnected.
[15:44:49	]Wilson Dawson has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[15:44:54	]C45:RCT.YELLO-32 used the 'Sivil Koruma Tedarikçisi' vendor.
[15:45:02	]Wilson Dawson ran 'Open' on item 'Rasyon' (#65624)
[15:45:02	]Wilson Dawson has gained a 'Yapay Macun' #65625.
[15:45:02	]Wilson Dawson has gained a 'Breen'in Suyu' #65626.
[15:45:02	]Wilson Dawson has gained a '15 Kredi Kuponu' #65627.
[15:45:06	]Wilson Dawson ran 'Convert' on item 'Breen'in Suyu' (#65626)
[15:45:06	]Wilson Dawson has gained a 'Su İşçiliği' #65628.
[15:45:07	]Wilson Dawson ran 'Convert' on item 'Su İşçiliği' (#65628)
[15:45:07	]Wilson Dawson has gained a 'Breen'in Suyu' #65629.
[15:45:08	]Wilson Dawson ran 'Consume' on item 'Breen'in Suyu' (#65629)
[15:45:08	]Wilson Dawson has gained a 'Boş Breen'in Suyu' #65630.
[15:45:09	]Wilson Dawson ran 'Consume' on item 'Yapay Macun' (#65625)
[15:45:09	]Wilson Dawson has gained a 'Boş Kavanoz' #65631.
[15:45:10	]Wilson Dawson ran 'drop' on item 'Boş Kavanoz' (#65631)
[15:45:10	]Wilson Dawson has lost a 'Boş Kavanoz' #65631.
[15:45:11	]Wilson Dawson ran 'drop' on item 'Boş Breen'in Suyu' (#65630)
[15:45:11	]Wilson Dawson has lost a 'Boş Breen'in Suyu' #65630.
[15:45:15	]Wilson Dawson ran 'Use' on item '15 Kredi Kuponu' (#65627)
[15:45:17	]Wilson Dawson has used a coupon at a ration dispenser, gaining 15 credits.
[15:45:23	]C45:RCT.YELLO-32 used the 'Sivil Koruma Tedarikçisi' vendor.
[15:45:32	]Herald Zenman used command '/CharFallOver'.
[15:45:34	]Herald Zenman used command '/CharGetUp'.
[15:45:35	]Herald Zenman used command '/CharGetUp'.
[15:45:44	]Herald Zenman used command '/CharGetUp'.
[15:46:26	][ME] C45:RCT.YELLO-32: kişinin durumu?
[15:46:32	][Y] Wilson Dawson: YARDIME DİN.
[15:46:36	][IT] Herald Zenman: çoğu yerinde kanama vardır ve morluklar
[15:46:37	][Y] Wilson Dawson: YARDIM EDİN TECAVÜZCÜ VAR.
[15:46:55	][ME] C45:RCT.YELLO-32: kanamaları durdurmak için bildiği ilk yardımı uygular
[15:46:58	]C45:RCT.YELLO-32 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#65616)
[15:46:58	]C45:RCT.YELLO-32 has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[15:46:58	]Herald Zenman was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:46:58	]Herald Zenman was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:46:59	]C45:RCT.YELLO-32 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#65616)
[15:46:59	]C45:RCT.YELLO-32 has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[15:46:59	]Herald Zenman was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:46:59	]Herald Zenman was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:46:59	]C45:RCT.YELLO-32 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#65616)
[15:46:59	]C45:RCT.YELLO-32 has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[15:46:59	]Herald Zenman was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:46:59	]Herald Zenman was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:46:59	]C45:RCT.YELLO-32 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#65616)
[15:46:59	]C45:RCT.YELLO-32 has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[15:46:59	]Herald Zenman was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:46:59	]Herald Zenman was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:47:01	]C45:RCT.YELLO-32 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#65615)
[15:47:01	]C45:RCT.YELLO-32 has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 9 experience in medicine.
[15:47:01	]Herald Zenman was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:47:01	]Herald Zenman was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:47:01	]C45:RCT.YELLO-32 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#65615)
[15:47:01	]Herald Zenman was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:47:01	]Herald Zenman was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:47:02	]C45:RCT.YELLO-32 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#65615)
[15:47:02	]Herald Zenman was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:47:02	]Herald Zenman was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:47:02	]C45:RCT.YELLO-32 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#65615)
[15:47:02	]Herald Zenman was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:47:02	]Herald Zenman was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:47:12	][IC] C45:RCT.YELLO-32: <:: Bundan sonrasını bilmiyorum. ::>
[15:47:21	][IC] C45:RCT.YELLO-32: <:: Kendine güvenli bir yer bulmalısın. ::>
[15:47:24	]Wilson Dawson ran 'EquipUn' on item 'Levye' (#64468)
[15:47:32	]Wilson Dawson ran 'Equip' on item 'Levye' (#64468)
[15:47:39	][LOOC] C45:RCT.YELLO-32: 1 dakika bekle
[15:47:44	][LOOC] Herald Zenman: ok
[15:47:49	]Wilson Dawson has gained level 15 in the Hız skill.
[15:48:43	]C45:RCT.YELLO-32 is fully healed.
[15:48:58	][IC] C45:RCT.YELLO-32: <:: Bana bak. ::>
[15:49:06	][IC] C45:RCT.YELLO-32: <:: Eğer buradaki şeyleri hatırlarsan. ::>
[15:49:11	][IC] C45:RCT.YELLO-32: <:: Senin evine gelirim. ::>
[15:49:18	][IC] C45:RCT.YELLO-32: <:: Jopbumu çıkarıtırım. ::>
[15:49:22	][IC] C45:RCT.YELLO-32: <:: Sonrasınıda görürsün. ::>
[15:50:06	][IC] C45:RCT.YELLO-32: <:: Dur. ::>
[15:50:18	]C45:RCT.YELLO-32 used command '/Radio 11-99'.
[15:50:23	][IC] C45:RCT.YELLO-32: <:: Ilerle. ::>
[15:50:27	][IC] C45:RCT.YELLO-32: <:: Bundan sonrası. ::>
[15:50:29	][IC] C45:RCT.YELLO-32: <:: Sende. ::>
[15:50:39	]Wilson Dawson has hit Herald Zenman in the chest dealing 45 damage (CritChance was 0.55).
[15:50:39	]Herald Zenman has taken 45 damage from Wilson Dawson.
[15:50:42	]Wilson Dawson has hit Herald Zenman in the chest dealing 45 damage (CritChance was 0.55).
[15:50:42	]Herald Zenman was knocked unconscious and is bleeding out.
[15:50:59	]Wilson Dawson ran 'give' on item 'Dezenfektan' (#65513)
[15:50:59	]Wilson Dawson has performed the 'Use Dezenfektan' action, gaining 4 experience in medicine.
[15:50:59	]Herald Zenman was disinfected by Wilson Dawson for 67 seconds.
[15:51:00	]Wilson Dawson ran 'give' on item 'Dezenfektan' (#65513)
[15:51:00	]Herald Zenman was disinfected by Wilson Dawson for 67 seconds.
[15:51:00	]Wilson Dawson ran 'give' on item 'Dezenfektan' (#65513)
[15:51:00	]Herald Zenman was disinfected by Wilson Dawson for 67 seconds.
[15:51:02	]Wilson Dawson ran 'give' on item 'Dezenfektan' (#65513)
[15:51:02	]Wilson Dawson has performed the 'Use Dezenfektan' action, gaining 4 experience in medicine.
[15:51:02	]Herald Zenman was disinfected by Wilson Dawson for 67 seconds.
[15:51:03	]Wilson Dawson ran 'give' on item 'Dezenfektan' (#65513)
[15:51:03	]Herald Zenman was disinfected by Wilson Dawson for 67 seconds.
[15:51:03	]Wilson Dawson ran 'give' on item 'Dezenfektan' (#65513)
[15:51:03	]Herald Zenman was disinfected by Wilson Dawson for 67 seconds.
[15:51:03	]Wilson Dawson has gained a 'Plastik Çöp' #65632.
[15:51:10	]Wilson Dawson ran 'Equip' on item 'Stunstick' (#62105)
[15:51:12	]Wilson Dawson ran 'EquipUn' on item 'Levye' (#64468)
[15:51:14	]Wilson Dawson ran 'Equip' on item 'Stunstick' (#62105)
[15:51:14	][LOOC] Herald Zenman: sigara alıp geliyom 2dk afk bekle lan ender
[15:51:16	]Wilson Dawson has critically hit Herald Zenman in the right leg dealing 10 damage (CritChance was 1.00).
[15:51:16	]Herald Zenman was killed while bleeding out.
[15:51:16	]Wilson Dawson has killed Herald Zenman with ix_stunstick.
[15:51:36	]Wilson Dawson ran 'Unlock' on item 'Daire Anahtarı' (#64417)
[15:51:38	]Wilson Dawson ran 'EquipUn' on item 'Stunstick' (#62105)
[15:51:39	]Wilson Dawson ran 'Equip' on item 'Levye' (#64468)
[15:51:42	][IC] C45:RCT.YELLO-32: <:: Herhangi bir birim, Şüpheliyi 10-25'te rapor edin. ::>
[15:51:45	]Wilson Dawson ran 'EquipUn' on item 'Levye' (#64468)
[15:51:48	][IC] C45:RCT.YELLO-32: <:: Ne var. ::>
[15:51:53	][IC] C45:RCT.YELLO-32: <:: Tabikide ne için? ::>
[15:52:06	][IC] C45:RCT.YELLO-32: <:: Tamam. ::>
[15:52:07	]C45:RCT.YELLO-32 used the 'Tedarikçi' vendor.
[15:52:10	]C45:RCT.YELLO-32 has gained 0 chips.
[15:52:10	]C45:RCT.YELLO-32 has gained a 'Talep Cihazı' #65633.
[15:52:19	]Wilson Dawson ran 'Equip' on item 'Levye' (#64468)
[15:52:19	][IC] C45:RCT.YELLO-32: <:: DUIVARA. ::>
[15:52:31	][IC] C45:RCT.YELLO-32: <:: Memur öldü, 10-99'um; Tekrar ediyorum, 10-99'um! ::>
[15:52:42	][IC] C45:RCT.YELLO-32: <:: Uzaklaş sivil. ::>
[15:52:43	]Wilson Dawson ran 'use' on item 'Kan Stabilizatörü' (#65336)
[15:52:43	]Wilson Dawson was bandaged by Wilson Dawson for 24 HP.
[15:52:56	]Wilson Dawson has critically hit C45:RCT.YELLO-32 dealing 36 damage (CritChance was 0.55).
[15:52:56	]C45:RCT.YELLO-32 has taken 36 damage from Wilson Dawson.
[15:52:58	]Wilson Dawson has critically hit Herald Zenman dealing 36 damage (CritChance was 0.55).
[15:52:58	]Herald Zenman has taken 36 damage from Wilson Dawson.
[15:52:59	]Wilson Dawson has hit Herald Zenman dealing 18 damage (CritChance was 0.55).
[15:52:59	]Herald Zenman has taken 18 damage from Wilson Dawson.
[15:53:13	]C45:RCT.YELLO-32 used command '/Radio 10-99'.
[15:53:20	]Wilson Dawson has hit C45:RCT.YELLO-32 dealing 45 damage (CritChance was 0.55).
[15:53:20	]C45:RCT.YELLO-32 has taken 45 damage from Wilson Dawson.
[15:53:23	]Wilson Dawson has critically hit C45:RCT.YELLO-32 dealing 36 damage (CritChance was 0.55).
[15:53:23	]C45:RCT.YELLO-32 was knocked unconscious and is bleeding out.
[15:53:30	]Wilson Dawson ran 'give' on item 'Kan Stabilizatörü' (#65336)
[15:53:30	]Wilson Dawson has performed the 'Use Kan Stabilizatörü' action, gaining 60 experience in medicine.
[15:53:30	]C45:RCT.YELLO-32's bleeding was stopped by Wilson Dawson.
[15:53:30	]C45:RCT.YELLO-32 was bandaged by Wilson Dawson for 24 HP.
[15:53:31	]Wilson Dawson ran 'give' on item 'Kan Stabilizatörü' (#65336)
[15:53:31	]Wilson Dawson has performed the 'Use Kan Stabilizatörü' action, gaining 60 experience in medicine.
[15:53:31	]C45:RCT.YELLO-32 was bandaged by Wilson Dawson for 24 HP.
[15:53:31	]Wilson Dawson ran 'give' on item 'Kan Stabilizatörü' (#65336)
[15:53:31	]Wilson Dawson has performed the 'Use Kan Stabilizatörü' action, gaining 38 experience in medicine.
[15:53:31	]C45:RCT.YELLO-32 was bandaged by Wilson Dawson for 24 HP.
[15:53:32	]Wilson Dawson ran 'give' on item 'Kan Stabilizatörü' (#65306)
[15:53:32	]C45:RCT.YELLO-32 was bandaged by Wilson Dawson for 24 HP.
[15:53:32	]Wilson Dawson ran 'give' on item 'Kan Stabilizatörü' (#65306)
[15:53:32	]C45:RCT.YELLO-32 was bandaged by Wilson Dawson for 24 HP.
[15:53:33	]Wilson Dawson ran 'give' on item 'Kan Stabilizatörü' (#65306)
[15:53:33	]C45:RCT.YELLO-32 was bandaged by Wilson Dawson for 24 HP.
[15:53:34	]Wilson Dawson ran 'give' on item 'Kan Stabilizatörü' (#65306)
[15:53:34	]C45:RCT.YELLO-32 was bandaged by Wilson Dawson for 24 HP.
[15:53:38	][IC] C45:RCT.YELLO-32: <:: Memur öldü, 10-99'um; Tekrar ediyorum, 10-99'um! ::>
[15:53:43	]C45:RCT.YELLO-32 used command '/Radio 10-99'.
[15:53:57	]Wilson Dawson ran 'give' on item 'Kan Stabilizatörü' (#65577)
[15:53:57	]C45:RCT.YELLO-32 was bandaged by Wilson Dawson for 24 HP.
[15:53:58	]Wilson Dawson ran 'give' on item 'Kan Stabilizatörü' (#65577)
[15:53:58	]C45:RCT.YELLO-32 was bandaged by Wilson Dawson for 24 HP.
[15:53:58	]Wilson Dawson ran 'give' on item 'Kan Stabilizatörü' (#65577)
[15:53:58	]C45:RCT.YELLO-32 was bandaged by Wilson Dawson for 24 HP.
[15:53:59	]Wilson Dawson ran 'give' on item 'Kan Stabilizatörü' (#65577)
[15:53:59	]C45:RCT.YELLO-32 was bandaged by Wilson Dawson for 24 HP.
[15:54:02	]Wilson Dawson ran 'EquipUn' on item 'Levye' (#64468)
[15:54:19	]Herald Zenman opened the 'Dropped Items' #6284 container.
[15:54:23	]Herald Zenman has gained a 'Açık Gri Kol Bandı' #64267 from a container with the name 'Dropped Items' #6284.
[15:54:23	]Herald Zenman closed the 'Dropped Items' #6284 container.
[15:54:25	][IC] C45:RCT.YELLO-32: <:: Burada 10-107 var; etiket için AirWatch'u gönderin. ::>
[15:54:26	]Herald Zenman ran 'Equip' on item 'Açık Gri Kol Bandı' (#64267)
[15:54:28	]C45:RCT.YELLO-32 is no longer unconscious from critical wounds.
[15:54:35	]C45:RCT.YELLO-32 ran 'split' on item 'Dezenfekte Bandaj Rulosu' (#65620)
[15:54:35	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65634.
[15:54:36	]C45:RCT.YELLO-32 ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65620)
[15:54:36	]C45:RCT.YELLO-32 was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:54:36	]C45:RCT.YELLO-32 was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:54:37	]C45:RCT.YELLO-32 ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65620)
[15:54:37	]C45:RCT.YELLO-32 was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:54:37	]C45:RCT.YELLO-32 was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:54:38	]C45:RCT.YELLO-32 ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65620)
[15:54:38	]C45:RCT.YELLO-32 was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:54:38	]C45:RCT.YELLO-32 was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:54:38	]C45:RCT.YELLO-32 ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65634)
[15:54:38	]C45:RCT.YELLO-32 was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:54:38	]C45:RCT.YELLO-32 was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:54:39	]C45:RCT.YELLO-32 ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65619)
[15:54:39	]C45:RCT.YELLO-32 was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:54:39	]C45:RCT.YELLO-32 was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:54:40	]C45:RCT.YELLO-32 ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65619)
[15:54:40	]C45:RCT.YELLO-32 was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:54:40	]C45:RCT.YELLO-32 was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:54:41	]C45:RCT.YELLO-32 ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65619)
[15:54:41	]C45:RCT.YELLO-32 was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:54:41	]C45:RCT.YELLO-32 was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:54:41	]C45:RCT.YELLO-32 ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65619)
[15:54:41	]C45:RCT.YELLO-32 was disinfected by C45:RCT.YELLO-32 for 102 seconds.
[15:54:41	]C45:RCT.YELLO-32 was bandaged by C45:RCT.YELLO-32 for 17 HP.
[15:54:42	]C45:RCT.YELLO-32 ran 'split' on item 'Dezenfekte Bandaj Rulosu' (#65618)
[15:54:42	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65635.
