[14:55:25	]bquits has connected.
[15:19:26	]Jack Ringer has spawned 'models/mosi/fallout4/props/fortifications/woodenbarrel.mdl'.
[15:19:27	]Jack Ringer has spawned 'models/mosi/fallout4/props/fortifications/woodencrate02.mdl'.
[15:19:28	]Mark Ringer has spawned 'models/mosi/fallout4/props/fortifications/woodpalette.mdl'.
[15:19:34	]Mark Ringer entered observer.
[15:19:35	]Mark Ringer exited observer at their location.
[15:19:42	]Victorian loaded the character 'Sergey Volkov'
[15:19:51	]Mark Ringer has fired a toolgun with the name: nocollideworld
[15:19:52	]Jack Ringer has enabled persistence for 'models/mosi/fallout4/props/fortifications/woodencrate02.mdl'.
[15:19:52	]Jack Ringer has used a context menu option with the name: persist
[15:19:53	]Jack Ringer entered observer.
[15:20:03	]Jack Ringer has disabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:20:03	]Jack Ringer has used a context menu option with the name: persist_end
[15:20:03	]Jack Ringer has enabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:20:03	]Jack Ringer has used a context menu option with the name: persist
[15:20:06	]Mark Ringer entered observer.
[15:20:07	]Stolas has connected.
[15:20:07	]Jack Ringer has spawned 'models/props_wasteland/woodwall030b_window02a_bars.mdl'.
[15:20:08	]Mark Ringer exited observer at their location.
[15:20:09	]Jack Ringer has spawned 'models/props_wasteland/woodwall030b_window03a.mdl'.
[15:20:10	]Jack Ringer has spawned 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:20:11	]Mark Ringer has enabled persistence for 'models/mosi/fallout4/props/fortifications/woodpalette.mdl'.
[15:20:11	]Mark Ringer has used a context menu option with the name: persist
[15:20:22	]Mark Ringer has fired a toolgun with the name: unbreakable
[15:20:24	]Jack Ringer has enabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:20:24	]Jack Ringer has used a context menu option with the name: persist
[15:20:26	]Jack Ringer has spawned 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:20:31	]Sergey Volkov ran SAM command 'asay' with arguments: 'estriper'
[15:20:33	]Shane Walsh loaded the character 'C45:i4.HELIX-86'
[15:20:38	]Mark Ringer has spawned 'models/mosi/fallout4/props/fortifications/wallbarricade02.mdl'.
[15:20:38	]C45:i4.HELIX-86 is fully healed.
[15:20:42	]Sergey Volkov ran SAM command 'hp' with arguments: 'Sergey' '100'
[15:20:42	]Sergey Volkov is fully healed.
[15:20:45	]Mark Ringer entered observer.
[15:20:46	]Mark Ringer exited observer at their location.
[15:20:46	]Mark Ringer entered observer.
[15:20:47	]Mark Ringer exited observer at their location.
[15:20:47	]Mark Ringer entered observer.
[15:20:48	]Sergey Volkov entered observer.
[15:20:49	]Mark Ringer exited observer at their location.
[15:20:52	]C45:i4.HELIX-86 used command '/Radio 10-8 2'.
[15:20:52	]Jack Ringer has enabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:20:52	]Jack Ringer has used a context menu option with the name: persist
[15:20:53	]Jack Ringer has disabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:20:53	]Jack Ringer has used a context menu option with the name: persist_end
[15:20:54	]Jack Ringer has enabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:20:54	]Jack Ringer has used a context menu option with the name: persist
[15:21:00	]Sergey Volkov exited observer at their location.
[15:21:06	]Jack Ringer has spawned 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:21:08	]Mark Ringer entered observer.
[15:21:08	]Mark Ringer exited observer at their location.
[15:21:15	]Mark Ringer has fired a toolgun with the name: unbreakable
[15:21:18	]Jack Ringer has enabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:21:18	]Jack Ringer has used a context menu option with the name: persist
[15:21:19	]Mark Ringer has fired a toolgun with the name: nocollideworld
[15:21:20	][IC] C45:i4.HELIX-86: <:: Yönetici. ::>
[15:21:30	]Jack Ringer has spawned 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:21:34	]Sergey Volkov entered observer.
[15:21:43	]Jack Ringer has enabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:21:43	]Jack Ringer has used a context menu option with the name: persist
[15:21:44	]Mark Ringer has spawned 'models/mosi/fallout4/props/fortifications/wallbarricade01.mdl'.
[15:21:47	]Jack Ringer has spawned 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:21:54	]Jack Ringer has spawned 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:21:57	]Jack Ringer has spawned 'models/props_wasteland/wood_fence01c.mdl'.
[15:22:01	]Mark Ringer has enabled persistence for 'models/mosi/fallout4/props/fortifications/wallbarricade01.mdl'.
[15:22:01	]Mark Ringer has used a context menu option with the name: persist
[15:22:01	]Jack Ringer has spawned 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:22:02	]Mark Ringer has enabled persistence for 'models/mosi/fallout4/props/fortifications/wallbarricade02.mdl'.
[15:22:02	]Mark Ringer has used a context menu option with the name: persist
[15:22:07	]Jack Ringer has enabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:22:07	]Jack Ringer has used a context menu option with the name: persist
[15:22:08	]Jack Ringer has enabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:22:08	]Jack Ringer has used a context menu option with the name: persist
[15:22:11	]Mark Ringer has spawned 'models/mosi/fallout4/props/fortifications/wallbarricade01.mdl'.
[15:22:16	]Jack Ringer has spawned 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:22:23	]Jack Ringer has enabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:22:23	]Jack Ringer has used a context menu option with the name: persist
[15:22:25	]Jack Ringer has spawned 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:22:25	]Mark Ringer has enabled persistence for 'models/mosi/fallout4/props/fortifications/wallbarricade01.mdl'.
[15:22:25	]Mark Ringer has used a context menu option with the name: persist
[15:22:28	]Mark Ringer has spawned 'models/mosi/fallout4/props/fortifications/wallbarricade03.mdl'.
[15:22:31	]Jack Ringer has enabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:22:31	]Jack Ringer has used a context menu option with the name: persist
[15:22:34	]Jack Ringer has disabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:22:34	]Jack Ringer has used a context menu option with the name: persist_end
[15:22:35	]Sergey Volkov exited observer at their location.
[15:22:37	]Sergey Volkov entered observer.
[15:22:40	]Jack Ringer has enabled persistence for 'models/props_wasteland/woodwall030b_window03a_bars.mdl'.
[15:22:40	]Jack Ringer has used a context menu option with the name: persist
[15:22:45	]Sergey Volkov exited observer at their location.
[15:22:48	]Sergey Volkov entered observer.
[15:22:52	]Jack Ringer has fired a toolgun with the name: duplicator
[15:22:52	]Jack Ringer has spawned 'models/mosi/fallout4/props/fortifications/woodpalette.mdl'.
[15:22:53	]Mark Ringer has enabled persistence for 'models/mosi/fallout4/props/fortifications/wallbarricade03.mdl'.
[15:22:53	]Mark Ringer has used a context menu option with the name: persist
[15:22:54	]Mark Ringer entered observer.
[15:22:54	]Sergey Volkov exited observer at their location.
[15:22:58	]Mark Ringer exited observer at their location.
[15:22:58	]Jack Ringer has fired a toolgun with the name: duplicator
[15:22:58	]Jack Ringer has spawned 'models/mosi/fallout4/props/fortifications/woodpalette.mdl'.
[15:23:06	]Victorian loaded the character 'Natasha Ivanov'
[15:23:06	]Mark Ringer has spawned 'models/mosi/fallout4/props/fortifications/wallbarricade02.mdl'.
[15:23:09	]Jack Ringer has enabled persistence for 'models/mosi/fallout4/props/fortifications/woodpalette.mdl'.
[15:23:09	]Jack Ringer has used a context menu option with the name: persist
[15:23:10	]Jack Ringer has used a context menu option with the name: collision_off
[15:23:11	]Natasha Ivanov entered observer.
[15:23:11	]Jack Ringer has fired a toolgun with the name: duplicator
[15:23:11	]Jack Ringer has spawned 'models/mosi/fallout4/props/fortifications/woodpalette.mdl'.
[15:23:22	]Jack Ringer has enabled persistence for 'models/mosi/fallout4/props/fortifications/woodpalette.mdl'.
[15:23:22	]Jack Ringer has used a context menu option with the name: persist
[15:23:25	]Natasha Ivanov exited observer at their location.
[15:23:25	]Jack Ringer has used a context menu option with the name: collision_on
[15:23:27	]Shane Walsh has unloaded their "C45:i4.HELIX-86" character.
[15:23:28	]Mark Ringer has enabled persistence for 'models/mosi/fallout4/props/fortifications/wallbarricade02.mdl'.
[15:23:28	]Mark Ringer has used a context menu option with the name: persist
[15:23:29	]Jack Ringer has fired a toolgun with the name: duplicator
[15:23:29	]Jack Ringer has spawned 'models/mosi/fallout4/props/fortifications/woodpalette.mdl'.
[15:23:31	]Shane Walsh loaded the character 'Grimson Krova'
[15:23:33	]Jack Ringer has fired a toolgun with the name: duplicator
[15:23:33	]Jack Ringer has spawned 'models/mosi/fallout4/props/fortifications/woodpalette.mdl'.
[15:23:34	]Natasha Ivanov entered observer.
[15:23:38	]Mark Ringer entered observer.
[15:23:40	]Mark Ringer exited observer at their location.
[15:23:43	]Grimson Krova ran SAM command 'asay' with arguments: 'aga nexusta kladım beni çıkarsana'
[15:23:44	]Mark Ringer entered observer.
[15:23:49	]Natasha Ivanov ran SAM command 'menu' with arguments: ''
[15:23:51	]Jack Ringer claimed a report by Grimson Krova (Shane Walsh).
[15:23:51	]Jack Ringer ran SAM command 'goto' with arguments: '#5'
[15:23:52	]Mark Ringer has spawned 'models/mosi/fallout4/props/fortifications/blocker04.mdl'.
[15:23:58	][LOOC] Natasha Ivanov: sen nie burdasın
[15:24:02	]Jack Ringer ran SAM command 'bring' with arguments: 'grim'
[15:24:04	]Mark Ringer has fired a toolgun with the name: nocollideworld
[15:24:07	][LOOC] Grimson Krova: dünki olayda elektirik gittiya
[15:24:07	]Jack Ringer ran SAM command 'goto' with arguments: 'mark'
[15:24:15	]Natasha Ivanov exited observer at their location.
[15:24:15	]Mark Ringer has enabled persistence for 'models/mosi/fallout4/props/fortifications/blocker04.mdl'.
[15:24:15	]Mark Ringer has used a context menu option with the name: persist
[15:24:16	]Mark Ringer exited observer at their location.
[15:24:18	]Mark Ringer entered observer.
[15:24:20	]Mark Ringer exited observer at their location.
[15:24:21	]Jack Ringer has used a context menu option with the name: collision_off
[15:24:27	]Jack Ringer has used a context menu option with the name: collision_off
[15:24:29	]Mark Ringer has spawned 'models/mosi/fallout4/props/fortifications/junkwalldoorway.mdl'.
[15:24:36	]Mark Ringer has fired a toolgun with the name: nocollideworld
[15:24:36	]Jack Ringer has enabled persistence for 'models/mosi/fallout4/props/fortifications/woodpalette.mdl'.
[15:24:36	]Jack Ringer has used a context menu option with the name: persist
[15:24:36	]Natasha Ivanov entered observer.
[15:24:41	]Jack Ringer has used a context menu option with the name: collision_on
[15:24:41	]Natasha Ivanov exited observer at their location.
[15:24:41	]Shane Walsh has unloaded their "Grimson Krova" character.
[15:24:42	]Natasha Ivanov entered observer.
[15:24:43	]Jack Ringer has used a context menu option with the name: collision_on
[15:24:46	]Shane Walsh loaded the character 'C45:i4.HELIX-86'
[15:24:50	]Natasha Ivanov exited observer at their location.
[15:24:56	]Mark Ringer has fired a toolgun with the name: nocollideworld
[15:24:58	]Mark Ringer has fired a toolgun with the name: nocollideworld
[15:25:02	]Jack Ringer has fired a toolgun with the name: duplicator
[15:25:02	]Jack Ringer has spawned 'models/mosi/fallout4/props/fortifications/woodpalette.mdl'.
[15:25:07	][IC] C45:i4.HELIX-86: <:: Söyle. ::>
[15:25:08	]Jack Ringer has spawned 'models/props_junk/wood_pallet001a.mdl'.
[15:25:10	][IC] Natasha Ivanov: Yapabileceğim bir iş var mı?
[15:25:17	]Jack Ringer has enabled persistence for 'models/props_junk/wood_pallet001a.mdl'.
[15:25:17	]Jack Ringer has used a context menu option with the name: persist
[15:25:17	]Stolas created the character 'Gorgeous Treeman'
[15:25:17	]Stolas loaded the character 'Gorgeous Treeman'
[15:25:17	]Gorgeous Treeman has gained a 'Açık Gri Kol Bandı' #62768.
[15:25:17	]Gorgeous Treeman has gained a '#37736 Kimlik Kartı' #62769.
[15:25:17	]Gorgeous Treeman has gained a 'Sivil Tulum' #62770.
[15:25:17	]Gorgeous Treeman has gained a 'Tulum pantolonu.' #62771.
[15:25:17	]Gorgeous Treeman has gained a 'Gözlükler' #62772.
[15:25:17	][IC] C45:i4.HELIX-86: <:: Çöpleri toplayabialirsin. ::>
[15:25:21	]Jack Ringer has spawned 'models/props_phx/construct/wood/wood_panel2x2.mdl'.
[15:25:22	][IC] C45:i4.HELIX-86: <:: Ve sonra yanıma gel. ::>
[15:25:24	]Jack Ringer has spawned 'models/props_junk/wood_pallet001a.mdl'.
[15:25:26	][IC] C45:i4.HELIX-86: <:: Bezin varmı? ::>
[15:25:28	]Jack Ringer has used a context menu option with the name: collision_off
[15:25:33	]Jack Ringer has used a context menu option with the name: collision_off
[15:25:35	]Jack Ringer has used a context menu option with the name: collision_on
[15:25:35	]Jack Ringer has used a context menu option with the name: collision_on
[15:25:36	]Jack Ringer has enabled persistence for 'models/props_junk/wood_pallet001a.mdl'.
[15:25:36	]Jack Ringer has used a context menu option with the name: persist
[15:25:38	]Mark Ringer has fired a toolgun with the name: nocollideworld
[15:25:43	]Jack Ringer has fired a toolgun with the name: unbreakable
[15:25:43	]Jack Ringer has fired a toolgun with the name: unbreakable
[15:25:45	]Natasha Ivanov has gained a 'Boş Bira Şişesi' #62773.
[15:25:45	]Natasha Ivanov has gained a 'Küçük Karton Kutu' #62774.
[15:25:52	]Mark Ringer has enabled persistence for 'models/mosi/fallout4/props/fortifications/junkwalldoorway.mdl'.
[15:25:52	]Mark Ringer has used a context menu option with the name: persist
[15:25:53	]Jack Ringer has fired a toolgun with the name: prop_door
[15:25:54	]Jack Ringer has fired a toolgun with the name: prop_door
[15:25:54	]Jack Ringer has fired a toolgun with the name: prop_door
[15:25:55	]Jack Ringer has fired a toolgun with the name: prop_door
[15:25:55	]Jack Ringer has fired a toolgun with the name: prop_door
[15:25:55	]Jack Ringer has fired a toolgun with the name: prop_door
[15:26:07	]Mark Ringer has spawned 'models/mosi/fallout4/props/fortifications/junkwall05.mdl'.
[15:26:08	]Natasha Ivanov has gained a 'Kırık Alıcı' #62775.
[15:26:16	]Mark Ringer has spawned 'models/mosi/fallout4/props/fortifications/chainlink01.mdl'.
[15:26:17	]Natasha Ivanov entered observer.
[15:26:19	]Natasha Ivanov exited observer at their location.
[15:26:22	]vendeta has connected.
[15:26:22	]Mark Ringer has fired a toolgun with the name: nocollideworld
[15:26:35	]Mark Ringer has enabled persistence for 'models/mosi/fallout4/props/fortifications/chainlink01.mdl'.
[15:26:35	]Mark Ringer has used a context menu option with the name: persist
[15:26:37	]bquits (STEAM_0:0:142449284) has disconnected (timed out).
[15:26:41	]Natasha Ivanov has gained a 'Boş Şarap Şişesi' #62776.
[15:26:47	]Gorgeous Treeman ran 'take' on item 'Boş Breen'in Suyu' (#62663)
[15:26:47	]Gorgeous Treeman has gained a 'Boş Breen'in Suyu' #62663.
[15:26:48	]Gorgeous Treeman ran 'take' on item 'Boş Kavanoz' (#62662)
[15:26:48	]Gorgeous Treeman has gained a 'Boş Kavanoz' #62662.
[15:26:49	][AltChecker] vendeta joined for the first time, generating new cookie.
[15:26:51	]Gorgeous Treeman ran 'take' on item 'Boş Kavanoz' (#62632)
[15:26:51	]Gorgeous Treeman has gained a 'Boş Kavanoz' #62632.
[15:26:52	]Mark Ringer has spawned 'models/mosi/fallout4/props/fortifications/cinderblocks08.mdl'.
[15:26:52	]Mark Ringer entered observer.
[15:26:53	]Gorgeous Treeman ran 'take' on item 'Boş Breen'in Suyu' (#62631)
[15:26:53	]Gorgeous Treeman has gained a 'Boş Breen'in Suyu' #62631.
[15:26:57	]Gorgeous Treeman has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[15:27:02	]Mark Ringer exited observer at their location.
[15:27:04	]Mark Ringer has fired a toolgun with the name: nocollideworld
[15:27:08	]Natasha Ivanov opened the 'Çöp Kutusu' #5687 container.
[15:27:10	]Gorgeous Treeman ran 'Open' on item 'Rasyon' (#62777)
[15:27:10	]Gorgeous Treeman has gained a 'Yapay Macun' #62778.
[15:27:10	]Gorgeous Treeman has gained a 'Breen'in Suyu' #62779.
[15:27:10	]Gorgeous Treeman has gained a '15 Kredi Kuponu' #62780.
